STRUKTUR,WELL_NAME,DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,CALI,DT,HLLD,HLLS,LLS,MSFL,PEF,RHOZ,RXOZ,SP,DRHO
GNK,GNK-064,495.7572,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,495.9096,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.062,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.2144,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.3668,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.5192,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.6716,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.824,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,496.9764,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,497.1288,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,497.2812,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,497.4336,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,497.586,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,497.7384,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,497.8908,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,498.0432,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,498.1956,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,498.348,,-9.9925,-999.25,,,,,,,,,,,,,,
GNK,GNK-064,498.5004,,-9.9925,-999.25,-951.86,,,,,,,,,,,,,
GNK,GNK-064,498.6528,,-9.9925,-999.25,1.2136,,,,,,,,,,,,,
GNK,GNK-064,498.8052,,-9.9925,-999.25,1.3619,,,,,,,,,,,,,
GNK,GNK-064,498.9576,,-9.9925,-999.25,1.4208,,,,,,,,,,,,,
GNK,GNK-064,499.11,,-9.9925,-999.25,1.4795,,,,,,,,,,,,,
GNK,GNK-064,499.2624,,-9.9925,-999.25,1.5326,,,,,,,,,,,,,
GNK,GNK-064,499.4148,,-9.9925,-999.25,1.5471,,,,,,,,,,,,,
GNK,GNK-064,499.5672,,-9.9925,-999.25,1.5617,,,,,,,,,,,,,
GNK,GNK-064,499.7196,,-9.9925,-999.25,1.5766,,,,,,,,,,,,,
GNK,GNK-064,499.872,,-9.9925,-999.25,1.5969,,,,,,,,,,,,,
GNK,GNK-064,500.0244,,-9.9925,-999.25,1.6172,,,,,,,,,,,,,
GNK,GNK-064,500.1768,,-9.9925,-999.25,1.6375,,,,,,,,,,,,,
GNK,GNK-064,500.3292,,-9.9925,-999.25,1.6578,,,,,,,,,,,,,
GNK,GNK-064,500.4816,,-9.9925,-999.25,1.6781,,,,,,,,,,,,,
GNK,GNK-064,500.634,,-9.9925,-999.25,1.6929,,,,,,,,,,,,,
GNK,GNK-064,500.7864,,-9.9925,-999.25,1.6502,,,,,,,,,,,,,
GNK,GNK-064,500.9388,,-9.9925,-999.25,1.6404,,,,,,,,,,,,,
GNK,GNK-064,501.0912,,-9.9925,-999.25,1.6306,,,,,,,,,,,,,
GNK,GNK-064,501.2436,,-9.9925,-999.25,1.6197,,,,,,,,,,,,,
GNK,GNK-064,501.396,,-9.9925,-999.25,1.5978,,,,,,,,,,,,,
GNK,GNK-064,501.5484,,-9.9925,-999.25,1.5726,,,,,,,,,,,,,
GNK,GNK-064,501.7008,,-9.9925,-999.25,1.5169,,,,,,,,,,,,,
GNK,GNK-064,501.8532,,-9.9925,-999.25,1.469,,,,,,,,,,,,,
GNK,GNK-064,502.0056,,-9.9925,-999.25,1.4876,,,,,,,,,,,,,
GNK,GNK-064,502.158,,-9.9925,-999.25,1.5062,,,,,,,,,,,,,
GNK,GNK-064,502.3104,,-9.9925,-999.25,1.5227,,,,,,,,,,,,,
GNK,GNK-064,502.4628,,-9.9925,-999.25,1.5229,,,,,,,,,,,,,
GNK,GNK-064,502.6152,,-9.9925,-999.25,1.5238,,,,,,,,,,,,,
GNK,GNK-064,502.7676,,-9.9925,-999.25,1.5297,,,,,,,,,,,,,
GNK,GNK-064,502.92,,-9.9925,-999.25,1.5356,,,,,,,,,,,,,
GNK,GNK-064,503.0724,,-9.9925,-999.25,1.5415,,,,,,,,,,,,,
GNK,GNK-064,503.2248,,-9.9925,-999.25,1.5473,,,,,,,,,,,,,
GNK,GNK-064,503.3772,,-9.9925,-999.25,1.5525,,,,,,,,,,,,,
GNK,GNK-064,503.5296,,-9.9925,-999.25,1.5527,,,,,,,,,,,,,
GNK,GNK-064,503.682,,-9.9925,-999.25,1.5549,,,,,,,,,,,,,
GNK,GNK-064,503.8344,,-9.9925,-999.25,1.5697,,,,,,,,,,,,,
