STRUKTUR,WELL_NAME,DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,CALI,DT,HLLD,HLLS,LLS,MSFL,PEF,RHOZ,RXOZ,SP,DRHO
GNK,GNK-099,1402.9944,70.4799,0.4861,2.0513999,0.1964,GUF,,,,,,,,,,,,
GNK,GNK-099,1403.1468,70.4799,0.4861,2.1645,0.3111,GUF,,,,,,,,,,,,
GNK,GNK-099,1403.2992,69.4278,0.4595,2.2083899000000002,0.4006,GUF,,,,,,,,,,,,
GNK,GNK-099,1403.4516,67.7568,0.4574,2.2483798999999998,0.4209,GUF,,,,,,,,,,,,
GNK,GNK-099,1403.604,68.9927,0.4725,2.34752,0.4551,GUF,,,,,,,,,,,,
GNK,GNK-099,1403.7564,71.4311,0.4691,2.4440701,0.5299,GUF,,,,,,,,,,,,
GNK,GNK-099,1403.9088,77.1432,0.4639,2.4561501,0.6108,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.0612,82.9538,0.4801,2.4343600999999997,0.6798,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.2136,83.229,0.4692,2.4056599000000003,0.7576,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.366,79.8649,0.5223,2.3551599000000003,0.9276,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.5184,75.2263,0.5056,2.2695700999999997,0.8321,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.6708,75.9213,0.5192,2.2316799,0.824,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.8232,77.953,0.5066,2.27277,0.8336,GUF,,,,,,,,,,,,
GNK,GNK-099,1404.9756,81.6128,0.4477,2.3728098,1.0505,GUF,,,,,,,,,,,,
GNK,GNK-099,1405.128,88.4291,0.4121,2.4403901,1.0587,GUF,,,,,,,,,,,,
GNK,GNK-099,1405.2804,90.7387,0.394,2.4523101,1.0761,GUF,,,,,,,,,,,,
GNK,GNK-099,1405.4328,95.291,0.42,2.4441299,1.1437,GUF,,,,,,,,,,,,
GNK,GNK-099,1405.5852,95.2492,0.4299,2.4269600000000002,1.1219,GUF,,,,,,,,,,,,
GNK,GNK-099,1405.7376,97.5788,0.3918,2.4174099,1.2363,GUF,,,,,,,,,,,,
GNK,GNK-099,1405.89,91.0599,0.3927,2.4128398,1.2726,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.0424,89.8061,0.412,2.4162199999999996,1.3911,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.1948,81.4334,0.4069,2.4396999999999998,1.5315,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.3472,79.2579,0.3494,2.4618699,2.4157,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.4996,78.7207,0.3322,2.46079,3.3223,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.652,82.2278,0.3541,2.4372800000000003,1.8625,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.8044,92.4022,0.3673,2.4253499,1.4085,GUF,,,,,,,,,,,,
GNK,GNK-099,1406.9568,98.1249,0.3864,2.4066601999999997,1.2194,GUF,,,,,,,,,,,,
GNK,GNK-099,1407.1092,102.0524,0.3996,2.3903401,1.1446,GUF,,,,,,,,,,,,
GNK,GNK-099,1407.2616,97.3175,0.4185,2.35875,1.1153,GUF,,,,,,,,,,,,
GNK,GNK-099,1407.414,92.2104,0.4098,2.3346601999999996,1.1276,GUF,,,,,,,,,,,,
GNK,GNK-099,1407.5664,92.451,0.4162,2.3137399999999997,1.0537,GUF,,,,,,,,,,,,
GNK,GNK-099,1407.7188,91.5083,0.4339,2.3365500000000003,1.0273,GUF,,,,,,,,,,,,
GNK,GNK-099,1407.8712,92.087,0.4365,2.3781299,1.1083,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.0236,87.7036,0.4185,2.3990901,1.0951,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.176,83.2825,0.4038,2.3681099,1.0703,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.3284,82.847,0.3771,2.34074,1.0447,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.4808,83.5667,0.3761,2.3310398,1.1087,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.6332,87.6052,0.3679,2.3128200999999997,1.1688,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.7856,86.9554,0.3998,2.31771,1.1537,GUF,,,,,,,,,,,,
GNK,GNK-099,1408.938,91.5931,0.4231,2.3582202000000003,1.104,GUF,,,,,,,,,,,,
GNK,GNK-099,1409.0904,87.9103,0.4145,2.4019202,1.094,GUF,,,,,,,,,,,,
GNK,GNK-099,1409.2428,82.9728,0.4024,2.37445,1.1422,GUF,,,,,,,,,,,,
GNK,GNK-099,1409.3952,76.2992,0.3977,2.3146301,1.125,GUF,,,,,,,,,,,,
GNK,GNK-099,1409.5476,85.7717,0.4203,2.29649,1.1071,GUF,,,,,,,,,,,,
GNK,GNK-099,1409.7,88.9957,0.4012,2.3231001,1.1066,GUF,,,,,,,,,,,,
GNK,GNK-099,1409.8524,88.5843,0.4007,2.3606201,1.0922,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.0048,84.0592,0.3811,2.39076,1.1264,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.1572,82.4781,0.3907,2.3916499,1.1459,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.3096,80.1936,0.3725,2.3781599,1.1991,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.462,80.4591,0.395,2.3446802,1.203,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.6144,82.7471,0.3884,2.34571,1.0556,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.7668,85.1103,0.4072,2.3726699,1.1134,GUF,,,,,,,,,,,,
GNK,GNK-099,1410.9192,83.4019,0.3729,2.3998499,1.1746,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.0716,83.7374,0.3794,2.4181899,1.1555,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.224,82.3656,0.3661,2.4103701,1.1626,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.3764,83.0792,0.4004,2.40905,1.1843,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.5288,78.5832,0.3948,2.4092399999999996,1.211,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.6812,82.4495,0.381,2.41353,1.2089,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.8336,80.9387,0.3686,2.4024199,1.2048,GUF,,,,,,,,,,,,
GNK,GNK-099,1411.986,86.0547,0.3684,2.39622,1.2348,GUF,,,,,,,,,,,,
GNK,GNK-099,1412.1384,80.0061,0.3877,2.39222,1.2694,GUF,,,,,,,,,,,,
GNK,GNK-099,1412.2908,78.2137,0.367,2.38996,1.3191,GUF,,,,,,,,,,,,
GNK,GNK-099,1412.4432,75.3176,0.3897,2.3883201,1.2534,GUF,,,,,,,,,,,,
GNK,GNK-099,1412.5956,84.1778,0.4076,2.39225,1.2343,GUF,,,,,,,,,,,,
GNK,GNK-099,1412.748,85.8255,0.4237,2.4078901,1.3207,GUF,,,,,,,,,,,,
GNK,GNK-099,1412.9004,85.7475,0.3715,2.4161601999999998,1.3025,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.0528,83.8399,0.3637,2.41723,1.3237,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.2052,84.2241,0.3795,2.4163599,1.447,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.3576,86.7747,0.4099,2.4148201,1.4329,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.51,83.5548,0.3754,2.4193499000000003,1.4728,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.6624,84.7232,0.368,2.4106599,1.4197,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.8148,85.7443,0.3615,2.4044099,1.3136,GUF,,,,,,,,,,,,
GNK,GNK-099,1413.9672,85.9256,0.3801,2.39924,1.3151,GUF,,,,,,,,,,,,
GNK,GNK-099,1414.1196,87.3521,0.3824,2.40223,1.322,GUF,,,,,,,,,,,,
GNK,GNK-099,1414.272,82.1289,0.3683,2.4023198000000003,1.2818,GUF,,,,,,,,,,,,
GNK,GNK-099,1414.4244,80.8695,0.3575,2.4067399999999997,1.2566,GUF,,,,,,,,,,,,
GNK,GNK-099,1414.5768,77.0624,0.3842,2.4160901,1.4451,GUF,,,,,,,,,,,,
GNK,GNK-099,1414.7292,80.9578,0.3827,2.4159299,1.5115,GUF,,,,,,,,,,,,
GNK,GNK-099,1414.8816,81.1652,0.3786,2.40455,1.5137,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.034,80.8478,0.3707,2.3994802,1.5233,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.1864,76.5083,0.344,2.4107800000000004,1.6919,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.3388,75.8205,0.339,2.42627,1.7996,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.4912,74.934,0.3279,2.4404099,1.8443,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.6436,75.5603,0.3342,2.4511199,1.8217,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.796,74.4023,0.3095,2.4592199999999997,2.0306,GUF,,,,,,,,,,,,
GNK,GNK-099,1415.9484,75.5081,0.3119,2.4556001000000003,2.0547,GUF,,,,,,,,,,,,
GNK,GNK-099,1416.1008,76.5912,0.3098,2.4526702,2.0513,GUF,,,,,,,,,,,,
GNK,GNK-099,1416.2532,76.0697,0.297,2.45248,2.3099,GUF,,,,,,,,,,,,
GNK,GNK-099,1416.4056,78.2079,0.2966,2.46148,2.6063,GUF,,,,,,,,,,,,
GNK,GNK-099,1416.558,75.387,0.2853,2.4703801,2.804,GUF,,,,,,,,,,,,
GNK,GNK-099,1416.7104,71.0312,0.2967,2.4786201,2.7212,GUF,,,,,,,,,,,,
GNK,GNK-099,1416.8628,70.3859,0.2846,2.4751898999999997,2.5401,GUF,,,,,,,,,,,,
GNK,GNK-099,1417.0152,71.0864,0.2995,2.4664800000000002,2.5314,GUF,,,,,,,,,,,,
GNK,GNK-099,1417.1676,76.4268,0.2921,2.4533701,2.1664,GUF,,,,,,,,,,,,
GNK,GNK-099,1417.32,72.5896,0.3044,2.4467002000000004,2.3641,GUF,,,,,,,,,,,,
GNK,GNK-099,1417.4724,72.2404,0.2922,2.4436099,2.4715,GUF,,,,,,,,,,,,
GNK,GNK-099,1417.6248,72.0011,0.2866,2.4503701,2.5413,GUF,,,,,,,,,,,,
