STRUKTUR,WELL_NAME,DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,CALI,DT,HLLD,HLLS,LLS,MSFL,PEF,RHOZ,RXOZ,SP,DRHO
BNG,BNG-028,1598.676,65.5792,0.29566,2.25977,1.9371,ABF,,,,,,,,,,,,
BNG,BNG-028,1598.8284,65.5792,0.29566,2.25977,1.9733,ABF,,,,,,,,,,,,
BNG,BNG-028,1598.9808,65.5792,0.29566,2.25977,1.9558,ABF,,,,,,,,,,,,
BNG,BNG-028,1599.1332,65.5792,0.29566,2.25977,1.9384,ABF,,,,,,,,,,,,
BNG,BNG-028,1599.2856,65.5792,0.29566,2.25977,1.8867,ABF,,,,,,,,,,,,
BNG,BNG-028,1599.438,65.5792,0.29566,2.25977,1.9044,ABF,,,,,,,,,,,,
BNG,BNG-028,1599.5904,65.5792,0.29566,2.25977,2.1062,ABF,,,,,,,,,,,,
BNG,BNG-028,1599.7428,65.5792,0.29566,2.25977,2.6468,ABF,,,,,,,,,,,,
BNG,BNG-028,1599.8952,65.5792,0.29566,2.25977,2.4835,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.0476,65.5792,0.29566,2.25977,2.1663,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.2,65.5792,0.29566,2.25977,1.8725,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.3524,65.5792,0.29566,2.25977,1.6331,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.5048,65.5792,0.29566,2.25977,1.2886,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.6572,65.5792,0.29566,2.25977,1.2656,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.8096,65.5792,0.29566,2.25977,1.1985,ABF,,,,,,,,,,,,
BNG,BNG-028,1600.962,65.5792,0.29566,2.25977,1.1558,ABF,,,,,,,,,,,,
BNG,BNG-028,1601.1144,65.5792,0.29566,2.25977,1.156,ABF,,,,,,,,,,,,
BNG,BNG-028,1601.2668,65.5792,0.29566,2.25977,1.8088,ABF,,,,,,,,,,,,
BNG,BNG-028,1601.4192,65.5792,0.29566,2.25977,2.1128,ABF,,,,,,,,,,,,
BNG,BNG-028,1601.5716,65.5792,0.29566,2.25977,3.2459,ABF,,,,,,,,,,,,
BNG,BNG-028,1601.724,65.5792,0.29566,2.25977,3.5894,ABF,,,,,,,,,,,,
BNG,BNG-028,1601.8764,65.5792,0.29566,2.25977,3.8621,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.0288,65.5792,0.29566,2.25977,3.7935,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.1812,65.5792,0.29566,2.25977,3.2194,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.3336,65.5792,0.29566,2.25977,2.8865,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.486,65.5792,0.29566,2.25977,2.8348,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.6384,65.5792,0.29566,2.25977,2.8099,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.7908,65.5792,0.29566,2.25977,2.6366,ABF,,,,,,,,,,,,
BNG,BNG-028,1602.9432,65.5792,0.29566,2.25977,2.1971,ABF,,,,,,,,,,,,
BNG,BNG-028,1603.0956,65.5792,0.29566,2.25977,1.7653,ABF,,,,,,,,,,,,
BNG,BNG-028,1603.248,65.5792,0.29566,2.25977,1.5398,ABF,,,,,,,,,,,,
BNG,BNG-028,1603.4004,65.5792,0.29566,2.25977,1.26,ABF,,,,,,,,,,,,
BNG,BNG-028,1603.5528,65.5792,0.29566,2.25977,1.1504,ABF,,,,,,,,,,,,
BNG,BNG-028,1603.7052,65.5792,0.29566,2.25977,1.1298,ABF,,,,,,,,,,,,
BNG,BNG-028,1603.8576,65.5792,0.29566,2.25977,1.2049,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.01,65.5792,0.29566,2.25977,1.2847,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.1624,65.5792,0.29566,2.25977,1.3697,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.3148,65.5792,0.29566,2.25977,1.3953,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.4672,65.5792,0.29566,2.25977,1.3457,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.6196,65.5792,0.29566,2.25977,1.3218,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.772,65.5792,0.29566,2.25977,1.3219,ABF,,,,,,,,,,,,
BNG,BNG-028,1604.9244,65.5792,0.29566,2.25977,1.1852,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.0768,65.5792,0.29566,2.25977,1.1854,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.2292,65.5792,0.29566,2.25977,1.1858,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.3816,65.5792,0.29566,2.25977,1.2191,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.534,65.5792,0.29566,2.25977,1.2193,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.6864,65.5792,0.29566,2.25977,1.2424,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.8388,65.5792,0.29566,2.25977,1.2426,ABF,,,,,,,,,,,,
BNG,BNG-028,1605.9912,65.5792,0.29566,2.25977,1.2429,ABF,,,,,,,,,,,,
BNG,BNG-028,1606.1436,65.5792,0.29566,2.25977,1.2432,ABF,,,,,,,,,,,,
BNG,BNG-028,1606.296,65.5792,0.29566,2.25977,1.2211,ABF,,,,,,,,,,,,
BNG,BNG-028,1606.4484,65.5792,0.29566,2.25977,1.2269,ABF,,,,,,,,,,,,
BNG,BNG-028,1606.6008,65.5792,0.29566,2.25977,1.2328,ABF,,,,,,,,,,,,
BNG,BNG-028,1606.7532,65.5792,0.29566,2.25977,1.2559,ABF,,,,,,,,,,,,
BNG,BNG-028,1606.9056,65.5792,0.29566,2.25977,1.2563,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.058,65.5792,0.29566,2.25977,1.2565,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.2104,65.5792,0.29566,2.25977,1.257,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.3628,65.5792,0.29566,2.25977,1.2572,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.5152,65.5792,0.29566,2.25977,1.2461,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.6676,65.5792,0.29566,2.25977,1.2127,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.82,65.5792,0.29566,2.25977,1.1591,ABF,,,,,,,,,,,,
BNG,BNG-028,1607.9724,65.5792,0.29566,2.25977,1.17,ABF,,,,,,,,,,,,
BNG,BNG-028,1608.1248,65.5792,0.29566,2.25977,1.1919,ABF,,,,,,,,,,,,
BNG,BNG-028,1608.2772,65.5792,0.29566,2.25977,1.2141,ABF,,,,,,,,,,,,
BNG,BNG-028,1608.4296,65.5792,0.29566,2.25977,1.2143,ABF,,,,,,,,,,,,
BNG,BNG-028,1608.582,65.5792,0.29566,2.25977,1.2148,ABF,,,,,,,,,,,,
BNG,BNG-028,1608.7344,65.5792,0.29566,2.25977,1.2041,ABF,,,,,,,,,,,,
BNG,BNG-028,1608.8868,65.5792,0.29566,2.25977,1.1826,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.0392,65.5792,0.29566,2.25977,1.1938,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.1916,65.5792,0.29566,2.25977,1.2276,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.344,65.5792,0.29566,2.25977,1.2615,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.4964,65.5792,0.29566,2.25977,1.3329,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.6488,65.5792,0.29566,2.25977,1.3956,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.8012,65.5792,0.29566,2.25977,1.3959,ABF,,,,,,,,,,,,
BNG,BNG-028,1609.9536,65.5792,0.29566,2.25977,1.3962,ABF,,,,,,,,,,,,
BNG,BNG-028,1610.106,65.5792,0.29566,2.25977,1.1635,ABF,,,,,,,,,,,,
BNG,BNG-028,1610.2584,65.5792,0.29566,2.25977,0.9785,ABF,,,,,,,,,,,,
BNG,BNG-028,1610.4108,65.5792,0.29566,2.25977,0.9788,ABF,,,,,,,,,,,,
BNG,BNG-028,1610.5632,65.5792,0.29566,2.25977,0.9792,ABF,,,,,,,,,,,,
BNG,BNG-028,1610.7156,65.5792,0.29566,2.25977,0.9883,ABF,,,,,,,,,,,,
