STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,IQUAL,RGBE,R_RGBE,RPBE,R_RPBE,RW_TEMP,SW,RWA_FULL,RWA_SIMPLE,RWA_TAR,CT,FTEMP,A_PARAM,M_PARAM,N_PARAM,RTSH,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD,DNS,DNSV,A,M,N,RW,RWA,RO,RT_RO,GROUP_ID,RT_R0_GRAD,PHIE_RTR0_GRAD,FLUID_RTROPHIE,PHIE_DEN.1,PHIT_DEN.1,NOD
ABAB,ABB-138,684.8856,,,66.3223,0.0068,0.6238,3.7613,MEF,0.4035811111111111,0.4035811111111111,4.648622519221204,0.809073320950786,-0.0751156339174069,-0.0372799047507403,0.0,0.0378357291666666,4.240499654128113,0,,,,,1.2951379310344828,1.0,,,,147.05882352941177,109.24428,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.238595321637427,-1.1261354389213776,1,1.8,1.8,1,,,,1,,,,-0.0751156339174069,-0.0372799047507403,
ABAB,ABB-138,685.038,8.8735,1.6875,67.7377,0.0068,0.5474,3.7613,MEF,0.4193077777777778,0.4193077777777778,4.708166976960448,0.6899391148112503,-0.1186812644641605,-0.0793711602974938,0.0,0.0393101041666666,4.078903852109881,0,,,,,1.2951379310344828,1.0,,,,147.05882352941177,109.2519,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.162195321637427,-1.0453531250812214,1,1.8,1.8,1,,,,1,,,,-0.1186812644641605,-0.0793711602974938,
ABAB,ABB-138,685.1904,8.8861,1.4514,69.9989,0.0083,0.5691,3.7466,MEF,0.4444322222222223,0.4444322222222223,4.7838286557695735,0.744371323830876,-0.1097314868486343,-0.068065966015301,0.0,0.0416655208333333,4.1597408708368535,0,,,,,1.2951379310344828,1.0,,,,120.48192771084337,109.25952,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.1752988304093568,-1.0514555825211178,1,1.8,1.8,1,,,,1,,,,-0.1097314868486343,-0.068065966015301,
ABAB,ABB-138,685.3428,8.8861,0.9097,70.9358,0.0087,0.5969,3.7404,MEF,0.4548422222222222,0.4548422222222222,4.817021168183726,0.8028964091944838,-0.0962427417139264,-0.053601283380593,0.0,0.0426414583333333,4.244273608363817,0,,,,,1.2951379310344828,1.0,,,,114.9425287356322,109.26714,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.1994730994152047,-1.0727290532813516,1,1.8,1.8,1,,,,1,,,,-0.0962427417139264,-0.053601283380593,
ABAB,ABB-138,685.4952,8.8861,0.2014,71.542,0.0075,0.5916,3.7383,MEF,0.4615777777777778,0.4615777777777778,4.842731850262084,0.7987184778571136,-0.1001153670116283,-0.0568424503449616,0.0,0.0432729166666666,4.240235590053089,0,,,,,1.2951379310344828,1.0,,,,133.33333333333334,109.27476,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.192945029239766,-1.0643240870695256,1,1.8,1.8,1,,,,1,,,,-0.1001153670116283,-0.0568424503449616,
ABAB,ABB-138,685.6476,8.8861,0.1172,66.1555,0.0077,0.5873,3.7282,MEF,0.4017277777777778,0.4017277777777778,4.5864856206297775,0.7466421825813223,-0.0842349846440749,-0.0465730054774083,0.0,0.0376619791666666,4.143841853442235,0,,,,,1.2951379310344828,1.0,,,,129.87012987012986,109.28238,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.1827385964912285,-1.070795154320988,1,1.8,1.8,1,,,,1,,,,-0.0842349846440749,-0.0465730054774083,
ABAB,ABB-138,685.8,8.8861,-0.0625,64.1319,0.0056,0.6851,3.7292,MEF,0.3792433333333334,0.3792433333333334,4.510710852883846,0.8898250522212139,-0.0281002571087473,0.0074538053912526,0.0,0.0355540624999999,4.358671360068553,0,,,,,1.2951379310344828,1.0,,,,178.57142857142858,109.29,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.2811233918128655,-1.175445351851852,1,1.8,1.8,1,,,,1,,,,-0.0281002571087473,0.0074538053912526,
ABAB,ABB-138,685.9524,8.8861,-0.0625,64.8151,0.0048,0.9434,3.7381,MEF,0.3868344444444445,0.3868344444444445,4.5507377017988615,1.0,0.0003689226694763,0.036634651836143,0.0003689226694763,0.036634651836143,4.552875356546388,0,,,,,1.2951379310344828,1.0,6.674769540964501e-10,6.6509943520639e-10,6.70332332935046e-10,208.3333333333333,109.29762,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.544628070175439,-1.4368347293697208,1,1.8,1.8,1,3.1748620075660322e-09,4.611815151138712,-4.607015151138712,1,,,,0.0003689226694763,0.036634651836143,
ABAB,ABB-138,686.1048,8.8861,-0.0625,69.0635,0.007,1.1661,3.7518,MEF,0.4340388888888889,0.4340388888888889,4.75015803991244,1.0,-0.0314264688388524,0.0092646769944809,0.0,0.0406911458333333,4.552875356546388,0,,,,,1.2951379310344828,1.0,,,,142.85714285714286,109.30524,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.775339766081871,-1.6543926721897333,1,1.8,1.8,1,,,,1,,,,-0.0314264688388524,0.0092646769944809,
ABAB,ABB-138,686.2572,8.8735,-0.0625,71.6938,0.0043,0.9557,3.7686,MEF,0.4632644444444444,0.4632644444444444,4.906703280324265,1.0,-0.0534530508901932,-0.0100220092235265,0.0,0.0434310416666666,4.552875356546388,0,,,,,1.2951379310344828,1.0,,,,232.5581395348837,109.31286,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.5747643274853802,-1.4456733872644576,1,1.8,1.8,1,,,,1,,,,-0.0534530508901932,-0.0100220092235265,
ABAB,ABB-138,686.4096,8.8861,-0.0625,72.4267,0.0057,0.8845,3.7866,MEF,0.4714077777777777,0.4714077777777777,4.978603229122217,1.0,-0.0633392448772943,-0.0191447657106277,0.0,0.0441944791666666,4.552875356546388,0,,,,,1.2951379310344828,1.0,,,,175.43859649122803,109.32048,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.5140906432748538,-1.3827305227420403,1,1.8,1.8,1,,,,1,,,,-0.0633392448772943,-0.0191447657106277,
ABAB,ABB-138,686.562,8.8735,-0.0625,68.6335,0.0067,0.6185,3.8153,MEF,0.4292611111111111,0.4292611111111111,4.84216220688581,0.8204427983218635,-0.0996078377872433,-0.0593646086205767,0.0,0.0402432291666666,4.271249491680356,0,,,,,1.2951379310344828,1.0,,,,149.2537313432836,109.3281,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.264874269005848,-1.1452585266406758,1,1.8,1.8,1,,,,1,,,,-0.0996078377872433,-0.0593646086205767,
ABAB,ABB-138,686.7144,8.8861,-0.7708,65.6685,0.0059,0.6742,3.8299,MEF,0.3963166666666666,0.3963166666666666,4.735801054636813,0.887036525772342,-0.0664456906556729,-0.0292910031556729,0.0,0.0371546874999999,4.365383012227705,0,,,,,1.2951379310344828,1.0,,,,169.49152542372883,109.33572,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.3291122807017544,-1.218676671539961,1,1.8,1.8,1,,,,1,,,,-0.0664456906556729,-0.0292910031556729,
ABAB,ABB-138,686.8668,8.8861,-2.9531,67.694,0.0039,0.6545,3.841,MEF,0.4188222222222222,0.4188222222222222,4.843415669330478,0.8739360685198638,-0.0855193317024828,-0.0462547483691495,0.0,0.0392645833333333,4.35040867286663,0,,,,,1.2951379310344828,1.0,,,,256.4102564102564,109.34334,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.31590350877193,-1.1991966146848605,1,1.8,1.8,1,,,,1,,,,-0.0855193317024828,-0.0462547483691495,
ABAB,ABB-138,687.0192,8.8735,-3.6667,68.9882,0.0068,0.574,3.8992,MEF,0.4332022222222222,0.4332022222222222,5.0068201867019,0.7452026785959327,-0.1472766769410252,-0.1066639686076919,0.0,0.0406127083333333,4.18042014074303,0,,,,,1.2951379310344828,1.0,,,,147.05882352941177,109.35096,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.269438596491228,-1.1487246439246264,1,1.8,1.8,1,,,,1,,,,-0.1472766769410252,-0.1066639686076919,
ABAB,ABB-138,687.1716,8.8481,-4.3611,68.4243,0.0059,0.4798,4.1142,MEF,0.4269366666666667,0.4269366666666667,5.35404201978839,0.5765020154840362,-0.2547178983274388,-0.2146925858274388,0.0,0.0400253124999999,4.014252725115967,0,,,,,1.2951379310344828,1.0,,,,169.49152542372883,109.35858,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.300969590643275,-1.182001566276803,1,1.8,1.8,1,,,,1,,,,-0.2547178983274388,-0.2146925858274388,
ABAB,ABB-138,687.324,8.8354,-5.2222,60.5145,0.0041,0.4754,4.3731,MEF,0.3390499999999999,0.3390499999999999,5.359599818443149,0.539726908238142,-0.3071952412759334,-0.2754093037759335,0.0,0.0317859374999999,3.9762863846776297,0,,,,,1.2951379310344828,1.0,,,,243.90243902439025,109.3662,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.4479730994152047,-1.3534951315789474,1,1.8,1.8,1,,,,1,,,,-0.3071952412759334,-0.2754093037759335,
ABAB,ABB-138,687.4764,8.8354,-6.3403,56.0729,0.0051,0.5079,4.5582,MEF,0.2896988888888888,0.2896988888888888,5.418037029679118,0.5723000886947788,-0.3300280345635695,-0.3028687637302362,0.0,0.0271592708333333,4.0164843733912186,0,,,,,1.2951379310344828,1.0,,,,196.078431372549,109.37382,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.5887187134502927,-1.5079926780376869,1,1.8,1.8,1,,,,1,,,,-0.3300280345635695,-0.3028687637302362,
ABAB,ABB-138,687.6288,8.8354,-7.9931,53.6433,0.0057,0.6512,4.1789,MEF,0.2627033333333334,0.2627033333333334,4.794917694822074,0.7585194110014514,-0.1425252495313857,-0.1178968120313857,0.0,0.0246284374999999,4.180166480459469,0,,,,,1.2951379310344828,1.0,,,,175.43859649122803,109.38144,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.510205847953216,-1.4370022582846,1,1.8,1.8,1,,,,1,,,,-0.1425252495313857,-0.1178968120313857,
ABAB,ABB-138,687.7812,9.0003,-11.7891,55.5049,0.0117,0.7905,3.5281,MEF,0.2833877777777778,0.2833877777777778,3.954439872176336,0.9646978607677172,0.1075834407344665,0.1341510449011331,0.1075834407344665,0.1341510449011331,4.47633443045218,1,,,,,1.2951379310344828,1.0,0.0001387620679121,0.0001382154726323,0.0001394151326712,85.47008547008546,109.38906,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.2689210526315788,-1.1899536397011043,1,1.8,1.8,1,0.000211508407501,4.464442787362835,-4.452742787362835,2,-39.66478161686128,38.79813727439949,G,0.1075834407344665,0.1341510449011331,2.0
ABAB,ABB-138,687.9336,8.9115,-15.4306,67.9471,0.0746,0.6302,2.7548,MEF,0.4216344444444445,0.4216344444444445,2.9770023380061432,0.8344686847418683,0.2068822764500705,0.2464105056167372,0.1735096666666666,0.2130378958333333,4.078012174084615,1,,,,,1.2951379310344828,1.0,0.0024530901266105,0.0024191192864543,0.002493367887438,13.404825737265416,109.39668,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.6563988304093566,-0.5389082966211824,1,1.8,1.8,1,0.0031880229804654,1.9695280236622608,-1.8949280236622608,2,-39.66478161686128,38.79813727439949,G,0.2068822764500705,0.2464105056167372,2.0
ABAB,ABB-138,688.086,9.7991,-19.1528,84.68,0.498,0.5102,2.3589,MEF,0.6075555555555556,0.6075555555555556,2.217865232163081,0.7582106455266139,0.2087092420248069,0.2656675753581402,0.1177333333333333,0.1746916666666666,3.601267683875055,0,,,,,1.2951379310344828,1.0,0.0088862984803842,0.0086883415458784,0.0090609592907622,2.0080321285140563,109.4043,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.3048783625730995,-0.1355799870045484,1,1.8,1.8,1,0.010588838757437,1.375434154872452,-0.877434154872452,3,0.078162171694897,2.564041092263502,G,0.2087092420248069,0.2656675753581402,
