STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,IQUAL,RGBE,R_RGBE,RPBE,R_RPBE,RW_TEMP,SW,RWA_FULL,RWA_SIMPLE,RWA_TAR,CT,FTEMP,A_PARAM,M_PARAM,N_PARAM,RTSH,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD,DNS,DNSV,A,M,N,RW,RWA,RO,RT_RO,GROUP_ID,RT_R0_GRAD,PHIE_RTR0_GRAD,FLUID_RTROPHIE,PHIE_DEN.1,PHIT_DEN.1,NOD
ABAB,ABB-138,842.1624,8.4804,-59.8542,118.9212,1.1107,0.4483,2.2543,ABF,0.9880133333333332,0.9880133333333332,-13.876473859844086,1.0,0.0916144225549427,0.1842406725549427,0.003596,0.0962222499999999,3.2394117647058818,0,,,,,1.2951379310344828,1.0,1.8122717767790767e-05,1.816195987134903e-05,1.808260356941826e-05,0.9003331232556046,117.10812,1,1.8,1.8,1,0.946078051178358,0.9446476300103964,0.9435696689898828,0.9426727118717604,0.9418908983323762,0.941190629869639,0.9405520239843254,0.9399621643624708,0.939412100384329,0.93889532761582,0.9384069434782408,0.937943144155799,0.9375009079969786,0.9370777873162662,0.9366717664286932,0.9362811618598544,0.93590455036347,0.9355407158267954,0.9351886093396266,0.934847318646014,0.9345160444176188,0.9341940815747772,0.933880804401936,0.9335756545560262,0.9332781313089652,-0.0003735207340648,-0.1818087719298246,0.0935060545808965,1,1.8,1.8,1,4.426619587148017e-05,0.999540580117142,0.1111594198828581,17,,,,0.0916144225549427,0.1842406725549427,
ABAB,ABB-138,842.3148,8.4804,-60.4653,122.8981,1.1145,0.4332,2.2561,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.8972633467922835,117.11574,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1677614035087719,0.110893567251462,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,842.4672,8.6579,-61.375,123.4985,1.004,0.4243,2.2579,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.99601593625498,117.12336,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1599140350877192,0.1187409356725147,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,842.6196,8.8608,-62.4861,129.9554,1.0109,0.4446,2.2639,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9892175289346128,117.13098,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1837228070175439,0.09493216374269,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,842.772,8.8227,-62.6944,131.6184,1.0425,0.4481,2.2646,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9592326139088728,117.1386,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1876321637426901,0.0910228070175437,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,842.9244,8.5945,-62.6319,130.7642,1.0171,0.4532,2.2579,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9831874938550784,117.14622,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1888140350877192,0.0898409356725147,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,843.0768,8.5818,-61.9722,125.0483,0.9718,0.4322,2.2389,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,1.0290183165260345,117.15384,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1567029239766082,0.1219520467836257,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,843.2292,8.5438,-60.7083,121.9857,0.9322,0.4604,2.2247,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,1.072731173567904,117.16146,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1765988304093566,0.1020561403508773,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,843.3816,8.6072,-59.875,117.5901,0.9247,0.4619,2.2143,ABF,0.9732233333333334,0.9732233333333334,-6.352439935267056,1.0,0.1146898572804482,0.2059295447804481,0.0080329999999999,0.0992726874999999,3.239411764705883,0,,,,,1.2951379310344828,1.0,7.755219151565557e-05,7.778141789340513e-05,7.730691061733164e-05,1.0814318157240186,117.16908,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1720169590643275,0.0991765604288499,1,1.8,1.8,1,0.0001565960626222,1.0016504800444188,-0.0769504800444188,17,,,,0.1146898572804482,0.2059295447804481,
ABAB,ABB-138,843.534,8.6072,-59.6953,117.3066,1.0137,0.4607,2.2303,ABF,0.9700733333333332,0.9700733333333332,-4.891278681220735,1.0,0.1086555257858331,0.199599900785833,0.008978,0.0999223749999999,3.239411764705883,0,,,,,1.2951379310344828,1.0,0.0001049819043288,0.0001054145486721,0.0001045203179972,0.9864851533984412,117.1767,1,1.8,1.8,1,1.0,0.9974544392578396,0.9948555824390511,0.9926986200967804,0.9908226200386502,0.9891455004816562,0.9876186975654836,0.9862106684573858,0.98489955880126,0.9836694897406942,0.9825084949603592,0.9814072915865312,0.98035850677502,0.9793561691501764,0.978395362057098,0.9774719798456518,0.976582552081978,0.9757241138957587,0.9748941084790756,0.9740903125008052,0.9733107781806004,0.9725537876895048,0.9718178168159762,0.9711015056957252,0.9704036349964124,-0.0008820522757827,-0.1801736842105264,0.0901420721247562,1,1.8,1.8,1,0.0002097165614896,1.0022864576921002,0.0114135423078998,17,,,,0.1086555257858331,0.199599900785833,
ABAB,ABB-138,843.6864,8.6579,-59.6667,120.0368,1.0312,0.438,2.2397,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9697439875872772,117.18432,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1629707602339181,0.1156842105263158,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,843.8388,8.6325,-57.5486,121.558,1.0302,0.4344,2.2483,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9706853038245,117.19194,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1644,0.1142549707602339,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,843.9912,8.5818,-57.2708,124.6313,1.0476,0.3923,2.2386,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9545628102329132,117.19956,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1166274853801169,0.162027485380117,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,844.1436,8.5818,-56.8889,120.0376,1.0476,0.4037,2.2258,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9545628102329132,117.20718,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1205421052631579,0.158112865497076,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,844.296,8.6325,-56.25,123.2997,1.0801,0.3935,2.2159,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9258401999814831,117.2148,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1045526315789474,0.1741023391812865,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,844.4484,8.5691,-55.8681,118.9921,1.0936,0.4234,2.2351,ABF,0.988801111111111,0.988801111111111,-16.73940371068543,1.0,0.0999104042261331,0.1926105083927997,0.0033596666666666,0.0960597708333333,3.239411764705883,0,,,,,1.2951379310344828,1.0,1.5616862327612407e-05,1.5647546758528353e-05,1.558552632324509e-05,0.91441111923921,117.22242,1,1.8,1.8,1,0.954055220902958,0.9526978791031732,0.9516748381519512,0.9508234794777132,0.9500813368712088,0.9494165430537708,0.9488102398586444,0.9482501763201002,0.947727862824173,0.9472371299078106,0.9467733274379476,0.9463328474422528,0.9459128238230556,0.9455109348857044,0.9451252686869056,0.9447542283854388,0.9443964639676974,0.9440508218879698,0.9437163071941542,0.9433920545528316,0.9430773057445702,0.942771391946931,0.9424737196163976,0.9421837591142403,0.9419010354514402,-0.0003548299500637,-0.145680701754386,0.1298536429499674,1,1.8,1.8,1,3.85648498168585e-05,0.9994793120434404,0.0941206879565594,17,,,,0.0999104042261331,0.1926105083927997,
ABAB,ABB-138,844.6008,8.5057,-55.3403,111.0335,1.1528,0.4284,2.2641,ABF,0.9003722222222222,0.9003722222222222,0.5840545363296679,1.0,0.1181325132066662,0.2025424090399994,0.0298883333333333,0.1142982291666666,3.239411764705885,0,,,,,1.2951379310344828,1.0,0.0013142112997548,0.0013321722773019,0.0012924216417009,0.8674531575294934,117.23004,1,1.8,1.8,1,0.958774265699862,0.948802298451573,0.9413982488027588,0.935308609302856,0.9300526114105993,0.9253853190655884,0.9211619670093744,0.91728862256739,0.913700267970006,0.9103497076999172,0.9072014083853152,0.9042278303927218,0.9014071205450386,0.8987215956396752,0.8961567089337719,0.8937003240391521,0.8913421914165085,0.8890735624253864,0.8868868992027783,0.8847756528190391,0.8827340910548945,0.8807571628816779,0.8788403905208698,0.876979782522962,0.8751717630728156,-0.0023382977999207,-0.1676397660818713,0.0832534291747889,1,1.8,1.8,1,0.0020780549354791,1.0277879402760062,0.1250120597239938,17,,,,0.1181325132066662,0.2025424090399994,
ABAB,ABB-138,844.7532,8.5057,-53.5208,104.3429,1.1949,0.4196,2.2782,ABF,0.8260322222222223,0.8260322222222223,1.462460800531386,0.750074087794036,0.1287707987325102,0.2062113195658435,0.0521903333333333,0.1296308541666666,2.7800587445722558,0,,,,,1.2951379310344828,1.0,0.0041984957912324,0.0042722182073376,0.0040923394527287,0.8368901163277261,117.23766,1,1.8,1.8,1,0.9789110633862784,0.9615904818204392,0.9488863822797652,0.9385358318832048,0.929672651260642,0.9218563397484963,0.9148269840608814,0.9084162074077125,0.9025076450095418,0.8970169572392025,0.8918807391678724,0.8870499212093637,0.8824856215255513,0.878156421998109,0.8740365130921961,0.8701043914441948,0.8663419215116704,0.8627336442635778,0.8592662578744401,0.8559282209019479,0.8527094444312604,0.8496010499893681,0.8465951768532466,0.8436848269828843,0.8408637389845105,-0.0037313589390864,-0.167085380116959,0.0630926046133854,1,1.8,1.8,1,0.0058748081447603,1.0760902992011316,0.1188097007988684,17,,,,0.1287707987325102,0.2062113195658435,
ABAB,ABB-138,844.9056,8.6072,-52.8472,103.2592,1.0384,0.389,2.2583,ABF,0.8139911111111112,0.8139911111111112,1.4194040906049887,0.5596673994074359,0.1294679257687913,0.205779592435458,0.0558026666666666,0.1321143333333332,2.3797587551379933,0,,,,,1.2951379310344828,1.0,0.0042452183539952,0.0042912774014184,0.004166942878802,0.963020030816641,117.24528,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9920639742172376,0.9846629431582528,0.9778473775513258,0.971518710788871,0.9656028638603138,0.9600425226723128,0.9547922852006304,0.949815474744848,0.9450819699863718,0.940566681783337,0.9362484559010666,0.9321092647345016,0.928133600220926,0.9243080100034672,0.920620737634234,0.9170614396819676,0.9136209605892388,0.9102911515146316,0.9070647231087552,-0.004282718460465,-0.1248479532163744,0.1019747160493827,1,1.8,1.8,1,0.0057589538107274,1.0860172111650686,-0.0476172111650685,17,,,,0.1294679257687913,0.205779592435458,
ABAB,ABB-138,845.058,8.5564,-52.8889,111.2473,1.0031,0.3751,2.238,ABF,0.9027477777777776,0.9027477777777776,0.2701012259074363,0.6080917888194497,0.1154994243679594,0.200132028534626,0.0291756666666667,0.1138082708333333,4.890145854188458,0,,,,,1.2951379310344828,1.0,0.0011101313713686,0.0011205391088508,0.0010969233340104,0.9969095803010666,117.2529,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,0.999385369382446,0.9949228489015188,0.9908294182731562,0.9870365397152838,0.9834944606121496,0.9801657209040662,0.9770212865941263,0.9740381178309396,0.97119757047887,0.9684843067338332,0.965885529752744,0.963390431828226,0.9609897875531056,0.9586756479938784,0.956441106833494,0.9542801188191604,0.9521873568991338,0.950158098431334,0.9481881335491008,0.9462736906320482,-0.0024741101968128,-0.0990766081871344,0.1524785474333982,1,1.8,1.8,1,0.0017313371569791,1.0265987276080544,-0.0234987276080542,17,,,,0.1154994243679594,0.200132028534626,
ABAB,ABB-138,845.2104,8.4043,-54.3611,113.8869,1.0676,0.3807,2.2382,ABF,0.9320766666666668,0.9320766666666668,-0.6682215242675635,0.8019801737252792,0.1133309840881801,0.2007131715881801,0.0203769999999999,0.1077591874999999,3.495420150195104,0,,,,,1.2951379310344828,1.0,0.000568891442948,0.0005739956168889,0.0005630073985727,0.9366804046459348,117.26052,1,1.8,1.8,1,0.9865155075692472,0.9793166394313468,0.9739437601827552,0.9695068006107256,0.9656641642459084,0.962241719158642,0.9591364925122058,0.9562816348301232,0.9536308515713268,0.95115052178097,0.9488153202160108,0.946605609639257,0.9445058002872356,0.9425032713660602,0.9405876358611568,0.9387502239077,0.9369837102303182,0.935281839416884,0.9336392193606854,0.9320511632806094,0.9305135670518456,0.9290228126591498,0.9275756912822472,0.9261693413461944,0.9248011981262864,-0.0017516888708919,-0.104793567251462,0.1549342290448342,1,1.8,1.8,1,0.000965741750282,1.0137113259624808,0.0538886740375192,17,,,,0.1133309840881801,0.2007131715881801,
ABAB,ABB-138,845.3628,8.3789,-54.6875,115.4327,1.0389,0.3968,2.2441,ABF,0.9492522222222222,0.9492522222222222,-1.607320517592452,1.0,0.1098328126550508,0.1988252084883841,0.0152243333333333,0.1042167291666666,3.239411764705882,0,,,,,1.2951379310344828,1.0,0.000309332432143,0.0003114286780556,0.0003069961319125,0.962556550197324,117.26814,1,1.8,1.8,1,0.9947421686119814,0.9891833746047044,0.9850226982484566,0.9815791032309396,0.97859113786439,0.9759254892713446,0.9735033033588736,0.9712733762575592,0.9692002401347424,0.9672581310187012,0.96542763769561,0.963693705380242,0.962044379669164,0.9604699807135944,0.95896254021434,0.9575154057490588,0.9561229554096862,0.9547803873550884,0.953483561567018,0.95222887881004,0.95101318663651,0.9498337054009008,0.9486879693131064,0.9475737789563472,0.9464891626576362,-0.0013808113297498,-0.1243438596491228,0.1401699905782977,1,1.8,1.8,1,0.0005560868916042,1.007755054201563,0.0311449457984369,17,,,,0.1098328126550508,0.1988252084883841,
ABAB,ABB-138,845.5152,8.3662,-54.7031,113.4539,1.0613,0.4335,2.2442,ABF,0.9272655555555556,0.9272655555555556,-0.3794709827225372,1.0,0.1175386457694889,0.2044697916028222,0.0218203333333333,0.1087514791666666,3.2394117647058835,0,,,,,1.2951379310344828,1.0,0.0006495996668131,0.0006556152133934,0.0006425765985679,0.942240648261566,117.27576,1,1.8,1.8,1,0.9917638520352492,0.9840559583850852,0.9783077308644836,0.9735637452406712,0.9694573559509408,0.9658016770243716,0.9624862018017832,0.9594391950297052,0.9566109821300374,0.9539654898848292,0.9514755476837264,0.949120088780466,0.9468823896354144,0.9447489124769765,0.942708516328474,0.9407519026016896,0.9388712153064572,0.9370597462537904,0.935311713414137,0.9336220914060293,0.9319864798765156,0.9304009999131044,0.9288622115220084,0.9273670471641872,0.9259127576894512,-0.0018648924301715,-0.1611023391812867,0.0972848170890187,1,1.8,1.8,1,0.0010858970404775,1.015595018274193,0.0457049817258068,17,,,,0.1175386457694889,0.2044697916028222,
ABAB,ABB-138,845.6676,8.4296,-55.3542,110.5264,1.0641,0.4712,2.2337,ABF,0.8947377777777777,0.8947377777777777,0.3951317345043022,1.0,0.1336936964072033,0.21757536307387,0.0315786666666666,0.1154603333333333,3.2394117647058835,0,,,,,1.2951379310344828,1.0,0.0013714703868874,0.001387195390991,0.0013515724931098,0.93976130062964,117.28338,1,1.8,1.8,1,1.0,0.9940926567762554,0.9859270910830696,0.9792159353956894,0.9734269941624992,0.9682891616890528,0.9636422226622874,0.9593822300669832,0.9554372415908852,0.951755040337402,0.9482963160857184,0.9450306048584832,0.9419337351925948,0.9389861497553126,0.9361717615417138,0.933477150321846,0.9308909833222287,0.9284035881469668,0.9260066317532542,0.9236928749873744,0.9214559820330088,0.9192903704751444,0.917191091882062,0.9151537356456374,0.9131743507759912,-0.0025644191047714,-0.1926619883040934,0.0566611410006499,1,1.8,1.8,1,0.0021178308165098,1.030694954524139,0.0334050454758609,17,,,,0.1336936964072033,0.21757536307387,
ABAB,ABB-138,845.82,8.455,-56.1667,113.1061,1.0413,0.4924,2.2296,ABF,0.9234011111111112,0.9234011111111112,-0.4273263319746508,1.0,0.1254204646411581,0.2119893188078247,0.0229796666666666,0.1095485208333332,3.239411764705883,0,,,,,1.2951379310344828,1.0,0.0007092310231976,0.000715701121326,0.0007015666407581,0.9603380389897244,117.291,1,1.8,1.8,1,1.0,0.9957754146222608,0.9896756279869906,0.9846439987230664,0.9802904478506898,0.976416158094829,0.9729035750227012,0.969676392849082,0.9666817750736076,0.9638813544774572,0.9612462341899444,0.9587540102304646,0.956386898474914,0.954130503374962,0.9519729786719924,0.949904437651163,0.9479165278779056,0.9460021176255348,0.9441550601229948,0.9423700132561872,0.9406422995757948,0.9389677961223882,0.9373428466594448,0.9357641909864932,0.9342289074393832,-0.0019712061306005,-0.2114643274853801,0.0458459821312542,1,1.8,1.8,1,0.0011694847765223,1.0171743633579846,0.0241256366420152,17,,,,0.1254204646411581,0.2119893188078247,
ABAB,ABB-138,845.9724,8.4804,-57.2778,109.5741,1.0534,0.4436,2.2292,ABF,0.8841566666666667,0.8841566666666667,0.5439774983454647,1.0,0.139433084668593,0.2223227721685929,0.0347529999999999,0.1176426874999999,3.2394117647058818,0,,,,,1.2951379310344828,1.0,0.0016494555266708,0.0016685437170851,0.0016244768848943,0.9493070058857036,117.29862,1,1.8,1.8,1,1.0,1.0,0.9948934147132312,0.9874926615716592,0.9811160682223532,0.9754622478440712,0.9703531269986734,0.9656731954747598,0.961342523493776,0.9573031077000598,0.953511289779792,0.949933242320978,0.9465421299974036,0.9433162439869852,0.9402377307090112,0.9372916988052434,0.934465575376793,0.931748631436537,0.92913162523366,0.9266065295527184,0.9241663200356434,0.9218048086360112,0.919516510982922,0.917296539586232,0.9151405169888196,-0.0028023794658002,-0.1624304093567252,0.0839442407407408,1,1.8,1.8,1,0.0024910328495241,1.036482733090715,0.0169172669092849,17,,,,0.139433084668593,0.2223227721685929,
ABAB,ABB-138,846.1248,8.5818,-57.2361,113.7222,1.0461,0.4392,2.2375,ABF,0.9302466666666668,0.9302466666666668,-0.5964493930995011,1.0,0.1194796357586901,0.2066902607586901,0.0209259999999999,0.1081366249999999,3.2394117647058818,0,,,,,1.2951379310344828,1.0,0.0005897820664322,0.0005949053258265,0.0005838210991182,0.9559315553006404,117.30624,1,1.8,1.8,1,0.9984863621871788,0.9910185227736164,0.9854465912626004,0.9808463451669548,0.976863092669676,0.9733160318582168,0.9700982486398796,0.9671403367807554,0.9643942324044646,0.961825030494608,0.9594064392461628,0.9571180724588492,0.9549437461778856,0.9528703589002754,0.9508871282475448,0.9489850545701616,0.9471565341377168,0.945395073908344,0.9436950770754002,0.9420516790508314,0.9404606201097632,0.9389181451566536,0.9374209238742042,0.9359659864092544,0.9345506710547904,-0.0018131705503233,-0.1628842105263157,0.0963336471734895,1,1.8,1.8,1,0.000992678006473,1.0144169727565315,0.0316830272434685,17,,,,0.1194796357586901,0.2066902607586901,
ABAB,ABB-138,846.2772,8.6072,-57.7361,121.4974,1.0835,0.441,2.2442,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9229349330872174,117.31386,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1686023391812867,0.1100526315789472,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,846.4296,8.6199,-59.3333,124.5961,1.0459,0.4362,2.2451,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9561143512764126,117.32148,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.1643286549707601,0.1143263157894738,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,846.582,8.7466,-60.2847,124.5297,1.0788,0.4721,2.2301,ABF,1.0,1.0,-inf,1.0,,,,,,0,,,,,1.2951379310344828,,,,,0.9269558769002596,117.3291,1,1.8,1.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.191456725146199,0.0871982456140349,1,1.8,1.8,1,,,,17,,,,,,
ABAB,ABB-138,846.7344,8.7086,-60.3681,118.9141,1.0667,0.4775,2.2297,ABF,0.9879344444444444,0.9879344444444444,-15.808587346901229,1.0,0.1026272591425154,0.195246113309182,0.0036196666666666,0.0962385208333332,3.239411764705882,0,,,,,1.2951379310344828,1.0,1.776100863667154e-05,1.7796563693455764e-05,1.7724606257254226e-05,0.9374707040404988,117.33672,1,1.8,1.8,1,0.9675815661469452,0.9661086028195318,0.9649986013566206,0.9640749963887744,0.9632699651403596,0.9625489080037442,0.9618913500769856,0.9612839902137542,0.960717611124674,0.9601855145917292,0.95968265197972,0.9592051061535252,0.9587497654461474,0.9583141092570822,0.9578960618569944,0.9574938896245276,0.9571061269192,0.9567315214049196,0.9563689929292996,0.9560176020652438,0.955676525677414,0.9553450376868028,0.9550224937427256,0.9547083188739398,0.9544019974404552,-0.0003845802249114,-0.1966228070175437,0.0786700367121508,1,1.8,1.8,1,4.301755634524005e-05,0.9995470778237204,0.0671529221762794,17,,,,0.1026272591425154,0.195246113309182,
ABAB,ABB-138,846.8868,8.8101,-60.1875,117.7871,1.078,0.4317,2.2429,ABF,0.975412222222222,0.975412222222222,-5.972883998373109,1.0,0.1011470443335377,0.1925919401668709,0.0073763333333333,0.0988212291666666,3.239411764705883,0,,,,,1.2951379310344828,1.0,7.457346799440222e-05,7.487033908767827e-05,7.426203386395957e-05,0.927643784786642,117.34434,1,1.8,1.8,1,0.965594630114236,0.9627989700804256,0.9606970275032845,0.9589512022446012,0.9574318365125204,0.956072795351952,0.9548349475024678,0.9536928752580892,0.9526289670587044,0.9516304260683957,0.95068760807001,0.949793031164292,0.9489407526054242,0.9481259590255308,0.9473446870339404,0.9465936268321162,0.9458699805608132,0.945171357821626,0.9444956971055412,0.943841205686645,0.9432063129402428,0.9425896335940532,0.941989938445806,0.9414061307732244,0.9408372271398882,-0.0007176615626563,-0.1585421052631579,0.1132613589993501,1,1.8,1.8,1,0.0001565783535896,1.0012425587523588,0.0767574412476412,17,,,,0.1011470443335377,0.1925919401668709,
ABAB,ABB-138,847.0392,8.6959,-60.1016,118.4918,1.0873,0.4101,2.26,ABF,0.9832422222222222,0.9832422222222222,-8.88801883039388,1.0,0.0907509686834195,0.1829299270167528,0.0050273333333333,0.0972062916666666,3.239411764705883,0,,,,,1.2951379310344828,1.0,3.4837992766351384e-05,3.493715513414685e-05,3.473561417880458e-05,0.9197093718384992,117.35196,1,1.8,1.8,1,0.95866284637349,0.9566998657433772,0.9552218912570342,0.9539929531828896,0.9529224158402236,0.9519640441320384,0.9510904789849588,0.9502839478887888,0.9495321355761408,0.9488260929060612,0.9481590749420624,0.9475258486391132,0.9469222571770576,0.9463449334681402,0.9457911048085584,0.9452584555673575,0.9447450281404324,0.9442491498951016,0.943769378228117,0.9433044585343264,0.942853291561798,0.942414907712408,0.9419884465632647,0.9415731403685994,0.941168300635595,-0.0005092004617126,-0.1469421052631578,0.127043227420403,1,1.8,1.8,1,7.920584200743663e-05,1.0000393638378622,0.0872606361621377,17,,,,0.0907509686834195,0.1829299270167528,
ABAB,ABB-138,847.1916,8.5311,-58.3472,114.7065,1.0151,0.4081,2.2586,ABF,0.9411833333333334,0.9411833333333334,-0.8041796542930052,1.0,0.1062022502407845,0.1944381877407844,0.0176449999999999,0.1058809374999999,3.239411764705884,0,,,,,1.2951379310344828,1.0,0.0004078521667719,0.0004107660298576,0.000404526544352,0.9851246182642104,117.35958,1,1.8,1.8,1,1.0,1.0,0.9994925999678124,0.995496465803191,0.9920321687741792,0.988943999865794,0.9861398681970316,0.9835599810822024,0.981162925753646,0.9789186229097148,0.9768044123531494,0.9748027212360314,0.9728995970436882,0.9710837431060652,0.9693458610918348,0.9676781889431704,0.9660741676455702,0.9645281954904712,0.96303544330337,0.9615917131189364,0.9601933284383538,0.9588370478520224,0.957519996223004,0.9562396092570036,0.954993588408622,-0.0015905850295235,-0.1441233918128655,0.1181420224171541,1,1.8,1.8,1,0.0007086435207156,1.010400905952691,0.0046990940473088,17,,,,0.1062022502407845,0.1944381877407844,
