DEPTH,STRUKTUR,WELL_NAME,GR,NPHI,RHOB,RT,MARKER,ZONE,CALI,DT,HLLD,HLLS,LLS,MSFL,PEF,RHOZ,RXOZ,SP,DRHO,GR_RAW,GR_NORM,GR_RAW_NORM,VSH_GR,VSH_DN,VSH_DIFF,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,RW_TEMP,SW,RWA_FULL,RWA_SIMPLE,RWA_TAR,GAS_EFFECT_RT,RT_RATIO,RT_DIFF,GAS_EFFECT_NPHI,NPHI_DIFF,GAS_EFFECT_RHOB,DENS_DIFF,RGSA_ANOM,NGSA_ANOM,DGSA_ANOM,SCORE,ZONA,IQUAL,NOD,RGBE,R_RGBE,RPBE,R_RPBE,CT,FTEMP,A_PARAM,M_PARAM,N_PARAM,RTSH,DNS,DNSV,A,M,N,RW,RWA,RO,RT_RO,GROUP_ID,GR_MovingAvg_5,GR_MovingAvg_10,RGSA,NGSA,DGSA,RO.1,RT_RO.1,RT_R0_GRAD,PHIE_RTR0_GRAD,FLUID_RTROPHIE,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD
1775.3052,BNG,BNG-008,140.897,0.27,2.149,3.45,F3,,,,,,,,,,,,,,140.897,140.897,0.5836684210526315,0.2498737019365702,0.3337947191160612,0.5836684210526315,1.7270185707242456,0.1578454673021252,0.1697138079659537,0.2244327224396379,0.1248994736842105,0.1796183881578947,2.2273275695793004,1.2951379310344828,1.0,0.061422494960716,0.0669964561930893,0.053776709586444,False,0.6739456872251045,-1.6691068737378325,False,-0.0430855626247927,True,0.2244565220901999,False,False,True,1,Zona Lemah,0,,,,,,0.2898550724637681,163.76526,1,1.8,1.8,1,0.0580701754385964,0.2207122822406893,1,1.8,1.8,1,0.0815883574647866,1.4282302469727512,2.021769753027249,117,141.768,141.7814,5.119106873737833,0.2269144373752072,2.3734565220902,1.4282302469727512,2.021769753027249,,,,0.6601217428615574,0.6255200978452239,0.6015860304151861,0.5829244163080103,0.5675089836389439,0.5543260788850031,0.542786513121311,0.5325138945121621,0.5232515014389061,0.5148155765312762,0.5070696128842789,0.4999091680578635,0.49325238910639985,0.4870338333843024,0.4812002890670794,,,,,,,,,,,
1775.4576,BNG,BNG-008,142.127,0.275,2.25,3.454,F3,,,,,,,,,,,,,,142.127,142.127,0.5901421052631579,0.521681167555431,0.0684609377077268,0.5901421052631579,1.9620259910366875,0.167009746638758,0.1351788044659323,0.1905046268343533,0.1229573684210526,0.1782831907894736,2.4354712875287947,1.2951379310344828,1.0,0.0591745914905356,0.0646811924021213,0.051727161191594,False,0.6922059801843321,-1.53584420660482,False,-0.0447512352467801,True,0.118191644476254,False,False,True,1,Zona Lemah,0,,,,,,0.2895193977996526,163.77288,1,1.8,1.8,1,-0.0059941520467836,0.1584518790397044,1,1.8,1.8,1,0.0794109772568127,1.4134010944938804,2.04059890550612,117,142.852,141.99079999999998,4.98984420660482,0.2302487647532198,2.368191644476254,1.4134010944938804,2.04059890550612,,,,0.6549131390648087,0.621251239982166,0.5979268814140262,0.5797176408977962,0.5646606019782039,0.5517731684614886,0.5404838739292761,0.5304274561456437,0.5213546634047416,0.5130870042683161,0.5054918272316226,0.49846759883812325,0.49193471561425944,0.4858295103137081,0.4801001967788199,,,,,,,,,,,
1775.61,BNG,BNG-008,147.373,0.273,2.252,3.579,F3,,,,,,,,,,,,,,147.373,147.373,0.6177526315789473,0.5164889138366544,0.1012637177422929,0.6177526315789473,1.9320108224214128,0.1485597642749942,0.1265745792953973,0.1844888885059236,0.1146742105263158,0.172588519736842,2.3934165048570573,1.2951379310344828,1.0,0.051065003649552,0.0565067529518313,0.0442043082855769,False,0.825353502335921,-0.757323756875921,False,-0.0287003677698381,True,0.0888060888016966,False,False,True,1,Zona Lemah,0,,,,,,0.27940765576976806,163.78050000000002,1,1.8,1.8,1,-0.0051637426900583,0.1669760987996308,1,1.8,1.8,1,0.0725771757958704,1.35444068854951,2.2245593114504905,117,143.30079999999998,141.84179999999998,4.336323756875921,0.2442996322301618,2.3408060888016964,1.35444068854951,2.2245593114504905,,,,0.6232802881432634,0.5938645098849215,0.5733363134854537,0.5572258474593568,0.5438479399960389,0.5323568482479635,0.5222595615099548,0.5132402976473511,0.5050831473881918,0.4976332126473484,0.4907751773405626,0.48442063261725044,0.47850015726937895,0.4729581457120498,0.46774930505143064,,,,,,,,,,,
1775.7624,BNG,BNG-008,143.432,0.266,2.222,3.864,F3,,,,,,,,,,,,,,143.432,143.432,0.5970105263157894,0.4079708111142295,0.1890397152015598,0.5970105263157894,1.8842283982864905,0.1415578309476544,0.1386751823544831,0.1946449191965883,0.1208968421052631,0.1768665789473684,2.348147824506333,1.2951379310344828,0.9999730246265566,0.0608022653090005,0.0676525711466857,0.0521770754640357,False,0.7945196629009185,-0.9993157622454776,False,-0.0324522639984046,True,0.141133165750328,False,False,True,1,Zona Lemah,0,,,,,,0.2587991718426501,163.78812,1,1.8,1.8,1,0.0193801169590643,0.1857400677131425,1,1.8,1.8,1,0.0861755453225034,1.3980974591317203,2.46590254086828,117,144.0688,142.1717,4.8633157622454775,0.2335477360015954,2.363133165750328,1.3980974591317203,2.46590254086828,,,,0.6106886101964039,0.5799502312827702,0.5586130146631886,0.5419330418542704,0.5281258383210636,0.5162975349353345,0.5059279578335587,0.4966844482346283,0.48833988836437764,0.48073156057145316,0.47373848264464313,0.46726801427311926,0.46124749550904404,0.45561879062167426,0.45033459566257567,,,,,,,,,,,
1775.9148,BNG,BNG-008,142.675,0.264,2.168,4.067,F3,,,,,,,,,,,,,,142.675,142.675,0.5930263157894737,0.2660398540555717,0.326986461733902,0.5930263157894737,1.7570805043646944,0.1386841254445522,0.1573535844070869,0.21294980151235,0.1220921052631578,0.177688322368421,2.234323046693285,1.2951379310344828,0.977841594284542,0.0641627875100719,0.0718452227683755,0.0546646417737107,False,0.8160871207171682,-0.916536557256248,False,-0.0327117078904979,True,0.199948028614147,False,False,True,1,Zona Lemah,0,,,,,,0.24588148512417013,163.79574000000002,1,1.8,1.8,1,0.0529590643274852,0.2182087950138502,1,1.8,1.8,1,0.0923234065692889,1.4069215750842234,2.6600784249157767,117,144.2,142.0594,4.983536557256248,0.231288292109502,2.367948028614147,1.4069215750842234,2.6600784249157767,,,,0.5961705694143101,0.5657944347705439,0.5447307978654964,0.528277351363513,0.5146660816692253,0.503011707649496,0.4927992308609844,0.48369940606331613,0.47548751159387537,0.4680025903531908,0.4611249997791418,0.454763147562933,0.4488452122409153,0.4433137415391425,0.4381219974003853,,,,,,,,,,,
1776.0672,BNG,BNG-008,144.737,0.263,2.225,4.591,F3,,,,,,,,,,,,,,144.737,144.737,0.6038789473684211,0.4001824305360658,0.2036965168323552,0.6038789473684211,1.8819918153674449,0.1303701686087454,0.1342520397774169,0.1908656910932064,0.1188363157894736,0.1754499671052631,2.334161390490141,1.2951379310344828,0.912330944340436,0.0638066749496994,0.0729586076835428,0.0532984361925454,False,0.9721461880701616,-0.1315407622219249,False,-0.0262307227269447,True,0.1326854771908054,False,False,True,1,Zona Lemah,0,,,,,,0.21781746896101067,163.80336,1,1.8,1.8,1,0.0206257309941519,0.1888996014158201,1,1.8,1.8,1,0.0992694956205185,1.383223661639606,3.207776338360394,117,142.5754,140.5521,4.722540762221925,0.2367692772730553,2.3576854771908056,1.383223661639606,3.207776338360394,,,,0.5507832921094895,0.5236390341321241,0.504763043328955,0.48998776062648913,0.47774431228588604,0.4672463157598819,0.4580358815425694,0.4498200270676577,0.4423986244492541,0.43562822685958436,0.4294021339517461,0.4236386080697132,0.41827351552890313,0.41325552349484584,0.4085428486053486,,,,,,,,,,,
1776.2196,BNG,BNG-008,142.783,0.239,2.333,5.173,F3,,,,,,,,,,,,,,142.783,142.783,0.5935947368421052,0.5429834409205734,0.0506112959215317,0.5935947368421052,2.1621100275846,0.0768736159135941,0.0872742195583606,0.1429237261373079,0.0872742195583606,0.1429237261373079,2.479917548139266,1.2951379310344828,0.9219575412040464,0.0369434378994696,0.042907794117561,0.0303468887958897,True,1.032386403491374,0.16227922480798,False,-0.0077443921218308,True,0.0360772585446307,True,False,True,2,Zona Menarik,0,,,,,,0.19331142470520007,163.81098,1,1.8,1.8,1,-0.0185321637426901,0.1468759602954753,1,1.8,1.8,1,0.0641707671694883,1.5456356780544385,3.627364321945562,117,141.2668,137.8867,5.01072077519202,0.2312556078781691,2.369077258544631,1.5456356780544385,3.627364321945562,,,,0.5404391392945992,0.5191776986202651,0.504141435481588,0.4922241982719485,0.4822489385862021,0.4736223280448338,0.46599712220397266,0.45915008934612195,0.4529280767921044,0.44722085498183317,0.44194611115169224,0.43704055540030856,0.43245435257782916,0.4281474790549977,0.4240872506955846,,,,,,,,,,,
1776.372,BNG,BNG-008,139.25,0.232,2.361,5.756,F3,,,,,,,,,,,,,,139.25,139.25,0.575,0.5760875666573115,-0.0010875666573115,0.575,2.240588235294118,0.0723529411764706,0.0791706605229586,0.1330769105229585,0.0791706605229586,0.1330769105229585,2.52459592004918,1.2951379310344828,0.9115964208577388,0.0328389767157595,0.0385882529643673,0.0266047507177095,True,1.0418373383477402,0.231145218803066,False,-0.0107311464353925,True,0.0269064885515919,True,False,True,2,Zona Menarik,0,,,,,,0.17373175816539263,163.8186,1,1.8,1.8,1,-0.0279064327485381,0.1323201754385963,1,1.8,1.8,1,0.0599151247878684,1.6598489217712382,4.096151078228762,117,137.8034,134.1839,5.524854781196934,0.2212688535646074,2.387906488551592,1.6598489217712382,4.096151078228762,,,,0.5283516481051266,0.5086318681767201,0.49463823049138017,0.48351908629215395,0.4741925413606363,0.4661126694836892,0.45895966771088875,0.452527765757468,0.44667567463295216,0.44130162428127934,0.43632956258580635,0.4317009719184914,0.42736974348141715,0.423298822083053,0.4194579285483423,,,,,,,,,,,
1776.5244,BNG,BNG-008,136.889,0.227,2.383,6.038,F3,,,,,,,,,,,,,,136.889,136.889,0.5625736842105263,0.6046168958742635,-0.0420432116637371,0.5625736842105263,2.296831346031211,0.0688097845050595,0.0725392888935324,0.1252805717882693,0.0725392888935324,0.1252805717882693,2.554640521808716,1.2951379310344828,0.918592062822581,0.0287567552306022,0.033921536796682,0.0231717534084495,True,1.026952807762678,0.1584698459762696,False,-0.0124788773536316,True,0.0169037985608859,True,False,True,2,Zona Menarik,0,,,,,,0.16561775422325273,163.82622,1,1.8,1.8,1,-0.0357719298245614,0.1209920236995999,1,1.8,1.8,1,0.0536939108787972,1.751151735291567,4.286848264708433,117,131.70459999999997,130.2009,5.879530154023731,0.2145211226463683,2.399903798560886,1.751151735291567,4.286848264708433,,,,0.5285826161216645,0.5098635682245088,0.496537160065998,0.4859226035742551,0.47700172915503547,0.4692602832639829,0.46239675806701,0.45621699956882444,0.45058759430716133,0.44541237606605233,0.4406194312682321,0.4361533903591058,0.4319705975469446,0.42803594766767755,0.42432073814458543,,,,,,,,,,,
1776.6768,BNG,BNG-008,125.358,0.178,2.405,7.12,G1,,,,,,,,,,,,,,125.358,125.358,0.5018842105263158,0.4114790906539432,0.0904051198723726,0.5018842105263158,2.3596595591809124,0.0046987595359353,0.0480038497731049,0.095055494509947,0.0480038497731049,0.095055494509947,2.504665473187336,1.2951379310344828,0.9847969640886935,0.0152087727570013,0.0179840243766133,0.0121320626804117,False,0.9693153892787584,-0.2253904464446829,True,0.0040204908762341,True,0.0388573893487946,False,True,True,2,Zona Menarik,0,,,,,,0.1404494382022472,163.83384,1,1.8,1.8,1,0.0003625730994153,0.140215103108649,1,1.8,1.8,1,0.0301145873092492,2.2838626840521936,4.836137315947807,117,124.1678,127.8947,7.345390446444683,0.1820204908762341,2.4438573893487945,2.2838626840521936,4.836137315947807,,,,0.5529905882539233,0.5376019981514915,0.5265055742780026,0.5175816327908628,0.5100220239706652,0.5034171969356319,0.4975262877701403,0.4921937431114955,0.48731237948261774,0.48280473427007065,0.47861273424933065,0.47469155742647445,0.47100578114366265,0.4675268560032288,0.4642313880367453,,,,,,,,,,,
1776.8292,BNG,BNG-008,114.243,0.168,2.383,7.763,G1,,,,,,,,,,,,,,114.243,114.243,0.4433842105263157,0.307381420151558,0.1360027903747577,0.4433842105263157,2.329629717181841,0.0230240078670916,0.0695877603227495,0.1111550300595916,0.0695877603227495,0.1111550300595916,2.5196104750420427,1.2951379310344828,0.9967595183139016,0.0376879707159154,0.0436704489961004,0.0305038936489626,False,0.9147460287420645,-0.7235085565613009,False,-0.0159588278598614,True,0.0868269726122492,False,False,True,1,Zona Lemah,0,,,,,,0.1288161793121216,163.84145999999998,1,1.8,1.8,1,0.0232280701754385,0.1467792843951984,1,1.8,1.8,1,0.0640602652125242,2.586164139833431,5.176835860166569,117,117.8264,126.7474,8.4865085565613,0.1520411721401385,2.4698269726122493,2.586164139833431,5.176835860166569,,,,0.5759262043940964,0.5520044963256945,0.5351495757364736,0.5218277723882692,0.5107018437686278,0.5010984976427535,0.49262410844534843,0.4850258761505207,0.4781305218989258,0.47181343916263374,0.46598165632087446,0.46056374438519626,0.45550350194573613,0.45075582529207964,0.44628390754939967,,,,,,,,,,,
1776.9816,BNG,BNG-008,105.099,0.128,2.334,8.125,G1,,,,,,,,,,,,,,105.099,105.099,0.3952578947368421,0.0,0.3952578947368421,0.3952578947368421,2.258182696408213,-0.015,0.0431128596184855,0.0801682872500644,0.0431128596184855,0.0801682872500644,2.3547657258449908,1.2951379310344828,1.0,0.0164120291510529,0.0184760240936315,0.0136604172914845,False,0.8671455795626355,-1.2448223129938896,True,0.0007771920460915,True,0.1468270191454919,False,True,True,2,Zona Menarik,0,,,,,,0.12307692307692308,163.84908000000001,1,1.8,1.8,1,0.0918830409356724,0.2020236180363188,1,1.8,1.8,1,0.0283214616762541,3.508410300512508,4.616589699487493,117,114.5226,125.4005,9.36982231299389,0.1287771920460915,2.480827019145492,3.508410300512508,4.616589699487493,,,,0.655563483502695,0.635014187803159,0.6202840472749321,0.6084907466541294,0.5985372248062762,0.5898683410522273,0.5821580541575809,0.5751960731057908,0.5688376750787679,0.5629783900340886,0.5575399857992215,0.5524621470816931,0.5476972571710157,0.5432069779409623,0.5389599255548355,,,,,,,,,,,
1777.134,BNG,BNG-008,107.543,0.116,2.388,8.45,G1,,,,,,,,,,,,,,107.543,107.543,0.408121052631579,0.057619983160258,0.3505010694713209,0.408121052631579,2.3452488506718123,-0.015,0.0328824829376681,0.0711438316218786,0.0328824829376681,0.0711438316218786,2.424381949347454,1.2951379310344828,1.0,0.0094983212637746,0.0108781389276592,0.0077660383892167,False,0.9149592122071014,-0.7853843616881786,True,0.0185023067117183,True,0.0907441239006248,False,True,True,2,Zona Menarik,0,,,,,,0.1183431952662722,163.8567,1,1.8,1.8,1,0.0723040935672515,0.1860290535549399,1,1.8,1.8,1,0.0180881018657284,3.4770428595982468,4.9729571404017525,117,115.6914,124.372,9.235384361688178,0.1345023067117183,2.4787441239006247,3.4770428595982468,4.9729571404017525,,,,0.631959830583822,0.6165381189069323,0.6053535373601707,0.5963192397431144,0.588638413438345,0.5819067220068719,0.5758860781700369,0.5704225443996547,0.5654099337163381,0.5607714223707834,0.5564493571515319,0.5523991961145848,0.548585704016565,0.5449804558823491,0.5415601384049035,,,,,,,,,,,
