DEPTH,ALCDLC,ALDD,DGDD,DGRCC,R09PC,R15PC,R27PC,R39PC,ROPA,TNDD,TNPL,TNPS,ALCDLC_TR,ALDD_TR,DGDD_TR,DGRCC_TR,R09PC_TR,R15PC_TR,R27PC_TR,R39PC_TR,ROPA_TR,TNDD_TR,TNPL_TR,TNPS_TR,ALCDLC_TR_TR,ALDD_TR_TR,DGDD_TR_TR,DGRCC_TR_TR,R09PC_TR_TR,R15PC_TR_TR,R27PC_TR_TR,R39PC_TR_TR,ROPA_TR_TR,TNDD_TR_TR,TNPL_TR_TR,TNPS_TR_TR,MISSING_FLAG
1752.7524,2.5614,49.8185,82.56,130.8579,12.7656,10.6106,14.9216,14.3625,9.0061,110.3216,0.16856,0.20696,2.5614,49.8185,82.56,130.8579,12.7656,10.6106,14.9216,14.3625,9.0061,110.3216,0.16856,0.20696,,,,,,,,,,,,,0
1752.9048,2.5641,45.5627,65.3129,131.3075,12.0556,10.0242,14.5466,14.6709,10.0204,126.5511,0.174109,0.21394,2.5641,45.5627,65.3129,131.3075,12.0556,10.0242,14.5466,14.6709,10.0204,126.5511,0.174109,0.21394,,,,,,,,,,,,,0
1753.0572,2.5678,41.2824,55.2886,133.2576,11.3396,9.439,14.0167,14.5586,11.0215,156.906,0.178605,0.220165,2.5678,41.2824,55.2886,133.2576,11.3396,9.439,14.0167,14.5586,11.0215,156.906,0.178605,0.220165,,,,,,,,,,,,,0
1753.2096,2.5721,36.961,57.2856,141.5555,10.4302,8.8557,13.2288,13.081,12.0008,210.7705,0.183818,0.225133,2.5721,36.961,57.2856,141.5555,10.4302,8.8557,13.2288,13.081,12.0008,210.7705,0.183818,0.225133,,,,,,,,,,,,,0
1753.362,2.5785,32.6396,59.2826,146.367,9.9098,8.2724,12.4409,11.684,12.9801,264.635,0.188332,0.230101,2.5785,32.6396,59.2826,146.367,9.9098,8.2724,12.4409,11.684,12.9801,264.635,0.188332,0.230101,,,,,,,,,,,,,0
1753.5144,2.5866,28.4605,61.5978,146.7018,10.0154,7.7115,11.6881,11.5844,13.8309,306.1664,0.194447,0.23509,2.5866,28.4605,61.5978,146.7018,10.0154,7.7115,11.6881,11.5844,13.8309,306.1664,0.194447,0.23509,,,,,,,,,,,,,0
1753.6668,2.5912,25.6448,66.9628,148.2016,10.1382,7.3651,11.2712,11.5631,13.4509,229.5058,0.199177,0.240271,2.5912,25.6448,66.9628,148.2016,10.1382,7.3651,11.2712,11.5631,13.4509,229.5058,0.199177,0.240271,,,,,,,,,,,,,0
1753.8192,2.582,22.8292,72.3278,146.2096,9.345,7.0187,10.8544,10.8567,13.0708,152.8452,0.205211,0.245453,2.582,22.8292,72.3278,146.2096,9.345,7.0187,10.8544,10.8567,13.0708,152.8452,0.205211,0.245453,,,,,,,,,,,,,0
1753.9716,2.589,20.0136,77.6928,144.8571,8.5917,6.6723,10.4375,10.4559,12.6908,76.1846,0.210998,0.250634,2.589,20.0136,77.6928,144.8571,8.5917,6.6723,10.4375,10.4559,12.6908,76.1846,0.210998,0.250634,,,,,,,,,,,,,0
1754.124,2.6022,20.014,69.1105,150.1826,7.8934,6.368,9.9713,9.8011,10.8194,53.0748,0.21455,0.255469,2.6022,20.014,69.1105,150.1826,7.8934,6.368,9.9713,9.8011,10.8194,53.0748,0.21455,0.255469,,,,,,,,,,,,,0
1754.2764,2.6027,20.6595,57.3338,156.2359,7.2354,6.0734,9.4937,8.8741,8.6065,42.2299,0.221149,0.260224,2.6027,20.6595,57.3338,156.2359,7.2354,6.0734,9.4937,8.8741,8.6065,42.2299,0.221149,0.260224,,,,,,,,,,,,,0
1754.4288,2.6031,21.3049,45.5572,156.132,6.8814,5.7787,9.0162,8.419,6.3935,31.385,0.225767,0.264979,2.6031,21.3049,45.5572,156.132,6.8814,5.7787,9.0162,8.419,6.3935,31.385,0.225767,0.264979,,,,,,,,,,,,,0
1754.5812,2.6201,24.0471,46.819,151.6706,6.4454,5.5624,8.6488,8.3871,6.6566,26.6252,0.228194,0.267915,2.6201,24.0471,46.819,151.6706,6.4454,5.5624,8.6488,8.3871,6.6566,26.6252,0.228194,0.267915,,,,,,,,,,,,,0
1754.7336,2.6313,28.6279,59.5136,152.0175,6.0358,5.4146,8.3779,8.1419,9.0908,27.2013,0.228909,0.269256,2.6313,28.6279,59.5136,152.0175,6.0358,5.4146,8.3779,8.1419,9.0908,27.2013,0.228909,0.269256,,,,,,,,,,,,,0
1754.886,2.6253,33.2088,72.2082,158.1798,5.9382,5.2668,8.107,7.7638,11.525,27.7774,0.230267,0.270597,2.6253,33.2088,72.2082,158.1798,5.9382,5.2668,8.107,7.7638,11.525,27.7774,0.230267,0.270597,,,,,,,,,,,,,0
1755.0384,2.6119,46.4488,80.6065,156.6827,6.183,5.1358,7.869,8.1836,13.4316,28.1378,0.231419,0.271915,2.6119,46.4488,80.6065,156.6827,6.183,5.1358,7.869,8.1836,13.4316,28.1378,0.231419,0.271915,,,,,,,,,,,,,0
1755.1908,2.5959,85.3959,76.2506,156.6239,5.9791,5.055,7.7284,7.7509,13.7715,27.8582,0.232939,0.273165,2.5959,85.3959,76.2506,156.6239,5.9791,5.055,7.7284,7.7509,13.7715,27.8582,0.232939,0.273165,,,,,,,,,,,,,0
1755.3432,2.5994,124.3429,71.8946,156.1702,5.7784,4.9742,7.5879,6.9254,14.1114,27.5785,0.233509,0.274414,2.5994,124.3429,71.8946,156.1702,5.7784,4.9742,7.5879,6.9254,14.1114,27.5785,0.233509,0.274414,,,,,,,,,,,,,0
1755.4956,2.604,163.2899,67.5387,160.649,5.6382,4.8933,7.4474,7.5216,14.4514,27.2989,0.235377,0.275664,2.604,163.2899,67.5387,160.649,5.6382,4.8933,7.4474,7.5216,14.4514,27.2989,0.235377,0.275664,,,,,,,,,,,,,0
1755.648,2.6117,131.9032,59.6126,158.4138,5.4933,4.7892,7.384,7.822,15.3575,47.6358,0.237839,0.280022,2.6117,131.9032,59.6126,158.4138,5.4933,4.7892,7.384,7.822,15.3575,47.6358,0.237839,0.280022,,,,,,,,,,,,,0
1755.8004,2.6084,98.4255,51.5804,161.8194,5.3471,4.6844,7.3228,7.5403,16.2804,68.5856,0.243511,0.284472,2.6084,98.4255,51.5804,161.8194,5.3471,4.6844,7.3228,7.5403,16.2804,68.5856,0.243511,0.284472,,,,,,,,,,,,,0
1755.9528,2.6039,64.9477,43.5483,164.2214,5.1766,4.5797,7.2617,7.331,17.2034,89.5354,0.248341,0.288922,2.6039,64.9477,43.5483,164.2214,5.1766,4.5797,7.2617,7.331,17.2034,89.5354,0.248341,0.288922,,,,,,,,,,,,,0
1756.1052,2.6047,51.7765,36.3178,162.104,5.0095,4.4372,7.0048,6.9628,19.306,90.1773,0.25288,0.292067,2.6047,51.7765,36.3178,162.104,5.0095,4.4372,7.0048,6.9628,19.306,90.1773,0.25288,0.292067,,,,,,,,,,,,,0
1756.2576,2.6011,47.7162,29.4471,159.7192,4.8612,4.2779,6.66,6.4972,21.938,81.7076,0.255374,0.294628,2.6011,47.7162,29.4471,159.7192,4.8612,4.2779,6.66,6.4972,21.938,81.7076,0.255374,0.294628,,,,,,,,,,,,,0
1756.41,2.608,43.6559,22.5763,157.5492,4.5126,4.1186,6.3151,6.0082,24.57,73.2379,0.257486,0.297188,2.608,43.6559,22.5763,157.5492,4.5126,4.1186,6.3151,6.0082,24.57,73.2379,0.257486,0.297188,,,,,,,,,,,,,0
1756.5624,2.6165,40.0913,18.5129,162.6251,4.2627,3.9807,6.0014,5.9478,26.0049,64.6267,0.259457,0.299561,2.6165,40.0913,18.5129,162.6251,4.2627,3.9807,6.0014,5.9478,26.0049,64.6267,0.259457,0.299561,,,,,,,,,,,,,0
1756.7148,2.6267,37.2417,18.4986,158.1627,4.1321,3.8737,5.7325,6.052,25.7133,55.8115,0.261913,0.301664,2.6267,37.2417,18.4986,158.1627,4.1321,3.8737,5.7325,6.052,25.7133,55.8115,0.261913,0.301664,,,,,,,,,,,,,0
1756.8672,2.6469,34.3921,18.4843,157.1288,3.925,3.7667,5.4635,5.8919,25.4216,46.9963,0.263893,0.303767,2.6469,34.3921,18.4843,157.1288,3.925,3.7667,5.4635,5.8919,25.4216,46.9963,0.263893,0.303767,,,,,,,,,,,,,0
1757.0196,2.6443,31.6367,21.2429,161.0952,4.0213,3.6727,5.2108,6.1397,25.2717,38.8323,0.265867,0.305537,2.6443,31.6367,21.2429,161.0952,4.0213,3.6727,5.2108,6.1397,25.2717,38.8323,0.265867,0.305537,,,,,,,,,,,,,0
1757.172,2.632,29.5194,42.7898,166.894,3.7753,3.6663,5.0677,5.0184,26.0817,35.0805,0.267976,0.30505,2.632,29.5194,42.7898,166.894,3.7753,3.6663,5.0677,5.0184,26.0817,35.0805,0.267976,0.30505,,,,,,,,,,,,,0
1757.3244,2.6439,27.4022,64.3368,168.925,3.5387,3.6599,4.9245,4.612,26.8918,31.3287,0.267552,0.304562,2.6439,27.4022,64.3368,168.925,3.5387,3.6599,4.9245,4.612,26.8918,31.3287,0.267552,0.304562,,,,,,,,,,,,,0
1757.4768,2.6479,25.2849,85.8837,172.9923,3.5642,3.6535,4.7814,4.86,27.7019,27.5768,0.263647,0.304074,2.6479,25.2849,85.8837,172.9923,3.5642,3.6535,4.7814,4.86,27.7019,27.5768,0.263647,0.304074,,,,,,,,,,,,,0
1757.6292,2.6461,30.3964,117.7984,170.4961,3.4797,3.755,4.7193,4.3089,26.109,26.2201,0.259121,0.299478,2.6461,30.3964,117.7984,170.4961,3.4797,3.755,4.7193,4.3089,26.109,26.2201,0.259121,0.299478,,,,,,,,,,,,,0
1757.7816,2.6426,36.806,151.5749,160.1161,3.5242,3.8759,4.6718,4.0228,24.0846,25.2933,0.250839,0.294144,2.6426,36.806,151.5749,160.1161,3.5242,3.8759,4.6718,4.0228,24.0846,25.2933,0.250839,0.294144,,,,,,,,,,,,,0
1757.934,2.6415,43.2156,185.3513,154.5718,3.8737,3.9968,4.6243,4.3149,22.0602,24.3666,0.245278,0.28881,2.6415,43.2156,185.3513,154.5718,3.8737,3.9968,4.6243,4.3149,22.0602,24.3666,0.245278,0.28881,,,,,,,,,,,,,0
1758.0864,2.6279,45.9517,167.49,153.4917,4.2864,4.1914,4.7052,5.574,21.31,25.1546,0.246213,0.290509,2.6279,45.9517,167.49,153.4917,4.2864,4.1914,4.7052,5.574,21.31,25.1546,0.246213,0.290509,,,,,,,,,,,,,0
1758.2388,2.6126,45.8818,110.1832,162.9868,4.0566,4.4422,4.8843,6.0734,21.5332,27.2525,0.252913,0.29758,2.6126,45.8818,110.1832,162.9868,4.0566,4.4422,4.8843,6.0734,21.5332,27.2525,0.252913,0.29758,,,,,,,,,,,,,0
1758.3912,2.6255,45.8118,52.8764,177.3625,3.6517,4.693,5.0634,5.0363,21.7565,29.3504,0.264455,0.304652,2.6255,45.8118,52.8764,177.3625,3.6517,4.693,5.0634,5.0363,21.7565,29.3504,0.264455,0.304652,,,,,,,,,,,,,0
1758.5436,2.6251,48.4846,14.0196,179.1913,3.714,5.3129,6.0543,4.5804,21.9761,30.5332,0.273409,0.309412,2.6251,48.4846,14.0196,179.1913,3.714,5.3129,6.0543,4.5804,21.9761,30.5332,0.273409,0.309412,,,,,,,,,,,,,0
1758.696,2.5233,58.0014,21.2035,182.877,3.5587,6.8538,9.071,4.9968,22.1868,29.4325,0.278606,0.308406,2.5233,58.0014,21.2035,182.877,3.5587,6.8538,9.071,4.9968,22.1868,29.4325,0.278606,0.308406,,,,,,,,,,,,,0
1758.8484,2.3742,67.5182,28.3874,195.8586,3.6961,8.3948,12.0876,5.3336,22.3976,28.3317,0.278223,0.307401,2.3742,67.5182,28.3874,195.8586,3.6961,8.3948,12.0876,5.3336,22.3976,28.3317,0.278223,0.307401,,,,,,,,,,,,,0
1759.0008,2.3079,77.0072,35.5956,211.1953,14.0764,9.9268,15.0869,18.2671,22.5939,27.2504,0.26377,0.306229,2.3079,77.0072,35.5956,211.1953,14.0764,9.9268,15.0869,18.2671,22.5939,27.2504,0.26377,0.306229,,,,,,,,,,,,,0
1759.1532,2.4086,81.2218,47.4324,208.356,19.5559,9.76,14.8098,28.0667,20.0506,29.8459,0.239235,0.273738,2.4086,81.2218,47.4324,208.356,19.5559,9.76,14.8098,28.0667,20.0506,29.8459,0.239235,0.273738,,,,,,,,,,,,,0
1759.3056,2.5203,85.4363,59.2692,181.2735,13.1621,9.5933,14.5326,16.8891,17.5074,32.4413,0.193373,0.241246,2.5203,85.4363,59.2692,181.2735,13.1621,9.5933,14.5326,16.8891,17.5074,32.4413,0.193373,0.241246,,,,,,,,,,,,,0
1759.458,2.5476,89.6508,71.106,150.4531,10.7261,9.4265,14.2555,8.8066,14.9642,35.0367,0.160937,0.208754,2.5476,89.6508,71.106,150.4531,10.7261,9.4265,14.2555,8.8066,14.9642,35.0367,0.160937,0.208754,,,,,,,,,,,,,0
1759.6104,2.5362,83.5862,75.1225,126.4651,11.6682,10.6183,14.6301,11.2069,12.5098,35.368,0.142783,0.191233,2.5362,83.5862,75.1225,126.4651,11.6682,10.6183,14.6301,11.2069,12.5098,35.368,0.142783,0.191233,,,,,,,,,,,,,0
1759.7628,2.5338,73.6111,76.1639,110.2144,11.9264,12.3271,15.2526,12.8705,10.0893,34.838,0.132218,0.179407,2.5338,73.6111,76.1639,110.2144,11.9264,12.3271,15.2526,12.8705,10.0893,34.838,0.132218,0.179407,,,,,,,,,,,,,0
1759.9152,2.5419,63.636,77.2052,95.5956,14.4094,14.0359,15.8751,15.6202,7.6688,34.3079,0.121736,0.16758,2.5419,63.636,77.2052,95.5956,14.4094,14.0359,15.8751,15.6202,7.6688,34.3079,0.121736,0.16758,,,,,,,,,,,,,0
1760.0676,2.5402,59.1548,69.5519,88.0729,16.3851,14.8376,15.9787,17.6603,5.9843,43.0537,0.114421,0.161487,2.5402,59.1548,69.5519,88.0729,16.3851,14.8376,15.9787,17.6603,5.9843,43.0537,0.114421,0.161487,,,,,,,,,,,,,0
1760.22,2.5274,61.5655,50.9915,89.3856,17.4466,14.5015,15.4314,16.9826,5.223,63.4353,0.113219,0.162584,2.5274,61.5655,50.9915,89.3856,17.4466,14.5015,15.4314,16.9826,5.223,63.4353,0.113219,0.162584,,,,,,,,,,,,,0
1760.3724,2.5206,63.9763,32.4311,91.299,16.4672,14.1654,14.8841,15.8853,4.4618,83.817,0.118375,0.163681,2.5206,63.9763,32.4311,91.299,16.4672,14.1654,14.8841,15.8853,4.4618,83.817,0.118375,0.163681,,,,,,,,,,,,,0
1760.5248,2.526,64.6464,17.2455,96.9865,16.4055,13.7116,14.2347,15.3697,3.9242,97.5461,0.124963,0.166797,2.526,64.6464,17.2455,96.9865,16.4055,13.7116,14.2347,15.3697,3.9242,97.5461,0.124963,0.166797,,,,,,,,,,,,,0
1760.6772,2.5394,56.361,19.4233,103.3108,13.8073,12.6525,13.0604,12.4489,4.5366,77.0469,0.13858,0.1803,2.5394,56.361,19.4233,103.3108,13.8073,12.6525,13.0604,12.4489,4.5366,77.0469,0.13858,0.1803,,,,,,,,,,,,,0
1760.8296,2.5584,48.0755,21.6011,113.5671,11.2247,11.5934,11.8861,9.7753,5.1491,56.5477,0.152052,0.193803,2.5584,48.0755,21.6011,113.5671,11.2247,11.5934,11.8861,9.7753,5.1491,56.5477,0.152052,0.193803,,,,,,,,,,,,,0
1760.982,2.5805,39.7901,23.7789,130.6048,9.7213,10.5343,10.7118,8.499,5.7616,36.0486,0.172519,0.207305,2.5805,39.7901,23.7789,130.6048,9.7213,10.5343,10.7118,8.499,5.7616,36.0486,0.172519,0.207305,,,,,,,,,,,,,0
1761.1344,2.5878,38.8202,23.955,144.2804,9.1152,9.3356,9.5321,8.3092,9.6081,35.9426,0.189235,0.223039,2.5878,38.8202,23.955,144.2804,9.1152,9.3356,9.5321,8.3092,9.6081,35.9426,0.189235,0.223039,,,,,,,,,,,,,0
1761.2868,2.5873,38.83,23.863,151.4428,7.8307,8.1182,8.3517,7.3775,13.8878,38.5679,0.205965,0.239071,2.5873,38.83,23.863,151.4428,7.8307,8.1182,8.3517,7.3775,13.8878,38.5679,0.205965,0.239071,,,,,,,,,,,,,0
1761.4392,2.5904,38.8398,23.7711,156.1359,6.9015,6.9008,7.1713,6.6264,18.1674,41.1931,0.217692,0.255104,2.5904,38.8398,23.7711,156.1359,6.9015,6.9008,7.1713,6.6264,18.1674,41.1931,0.217692,0.255104,,,,,,,,,,,,,0
1761.5916,2.5962,40.5895,24.6282,158.9214,6.002,6.2262,6.5478,5.9254,19.6638,46.0841,0.227635,0.265384,2.5962,40.5895,24.6282,158.9214,6.002,6.2262,6.5478,5.9254,19.6638,46.0841,0.227635,0.265384,,,,,,,,,,,,,0
1761.744,2.6071,43.4941,26.1154,164.2551,5.5007,5.9119,6.2939,5.6636,19.3127,52.4788,0.234415,0.271846,2.6071,43.4941,26.1154,164.2551,5.5007,5.9119,6.2939,5.6636,19.3127,52.4788,0.234415,0.271846,,,,,,,,,,,,,0
1761.8964,2.6015,46.3987,27.6025,158.4945,5.2212,5.5976,6.0401,5.7084,18.9616,58.8736,0.239918,0.278307,2.6015,46.3987,27.6025,158.4945,5.2212,5.5976,6.0401,5.7084,18.9616,58.8736,0.239918,0.278307,,,,,,,,,,,,,0
1762.0488,2.5921,51.4724,29.8871,162.0164,5.0352,5.3889,5.8797,5.8179,19.0558,64.2939,0.244496,0.284281,2.5921,51.4724,29.8871,162.0164,5.0352,5.3889,5.8797,5.8179,19.0558,64.2939,0.244496,0.284281,,,,,,,,,,,,,0
1762.2012,2.5872,61.1509,33.8649,162.1503,4.9997,5.4045,5.9177,6.1842,20.0956,67.6454,0.249372,0.289219,2.5872,61.1509,33.8649,162.1503,4.9997,5.4045,5.9177,6.1842,20.0956,67.6454,0.249372,0.289219,,,,,,,,,,,,,0
1762.3536,2.5872,70.8295,37.8426,159.6801,4.8313,5.4202,5.9558,6.1922,21.1353,70.9969,0.253122,0.294157,2.5872,70.8295,37.8426,159.6801,4.8313,5.4202,5.9558,6.1922,21.1353,70.9969,0.253122,0.294157,,,,,,,,,,,,,0
1762.506,2.5983,79.7637,41.5809,161.7919,4.5875,5.6321,6.2997,5.8058,22.1632,73.8478,0.259202,0.299745,2.5983,79.7637,41.5809,161.7919,4.5875,5.6321,6.2997,5.8058,22.1632,73.8478,0.259202,0.299745,,,,,,,,,,,,,0
1762.6584,2.6054,70.5365,39.4754,162.0301,4.4375,10.6339,14.1089,5.5933,22.9018,64.4836,0.267713,0.321203,2.6054,70.5365,39.4754,162.0301,4.4375,10.6339,14.1089,5.5933,22.9018,64.4836,0.267713,0.321203,,,,,,,,,,,,,0
1762.8108,2.5904,61.3092,37.37,171.5551,3.993,15.6357,21.9181,5.4807,23.6405,55.1195,0.291628,0.342661,2.5904,61.3092,37.37,171.5551,3.993,15.6357,21.9181,5.4807,23.6405,55.1195,0.291628,0.342661,,,,,,,,,,,,,0
1762.9632,2.5506,52.0819,35.2645,172.6445,4.3618,20.6374,29.7273,8.4226,24.3791,45.7553,0.316666,0.364119,2.5506,52.0819,35.2645,172.6445,4.3618,20.6374,29.7273,8.4226,24.3791,45.7553,0.316666,0.364119,,,,,,,,,,,,,0
1763.1156,2.245,95.4383,35.6555,146.45,19.3567,24.2153,34.0234,57.8329,26.2913,49.0438,0.345183,0.373462,2.245,95.4383,35.6555,146.45,19.3567,24.2153,34.0234,57.8329,26.2913,49.0438,0.345183,0.373462,,,,,,,,,,,,,0
1763.268,1.9013,155.5342,36.8411,122.7635,82.2351,27.3398,37.201,131.5487,28.5771,56.3601,0.363924,0.378948,1.9013,155.5342,36.8411,122.7635,82.2351,27.3398,37.201,131.5487,28.5771,56.3601,0.363924,0.378948,,,,,,,,,,,,,0
1763.4204,1.9546,215.6301,38.0268,125.7245,133.1302,30.4643,40.3787,69.4295,30.8628,63.6765,0.357213,0.384434,1.9546,215.6301,38.0268,125.7245,133.1302,30.4643,40.3787,69.4295,30.8628,63.6765,0.357213,0.384434,,,,,,,,,,,,,0
1763.5728,2.3336,330.6914,38.2322,143.0063,62.8404,28.4363,37.1109,12.3794,32.4865,70.4839,0.319629,0.375041,2.3336,330.6914,38.2322,143.0063,62.8404,28.4363,37.1109,12.3794,32.4865,70.4839,0.319629,0.375041,,,,,,,,,,,,,0
1763.7252,2.4972,505.8523,37.3657,150.5394,16.024,20.7745,26.7957,9.1354,33.3862,76.7348,0.287924,0.349376,2.4972,505.8523,37.3657,150.5394,16.024,20.7745,26.7957,9.1354,33.3862,76.7348,0.287924,0.349376,,,,,,,,,,,,,0
1763.8776,2.5137,681.0131,36.4993,157.2787,11.325,13.1126,16.4805,8.3571,34.286,82.9857,0.266579,0.323712,2.5137,681.0131,36.4993,157.2787,11.325,13.1126,16.4805,8.3571,34.286,82.9857,0.266579,0.323712,,,,,,,,,,,,,0
1764.03,2.5299,776.5422,34.7902,159.0979,7.8101,6.8718,8.0917,7.0929,34.6299,91.0833,0.256987,0.303352,2.5299,776.5422,34.7902,159.0979,7.8101,6.8718,8.0917,7.0929,34.6299,91.0833,0.256987,0.303352,,,,,,,,,,,,,0
1764.1824,2.5506,547.1734,29.6432,157.245,6.1271,6.429,7.5632,5.8,32.7062,106.7154,0.258898,0.304632,2.5506,547.1734,29.6432,157.245,6.1271,6.429,7.5632,5.8,32.7062,106.7154,0.258898,0.304632,,,,,,,,,,,,,0
1764.3348,2.566,317.8047,24.4963,160.7223,5.3899,5.9861,7.0346,5.4625,30.7824,122.3475,0.262769,0.305912,2.566,317.8047,24.4963,160.7223,5.3899,5.9861,7.0346,5.4625,30.7824,122.3475,0.262769,0.305912,,,,,,,,,,,,,0
1764.4872,2.5635,88.436,19.3493,165.0052,5.6192,5.5433,6.506,6.2891,28.8587,137.9796,0.268018,0.307192,2.5635,88.436,19.3493,165.0052,5.6192,5.5433,6.506,6.2891,28.8587,137.9796,0.268018,0.307192,,,,,,,,,,,,,0
1764.6396,2.553,61.415,20.8304,164.7517,5.7887,5.6507,6.5086,6.7841,28.6852,219.1632,0.272213,0.309952,2.553,61.415,20.8304,164.7517,5.7887,5.6507,6.5086,6.7841,28.6852,219.1632,0.272213,0.309952,,,,,,,,,,,,,0
1764.792,2.5576,52.9475,22.9193,166.6335,5.6038,5.8086,6.5599,6.6747,28.6722,306.3573,0.274193,0.312848,2.5576,52.9475,22.9193,166.6335,5.6038,5.8086,6.5599,6.6747,28.6722,306.3573,0.274193,0.312848,,,,,,,,,,,,,0
1764.9444,2.5652,44.4799,25.0082,164.5738,5.5936,5.9664,6.6112,6.6124,28.6592,393.5514,0.275465,0.315744,2.5652,44.4799,25.0082,164.5738,5.5936,5.9664,6.6112,6.6124,28.6592,393.5514,0.275465,0.315744,,,,,,,,,,,,,0
1765.0968,2.5607,41.1175,34.2676,158.2257,5.8416,6.1105,6.6795,6.553,27.5289,355.111,0.278132,0.318833,2.5607,41.1175,34.2676,158.2257,5.8416,6.1105,6.6795,6.553,27.5289,355.111,0.278132,0.318833,,,,,,,,,,,,,0
1765.2492,2.5571,40.6875,47.6456,154.1343,6.2166,6.2466,6.7576,6.444,25.7569,244.5086,0.279783,0.322033,2.5571,40.6875,47.6456,154.1343,6.2166,6.2466,6.7576,6.444,25.7569,244.5086,0.279783,0.322033,,,,,,,,,,,,,0
1765.4016,2.5679,40.2574,61.0236,156.8068,5.6392,6.3828,6.8357,6.8335,23.9849,133.9062,0.283827,0.325234,2.5679,40.2574,61.0236,156.8068,5.6392,6.3828,6.8357,6.8335,23.9849,133.9062,0.283827,0.325234,,,,,,,,,,,,,0
1765.554,2.5598,39.2207,67.315,159.897,5.5329,7.3437,7.6574,7.3475,23.0039,59.0429,0.287913,0.330518,2.5598,39.2207,67.315,159.897,5.5329,7.3437,7.6574,7.3475,23.0039,59.0429,0.287913,0.330518,,,,,,,,,,,,,0
1765.7064,2.5297,37.0785,60.6932,158.9632,5.8211,9.8076,9.8344,7.4657,23.4646,49.3042,0.296398,0.339601,2.5297,37.0785,60.6932,158.9632,5.8211,9.8076,9.8344,7.4657,23.4646,49.3042,0.296398,0.339601,,,,,,,,,,,,,0
1765.8588,2.5069,34.9363,54.0714,157.4617,5.77,12.2714,12.0113,7.2126,23.9254,39.5655,0.30532,0.348684,2.5069,34.9363,54.0714,157.4617,5.77,12.2714,12.0113,7.2126,23.9254,39.5655,0.30532,0.348684,,,,,,,,,,,,,0
1766.0112,2.4749,35.2477,47.754,161.7994,5.8815,15.2553,14.8382,7.3544,24.3246,30.8553,0.319608,0.356403,2.4749,35.2477,47.754,161.7994,5.8815,15.2553,14.8382,7.3544,24.3246,30.8553,0.319608,0.356403,,,,,,,,,,,,,0
1766.1636,2.4312,66.4919,45.2735,161.4009,6.4582,24.7953,25.8606,9.3752,23.9488,35.1113,0.32907,0.346924,2.4312,66.4919,45.2735,161.4009,6.4582,24.7953,25.8606,9.3752,23.9488,35.1113,0.32907,0.346924,,,,,,,,,,,,,0
1766.316,2.2476,97.7362,42.7931,138.488,29.6542,34.3354,36.883,29.8469,23.573,39.3673,0.317306,0.337445,2.2476,97.7362,42.7931,138.488,29.6542,34.3354,36.883,29.8469,23.573,39.3673,0.317306,0.337445,,,,,,,,,,,,,0
1766.4684,2.0272,128.9804,40.3126,109.2502,71.0875,43.8754,47.9053,57.4481,23.1972,43.6233,0.29637,0.327966,2.0272,128.9804,40.3126,109.2502,71.0875,43.8754,47.9053,57.4481,23.1972,43.6233,0.29637,0.327966,,,,,,,,,,,,,0
1766.6208,2.2207,237.7386,41.3857,84.0804,116.0228,43.7128,48.7883,73.8169,19.1438,45.0066,0.252063,0.284445,2.2207,237.7386,41.3857,84.0804,116.0228,43.7128,48.7883,73.8169,19.1438,45.0066,0.252063,0.284445,,,,,,,,,,,,,0
1766.7732,2.4748,366.7736,43.3884,75.6185,90.6936,41.0122,47.0189,60.1548,14.1283,45.6385,0.170291,0.232019,2.4748,366.7736,43.3884,75.6185,90.6936,41.0122,47.0189,60.1548,14.1283,45.6385,0.170291,0.232019,,,,,,,,,,,,,0
1766.9256,2.5484,495.8085,45.391,79.2222,44.401,38.3115,45.2495,34.2809,9.1128,46.2703,0.115801,0.179594,2.5484,495.8085,45.391,79.2222,44.401,38.3115,45.2495,34.2809,9.1128,46.2703,0.115801,0.179594,,,,,,,,,,,,,0
1767.078,2.5688,488.6779,44.4993,94.3328,26.9059,35.885,43.4832,20.9753,6.2079,57.7774,0.088555,0.149538,2.5688,488.6779,44.4993,94.3328,26.9059,35.885,43.4832,20.9753,6.2079,57.7774,0.088555,0.149538,,,,,,,,,,,,,0
1767.2304,2.5715,351.6663,40.8467,101.6017,21.4728,33.7199,41.7198,19.2017,5.3163,79.6577,0.079245,0.140821,2.5715,351.6663,40.8467,101.6017,21.4728,33.7199,41.7198,19.2017,5.3163,79.6577,0.079245,0.140821,,,,,,,,,,,,,0
1767.3828,2.5562,214.6547,37.1942,88.1329,31.1801,31.5549,39.9565,36.3496,4.4246,101.5379,0.08248,0.132104,2.5562,214.6547,37.1942,88.1329,31.1801,31.5549,39.9565,36.3496,4.4246,101.5379,0.08248,0.132104,,,,,,,,,,,,,0
1767.5352,2.5276,104.7091,35.2667,77.6916,45.1666,29.979,38.4456,50.2719,3.9072,114.8113,0.085484,0.126153,2.5276,104.7091,35.2667,77.6916,45.1666,29.979,38.4456,50.2719,3.9072,114.8113,0.085484,0.126153,,,,,,,,,,,,,0
1767.6876,2.5149,84.8813,39.083,78.3099,39.6142,30.3646,37.7752,42.6832,4.6359,99.4277,0.087057,0.129415,2.5149,84.8813,39.083,78.3099,39.6142,30.3646,37.7752,42.6832,4.6359,99.4277,0.087057,0.129415,,,,,,,,,,,,,0
