DEPTH,CALI,DT,GR_CAL,HDRA,PEFZ,RHOZ,RLA3,RLA5,RXOZ,SP,TENS,TNPH
1124.5596,322.387,353.6194,105.6612,3.79,3.5481,2445.7,1.992,2.0542,1.9753,-483.6989,1028.7478,0.36658
1124.712,324.9038,352.3058,100.7936,4.81,3.5089,2450.97,1.9857,2.0433,1.9895,-483.625,1178.433,0.36799
1124.8644,325.4634,350.6398,100.6297,4.05,3.4775,2450.3801,2.0441,2.1046,2.0717,-483.6375,1303.851,0.38992
1125.0168,324.3445,346.9232,102.613,2.83,3.5055,2447.49,2.1357,2.1953,2.1042,-483.6648,1281.1714,0.41163
1125.1692,324.3445,342.5979,104.4158,4.36,3.6062,2453.3601,2.1496,2.208,2.1124,-483.6125,1225.6062,0.41861
1125.3216,322.1073,342.5658,100.4827,14.52,3.7354,2471.3599,2.0455,2.096,2.1054,-483.4261,1174.1237,0.446
1125.474,322.1073,343.1425,98.6795,19.73,3.835,2481.3398,2.0348,2.0825,2.0927,-483.2625,1157.3412,0.44307
1125.6264,322.387,342.8221,107.7101,20.35,3.8872,2479.22,2.08,2.1297,2.1614,-483.125,1156.66,0.44052
1125.7788,322.9463,345.7377,108.726,9.8,3.9201,2452.6001,2.0601,2.1062,2.075,-483.2437,1134.6616,0.40388
1125.9312,324.3445,352.5621,112.3316,7.13,3.9644,2442.53,1.9031,1.9429,2.0343,-483.4318,1145.7745,0.41427
1126.0836,327.421,357.4321,104.3008,6.98,3.964,2438.52,1.8635,1.8944,1.9558,-483.3375,1158.0214,0.41153
1126.236,326.0227,357.5603,101.9576,11.14,3.9369,2445.6699,1.877,1.9081,1.9986,-483.1875,1172.0833,0.41864
1126.3884,323.2259,355.5739,103.3998,17.68,3.8768,2460.6799,1.9334,1.9616,1.9724,-483.3062,1149.8564,0.43764
1126.5408,322.387,354.2923,100.9576,17.41,3.8112,2466.1802,2.0025,2.0296,1.9751,-483.5739,1117.4243,0.41571
1126.6932,320.1495,355.9904,105.2841,14.13,3.7161,2471.98,2.0043,2.0338,1.9809,-483.6625,1119.9197,0.43903
1126.8456,318.4716,357.8166,105.7761,6.19,3.6143,2465.45,1.9605,1.9919,2.0125,-483.3125,1184.1027,0.43212
1126.998,318.1919,356.5991,109.0209,5.94,3.5658,2469.0901,1.9491,1.9777,1.9629,-482.8352,1214.7206,0.42948
1127.1504,318.1919,356.0865,107.6606,6.17,3.5777,2464.77,1.9398,1.9685,1.953,-482.8438,1167.3202,0.40716
1127.3028,318.4716,358.938,103.022,10.91,3.6489,2465.27,1.938,1.9663,1.9358,-483.0796,1149.4027,0.41565
1127.4552,318.7512,359.2904,102.5468,11.44,3.7139,2460.5898,1.9606,1.9837,2.0344,-482.8977,1187.7318,0.42867
1127.6076,320.7088,356.5991,96.5157,10.85,3.7331,2458.8799,2.0219,2.047,2.0093,-482.3813,1194.7627,0.43683
1127.76,316.2343,355.2534,95.7457,4.45,3.7152,2446.6401,2.0156,2.0387,1.9905,-482.3011,1120.3734,0.44199
1127.9124,317.9122,354.5165,93.8771,2.51,3.6718,2445.8,2.0196,2.0425,1.8829,-482.3062,1079.55,0.43248
1128.0648,318.1919,354.9651,100.892,2.32,3.6714,2444.9402,1.9321,1.9527,1.8817,-482.0739,1152.5781,0.43743
1128.2172,318.7512,359.3224,99.4171,6.34,3.7088,2453.6099,1.9299,1.9494,1.9032,-482.0562,1231.5031,0.43061
1128.3696,318.7512,361.8856,101.9409,7.57,3.7383,2452.6501,1.905,1.9193,2.0146,-482.1875,1217.8961,0.40833
1128.522,320.1495,360.8604,99.81,7.64,3.7503,2455.4099,1.9354,1.95,2.0111,-482.4875,1187.5044,0.43052
1128.6744,320.9887,359.803,98.6297,3.53,3.7031,2452.5801,1.9429,1.9536,2.0134,-482.875,1150.764,0.43203
1128.8268,321.8276,357.336,102.3995,1.46,3.6235,2458.97,1.9785,1.9897,2.0301,-481.5227,1152.8054,0.46288
1128.9792,321.548,355.8622,104.0058,-1.28,3.5048,2457.6599,2.0003,2.0121,2.1068,-479.6063,1158.0214,0.42466
1129.1316,321.2681,360.2196,108.136,-3.65,3.4128,2448.9199,1.8734,1.8812,2.0909,-478.6307,1139.4238,0.44734
1129.284,322.1073,364.7051,104.1866,-4.98,3.3806,2437.79,1.782,1.7874,2.0038,-478.5852,1145.7745,0.42683
1129.4364,320.4294,364.609,104.7109,-3.36,3.3727,2439.5701,1.7981,1.8055,1.9282,-478.9375,1132.6202,0.42027
1129.5888,321.8276,363.7439,102.5638,-0.37,3.3583,2448.23,1.8007,1.8071,1.9149,-479.3807,1158.4751,0.40748
1129.7412,321.548,361.1808,103.7269,1.53,3.3704,2450.1199,1.8304,1.8387,1.9269,-479.3409,1172.0833,0.41171
1129.8936,321.548,358.2331,99.9577,2.06,3.3882,2445.1101,1.9249,1.9324,1.9286,-478.9261,1187.2781,0.41739
1130.046,319.8698,358.8098,106.2019,1.43,3.4233,2437.97,1.8947,1.9038,1.9267,-478.7125,1176.1652,0.41228
1130.1984,319.3105,361.4691,104.8908,0.56,3.4289,2436.0901,1.8926,1.9024,1.9019,-478.7671,1153.2583,0.40584
1130.3508,319.0309,362.3983,104.7102,-1.74,3.4656,2431.0901,1.8906,1.8991,1.9204,-478.5625,1133.074,0.43788
1130.5032,320.1495,361.2448,99.7939,-1.51,3.4887,2436.3999,1.8993,1.9115,1.9228,-478.3523,1164.3711,0.42619
1130.6556,320.4294,359.1943,96.6798,0.41,3.5219,2444.6899,1.9324,1.9501,1.9558,-478.0562,1173.8972,0.42357
1130.808,320.9887,357.4001,97.0405,2.38,3.5137,2453.5798,1.9158,1.9344,1.9827,-477.7329,1162.3307,0.39767
1130.9604,321.548,357.2719,95.0735,1.46,3.4849,2453.9001,1.9108,1.927,2.0008,-477.5688,1144.8671,0.44347
1131.1128,322.1073,358.1049,100.1542,-1.23,3.4304,2449.3899,1.8959,1.9098,2.0242,-477.5125,1136.022,0.45256
1131.2652,321.8276,360.0273,101.9572,-1.92,3.3819,2447.8098,1.8299,1.8433,2.0506,-477.4546,1168.4541,0.45139
1131.4176,321.548,363.9041,102.236,-0.41,3.3973,2446.74,1.7838,1.7969,1.9771,-477.2687,1177.0717,0.42528
1131.57,319.0309,366.9799,101.9082,2.76,3.445,2453.6799,1.7895,1.8004,1.8749,-477.0625,1156.8875,0.45536
1131.7224,319.3105,362.3021,102.0885,3.66,3.4864,2456.8,1.8822,1.8965,1.837,-476.7386,1156.66,0.47303
1131.8748,319.0309,356.9515,101.7278,3.32,3.4662,2459.9399,1.9616,1.9774,1.9692,-476.4188,1158.0214,0.43427
1132.0272,320.7088,356.5991,98.4336,3.6,3.4368,2463.5999,1.9709,1.9855,2.0628,-476.3466,1152.5781,0.41578
1132.1796,320.9887,356.4069,95.9423,5.02,3.3899,2470.97,1.943,1.9579,2.0582,-475.9813,1171.6294,0.38089
1132.332,318.7512,358.4254,97.3843,4.49,3.3739,2468.1101,1.8958,1.9052,2.0321,-475.6818,1150.5366,0.41341
1132.4844,320.4294,360.1555,102.432,2.65,3.3347,2462.26,1.8821,1.8931,2.0245,-475.6437,1153.0319,0.42022
1132.6368,320.1495,359.2904,105.3819,1.03,3.3648,2456.3799,1.8918,1.9072,2.0703,-475.8,1164.5985,0.40533
1132.7892,320.4294,359.0341,104.8416,1.01,3.3826,2467.1899,1.8968,1.9107,2.0961,-475.5341,1158.4751,0.39999
1132.9416,319.3105,359.8992,103.2519,1.53,3.4068,2474.9602,1.9119,1.928,2.1367,-474.8312,1160.743,0.38197
1133.094,319.8698,359.3545,101.5311,2.45,3.3787,2475.9399,1.8902,1.9055,2.1107,-474.2375,1174.8038,0.42167
1133.2464,320.9887,359.0661,109.4631,2.57,3.3814,2462.0901,1.8882,1.9047,2.1123,-474.1648,1164.5985,0.40941
1133.3988,320.1495,358.8739,111.4139,1.77,3.415,2447.47,1.9245,1.9434,2.19,-474.4438,1175.7114,0.46008
1133.5512,319.8698,357.8807,111.6597,0.73,3.4534,2441.8799,1.9165,1.9333,2.2002,-474.5227,1152.5781,0.43421
1133.7036,320.4294,357.6564,107.8741,0.31,3.4631,2441.74,1.8914,1.9084,2.1974,-474.2375,1152.1243,0.43635
1133.856,318.4716,360.0914,106.7921,1.26,3.4573,2447.1899,1.8741,1.8913,2.1006,-473.5511,1148.4962,0.40308
1134.0084,318.1919,361.2128,108.2673,4.32,3.4988,2455.4902,1.8909,1.9088,2.1012,-473.1,1170.2681,0.40915
1134.1608,320.1495,358.3933,105.9234,7.43,3.543,2463.96,1.8793,1.8974,2.082,-472.9625,1162.557,0.39297
1134.3132,319.3105,356.5671,101.9407,7.0,3.5512,2460.8901,1.9289,1.9456,2.0809,-473.1591,1156.66,0.37365
1134.4656,319.5901,356.1826,100.0394,3.24,3.5331,2448.24,1.9453,1.963,2.0791,-473.6938,1127.6307,0.37558
1134.618,320.4294,357.304,103.6451,2.19,3.4396,2453.78,1.9203,1.9353,2.066,-473.8466,1142.5991,0.37343
1134.7704,322.387,357.7846,103.1537,2.2,3.3497,2465.0801,1.9354,1.949,2.0411,-472.6938,1187.5044,0.41312
1134.9228,321.548,356.0544,103.5145,-3.68,3.2565,2482.04,1.9416,1.9535,2.0247,-471.6761,1194.7627,0.40405
1135.0752,321.8276,356.5991,102.367,-7.89,3.2453,2480.22,1.919,1.9338,2.0283,-471.2062,1139.1974,0.43894
1135.2276,322.1073,358.7778,101.4329,-8.6,3.3079,2475.3499,1.9065,1.9208,2.0392,-470.9943,1087.715,0.41519
1135.38,320.7088,358.5535,102.8748,-2.37,3.4097,2465.1599,1.9157,1.9285,2.0482,-470.7898,1127.8571,0.43361
1135.5324,317.6326,356.8554,100.7443,-0.07,3.5026,2456.1802,1.8808,1.8915,2.0528,-470.9562,1252.8224,0.42339
1135.6848,317.6326,356.7273,105.9722,-0.25,3.5388,2449.8401,1.9601,1.974,2.0682,-470.6187,1256.2241,0.44645
1135.8372,317.9122,356.8234,103.7762,0.4,3.4929,2451.5701,1.9788,1.9949,2.049,-470.2784,1221.9779,0.48057
1135.9896,318.7512,356.1826,103.2684,1.0,3.4458,2452.6702,1.8491,1.8628,2.0809,-470.4261,1176.1652,0.47299
1136.142,319.0309,356.4389,103.8909,1.57,3.4222,2451.8198,1.8436,1.8562,2.0873,-470.3625,1154.3921,0.46362
1136.2944,318.1919,356.5991,112.5774,3.19,3.4511,2451.04,1.9629,1.9798,2.0708,-469.5938,1181.6084,0.4038
1136.4468,318.4716,357.0156,116.7236,3.55,3.4863,2447.8098,1.9355,1.9542,1.9151,-469.0227,1225.6062,0.40216
1136.5992,317.9122,358.169,111.9711,6.17,3.5236,2455.6401,1.9269,1.9445,1.9247,-469.0,1164.3711,0.39419
1136.7516,318.4716,358.0409,104.5794,7.27,3.5257,2462.8401,1.8968,1.9148,1.9327,-469.1477,1157.5676,0.41401
1136.904,318.7512,356.5991,100.4332,8.45,3.5038,2470.75,1.8753,1.8922,2.0776,-468.875,1196.123,0.41344
1137.0564,318.4716,356.1185,105.6775,5.91,3.4354,2467.8801,1.9335,1.9473,2.1123,-468.0739,1219.4827,0.41562
1137.2088,318.1919,356.503,106.8408,4.8,3.4018,2466.4099,1.9404,1.9591,2.0853,-467.625,1172.9897,0.41553
1137.3612,318.4716,356.4389,107.5128,4.66,3.3867,2466.25,1.8957,1.9103,2.0528,-467.5284,1172.3096,0.43585
1137.5136,318.7512,355.8942,103.8749,4.33,3.4079,2459.95,1.9438,1.9633,2.0291,-467.3807,1193.4014,0.44663
1137.666,319.5901,355.9263,105.6779,3.1,3.4105,2451.8599,1.9758,1.9953,2.0516,-467.1688,1168.2267,0.44895
1137.8184,319.3105,355.9904,107.3492,1.49,3.4251,2443.3201,1.9737,1.9939,2.022,-467.2841,1113.5688,0.44528
1137.9708,318.7512,356.5671,106.0709,2.0,3.4171,2445.03,1.9382,1.9586,1.9513,-467.4716,1172.9897,0.4301
1138.1232,319.5901,356.8875,103.4649,4.2,3.4625,2449.4399,1.9448,1.967,1.9439,-467.2313,1246.4716,0.40955
1138.2756,318.7512,356.0544,100.9742,4.71,3.4739,2452.5298,1.9548,1.9769,1.9535,-467.0057,1213.8131,0.37972
1138.428,320.1495,355.6059,106.2186,2.59,3.5428,2446.6501,1.9224,1.9419,1.9537,-467.1063,1160.2892,0.39409
1138.5804,318.1919,356.6632,103.6947,-2.41,3.552,2433.5498,1.9268,1.9485,1.9268,-466.9318,1065.0344,0.40184
1138.7328,317.9122,357.9768,104.0223,-3.15,3.5474,2434.53,1.8987,1.923,1.9603,-466.5,1144.1869,0.43616
1138.8852,318.7512,356.5671,104.2028,-1.92,3.5031,2440.2002,1.9405,1.9629,1.9687,-466.0796,1308.1603,0.44364
1139.0376,318.7512,354.3884,112.2826,1.09,3.4602,2452.8501,1.9598,1.9821,2.0046,-465.8409,1297.7275,0.42278
1139.19,319.8698,354.1961,114.0854,2.12,3.4506,2455.71,1.9522,1.977,2.05,-465.7159,1238.3077,0.41502
1139.3424,320.4294,355.2855,107.0215,2.79,3.4272,2461.5,1.928,1.9521,2.0515,-465.3375,1220.844,0.42533
1139.4948,320.7088,356.0224,105.071,0.54,3.4419,2451.8599,1.921,1.9456,2.0443,-464.7954,1187.5044,0.42776
1139.6472,320.4294,358.169,104.5794,0.51,3.5045,2446.0298,1.8734,1.8994,2.0059,-464.6421,1213.8131,0.41263
1139.7996,319.0309,360.7002,107.8573,2.84,3.6179,2447.3401,1.8214,1.846,2.0183,-464.9312,1194.7627,0.42559
1139.952,318.7512,360.7963,106.5955,6.81,3.7046,2463.4399,1.8478,1.8725,1.988,-465.2216,1194.9891,0.45052
1140.1044,319.3105,360.1555,106.7591,7.09,3.6926,2470.3601,1.8548,1.8808,1.9626,-464.7313,1216.0809,0.48132
1140.2568,320.1495,360.3798,104.4154,4.05,3.5729,2469.77,1.8411,1.862,1.9355,-464.1023,1188.4119,0.4867
1140.4092,319.3105,361.3089,104.0221,-0.26,3.4522,2458.3499,1.8388,1.8615,1.8917,-463.7273,1169.3616,0.47567
1140.5616,319.0309,361.4371,101.564,-1.93,3.3736,2456.0901,1.8428,1.8632,1.826,-463.9375,1215.6271,0.44113
1140.714,319.5901,361.0846,105.5303,-1.94,3.351,2454.0801,1.8491,1.8687,1.7618,-463.7954,1202.7002,0.4354
1140.8664,320.1495,360.6361,103.2356,1.21,3.3397,2466.3899,1.8348,1.8424,1.7987,-463.3438,1150.3103,0.41993
1141.0188,319.8698,360.7322,107.005,2.27,3.3817,2467.01,1.8135,1.8009,1.8658,-462.9091,1133.074,0.44977
1141.1712,318.1919,360.2196,110.2498,2.86,3.4742,2463.6599,1.8165,1.8009,1.9016,-462.4438,1179.3405,0.50573
1141.3236,319.8698,360.9244,112.217,3.34,3.5948,2455.04,1.8094,1.7938,1.9148,-462.375,1220.1639,0.50285
1141.476,318.7512,363.1992,109.4309,5.46,3.6943,2453.1501,1.8017,1.7861,1.9878,-462.5187,1192.4949,0.41928
1141.6284,317.6326,364.5449,103.4817,12.77,3.7664,2465.1001,1.7999,1.785,1.9524,-462.5909,1119.4658,0.40223
1141.7808,317.9122,364.4808,103.4813,21.91,3.8046,2480.46,1.7569,1.7293,1.8273,-462.4125,1070.0239,0.38988
1141.9332,317.6326,364.9294,104.7432,22.6,3.8131,2487.8298,1.7528,1.7188,1.8365,-462.2125,1147.8151,0.44531
1142.0856,317.9122,366.8197,107.4641,16.65,3.7961,2479.9099,1.7104,1.6724,1.8282,-461.8068,1313.1498,0.44014
1142.238,317.6326,365.4099,109.4472,5.15,3.7792,2456.5898,1.6825,1.6422,1.8722,-461.625,1331.2936,0.46346
1142.3904,318.1919,363.7119,111.0698,3.36,3.7419,2448.3298,1.7449,1.7009,1.7971,-461.8693,1246.9253,0.43593
1142.5428,317.9122,365.6663,114.1834,2.41,3.7373,2438.3599,1.723,1.6767,1.8134,-462.0063,1200.205,0.42346
1142.6952,318.1919,367.6207,114.7241,3.95,3.8125,2436.28,1.7045,1.6684,1.657,-461.5511,1180.7008,0.42651
1142.8476,317.6326,368.4217,112.823,2.82,3.9716,2426.8401,1.6978,1.6726,1.7125,-460.7563,1166.64,0.46566
1143.0,317.3529,369.1586,107.8901,3.96,4.082,2433.21,1.6611,1.6456,1.8103,-460.2898,1172.5359,0.52372
1143.1524,317.6326,368.1013,97.9748,3.33,4.0097,2439.6201,1.7204,1.7167,1.9899,-460.0187,1172.5359,0.50529
1143.3048,318.1919,365.0575,101.9081,4.54,3.8129,2450.1599,1.8274,1.835,2.0215,-460.1989,1139.8776,0.51535
1143.4572,319.8698,355.4457,102.8095,10.77,3.6039,2461.6499,2.0699,2.0981,2.2551,-460.1313,1143.5067,0.47804
1143.6096,320.9887,333.7229,103.6455,13.7,3.491,2462.8101,2.5481,2.6118,2.6902,-459.9312,1170.2681,0.42337
1143.762,319.0309,315.108,94.4019,16.17,3.4197,2461.5601,3.0347,3.1534,3.016,-459.8693,1205.1945,0.36085
1143.9144,319.3105,310.7506,87.1908,12.23,3.3638,2453.3,3.0274,3.1528,3.0272,-459.8,1172.7634,0.32943
1144.0668,319.0309,311.2953,87.1907,10.41,3.3737,2446.4099,3.018,3.1552,2.8942,-459.45,1089.5291,0.32617
1144.2192,319.8698,311.039,86.4694,10.37,3.4277,2451.02,2.9753,3.1426,2.9394,-459.0057,1055.963,0.31256
1144.3716,319.8698,310.6225,87.3708,3.19,3.4915,2449.48,2.8807,3.0797,2.9086,-458.5812,1194.5353,0.3113
1144.524,319.3105,310.4302,82.782,2.08,3.5003,2446.8101,2.8582,3.0607,2.8565,-458.2125,1267.7908,0.31301
1144.6764,319.8698,311.5196,87.4695,-1.82,3.4898,2426.8601,2.8449,3.055,2.5411,-458.2443,1240.5756,0.30958
1144.8288,318.7512,314.2109,89.4523,2.38,3.449,2414.05,2.7523,2.9672,2.4662,-458.1063,1219.2563,0.31684
1144.9812,319.0309,315.108,93.3858,2.59,3.3329,2415.26,2.7564,2.9667,2.2607,-457.7557,1183.4225,0.32056
1145.1336,319.3105,314.0828,87.0758,2.8,3.1857,2419.8799,2.7726,2.9732,2.2139,-457.4688,1180.7008,0.33818
1145.286,319.0309,315.0119,87.2564,2.53,3.1163,2417.6599,2.6693,2.8518,2.2037,-457.3579,1158.4751,0.34238
1145.4384,317.9122,318.4401,83.1589,2.44,3.1071,2410.5898,2.6445,2.8238,2.0852,-457.5125,1159.3817,0.33154
1145.5908,319.8698,320.8431,81.176,2.35,3.2068,2396.5901,2.5217,2.6821,1.9629,-460.4034,1155.7534,0.33448
1145.7432,319.5901,321.4839,75.9475,1.82,3.3052,2383.6301,2.5009,2.6439,1.8075,-480.5063,1164.3711,0.33238
1145.8956,318.7512,321.5479,75.7836,1.16,3.416,2369.6899,2.5606,2.7044,1.8128,-482.1938,1170.7219,0.32982
1146.048,320.1495,321.5159,74.8822,0.41,3.3996,2363.5,2.5983,2.737,1.7759,-482.3977,1149.4027,0.35354
1146.2004,319.3105,319.6256,76.1441,0.61,3.3842,2361.3901,2.5521,2.6854,1.7676,-482.8125,1157.5676,0.347
1146.3528,319.8698,318.0236,79.6842,1.43,3.3994,2366.0,2.5372,2.6688,1.727,-483.0438,1179.3405,0.36122
1146.5052,319.3105,319.3693,81.0447,3.02,3.4947,2370.3301,2.5343,2.6671,1.735,-483.2784,1184.33,0.34164
1146.6576,317.0733,318.9528,78.5209,3.4,3.6098,2367.4299,2.5597,2.683,1.8002,-480.5454,1182.0621,0.35384
1146.81,320.4294,318.7285,76.2919,3.45,3.7026,2360.0901,2.7062,2.8803,1.7619,-459.7898,1160.743,0.34822
1146.9624,314.2765,321.2275,78.914,3.6,3.7651,2355.75,2.5265,2.6921,1.6774,-458.1421,1171.1758,0.32069
1147.1148,315.9547,322.1567,83.6011,3.83,3.8763,2350.3,2.5018,2.6593,1.5199,-458.1125,1188.8657,0.33119
1147.2672,316.2343,322.8616,85.4042,11.0,4.1547,2353.8499,2.4863,2.6401,1.5921,-458.0227,1190.6798,0.32397
1147.4196,317.6326,322.9577,82.4542,26.36,4.6369,2367.5498,2.4717,2.6219,1.6089,-457.6648,1118.5583,0.34152
1147.572,318.1919,323.4383,79.3892,39.64,5.185,2378.4299,2.4805,2.6271,1.7213,-457.2563,1125.5892,0.32287
1147.7244,316.514,324.3354,79.2251,43.75,5.6773,2373.76,2.4911,2.6276,1.5591,-457.1193,1179.7933,0.34086
1147.8768,316.7936,323.0538,77.5861,40.76,6.1069,2362.5901,2.3723,2.4892,1.5184,-457.4125,1236.0388,0.33214
1148.0292,316.2343,322.7014,77.0292,41.6,6.534,2367.29,2.3385,2.4491,1.4524,-457.6307,1196.123,0.33032
1148.1816,316.514,323.1819,79.0614,42.0,6.9476,2376.8699,2.361,2.4752,1.3625,-457.6534,1112.6624,0.3192
1148.334,312.5985,320.6508,80.3725,35.77,7.1289,2379.8398,2.2452,2.3622,1.3126,-457.7386,1151.6716,0.34598
1148.4864,312.3189,318.8566,80.3888,25.4,6.9529,2375.8799,2.2662,2.3991,1.2744,-457.8687,1214.7206,0.33836
1148.6388,313.1579,320.1062,75.4067,14.75,6.551,2371.54,2.3908,2.5404,1.3534,-457.6648,1216.0809,0.34003
1148.7912,313.4375,320.8431,74.9153,8.13,6.1175,2368.01,2.5132,2.6738,1.4149,-457.4829,1184.7828,0.32289
1148.9436,314.8358,321.3557,76.8982,3.5,5.7917,2362.8999,2.893,3.1012,1.4912,-457.3375,1198.1644,0.32523
1149.096,313.9968,321.0353,78.0454,0.46,5.5965,2353.55,2.884,3.0806,1.5573,-457.2329,1198.391,0.31822
1149.2484,314.8358,321.1955,79.6353,-1.89,5.5364,2334.6501,2.8868,3.0834,1.4172,-456.9432,1147.5886,0.32251
1149.4008,319.5901,321.7722,81.2414,-3.48,5.5646,2322.52,2.8057,2.9936,1.3233,-456.8,1078.6426,0.33777
1149.5532,315.9547,322.6053,79.4384,-3.34,5.6657,2322.3601,2.3612,2.4991,1.2698,-456.6364,996.7692,0.35687
1149.7056,316.7936,323.5985,81.0605,-2.78,5.8758,2334.04,2.3191,2.4521,1.382,-456.7386,1139.1974,0.34178
1149.858,316.7936,323.9509,76.7995,-0.82,6.2459,2345.9202,2.2057,2.3256,1.3934,-456.875,1413.3939,0.32411
1150.0104,315.675,323.7266,80.0775,6.56,6.5307,2367.5,2.1551,2.261,1.393,-457.1421,1379.3741,0.32396
1150.1628,313.1579,321.6441,79.1763,13.25,6.5249,2385.03,2.3503,2.4581,1.4896,-466.0562,1321.0883,0.32844
1150.3152,314.2765,318.5683,81.7985,15.73,6.1337,2390.6199,2.5169,2.6199,1.6743,-468.2784,1237.8539,0.33715
1150.4676,317.3529,317.3187,81.6346,11.15,5.6209,2372.3098,2.5703,2.6796,1.8741,-457.7216,1174.3511,0.31341
1150.62,314.8358,317.8954,81.4542,14.34,5.4822,2360.0601,2.4123,2.5131,1.709,-457.3296,1177.0728,0.31929
1150.7724,316.7936,318.7285,78.4222,17.99,5.9888,2356.1001,2.3018,2.4175,1.6101,-456.5341,1233.3173,0.30089
1150.9248,313.1579,317.8954,81.5363,17.49,6.8456,2351.6599,2.1613,2.2835,1.4416,-456.4937,1211.0914,0.3102
1151.0772,312.5985,317.1265,84.8143,13.89,7.2466,2364.5898,2.2103,2.3515,1.4575,-456.4148,1162.557,0.30558
1151.2296,309.2427,315.7488,85.0603,14.73,6.7367,2383.1501,2.3238,2.4786,1.5589,-456.3375,1145.7745,0.32306
1151.382,310.9206,314.1468,83.7488,13.15,5.635,2396.8101,2.5698,2.7414,1.82,-456.3864,1162.557,0.34042
1151.5344,318.7512,310.3341,79.8157,6.2,4.6543,2382.48,3.3492,3.5878,2.1951,-456.4773,1157.1138,0.33725
1151.6868,321.548,306.137,78.6684,-0.85,4.187,2368.52,3.2301,3.4457,2.3622,-456.6563,1177.5255,0.33512
1151.8392,321.8276,309.405,76.5378,0.41,4.1347,2370.1401,3.1511,3.3492,2.1687,-456.7159,1162.557,0.30727
1151.9916,318.7512,313.9866,78.668,5.26,4.2787,2382.6899,2.9381,3.118,2.0121,-456.8409,1158.0214,0.31571
1152.144,316.7936,315.8129,84.0765,5.0,4.4533,2375.5901,2.5876,2.7377,2.0955,-456.7938,1158.0214,0.3238
1152.2964,315.3951,315.909,84.5681,3.72,4.6896,2362.76,2.2035,2.318,2.2221,-456.9034,1153.0319,0.32874
1152.4488,314.2765,313.6342,83.6338,3.16,4.9308,2357.4399,2.1668,2.2807,1.7074,-457.0625,1168.9078,0.32695
1152.6012,314.2765,313.506,80.0279,22.4,5.1321,2389.25,2.1835,2.2967,1.6036,-457.1023,1190.9072,0.30342
1152.7536,312.5985,314.2109,82.3227,28.96,5.2316,2401.74,2.3505,2.4689,1.6173,-457.1313,1188.4119,0.32029
1152.906,310.9206,313.7624,79.6187,31.73,5.3447,2397.78,2.3451,2.4376,1.9223,-457.1307,1160.5166,0.33212
1153.0584,313.4375,313.2497,78.9633,28.04,5.4922,2394.8901,2.3748,2.4632,1.9331,-457.1079,1165.7324,0.33952
1153.2108,314.2765,313.6983,78.9631,33.47,5.6189,2407.6199,2.3779,2.4638,2.036,-457.1437,1177.7528,0.33741
1153.3632,313.7172,313.7944,78.4224,30.24,5.6363,2413.3401,2.3303,2.4108,2.0113,-457.1761,1146.0009,0.33369
1153.5156,315.1157,313.0895,85.142,17.35,5.5383,2397.96,2.2808,2.3562,1.8046,-457.3864,1128.5382,0.33392
1153.668,319.8698,313.506,83.831,8.65,5.329,2391.03,2.3675,2.448,1.769,-457.625,1138.0635,0.3272
1153.8204,318.7512,313.4099,85.0927,6.93,5.0711,2381.8501,2.4561,2.5418,1.8279,-457.3977,1188.1855,0.32603
1153.9728,317.9122,314.7556,85.2568,10.8,4.9373,2373.04,2.5159,2.6025,1.9696,-457.0909,1246.0178,0.32743
1154.1252,317.6326,316.1653,89.1572,21.57,5.0824,2371.71,2.482,2.5691,2.0193,-456.8188,1230.1428,0.32504
1154.2776,319.0309,317.6071,91.0911,31.49,5.4838,2381.5601,2.512,2.6002,2.1009,-456.6704,1184.7828,0.34535
1154.43,319.8698,320.1062,90.4358,33.58,5.8973,2391.2,2.5137,2.6038,2.1061,-456.6875,1133.7542,0.36166
1154.5824,318.1919,319.3372,90.6158,30.29,6.0579,2399.21,2.5132,2.6002,1.989,-456.8125,1172.5359,0.35704
1154.7348,322.1073,316.9343,89.3047,32.49,5.9015,2418.2798,2.597,2.6742,1.9583,-456.8864,1236.9464,0.33813
1154.8872,322.1073,314.7235,86.3542,35.04,5.5638,2432.6001,2.5647,2.6435,1.8598,-456.9625,1206.5557,0.33337
1155.0396,321.548,314.2109,80.4053,35.71,5.2163,2446.1802,2.6035,2.686,1.7803,-457.0682,1223.792,0.3144
1155.192,316.514,315.0119,84.0111,29.24,4.7979,2451.9602,2.6233,2.7091,1.7696,-457.2954,1156.66,0.32044
1155.3444,317.0733,314.0828,83.9129,18.24,4.2815,2447.5,2.6495,2.7401,2.1006,-457.45,1085.6735,0.31082
1155.4968,316.2343,312.8973,89.2231,6.57,3.8642,2427.03,2.6538,2.7539,2.3608,-457.5398,1066.1683,0.31177
1155.6492,316.2343,312.9934,87.8789,-0.61,3.6799,2397.8101,2.4847,2.5766,2.2112,-457.5171,1218.3488,0.29696
1155.8016,312.8782,315.0119,87.6493,9.28,3.7588,2406.21,2.4894,2.5773,2.1166,-457.3864,1377.5602,0.33851
1155.954,313.9968,316.2935,86.4857,17.52,3.8135,2434.73,2.7033,2.7995,2.1895,-457.5063,1388.4465,0.34181
1156.1064,317.9122,314.1148,87.9936,20.98,3.7884,2466.0298,3.0494,3.1595,2.4962,-457.8579,1322.4486,0.34721
