STRUKTUR,WELL_NAME,DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,CALI,DT,HLLD,HLLS,LLS,MSFL,PEF,RHOZ,RXOZ,SP,DRHO
BNG,BNG-041,895.19,75.875,0.261,,13.109,ABF_1,,,,,,,,,,,,
BNG,BNG-041,895.3424,75.875,0.261,,13.117,ABF_1,,,,,,,,,,,,
BNG,BNG-041,895.4948,75.875,0.261,,13.211,ABF_1,,,,,,,,,,,,
BNG,BNG-041,895.6472,75.875,0.261,,13.086,ABF_1,,,,,,,,,,,,
BNG,BNG-041,895.7996,75.875,0.261,,14.688,ABF_1,,,,,,,,,,,,
BNG,BNG-041,895.952,75.875,0.261,,16.563,ABF_1,,,,,,,,,,,,
BNG,BNG-041,896.1044,75.875,0.261,,17.844,ABF_1,,,,,,,,,,,,
BNG,BNG-041,896.2568,75.875,0.261,,18.016,ABF_1,,,,,,,,,,,,
BNG,BNG-041,896.4092,75.875,0.261,,14.813,ABF_1,,,,,,,,,,,,
BNG,BNG-041,896.5616,75.875,0.261,,14.328,ABF_1,,,,,,,,,,,,
BNG,BNG-041,896.714,75.875,0.261,,14.297,ABF_1,,,,,,,,,,,,
BNG,BNG-041,896.8664,75.875,0.261,,12.977,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.0188,75.875,0.261,,12.93,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.1712,75.875,0.261,,11.156,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.3236,75.875,0.261,,10.906,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.476,75.875,0.261,,11.781,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.6284,75.875,0.261,,11.195,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.7808,75.875,0.261,,9.992,ABF_1,,,,,,,,,,,,
BNG,BNG-041,897.9332,75.875,0.261,,9.016,ABF_1,,,,,,,,,,,,
BNG,BNG-041,898.0856,75.875,0.261,,8.258,ABF_1,,,,,,,,,,,,
BNG,BNG-041,898.238,75.875,0.261,,8.242,ABF_1,,,,,,,,,,,,
BNG,BNG-041,898.3904,75.875,0.261,,8.086,ABF_1,,,,,,,,,,,,
BNG,BNG-041,898.5428,75.875,0.261,,8.25,ABF_1,,,,,,,,,,,,
BNG,BNG-041,898.6952,75.875,0.261,,8.836,ABF_1,,,,,,,,,,,,
BNG,BNG-041,898.8476,75.875,0.261,,9.477,ABF_1,,,,,,,,,,,,
BNG,BNG-041,899.0,75.875,0.261,,10.203,ABF_1,,,,,,,,,,,,
BNG,BNG-041,899.1524,75.875,0.261,,9.844,ABF_1,,,,,,,,,,,,
BNG,BNG-041,899.3048,75.875,0.261,,8.617,ABF_1,,,,,,,,,,,,
BNG,BNG-041,899.4572,75.875,0.261,,7.621,ABF_1,,,,,,,,,,,,
BNG,BNG-041,899.6096,75.875,0.261,,7.621,ABF_1,,,,,,,,,,,,
