STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,IQUAL,RGBE,R_RGBE,RPBE,R_RPBE,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD,CT,FTEMP,DNS,DNSV,A,M,N,RTSH,RW,RWA,R0,RTR0,GROUP_ID,RT_R0_GRAD,PHIE_RTR0_GRAD,FLUID_RTROPHIE,RW_TEMP,SW,VSH_DN,VSH_DIFF
ABAB,ABB-041,1371.6,,-35.864,44.776,2.175,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926807594517246,0.9656765386830246,0.9407859670930488,0.9177507099873378,0.8963544019487012,0.876414285218882,0.857774795767414,0.8403025830112921,-0.0107661256774615,0.4597701149425288,143.57999999999998,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1803360547854532,4.369845687959794,-2.194845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1371.7524,,-35.86,44.776,2.177,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921460701792928,0.965156394738502,0.9402792299980968,0.9172563804108606,0.895871597100863,0.8759422207489599,0.8573127711163947,0.8398499694470068,-0.0108034172332176,0.4593477262287551,143.58762000000002,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1805018810427272,4.369845687959794,-2.1928456879597937,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1371.9048,,-35.8561,44.776,2.142,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9738588155733404,0.9487573436036316,0.9255269063891284,0.9039493052261486,0.8838402338311045,0.8650428100634586,0.8474225534469648,-0.0101794999211094,0.4668534080298786,143.59524,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1775999215404325,4.369845687959794,-2.227845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.0572,,-35.8511,44.776,2.106,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830447158265588,0.957706474815963,0.9342569170516646,0.9124757856758684,0.8921770359403239,0.873202305917412,0.8554158466469741,-0.0095209197048622,0.4748338081671415,143.60286000000002,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1746150489095009,4.369845687959794,-2.263845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.2096,,-35.8472,44.776,2.071,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922121234583012,0.9666375900590928,0.9429693528681636,0.9209851010169836,0.9004970547924345,0.8813453754588535,0.8633930481258216,-0.0088636653112688,0.4828585224529212,143.61048,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1717130894072063,4.369845687959794,-2.2988456879597936,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.362,,-36.0613,44.776,2.036,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9758068381812092,0.95191409085158,0.9297213026657118,0.9090389126857552,0.8897055659914479,0.8715829480082501,-0.0081888863558808,0.4911591355599214,143.61810000000003,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1688111299049116,4.369845687959794,-2.3338456879597937,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.5144,,-36.2744,44.776,2.0,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9854984680249256,0.9613684199775644,0.9389552149224124,0.9180674092186404,0.8985420453827534,0.8802394351117174,-0.0074756645327984,0.5,143.62572,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.16582625727398,4.369845687959794,-2.369845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.6668,,-36.4884,44.776,1.96,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9965936868232312,0.972191971014442,0.949526427247332,0.9284034565158918,0.9086582666823958,0.8901495967652764,-0.0066591504576187,0.5102040816326531,143.63334,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1625097321285004,4.369845687959794,-2.409845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.8192,,-36.7025,44.776,1.919,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9836495910408444,0.960716925968562,0.9393450136909196,0.9193671199376152,0.9006403189173525,-0.0059615808649588,0.5211047420531527,143.64096,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1591102938543838,4.369845687959794,-2.4508456879597937,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1372.9716,,-36.9166,44.776,1.878,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9954947252748164,0.9722859044468684,0.9506566310397436,0.9304381629646736,0.9114858533142252,-0.0053108488011464,0.5324813631522897,143.64858,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1557108555802672,4.369845687959794,-2.4918456879597937,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1373.124,,-37.1357,44.776,1.837,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842548481948352,0.9623593161126284,0.9418919565274024,0.9227063419127842,-0.0046376194852329,0.5443658138268916,143.6562,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1523114173061506,4.369845687959794,-2.532845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1373.2764,,-37.3547,44.776,1.796,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966469781177488,0.974475773247349,0.9537507220900427,0.9343235535431362,-0.0039405867874118,0.5567928730512249,143.66382,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.148911979032034,4.369845687959794,-2.573845687959793,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1373.4288,,-37.5748,44.776,1.736,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9930175930422876,0.9718981963564938,0.9521013777185208,-0.0028739173368887,0.5760368663594471,143.67144000000002,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1439371913138146,4.369845687959794,-2.633845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1373.5812,,-37.7939,44.776,1.676,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910488440805546,0.970861941479864,-0.0017482835112081,0.5966587112171838,143.67906,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1389624035955952,4.369845687959794,-2.6938456879597936,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1373.7336,,-38.013,44.776,1.617,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9903573303073844,-0.0005785601815569,0.6184291898577613,143.68668000000002,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1340705290060128,4.369845687959794,-2.752845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1373.886,,-38.233,44.776,1.557,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6422607578676943,143.6943,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1290957412877934,4.369845687959794,-2.812845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1374.0384,,-38.1251,44.776,1.497,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.668002672010688,143.70192,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.124120953569574,4.369845687959794,-2.872845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1374.1908,,-38.0172,44.776,1.475,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6779661016949152,143.70954,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1222968647395602,4.369845687959794,-2.8948456879597937,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1374.3432,,-37.9092,44.776,1.452,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6887052341597797,143.71716,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1203898627809094,4.369845687959794,-2.917845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
ABAB,ABB-041,1374.4956,,-37.8013,44.776,1.43,0.3732,2.1,GUF,84.44255319148937,0.1641777777777778,0.1641777777777778,2.0312506646814845,0.3777570987982558,0.3263269984406003,0.3417186651072669,0.2507466666666667,0.2661383333333333,2.6917572177117504,1,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6993006993006994,143.72478,-0.0164748538011696,0.0292741000649773,1,1.8,1.8,1,1,0.1185657739508957,4.369845687959794,-2.939845687959794,1,0.0329943700989779,-27.88512705594101,W,1.2951379310344828,1.0,0.36602724141200266,-0.20184946363422485
