STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_DN,VSH_GR
ABAB,ABB-137,1554.7848,9.371,2.029,85.849,0.913,0.32,2.419,GUF,0.5816975082963044,0.3285235294117647
ABAB,ABB-137,1554.9372,9.361,2.029,86.164,0.913,0.323,2.422,GUF,0.5929397041453401,0.3303764705882353
ABAB,ABB-137,1555.0896,9.35,2.198,87.421,0.913,0.327,2.427,GUF,0.609152652005175,0.33777058823529416
ABAB,ABB-137,1555.242,9.339,2.536,88.365,0.913,0.325,2.428,GUF,0.6053279149558468,0.3433235294117647
ABAB,ABB-137,1555.3944,9.233,2.705,87.421,0.919,0.317,2.42,GUF,0.5753487260250858,0.33777058823529416
ABAB,ABB-137,1555.5468,9.128,2.705,87.107,0.933,0.311,2.408,GUF,0.5455242139602902,0.3359235294117647
ABAB,ABB-137,1555.6992,9.022,2.367,88.679,0.94,0.311,2.402,GUF,0.5381840935935657,0.3451705882352941
ABAB,ABB-137,1555.8516,8.956,2.283,89.308,0.947,0.319,2.408,GUF,0.5657165757354182,0.34887058823529415
ABAB,ABB-137,1556.004,8.891,2.198,88.365,0.975,0.326,2.413,GUF,0.5895016592609253,0.3433235294117647
ABAB,ABB-137,1556.1564,8.825,1.86,86.792,0.996,0.325,2.414,GUF,0.5882009674334893,0.3340705882352941
ABAB,ABB-137,1556.3088,8.759,1.775,87.107,1.003,0.32,2.407,GUF,0.5670172675628549,0.3359235294117647
ABAB,ABB-137,1556.4612,8.694,1.691,88.679,1.007,0.32,2.411,GUF,0.5719106811406712,0.3451705882352941
ABAB,ABB-137,1556.6136,8.688,1.522,91.509,1.011,0.322,2.414,GUF,0.580628831767816,0.3618176470588235
ABAB,ABB-137,1556.766,8.681,1.522,94.025,1.011,0.319,2.414,GUF,0.5730566961021433,0.37661764705882356
ABAB,ABB-137,1556.9184,8.675,1.522,96.541,1.011,0.311,2.419,GUF,0.5589811012992858,0.39141764705882354
ABAB,ABB-137,1557.0708,8.669,1.86,100.943,0.996,0.311,2.422,GUF,0.5626511614826482,0.4173117647058823
ABAB,ABB-137,1557.2232,8.67,2.029,101.258,0.975,0.316,2.423,GUF,0.576494740986557,0.41916470588235294
ABAB,ABB-137,1557.3756,8.67,2.198,100.314,0.968,0.321,2.419,GUF,0.5842215535181957,0.4136117647058823
ABAB,ABB-137,1557.528,8.671,2.536,98.742,0.926,0.323,2.411,GUF,0.5794828168063445,0.40436470588235296
ABAB,ABB-137,1557.6804,8.671,2.536,97.484,0.874,0.325,2.407,GUF,0.5796374936723101,0.3969647058823529
ABAB,ABB-137,1557.8328,8.672,2.536,97.17,0.812,0.326,2.39,GUF,0.5613645311884808,0.3951176470588235
ABAB,ABB-137,1557.9852,8.672,2.536,96.855,0.76,0.331,2.382,GUF,0.5641979301423029,0.39326470588235296
ABAB,ABB-137,1558.1376,8.684,2.705,98.113,0.712,0.341,2.357,GUF,0.5588545474998597,0.4006647058823529
ABAB,ABB-137,1558.29,8.697,2.874,98.428,0.668,0.352,2.337,GUF,0.5621519770515776,0.40251764705882354
ABAB,ABB-137,1558.4424,8.709,3.043,96.541,0.624,0.368,2.318,GUF,0.5792929861072053,0.39141764705882354
ABAB,ABB-137,1558.5948,8.721,3.043,94.654,0.605,0.383,2.316,GUF,0.6147069576466615,0.3803176470588235
ABAB,ABB-137,1558.7472,8.733,3.043,91.824,0.585,0.387,2.32,GUF,0.6296965521120418,0.3636705882352941
ABAB,ABB-137,1558.8996,8.746,2.705,90.566,0.56,0.373,2.32,GUF,0.594359919005568,0.3562705882352941
ABAB,ABB-137,1559.052,8.758,2.367,90.252,0.55,0.37,2.319,GUF,0.5855644299454409,0.3544235294117647
ABAB,ABB-137,1559.2044,8.77,2.198,90.252,0.54,0.373,2.323,GUF,0.5980299791889306,0.3544235294117647
ABAB,ABB-137,1559.3568,8.782,2.029,90.252,0.536,0.376,2.337,GUF,0.6227290623769616,0.3544235294117647
ABAB,ABB-137,1559.5092,8.793,1.86,90.252,0.532,0.372,2.342,GUF,0.6187496484616684,0.3544235294117647
ABAB,ABB-137,1559.6616,8.805,1.86,90.566,0.532,0.37,2.344,GUF,0.6161482648067941,0.3562705882352941
ABAB,ABB-137,1559.814,8.817,2.029,92.767,0.54,0.369,2.343,GUF,0.6124008661904491,0.3692176470588235
ABAB,ABB-137,1559.9664,8.829,2.114,94.654,0.544,0.356,2.338,GUF,0.5734715113335958,0.3803176470588235
ABAB,ABB-137,1560.1188,8.82,2.198,95.126,0.556,0.354,2.337,GUF,0.5672000674953596,0.38309411764705886
ABAB,ABB-137,1560.2712,8.811,2.198,95.597,0.562,0.356,2.338,GUF,0.5734715113335958,0.3858647058823529
ABAB,ABB-137,1560.4236,8.802,2.198,95.597,0.568,0.361,2.342,GUF,0.5909851510208673,0.3858647058823529
ABAB,ABB-137,1560.576,8.793,2.198,94.654,0.576,0.359,2.343,GUF,0.5871604139715392,0.3803176470588235
ABAB,ABB-137,1560.7284,8.784,2.198,93.396,0.581,0.348,2.341,GUF,0.5569492097418305,0.3729176470588235
ABAB,ABB-137,1560.8808,8.775,2.198,92.767,0.585,0.345,2.338,GUF,0.5457070138927947,0.3692176470588235
ABAB,ABB-137,1561.0332,8.766,2.536,92.138,0.589,0.343,2.339,GUF,0.541882276843467,0.36551764705882356
ABAB,ABB-137,1561.1856,8.757,2.536,91.824,0.593,0.343,2.339,GUF,0.541882276843467,0.3636705882352941
ABAB,ABB-137,1561.338,8.744,2.536,93.082,0.591,0.345,2.336,GUF,0.5432603071038864,0.3710705882352941
ABAB,ABB-137,1561.4904,8.731,2.705,94.34,0.589,0.346,2.333,GUF,0.5421142921424154,0.3784705882352941
ABAB,ABB-137,1561.6428,8.719,2.79,93.711,0.587,0.349,2.332,GUF,0.5484630744136336,0.37477058823529413
ABAB,ABB-137,1561.7952,8.706,2.874,93.082,0.585,0.361,2.338,GUF,0.5860917374430507,0.3710705882352941
ABAB,ABB-137,1561.9476,8.693,2.874,92.767,0.585,0.371,2.341,GUF,0.6150022498453234,0.3692176470588235
ABAB,ABB-137,1562.1,8.68,2.874,93.396,0.585,0.374,2.343,GUF,0.625021092299904,0.3729176470588235
ABAB,ABB-137,1562.2524,8.667,2.536,95.283,0.581,0.377,2.348,GUF,0.6387099949378479,0.3840176470588235
ABAB,ABB-137,1562.4048,8.66,2.367,95.912,0.576,0.377,2.354,GUF,0.646050115304573,0.38771764705882356
ABAB,ABB-137,1562.5572,8.653,2.283,95.283,0.572,0.373,2.355,GUF,0.6371772878114627,0.3840176470588235
ABAB,ABB-137,1562.7096,8.646,2.198,96.226,0.568,0.367,2.353,GUF,0.619586309691209,0.3895647058823529
ABAB,ABB-137,1562.862,8.639,2.029,96.541,0.564,0.363,2.344,GUF,0.5984799482535571,0.39141764705882354
ABAB,ABB-137,1563.0144,8.631,1.944,96.541,0.56,0.36,2.333,GUF,0.5774509252488892,0.39141764705882354
ABAB,ABB-137,1563.1668,8.634,1.86,94.025,0.544,0.351,2.329,GUF,0.5498411046740538,0.37661764705882356
ABAB,ABB-137,1563.3192,8.638,1.86,92.767,0.54,0.345,2.326,GUF,0.5310267731593452,0.3692176470588235
ABAB,ABB-137,1563.4716,8.641,1.86,91.824,0.536,0.34,2.315,GUF,0.5049496597108946,0.3636705882352941
ABAB,ABB-137,1563.624,8.644,1.86,93.711,0.528,0.338,2.3,GUF,0.4815512683503006,0.37477058823529413
ABAB,ABB-137,1563.7764,8.647,1.944,93.711,0.523,0.337,2.287,GUF,0.4631236290005063,0.37477058823529413
ABAB,ABB-137,1563.9288,8.65,2.029,91.824,0.518,0.336,2.284,GUF,0.4569295235952523,0.3636705882352941
ABAB,ABB-137,1564.0812,8.667,2.536,89.937,0.514,0.336,2.292,GUF,0.4667163507508855,0.3525705882352941
ABAB,ABB-137,1564.2336,8.683,2.874,89.937,0.509,0.338,2.321,GUF,0.5072416896338378,0.3525705882352941
ABAB,ABB-137,1564.386,8.7,2.874,89.308,0.509,0.343,2.332,GUF,0.5333188030822879,0.34887058823529415
ABAB,ABB-137,1564.5384,8.716,2.874,89.308,0.509,0.346,2.33,GUF,0.5384442319590529,0.34887058823529415
ABAB,ABB-137,1564.6908,8.733,2.874,89.308,0.511,0.359,2.312,GUF,0.5492364587434612,0.34887058823529415
ABAB,ABB-137,1564.8432,8.749,2.705,89.465,0.513,0.365,2.302,GUF,0.5521471961302659,0.34979411764705887
ABAB,ABB-137,1564.9956,8.765,2.621,89.623,0.532,0.373,2.3,GUF,0.5698928511164855,0.3507235294117647
ABAB,ABB-137,1565.148,8.773,2.536,90.252,0.538,0.376,2.304,GUF,0.5823584003599749,0.3544235294117647
ABAB,ABB-137,1565.3004,8.78,2.367,90.566,0.544,0.374,2.306,GUF,0.5797570167051016,0.3562705882352941
ABAB,ABB-137,1565.4528,8.787,2.283,89.937,0.556,0.369,2.31,GUF,0.5720302041734631,0.3525705882352941
ABAB,ABB-137,1565.6052,8.794,2.198,88.836,0.568,0.363,2.307,GUF,0.5532158726587544,0.34609411764705883
ABAB,ABB-137,1565.7576,8.801,2.029,87.736,0.593,0.35,2.31,GUF,0.5240733449575341,0.3396235294117647
ABAB,ABB-137,1565.91,8.809,1.86,85.22,0.6,0.331,2.317,GUF,0.4846799595027846,0.3248235294117647
ABAB,ABB-137,1566.0624,8.816,1.522,83.333,0.606,0.331,2.322,GUF,0.490796726475055,0.3137235294117647
ABAB,ABB-137,1566.2148,8.817,1.353,85.22,0.615,0.341,2.334,GUF,0.5307174194274146,0.3248235294117647
ABAB,ABB-137,1566.3672,8.818,1.184,87.421,0.624,0.352,2.338,GUF,0.5633753304460317,0.33777058823529416
ABAB,ABB-137,1566.5196,8.818,1.014,89.937,0.624,0.358,2.34,GUF,0.5809663085662857,0.3525705882352941
ABAB,ABB-137,1566.672,8.819,1.014,90.252,0.62,0.355,2.34,GUF,0.5733941729006127,0.3544235294117647
ABAB,ABB-137,1566.8244,8.82,1.184,89.78,0.602,0.348,2.33,GUF,0.5434923224028348,0.3516470588235294
ABAB,ABB-137,1566.9768,8.821,1.353,89.308,0.6,0.342,2.318,GUF,0.5136678103380393,0.34887058823529415
ABAB,ABB-137,1567.1292,8.822,1.522,88.05,0.598,0.331,2.311,GUF,0.4773398391360595,0.3414705882352941
ABAB,ABB-137,1567.2816,8.823,1.86,87.107,0.598,0.336,2.313,GUF,0.4924067720344226,0.3359235294117647
ABAB,ABB-137,1567.434,8.824,2.029,86.164,0.598,0.341,2.319,GUF,0.5123671185106023,0.3303764705882353
ABAB,ABB-137,1567.5864,8.824,2.198,85.849,0.598,0.336,2.339,GUF,0.5242139602902298,0.3285235294117647
ABAB,ABB-137,1567.7388,8.825,2.198,88.679,0.602,0.331,2.368,GUF,0.5470709826199447,0.3451705882352941
ABAB,ABB-137,1567.8912,8.826,2.198,96.855,0.62,0.324,2.373,GUF,0.5355194330389785,0.39326470588235296
ABAB,ABB-137,1568.0436,8.826,2.029,99.686,0.648,0.325,2.38,GUF,0.5466069520220482,0.40991764705882355
ABAB,ABB-137,1568.196,8.827,1.522,107.8621,0.697,0.325,2.388,BTL,0.5563937791776814,0.4580123529411765
ABAB,ABB-137,1568.3484,8.796,1.014,124.5279,0.749,0.327,2.432,BTL,0.6152694189774454,0.5560464705882353
ABAB,ABB-137,1568.5008,8.764,0.0,132.0759,0.855,0.324,2.472,BTL,0.6566314190899373,0.6004464705882352
ABAB,ABB-137,1568.6532,8.733,-1.353,124.8429,0.947,0.305,2.485,BTL,0.6245781540019122,0.5578994117647059
ABAB,ABB-137,1568.8056,8.702,-4.227,101.2579,1.072,0.298,2.529,BTL,0.6607373868046568,0.41916411764705885
ABAB,ABB-137,1568.958,8.671,-10.821,66.6672,1.363,0.151,2.554,BTL,0.3202865740480339,0.21568941176470585
ABAB,ABB-137,1569.1104,8.63,-21.304,57.547,1.722,0.142,2.551,BTL,0.293900106867653,0.16204117647058822
ABAB,ABB-137,1569.2628,8.589,-28.913,53.774,1.964,0.144,2.533,BTL,0.2769278362112602,0.1398470588235294
ABAB,ABB-137,1569.4152,8.548,-37.874,54.717,2.591,0.15,2.454,BTL,0.1954271893807302,0.1453941176470588
ABAB,ABB-137,1569.5676,8.507,-42.101,59.434,3.76,0.144,2.423,BTL,0.142358962821306,0.17314117647058822
ABAB,ABB-137,1569.72,8.485,-44.3,64.1509,4.546,0.13,2.406,BTL,0.0862253220091119,0.20088764705882348
ABAB,ABB-137,1569.8724,8.464,-45.99,62.5789,5.146,0.116,2.409,BTL,0.0545587490860002,0.1916405882352941
ABAB,ABB-137,1570.0248,8.442,-49.203,52.83,5.576,0.111,2.432,BTL,0.0700756510489904,0.1342941176470588
ABAB,ABB-137,1570.1772,8.42,-49.879,48.428,5.784,0.106,2.458,BTL,0.0892626131953427,0.10839999999999998
ABAB,ABB-137,1570.3296,8.458,-50.556,42.767,5.955,0.085,2.512,BTL,0.1023187468361549,0.07510000000000001
ABAB,ABB-137,1570.482,8.496,-50.048,42.767,6.299,0.082,2.54,BTL,0.1290005062151976,0.07510000000000001
ABAB,ABB-137,1570.6344,8.533,-48.019,44.654,6.644,0.075,2.554,BTL,0.1284591371843183,0.08620000000000003
ABAB,ABB-137,1570.7868,8.571,-45.906,43.711,7.359,0.068,2.563,BTL,0.1218010011811686,0.08065294117647058
ABAB,ABB-137,1570.9392,8.599,-43.792,42.767,7.688,0.058,2.578,BTL,0.1149108498790708,0.07510000000000001
ABAB,ABB-137,1571.0916,8.628,-41.425,42.138,7.974,0.057,2.591,BTL,0.128290398785084,0.07139999999999999
ABAB,ABB-137,1571.244,8.656,-39.565,42.453,8.15,0.057,2.594,BTL,0.1319604589684458,0.0732529411764706
ABAB,ABB-137,1571.3964,8.685,-36.86,44.025,8.15,0.061,2.595,BTL,0.1432799932504644,0.08249999999999999
ABAB,ABB-137,1571.5488,8.683,-33.478,45.912,7.801,0.073,2.594,BTL,0.1723451825187015,0.09359999999999999
ABAB,ABB-137,1571.7012,8.68,-32.464,43.396,7.413,0.089,2.582,BTL,0.1980496653355077,0.07880000000000001
ABAB,ABB-137,1571.8536,8.678,-32.633,36.792,6.841,0.122,2.563,BTL,0.2580994431632826,0.0399529411764706
ABAB,ABB-137,1572.006,8.676,-34.493,33.019,6.176,0.155,2.515,BTL,0.2826719725518873,0.017758823529411754
ABAB,ABB-137,1572.1584,8.613,-35.676,30.189,4.89,0.184,2.45,BTL,0.2763513133472077,0.0011117647058823533
ABAB,ABB-137,1572.3108,8.549,-40.918,27.673,4.573,0.194,2.402,BTL,0.2428708026323192,0.0
ABAB,ABB-137,1572.4632,8.486,-43.116,26.101,4.257,0.207,2.368,BTL,0.234089375105461,0.0
ABAB,ABB-137,1572.6156,8.377,-47.343,24.843,3.47,0.22,2.367,BTL,0.2656786095955904,0.0
ABAB,ABB-137,1572.768,8.275,-50.725,24.843,3.249,0.231,2.368,BTL,0.2946664604308449,0.0
ABAB,ABB-137,1572.9204,8.214,-52.754,26.572,3.157,0.215,2.37,BTL,0.2567284436694979,0.0
ABAB,ABB-137,1573.0728,8.153,-53.092,28.302,3.065,0.182,2.377,BTL,0.1819984251082737,0.0
ABAB,ABB-137,1573.2252,8.092,-53.937,31.447,2.977,0.17,2.386,BTL,0.162720062995669,0.008511764705882349
ABAB,ABB-137,1573.3776,8.141,-53.599,32.075,2.912,0.168,2.398,BTL,0.1723522132853367,0.012205882352941193
ABAB,ABB-137,1573.53,8.191,-53.43,32.39,2.849,0.181,2.397,BTL,0.2039414477754651,0.014058823529411768
ABAB,ABB-137,1573.6824,8.241,-53.092,32.075,2.707,0.19,2.388,BTL,0.215647674222397,0.012205882352941193
ABAB,ABB-137,1573.8348,8.254,-53.176,31.761,2.621,0.195,2.37,BTL,0.2062475392316779,0.01035882352941176
ABAB,ABB-137,1573.9872,8.267,-53.261,31.132,2.535,0.21,2.351,BTL,0.2208645030654139,0.0066588235294117734
ABAB,ABB-137,1574.1396,8.28,-53.261,31.289,2.427,0.219,2.326,BTL,0.2129970752010799,0.007582352941176479
ABAB,ABB-137,1574.292,8.224,-53.261,31.447,2.357,0.241,2.308,BTL,0.2465057089825071,0.008511764705882349
ABAB,ABB-137,1574.4444,8.167,-52.585,32.075,2.34,0.245,2.303,BTL,0.2504851228978006,0.012205882352941193
ABAB,ABB-137,1574.5968,8.111,-51.401,32.862,2.409,0.238,2.314,BTL,0.2462736936835593,0.01683529411764707
ABAB,ABB-137,1574.7492,8.115,-50.556,33.648,2.554,0.221,2.355,BTL,0.2535224140840315,0.021458823529411784
ABAB,ABB-137,1574.9016,8.119,-47.005,34.906,2.891,0.196,2.383,BTL,0.2246751785814728,0.028858823529411756
ABAB,ABB-137,1575.054,8.184,-44.13,41.195,3.273,0.146,2.428,BTL,0.1535238202373587,0.06585294117647059
ABAB,ABB-137,1575.2064,8.25,-42.271,45.283,3.587,0.123,2.466,BTL,0.1419582091231229,0.08990000000000001
ABAB,ABB-137,1575.3588,8.315,-37.536,48.428,3.9,0.1,2.513,BTL,0.141402778558974,0.10839999999999998
ABAB,ABB-137,1575.5112,8.381,-27.899,48.428,4.447,0.093,2.542,BTL,0.1592117104449067,0.10839999999999998
ABAB,ABB-137,1575.6636,8.411,-21.643,44.025,5.146,0.085,2.598,BTL,0.20752713875921,0.08249999999999999
ABAB,ABB-137,1575.816,8.441,-12.0051,39.937,6.176,0.076,2.636,BTL,0.2312981607514483,0.058452941176470576
ABAB,ABB-137,1575.9684,8.47,-10.652,40.881,7.199,0.068,2.64,BTL,0.2159992125541369,0.06400588235294118
ABAB,ABB-137,1576.1208,8.5,-9.807,44.969,8.091,0.056,2.639,BTL,0.1844873164969907,0.0880529411764706
ABAB,ABB-137,1576.2732,8.5,-9.3,50.6289,8.64,0.051,2.638,BTL,0.1706437369930818,0.1213464705882353
ABAB,ABB-137,1576.4256,8.5,-9.046,44.969,9.5,0.052,2.638,BTL,0.1731677822149728,0.0880529411764706
ABAB,ABB-137,1576.578,8.501,-8.792,42.453,10.755,0.055,2.636,BTL,0.1782932110917377,0.0732529411764706
ABAB,ABB-137,1576.7304,8.501,-8.285,35.8491,11.74,0.056,2.626,BTL,0.1685837223690871,0.034406470588235295
ABAB,ABB-137,1576.8828,8.494,-8.454,35.849,12.265,0.053,2.608,BTL,0.1389912256032401,0.034405882352941154
ABAB,ABB-137,1577.0352,8.488,-9.3,41.195,12.721,0.05,2.599,BTL,0.12040890938748,0.06585294117647059
ABAB,ABB-137,1577.1876,8.482,-8.792,47.4839,12.908,0.044,2.606,BTL,0.1138281118173123,0.10284647058823529
ABAB,ABB-137,1577.34,8.475,-7.44,47.484,12.908,0.041,2.622,BTL,0.1258296304629057,0.10284705882352942
ABAB,ABB-137,1577.4924,8.469,-6.087,44.34,12.355,0.041,2.645,BTL,0.1539667585353508,0.0843529411764706
ABAB,ABB-137,1577.6448,8.463,-4.396,42.138,11.654,0.042,2.653,BTL,0.1662776309128746,0.07139999999999999
ABAB,ABB-137,1577.7972,8.463,-3.043,40.252,11.166,0.043,2.659,BTL,0.1761417965014904,0.06030588235294119
ABAB,ABB-137,1577.9496,8.463,-1.86,39.937,10.677,0.042,2.653,BTL,0.1662776309128746,0.058452941176470576
ABAB,ABB-137,1578.102,8.463,-1.184,39.937,9.57,0.044,2.65,BTL,0.1676556611732942,0.058452941176470576
ABAB,ABB-137,1578.2544,8.463,-0.507,39.937,8.64,0.049,2.65,BTL,0.1802758872827491,0.058452941176470576
ABAB,ABB-137,1578.4068,8.463,0.338,40.252,8.108,0.052,2.65,BTL,0.1878480229484224,0.06030588235294119
ABAB,ABB-137,1578.5592,8.442,1.014,40.566,7.577,0.056,2.65,BTL,0.1979442038359863,0.062152941176470605
ABAB,ABB-137,1578.7116,8.421,1.099,41.509,6.087,0.061,2.642,BTL,0.200777602789808,0.0677
ABAB,ABB-137,1578.864,8.401,1.184,44.34,5.333,0.069,2.635,BTL,0.2124064908037571,0.0843529411764706
ABAB,ABB-137,1579.0164,8.368,1.184,52.8299,4.579,0.087,2.636,BTL,0.2590626581922491,0.13429352941176473
ABAB,ABB-137,1579.1688,8.335,1.184,53.459,3.321,0.104,2.637,BTL,0.3031947803588501,0.13799411764705885
ABAB,ABB-137,1579.3212,8.303,1.86,51.258,3.021,0.124,2.611,BTL,0.3218684965408629,0.12504705882352943
ABAB,ABB-137,1579.4736,8.328,1.86,47.484,2.912,0.112,2.583,BTL,0.2573260588334555,0.10284705882352942
ABAB,ABB-137,1579.626,8.353,1.353,42.767,2.849,0.079,2.572,BTL,0.1605756791720569,0.07510000000000001
ABAB,ABB-137,1579.7784,8.378,0.507,42.138,2.891,0.049,2.592,BTL,0.1093213904044096,0.07139999999999999
ABAB,ABB-137,1579.9308,8.403,-1.014,45.597,3.202,0.048,2.602,BTL,0.1190308791270598,0.09174705882352942
ABAB,ABB-137,1580.0832,8.434,-1.522,44.025,3.573,0.057,2.606,BTL,0.1466406997018954,0.08249999999999999
ABAB,ABB-137,1580.2356,8.466,-2.874,42.453,3.9,0.06,2.602,BTL,0.1493194217897516,0.0732529411764706
ABAB,ABB-137,1580.388,8.497,-3.382,43.711,5.109,0.068,2.602,BTL,0.1695117835648794,0.08065294117647058
ABAB,ABB-137,1580.5404,8.528,-4.058,46.541,6.176,0.072,2.604,BTL,0.182054671241352,0.09729999999999998
ABAB,ABB-137,1580.6928,8.559,-4.143,49.371,7.043,0.076,2.605,BTL,0.19337420552337,0.11394705882352943
ABAB,ABB-137,1580.8452,8.591,-4.227,49.686,8.21,0.081,2.602,BTL,0.2023243714494625,0.1158
ABAB,ABB-137,1580.9976,8.586,-3.551,45.597,8.392,0.08,2.592,BTL,0.1875667922830303,0.09174705882352942
ABAB,ABB-137,1581.15,8.581,-2.367,43.082,8.27,0.077,2.591,BTL,0.1787713032229037,0.0769529411764706
ABAB,ABB-137,1581.3024,8.576,-1.944,41.5091,7.413,0.075,2.599,BTL,0.1835100399347546,0.0677005882352941
ABAB,ABB-137,1581.4548,8.571,-1.522,46.855,6.596,0.07,2.607,BTL,0.1806766409809328,0.0991470588235294
ABAB,ABB-137,1581.6072,8.566,-0.507,53.774,5.912,0.075,2.61,BTL,0.1969669272737498,0.1398470588235294
ABAB,ABB-137,1581.7596,8.561,0.338,58.491,5.664,0.089,2.603,BTL,0.223740086619045,0.1675941176470588
ABAB,ABB-137,1581.912,8.564,1.014,63.208,5.416,0.103,2.589,BTL,0.2419497722031608,0.1953411764705882
ABAB,ABB-137,1582.0644,8.568,1.691,64.4649,4.749,0.116,2.581,BTL,0.2649755329321108,0.20273470588235293
ABAB,ABB-137,1582.2168,8.572,1.86,59.119,4.55,0.119,2.576,BTL,0.2664309016255133,0.17128823529411766
ABAB,ABB-137,1582.3692,8.575,1.86,52.2011,4.351,0.119,2.582,BTL,0.2737710219922377,0.13059470588235292
ABAB,ABB-137,1582.5216,8.579,2.029,57.233,4.111,0.118,2.59,BTL,0.2810338039259799,0.1601941176470588
ABAB,ABB-137,1582.674,8.582,2.029,59.434,3.871,0.118,2.59,BTL,0.2810338039259799,0.17314117647058822
ABAB,ABB-137,1582.8264,8.589,2.029,63.522,3.722,0.12,2.59,BTL,0.2860818943697619,0.19718823529411764
ABAB,ABB-137,1582.9788,8.595,2.029,64.151,3.573,0.126,2.584,BTL,0.2938860453343833,0.20088823529411762
ABAB,ABB-137,1583.1312,8.601,2.198,63.836,3.573,0.129,2.577,BTL,0.2928947072388771,0.19903529411764706
ABAB,ABB-137,1583.2836,8.608,2.367,64.151,3.652,0.133,2.576,BTL,0.3017675347319873,0.20088823529411762
ABAB,ABB-137,1583.436,8.614,2.536,65.094,3.652,0.139,2.576,BTL,0.3169118060633332,0.20643529411764702
ABAB,ABB-137,1583.5884,8.62,2.536,66.038,3.625,0.143,2.574,BTL,0.3245612801619888,0.21198823529411762
ABAB,ABB-137,1583.7408,8.627,2.283,66.981,3.625,0.142,2.566,BTL,0.3122504077844646,0.21753529411764702
ABAB,ABB-137,1583.8932,8.626,2.029,67.61,3.625,0.141,2.558,BTL,0.2999395354069405,0.22123529411764706
ABAB,ABB-137,1584.0456,8.625,1.184,64.151,3.843,0.139,2.552,BTL,0.287551324596434,0.20088823529411762
ABAB,ABB-137,1584.198,8.624,0.0,60.3769,4.104,0.138,2.546,BTL,0.277687159007818,0.17868764705882353
ABAB,ABB-137,1584.3504,8.623,-1.522,49.0571,4.292,0.135,2.546,BTL,0.270115023342145,0.1121005882352941
ABAB,ABB-137,1584.5028,8.622,-2.367,45.283,4.48,0.125,2.546,BTL,0.2448745711232349,0.08990000000000001
ABAB,ABB-137,1584.6552,8.621,-3.551,44.025,4.68,0.116,2.542,BTL,0.2172647505483996,0.08249999999999999
ABAB,ABB-137,1584.8076,8.62,-4.903,44.025,4.926,0.117,2.538,BTL,0.2148953821924739,0.08249999999999999
ABAB,ABB-137,1584.96,8.614,-5.918,45.912,5.299,0.121,2.527,BTL,0.2115346757410429,0.09359999999999999
ABAB,ABB-137,1585.1124,8.607,-5.58,47.799,5.536,0.125,2.526,BTL,0.2204075032341521,0.1047
ABAB,ABB-137,1585.2648,8.6,-4.903,48.27,5.536,0.125,2.53,BTL,0.2253009168119689,0.10747058823529414
ABAB,ABB-137,1585.4172,8.594,-3.043,48.742,5.417,0.126,2.539,BTL,0.2388351425839474,0.11024705882352939
ABAB,ABB-137,1585.5696,8.587,-2.452,47.484,5.299,0.127,2.545,BTL,0.2486993081725628,0.10284705882352942
ABAB,ABB-137,1585.722,8.58,-1.86,44.969,5.035,0.131,2.551,BTL,0.2661356094268519,0.0880529411764706
ABAB,ABB-137,1585.8744,8.574,-0.676,43.711,4.875,0.129,2.559,BTL,0.2708743461387031,0.08065294117647058
ABAB,ABB-137,1586.0268,8.567,-0.676,44.34,4.715,0.127,2.565,BTL,0.2731663760616455,0.0843529411764706
ABAB,ABB-137,1586.1792,8.565,-0.676,47.17,4.579,0.125,2.568,BTL,0.271788345801226,0.101
ABAB,ABB-137,1586.3316,8.564,-0.169,49.371,4.546,0.125,2.565,BTL,0.2681182856178636,0.11394705882352943
ABAB,ABB-137,1586.484,8.562,0.507,48.742,4.447,0.125,2.559,BTL,0.2607781652511391,0.11024705882352939
ABAB,ABB-137,1586.6364,8.56,0.845,47.484,4.415,0.123,2.553,BTL,0.248389954440632,0.10284705882352942
ABAB,ABB-137,1586.7888,8.558,1.014,47.17,4.383,0.122,2.553,BTL,0.2458659092187411,0.101
ABAB,ABB-137,1586.9412,8.557,1.014,49.057,4.195,0.13,2.558,BTL,0.2721750379661394,0.11210000000000002
ABAB,ABB-137,1587.0936,8.555,0.845,47.17,4.104,0.132,2.564,BTL,0.2845632487766468,0.101
ABAB,ABB-137,1587.246,8.555,1.184,45.597,4.074,0.125,2.566,BTL,0.2693416390123176,0.09174705882352942
ABAB,ABB-137,1587.3984,8.554,1.184,44.969,3.957,0.114,2.57,BTL,0.2464705551493332,0.0880529411764706
ABAB,ABB-137,1587.5508,8.554,0.845,47.17,3.886,0.109,2.574,BTL,0.2387437426176948,0.101
ABAB,ABB-137,1587.7032,8.554,0.338,54.0879,3.815,0.116,2.577,BTL,0.2600821193542943,0.1416935294117647
ABAB,ABB-137,1587.8556,8.554,0.169,55.031,3.76,0.128,2.581,BTL,0.2952640755948025,0.14724117647058824
ABAB,ABB-137,1588.008,8.553,0.338,56.604,3.733,0.133,2.576,BTL,0.3017675347319873,0.1564941176470588
ABAB,ABB-137,1588.1604,8.553,-0.338,55.818,3.76,0.129,2.566,BTL,0.2794378198998816,0.15187058823529412
ABAB,ABB-137,1588.3128,8.553,-0.338,55.031,4.015,0.117,2.563,BTL,0.2454792170538277,0.14724117647058824
