STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_DN,VSH_GR
ABAB,ABB-137,1468.0692,8.754,-3.641,79.753,0.941,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1468.2216,8.739,-3.632,79.753,0.985,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1468.374,8.725,-3.764,79.753,0.942,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1468.5264,8.711,-4.069,79.753,0.908,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1468.6788,8.699,-4.374,79.753,0.896,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1468.8312,8.688,-4.679,79.753,0.883,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1468.9836,8.676,-5.596,79.753,0.917,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1469.136,8.665,-6.512,79.753,0.952,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1469.2884,8.653,-7.893,79.753,0.988,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1469.4408,8.641,-8.704,79.753,1.069,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1469.5932,8.644,-9.516,79.753,1.157,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1469.7456,8.647,-9.47,79.753,1.305,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1469.898,8.65,-9.423,79.753,1.511,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.0504,8.653,-9.377,79.753,1.632,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.2028,8.656,-8.875,79.753,1.764,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.3552,8.659,-8.374,79.753,1.906,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.5076,8.665,-7.872,79.753,1.93,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.66,8.672,-7.227,79.753,1.953,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.8124,8.678,-6.583,79.753,1.977,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1470.9648,8.684,-5.938,79.753,2.001,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1471.1172,8.69,-5.466,79.753,1.945,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1471.2696,8.688,-4.993,79.753,1.891,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1471.422,8.686,-4.521,79.753,1.768,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1471.5744,8.684,-4.225,79.753,1.654,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1471.7268,8.681,-3.929,79.753,1.485,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1471.8792,8.679,-3.633,79.753,1.295,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.0316,8.677,-3.374,79.753,1.121,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.184,8.681,-3.116,79.753,1.019,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.3364,8.684,-2.858,79.753,0.927,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.4888,8.688,-2.6,79.753,0.847,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.6412,8.692,-2.342,79.753,0.774,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.7936,8.695,-2.226,79.753,0.716,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1472.946,8.702,-2.111,79.753,0.662,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1473.0984,8.709,-1.995,79.753,0.621,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1473.2508,8.716,-1.88,79.753,0.592,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1473.4032,8.723,-1.976,79.753,0.577,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1473.5556,8.73,-2.073,79.753,0.563,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1473.708,8.739,-2.17,79.753,0.563,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1473.8604,8.749,-2.267,79.753,0.563,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.0128,8.758,-2.363,79.753,0.563,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.1652,8.767,-2.512,79.753,0.61,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.3176,8.777,-2.661,79.753,0.66,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.47,8.777,-2.81,79.753,0.714,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.6224,8.776,-2.959,79.753,0.769,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.7748,8.776,-2.977,79.753,0.827,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1474.9272,8.776,-2.995,79.753,0.86,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.0796,8.776,-3.013,79.753,0.894,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.232,8.776,-3.031,79.753,0.899,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.3844,8.776,-2.854,79.753,0.905,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.5368,8.769,-2.678,79.753,0.91,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.6892,8.762,-2.435,79.753,0.846,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.8416,8.755,-2.193,79.753,0.786,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1475.994,8.747,-1.951,79.753,0.759,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1476.1464,8.739,-1.949,79.753,0.749,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1476.2988,8.73,-1.948,79.753,0.739,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1476.4512,8.721,-2.016,79.753,0.729,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1476.6036,8.712,-2.083,79.753,0.734,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1476.756,8.713,-2.151,79.753,0.739,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1476.9084,8.713,-2.218,79.753,0.744,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.0608,8.711,-2.337,79.753,0.783,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.2132,8.709,-2.456,79.753,0.824,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.3656,8.708,-2.575,79.753,0.868,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.518,8.706,-2.694,79.753,0.913,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.6704,8.717,-2.787,79.753,0.96,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.8228,8.728,-2.88,79.753,1.069,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1477.9752,8.739,-2.973,79.753,1.118,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1478.1276,8.756,-3.095,79.753,1.17,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1478.28,8.63,-3.693,79.753,1.11,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1478.4324,8.667,-3.858,79.753,1.163,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1478.5848,8.704,-4.023,79.753,1.156,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1478.7372,8.742,-3.881,79.753,1.151,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1478.8896,8.766,-3.738,79.753,1.139,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.042,8.791,-3.595,79.753,1.128,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.1944,8.815,-3.452,79.753,1.116,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.3468,8.796,-3.323,79.753,1.113,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.4992,8.777,-3.193,79.753,1.11,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.6516,8.758,-3.064,79.753,1.109,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.804,8.729,-2.934,79.753,1.109,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1479.9564,8.7,-2.804,79.753,1.102,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1480.1088,8.671,-2.778,79.753,1.095,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1480.2612,8.642,-2.752,79.753,1.072,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1480.4136,8.613,-2.726,79.753,1.049,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1480.566,8.601,-2.7,79.753,1.027,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1480.7184,8.588,-2.75,79.753,1.005,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1480.8708,8.576,-2.8,79.753,0.985,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.0232,8.564,-2.85,79.753,0.965,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.1756,8.552,-2.9,79.753,0.945,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.328,8.554,-2.951,79.753,0.926,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.4804,8.557,-3.001,79.753,0.918,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.6328,8.559,-2.847,79.753,0.91,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.7852,8.562,-2.694,79.753,0.901,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1481.9376,8.556,-2.541,79.753,0.904,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1482.09,8.551,-2.388,79.753,0.908,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1482.2424,8.545,-2.234,79.753,0.911,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1482.3948,8.54,-2.205,79.753,0.924,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1482.5472,8.535,-2.176,79.753,0.938,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1482.6996,8.528,-2.147,79.753,0.953,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1482.852,8.521,-2.29,79.753,0.982,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.0044,8.514,-2.433,79.753,1.011,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.1568,8.507,-2.575,79.753,1.041,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.3092,8.5,-2.718,79.753,1.073,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.4616,8.494,-2.899,79.753,1.089,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.614,8.508,-3.079,79.753,1.106,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.7664,8.523,-3.259,79.753,1.107,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1483.9188,8.537,-3.44,79.753,1.108,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.0712,8.552,-3.264,79.753,1.109,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.2236,8.557,-3.088,79.753,1.113,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.376,8.562,-2.912,79.753,1.117,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.5284,8.566,-2.674,79.753,1.122,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.6808,8.571,-2.437,79.753,1.164,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.8332,8.576,-2.431,79.753,1.209,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1484.9856,8.564,-2.425,79.753,1.29,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1485.138,8.553,-2.686,79.753,1.377,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1485.2904,8.541,-2.947,79.753,1.454,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1485.4428,8.529,-3.208,79.753,1.535,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1485.5952,8.517,-3.469,79.753,1.595,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1485.7476,8.506,-3.655,79.753,1.657,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1485.9,8.494,-3.841,79.753,1.659,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.0524,8.509,-4.027,79.753,1.66,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.2048,8.525,-3.995,79.753,1.662,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.3572,8.54,-3.963,79.753,1.598,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.5096,8.555,-3.907,79.753,1.536,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.662,8.57,-3.85,79.753,1.477,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.8144,8.57,-3.794,79.753,1.402,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1486.9668,8.569,-3.818,79.753,1.331,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1487.1192,8.568,-3.843,79.753,1.264,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1487.2716,8.568,-3.867,79.753,1.201,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1487.424,8.567,-3.892,79.753,1.142,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1487.5764,8.567,-3.916,79.753,1.099,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1487.7288,8.578,-3.941,79.753,1.058,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1487.8812,8.588,-3.748,79.753,1.046,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.0336,8.599,-3.555,79.753,1.034,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.186,8.61,-3.362,79.753,1.023,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.3384,8.602,-3.17,79.753,1.072,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.4908,8.594,-2.997,79.753,1.124,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.6432,8.586,-2.824,79.753,1.178,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.7956,8.578,-2.651,79.753,1.236,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1488.948,8.571,-2.478,79.753,1.296,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1489.1004,8.565,-2.305,79.753,1.359,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1489.2528,8.559,-2.132,79.753,1.353,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1489.4052,8.554,-2.117,79.753,1.347,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1489.5576,8.548,-2.101,79.753,1.267,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1489.71,8.563,-2.086,79.753,1.192,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1489.8624,8.575,-2.071,79.753,1.15,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.0148,8.587,-2.055,79.753,1.109,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.1672,8.6,-2.04,79.753,1.069,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.3196,8.612,-2.091,79.753,1.061,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.472,8.624,-2.143,79.753,1.052,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.6244,8.627,-2.194,79.753,1.044,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.7768,8.63,-2.246,79.753,1.036,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1490.9292,8.633,-2.298,79.753,1.054,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.0816,8.636,-2.349,79.753,1.072,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.234,8.639,-2.333,79.753,1.091,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.3864,8.642,-2.318,79.753,1.11,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.5388,8.644,-2.302,79.753,1.129,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.6912,8.647,-2.286,79.753,1.157,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.8436,8.649,-2.27,79.753,1.185,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1491.996,8.646,-2.254,79.753,1.213,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1492.1484,8.643,-2.414,79.753,1.243,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1492.3008,8.64,-2.574,79.753,1.273,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1492.4532,8.637,-2.734,79.753,1.344,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1492.6056,8.634,-2.894,79.753,1.418,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1492.758,8.639,-3.512,79.753,1.471,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1492.9104,8.644,-4.13,79.753,1.526,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.0628,8.649,-4.748,79.753,1.584,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.2152,8.654,-5.06,79.753,1.546,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.3676,8.679,-5.372,79.753,1.51,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.52,8.703,-5.683,79.753,1.423,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.6724,8.728,-5.496,79.753,1.342,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.8248,8.752,-5.308,79.753,1.266,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1493.9772,8.777,-5.12,79.753,1.194,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1494.1296,8.759,-4.933,79.753,1.126,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1494.282,8.741,-4.745,79.753,1.087,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1494.4344,8.723,-4.609,79.753,1.048,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1494.5868,8.694,-4.473,79.753,1.011,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1494.7392,8.665,-4.336,79.753,1.007,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1494.8916,8.673,-4.2,79.753,1.002,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.044,8.682,-4.064,79.753,0.998,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.1964,8.69,-3.928,79.753,0.993,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.3488,8.707,-3.884,79.753,0.989,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.5012,8.723,-3.841,79.753,0.985,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.6536,8.74,-3.797,79.753,0.981,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.806,8.761,-3.754,79.753,0.977,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1495.9584,8.782,-3.71,79.753,0.97,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1496.1108,8.802,-3.667,79.753,0.962,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1496.2632,8.807,-3.624,79.753,0.955,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1496.4156,8.812,-3.615,79.753,0.948,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1496.568,8.817,-3.606,79.753,0.941,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1496.7204,8.821,-3.597,79.753,0.934,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1496.8728,8.824,-3.588,79.753,0.923,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.0252,8.826,-3.579,79.753,0.913,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.1776,8.829,-3.543,79.753,0.902,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.33,8.853,-3.508,79.753,0.892,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.4824,8.877,-3.472,79.753,0.882,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.6348,8.902,-3.436,79.753,0.859,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.7872,8.926,-3.228,79.753,0.836,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1497.9396,8.95,-3.02,79.753,0.815,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1498.092,8.943,-2.812,79.753,0.794,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1498.2444,8.936,-2.604,79.753,0.787,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1498.3968,8.929,-2.688,79.753,0.781,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1498.5492,8.922,-2.772,79.753,0.775,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1498.7016,8.911,-2.856,79.753,0.777,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1498.854,8.899,-3.007,79.753,0.78,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.0064,8.888,-3.158,79.753,0.783,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.1588,8.887,-3.309,79.753,0.793,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.3112,8.887,-3.46,79.753,0.803,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.4636,8.887,-3.611,79.753,0.814,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.616,8.886,-3.597,79.753,0.824,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.7684,8.885,-3.583,79.753,0.835,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1499.9208,8.885,-3.569,79.753,0.84,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1500.0732,8.893,-3.555,79.753,0.845,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1500.2256,8.9,-3.541,79.753,0.851,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1500.378,8.908,-3.527,79.753,0.856,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1500.5304,8.915,-3.41,79.753,0.854,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
ABAB,ABB-137,1500.6828,8.921,-3.293,79.753,0.852,0.3025,2.371,GUF,0.4788057539794138,0.29266470588235294
