STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_RAW,GR_NORM,GR_RAW_NORM
ABAB,ABB-135,1438.0464,8.836,-9.7236,49.985,1.199,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1438.1988,8.814,-9.7446,49.985,1.228,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1438.3512,8.866,-9.7645,49.985,1.258,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1438.5036,8.918,-9.7675,49.985,1.274,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1438.656,8.97,-9.7705,49.985,1.29,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1438.8084,8.994,-9.7734,49.985,1.306,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1438.9608,9.019,-9.7764,49.985,1.323,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1439.1132,9.043,-9.7324,49.985,1.34,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1439.2656,9.002,-9.6873,49.985,1.36,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1439.418,8.962,-9.6433,49.985,1.38,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1439.5704,8.922,-9.5993,49.985,1.4,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1439.7228,8.869,-9.5553,49.985,1.421,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1439.8752,8.816,-9.6092,49.985,1.447,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.0276,8.763,-9.6632,49.985,1.473,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.18,8.71,-9.7172,49.985,1.5,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.3324,8.686,-9.7711,49.985,1.524,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.4848,8.661,-9.8551,49.985,1.548,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.6372,8.636,-9.9391,49.985,1.573,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.7896,8.611,-10.023,49.985,1.601,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1440.942,8.609,-10.107,49.985,1.629,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1441.0944,8.607,-10.109,49.985,1.658,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1441.2468,8.604,-10.1109,49.985,1.687,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1441.3992,8.602,-10.1129,49.985,1.694,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1441.5516,8.616,-10.1149,49.985,1.7,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1441.704,8.63,-10.1168,49.985,1.707,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1441.8564,8.644,-10.1188,49.985,1.684,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.0088,8.658,-10.0918,49.985,1.661,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.1612,8.673,-10.0648,49.985,1.638,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.3136,8.681,-10.0387,49.985,1.616,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.466,8.69,-10.0117,49.985,1.606,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.6184,8.698,-9.9857,49.985,1.596,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.7708,8.67,-9.8646,49.985,1.586,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1442.9232,8.642,-9.7446,49.985,1.595,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.0756,8.615,-9.6236,49.985,1.605,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.228,8.587,-9.5035,49.985,1.615,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.3804,8.559,-9.3775,49.985,1.625,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.5328,8.532,-9.2525,49.985,1.643,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.6852,8.504,-9.1264,49.985,1.662,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.8376,8.484,-8.8154,49.985,1.681,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1443.99,8.465,-8.5034,49.985,1.7,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1444.1424,8.445,-8.3953,49.985,1.67,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1444.2948,8.427,-8.2883,49.985,1.64,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1444.4472,8.408,-8.1803,49.985,1.609,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1444.5996,8.39,-8.0723,49.985,1.577,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1444.752,8.371,-8.3122,49.985,1.547,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1444.9044,8.378,-8.5532,49.985,1.558,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.0568,8.385,-8.7932,49.985,1.605,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.2092,8.391,-8.9461,49.985,1.653,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.3616,8.398,-9.0991,49.985,1.702,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.514,8.388,-9.2521,49.985,1.757,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.6664,8.378,-9.405,49.985,1.814,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.8188,8.369,-9.417,49.985,1.873,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1445.9712,8.359,-9.429,49.985,1.934,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1446.1236,8.359,-9.4409,49.985,1.91,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1446.276,8.36,-9.4529,49.985,1.886,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1446.4284,8.36,-9.4529,49.985,1.863,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1446.5808,8.337,-9.4518,49.985,1.821,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1446.7332,8.313,-9.4508,49.985,1.781,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1446.8856,8.288,-9.4508,49.985,1.741,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.038,8.266,-9.4498,49.985,1.72,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.1904,8.243,-9.4467,49.985,1.7,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.3428,8.219,-9.4427,49.985,1.681,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.4952,8.262,-9.4397,49.985,1.648,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.6476,8.347,-9.4366,49.985,1.616,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.8,8.432,-9.4326,49.985,1.585,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1447.9524,8.418,-9.5416,49.985,1.593,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1448.1048,8.404,-9.6505,49.985,1.602,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1448.2572,8.365,-9.7595,49.985,1.611,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1448.4096,8.326,-9.8685,49.985,1.619,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1448.562,8.286,-9.9844,49.985,1.655,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1448.7144,8.247,-10.1004,49.985,1.691,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1448.8668,8.236,-10.2164,49.985,1.729,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.0192,8.226,-10.3323,49.985,1.767,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.1716,8.215,-10.3803,49.985,1.802,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.324,8.204,-10.4283,49.985,1.838,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.4764,8.217,-10.4762,49.985,1.874,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.6288,8.23,-10.5242,49.985,1.912,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.7812,8.243,-10.5742,49.985,1.917,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1449.9336,8.256,-10.6242,49.985,1.923,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1450.086,8.269,-10.6741,49.985,1.931,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1450.2384,8.281,-10.7241,49.985,1.939,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1450.3908,8.277,-10.6511,49.985,1.946,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1450.5432,8.272,-10.579,49.985,1.944,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1450.6956,8.268,-10.507,49.985,1.941,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1450.848,8.263,-10.435,49.985,1.939,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.0004,8.258,-10.3349,49.985,1.921,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.1528,8.257,-10.2359,49.985,1.904,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.3052,8.256,-10.1369,49.985,1.887,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.4576,8.255,-10.0378,49.985,1.87,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.61,8.254,-10.0308,49.985,1.841,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.7624,8.254,-10.0238,49.985,1.813,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1451.9148,8.255,-10.0167,49.985,1.785,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.0672,8.255,-10.0097,49.985,1.758,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.2196,8.256,-10.0027,49.985,1.732,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.372,8.256,-10.0087,49.985,1.707,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.5244,8.241,-10.0136,49.985,1.682,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.6768,8.225,-10.0196,49.985,1.658,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.8292,8.21,-10.0256,49.985,1.635,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1452.9816,8.195,-9.9355,49.985,1.638,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1453.134,8.189,-9.8455,49.985,1.64,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1453.2864,8.184,-9.7555,49.985,1.643,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1453.4388,8.179,-9.6654,49.985,1.66,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1453.5912,8.174,-9.6384,49.985,1.676,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1453.7436,8.169,-9.6114,49.985,1.692,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1453.896,8.168,-9.5833,49.985,1.713,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.0484,8.167,-9.5563,49.985,1.734,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.2008,8.166,-9.5433,49.985,1.756,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.3532,8.165,-9.5312,49.985,1.777,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.5056,8.164,-9.5182,49.985,1.801,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.658,8.16,-9.6172,49.985,1.824,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.8104,8.155,-9.7162,49.985,1.848,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1454.9628,8.151,-9.8151,49.985,1.856,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1455.1152,8.146,-9.9931,49.985,1.864,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1455.2676,8.161,-10.1721,49.985,1.864,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1455.42,8.176,-10.351,49.985,1.865,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1455.5724,8.191,-10.493,49.985,1.866,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1455.7248,8.206,-10.635,49.985,1.884,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1455.8772,8.221,-10.7769,49.985,1.903,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.0296,8.231,-10.9189,49.985,1.922,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.182,8.241,-11.0549,49.985,1.941,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.3344,8.252,-11.1908,49.985,1.96,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.4868,8.262,-11.3278,49.985,1.98,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.6392,8.272,-11.4638,49.985,1.999,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.7916,8.257,-11.5167,49.985,1.993,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1456.944,8.242,-11.5707,49.985,1.987,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1457.0964,8.227,-11.6247,49.985,1.913,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1457.2488,8.212,-11.5926,49.985,1.836,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1457.4012,8.193,-11.5616,49.985,1.768,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1457.5536,8.174,-11.5306,49.985,1.702,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1457.706,8.156,-11.4996,49.985,1.595,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1457.8584,8.152,-11.4685,49.985,1.447,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.0108,8.148,-11.3785,49.985,1.314,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.1632,8.144,-11.2885,49.985,1.181,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.3156,8.213,-11.1984,49.985,1.094,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.468,8.282,-11.1084,49.985,1.013,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.6204,8.361,-11.0294,49.985,0.939,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.7728,8.441,-10.9513,49.985,0.882,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1458.9252,8.521,-10.8723,49.985,0.84,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.0776,8.575,-10.7943,49.985,0.8,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.23,8.63,-10.7022,49.985,0.76,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.3824,8.586,-10.6112,49.985,0.722,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.5348,8.541,-10.5192,49.985,0.696,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.6872,8.483,-10.4282,49.985,0.671,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.8396,8.426,-10.3361,49.985,0.648,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1459.992,8.368,-10.2451,49.985,0.634,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1460.1444,8.329,-10.2131,49.985,0.621,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1460.2968,8.29,-10.181,49.985,0.609,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1460.4492,8.252,-10.15,49.985,0.615,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1460.6016,8.213,-10.118,49.985,0.621,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1460.754,8.188,-10.0859,49.985,0.653,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1460.9064,8.163,-10.0649,49.985,0.687,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.0588,8.137,-10.0429,49.985,0.735,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.2112,8.112,-10.0208,49.985,0.786,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.3636,8.129,-9.9988,49.985,0.775,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.516,8.146,-9.9768,49.985,0.764,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.6684,8.163,-9.9837,49.985,0.753,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.8208,8.206,-9.9907,49.985,0.743,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1461.9732,8.25,-9.9977,49.985,0.733,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1462.1256,8.294,-10.0416,49.985,0.738,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1462.278,8.295,-10.0856,49.985,0.719,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1462.4304,8.297,-10.1296,49.985,0.738,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1462.5828,8.298,-10.1736,49.985,0.756,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1462.7352,8.299,-10.1365,49.985,0.803,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1462.8876,8.287,-10.0985,49.985,0.853,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1463.04,8.275,-10.0605,49.985,0.911,0.269,2.411,GUF,,23.142105263157895,23.142105263157895
ABAB,ABB-135,1463.1924,8.263,-10.0834,53.59,0.979,0.2583,2.384,GUF,,26.93684210526316,26.93684210526316
ABAB,ABB-135,1463.3448,8.251,-10.1074,57.194,1.052,0.2907,2.347,GUF,,30.730526315789476,30.730526315789476
ABAB,ABB-135,1463.4972,8.254,-10.1304,56.627,1.106,0.31,2.323,GUF,,30.13368421052632,30.13368421052632
ABAB,ABB-135,1463.6496,8.257,-10.2733,56.791,1.136,0.3294,2.333,GUF,,30.30631578947368,30.30631578947368
ABAB,ABB-135,1463.802,8.26,-10.4153,56.956,1.153,0.339,2.339,GUF,,30.480000000000004,30.480000000000004
ABAB,ABB-135,1463.9544,8.263,-10.7963,57.12,1.124,0.318,2.345,GUF,,30.652631578947364,30.652631578947364
ABAB,ABB-135,1464.1068,8.266,-11.4702,58.662,1.121,0.3134,2.351,GUF,,32.27578947368421,32.27578947368421
ABAB,ABB-135,1464.2592,8.262,-12.1432,60.204,1.133,0.3161,2.342,GUF,,33.898947368421055,33.898947368421055
ABAB,ABB-135,1464.4116,8.257,-13.2792,58.308,1.146,0.3188,2.313,GUF,,31.903157894736843,31.903157894736843
ABAB,ABB-135,1464.564,8.253,-14.4141,54.472,1.219,0.3309,2.274,GUF,,27.865263157894738,27.865263157894738
ABAB,ABB-135,1464.7164,8.248,-15.5691,50.635,1.292,0.3456,2.238,GUF,,23.826315789473682,23.826315789473682
ABAB,ABB-135,1464.8688,8.256,-16.7231,47.601,1.369,0.3584,2.217,GUF,,20.632631578947368,20.632631578947368
ABAB,ABB-135,1465.0212,8.264,-17.8051,44.568,1.451,0.3677,2.21,GUF,,17.439999999999998,17.439999999999998
ABAB,ABB-135,1465.1736,8.272,-18.886,41.535,1.546,0.361,2.204,GUF,,14.24736842105263,14.24736842105263
ABAB,ABB-135,1465.326,8.279,-19.934,40.6,1.628,0.3028,2.219,GUF,,13.263157894736846,13.263157894736846
ABAB,ABB-135,1465.4784,8.287,-20.811,39.666,1.715,0.2825,2.262,GUF,,12.279999999999998,12.279999999999998
ABAB,ABB-135,1465.6308,8.279,-21.3239,42.892,1.766,0.2621,2.304,GUF,,15.675789473684215,15.675789473684215
ABAB,ABB-135,1465.7832,8.271,-21.8379,45.231,1.819,0.2686,2.287,GUF,,18.137894736842107,18.137894736842107
ABAB,ABB-135,1465.9356,8.262,-22.1279,47.571,1.871,0.286,2.243,GUF,,20.601052631578945,20.601052631578945
ABAB,ABB-135,1466.088,8.254,-21.1508,49.911,1.861,0.3078,2.214,GUF,,23.06421052631579,23.06421052631579
ABAB,ABB-135,1466.2404,8.249,-19.8988,51.477,1.851,0.3295,2.207,GUF,,24.712631578947367,24.712631578947367
ABAB,ABB-135,1466.3928,8.244,-18.6458,53.043,1.822,0.3255,2.225,GUF,,26.36105263157895,26.36105263157895
ABAB,ABB-135,1466.5452,8.239,-17.3937,55.019,1.792,0.3141,2.244,GUF,,28.44105263157895,28.44105263157895
ABAB,ABB-135,1466.6976,8.234,-16.3457,56.995,1.764,0.3027,2.267,GUF,,30.521052631578947,30.521052631578947
ABAB,ABB-135,1466.85,8.229,-15.2977,58.97,1.72,0.2934,2.29,GUF,,32.6,32.6
ABAB,ABB-135,1467.0024,8.231,-14.3226,59.874,1.677,0.2841,2.305,GUF,,33.55157894736843,33.55157894736843
ABAB,ABB-135,1467.1548,8.233,-13.3476,60.777,1.607,0.2877,2.32,GUF,,34.502105263157894,34.502105263157894
ABAB,ABB-135,1467.3072,8.234,-12.6026,58.477,1.539,0.295,2.321,GUF,,32.08105263157894,32.08105263157894
ABAB,ABB-135,1467.4596,8.236,-11.8586,56.177,1.475,0.3023,2.332,GUF,,29.66,29.66
ABAB,ABB-135,1467.612,8.238,-11.1135,53.029,1.408,0.2988,2.351,GUF,,26.34631578947369,26.34631578947369
ABAB,ABB-135,1467.7644,8.24,-10.7995,52.646,1.343,0.2877,2.37,GUF,,25.943157894736842,25.943157894736842
ABAB,ABB-135,1467.9168,8.242,-10.4865,52.262,1.248,0.2745,2.405,GUF,,25.538947368421056,25.538947368421056
ABAB,ABB-135,1468.0692,8.247,-10.4434,55.504,1.159,0.2808,2.422,GUF,,28.951578947368418,28.951578947368418
ABAB,ABB-135,1468.2216,8.252,-10.4004,58.746,1.077,0.286,2.405,GUF,,32.364210526315794,32.364210526315794
ABAB,ABB-135,1468.374,8.257,-10.3584,61.408,0.928,0.2912,2.387,GUF,,35.166315789473686,35.166315789473686
ABAB,ABB-135,1468.5264,8.263,-10.3153,64.07,0.848,0.296,2.368,GUF,,37.96842105263157,37.96842105263157
ABAB,ABB-135,1468.6788,8.268,-10.2223,66.731,0.775,0.3008,2.354,GUF,,40.76947368421052,40.76947368421052
ABAB,ABB-135,1468.8312,8.273,-10.1283,65.835,0.734,0.3112,2.339,GUF,,39.826315789473675,39.826315789473675
ABAB,ABB-135,1468.9836,8.275,-10.0352,64.938,0.696,0.3237,2.325,GUF,,38.8821052631579,38.8821052631579
ABAB,ABB-135,1469.136,8.276,-9.9422,64.041,0.659,0.3321,2.324,GUF,,37.937894736842104,37.937894736842104
ABAB,ABB-135,1469.2884,8.278,-9.7172,64.106,0.661,0.3305,2.323,GUF,,38.00631578947368,38.00631578947368
ABAB,ABB-135,1469.4408,8.28,-9.4931,64.171,0.663,0.3288,2.325,GUF,,38.07473684210527,38.07473684210527
ABAB,ABB-135,1469.5932,8.281,-9.2681,64.235,0.664,0.3272,2.326,GUF,,38.142105263157895,38.142105263157895
ABAB,ABB-135,1469.7456,8.285,-9.0411,64.3,0.666,0.3206,2.328,GUF,,38.21052631578947,38.21052631578947
ABAB,ABB-135,1469.898,8.289,-8.8141,63.078,0.736,0.314,2.329,GUF,,36.92421052631579,36.92421052631579
ABAB,ABB-135,1470.0504,8.293,-8.587,61.856,0.793,0.3096,2.326,GUF,,35.63789473684211,35.63789473684211
ABAB,ABB-135,1470.2028,8.297,-8.556,58.466,0.855,0.3146,2.324,GUF,,32.06947368421053,32.06947368421053
ABAB,ABB-135,1470.3552,8.301,-8.525,55.076,0.892,0.3195,2.322,GUF,,28.50105263157895,28.50105263157895
ABAB,ABB-135,1470.5076,8.305,-8.5949,53.06,0.93,0.3262,2.319,GUF,,26.378947368421056,26.378947368421056
ABAB,ABB-135,1470.66,8.308,-8.6639,51.044,0.94,0.3202,2.357,GUF,,24.256842105263154,24.256842105263154
ABAB,ABB-135,1470.8124,8.31,-8.7339,49.028,0.95,0.3008,2.372,GUF,,22.134736842105262,22.134736842105262
ABAB,ABB-135,1470.9648,8.313,-8.8108,50.796,0.891,0.2862,2.365,GUF,,23.995789473684212,23.995789473684212
ABAB,ABB-135,1471.1172,8.315,-8.8888,54.268,0.798,0.2885,2.345,GUF,,27.650526315789477,27.650526315789477
