STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-122,1607.058,9.228,-50.6732,58.0,3.008,0.1973,2.488,BTL
ABAB,ABB-122,1607.2104,9.212,-50.77,59.443,3.097,0.1962,2.441,BTL
ABAB,ABB-122,1607.3628,9.197,-50.8668,57.86,3.256,0.195,2.399,BTL
ABAB,ABB-122,1607.5152,9.182,-50.8736,56.277,3.423,0.1856,2.432,BTL
ABAB,ABB-122,1607.6676,9.187,-50.8804,57.016,3.599,0.1723,2.465,BTL
ABAB,ABB-122,1607.82,9.193,-50.8872,57.755,3.784,0.1634,2.528,BTL
ABAB,ABB-122,1607.9724,9.199,-50.894,58.494,4.17,0.1545,2.572,BTL
ABAB,ABB-122,1608.1248,9.2,-50.9008,58.472,4.365,0.1457,2.581,BTL
ABAB,ABB-122,1608.2772,9.2,-50.9076,58.45,4.568,0.1408,2.592,BTL
ABAB,ABB-122,1608.4296,9.201,-50.8095,58.583,4.78,0.141,2.602,BTL
ABAB,ABB-122,1608.582,9.207,-50.7113,58.715,4.93,0.1412,2.596,BTL
ABAB,ABB-122,1608.7344,9.213,-50.6131,58.848,4.853,0.1414,2.589,BTL
ABAB,ABB-122,1608.8868,9.22,-50.5139,54.334,4.777,0.1373,2.571,BTL
ABAB,ABB-122,1609.0392,9.226,-50.4157,50.051,4.608,0.1328,2.546,BTL
ABAB,ABB-122,1609.1916,9.266,-50.3175,49.192,4.364,0.1283,2.53,BTL
ABAB,ABB-122,1609.344,9.305,-50.2193,48.334,4.132,0.128,2.545,BTL
ABAB,ABB-122,1609.4964,9.345,-50.1211,47.665,3.472,0.1278,2.583,BTL
ABAB,ABB-122,1609.6488,9.374,-50.0229,46.995,3.01,0.1275,2.58,BTL
ABAB,ABB-122,1609.8012,9.404,-49.9248,47.103,2.683,0.1358,2.586,BTL
ABAB,ABB-122,1609.9536,9.434,-49.8266,47.21,2.392,0.1485,2.594,BTL
ABAB,ABB-122,1610.106,9.448,-49.7284,49.357,2.213,0.1612,2.583,BTL
ABAB,ABB-122,1610.2584,9.462,-49.7322,53.735,2.044,0.1675,2.57,BTL
ABAB,ABB-122,1610.4108,9.477,-49.735,58.112,1.887,0.1737,2.578,BTL
ABAB,ABB-122,1610.5632,9.476,-49.7388,63.252,1.862,0.18,2.573,BTL
ABAB,ABB-122,1610.7156,9.476,-49.7416,64.604,1.837,0.1864,2.538,BTL
ABAB,ABB-122,1610.868,9.501,-49.7444,65.956,1.813,0.1928,2.545,BTL
ABAB,ABB-122,1611.0204,9.526,-49.7482,67.308,1.789,0.1992,2.532,BTL
ABAB,ABB-122,1611.1728,9.551,-49.8031,69.128,1.765,0.2056,2.528,BTL
ABAB,ABB-122,1611.3252,9.62,-49.8569,69.655,1.791,0.2141,2.535,BTL
ABAB,ABB-122,1611.4776,9.69,-49.9117,70.181,1.817,0.2199,2.521,BTL
ABAB,ABB-122,1611.63,9.766,-49.9655,70.707,1.843,0.2258,2.481,BTL
ABAB,ABB-122,1611.7824,9.843,-50.0203,71.233,1.87,0.2279,2.464,BTL
ABAB,ABB-122,1611.9348,9.71,-50.0391,69.521,2.219,0.2209,2.447,BTL
ABAB,ABB-122,1612.0872,9.805,-49.9019,67.808,2.491,0.1993,2.448,BTL
ABAB,ABB-122,1612.2396,9.874,-49.7637,64.342,2.797,0.1693,2.5,BTL
ABAB,ABB-122,1612.392,9.81,-50.1385,60.875,3.302,0.1393,2.537,BTL
ABAB,ABB-122,1612.5444,9.746,-50.5133,58.028,4.168,0.1309,2.545,BTL
ABAB,ABB-122,1612.6968,9.637,-50.8872,55.18,4.706,0.1224,2.553,BTL
ABAB,ABB-122,1612.8492,9.528,-51.262,52.332,4.819,0.1243,2.552,BTL
ABAB,ABB-122,1613.0016,9.488,-51.6368,52.039,4.935,0.1261,2.558,BTL
ABAB,ABB-122,1613.154,9.449,-51.3846,51.746,4.809,0.1252,2.565,BTL
ABAB,ABB-122,1613.3064,9.409,-51.1324,51.454,4.425,0.1218,2.574,BTL
ABAB,ABB-122,1613.4588,9.369,-50.5852,52.228,4.171,0.1183,2.566,BTL
ABAB,ABB-122,1613.6112,9.338,-50.038,53.002,3.932,0.1148,2.548,BTL
ABAB,ABB-122,1613.7636,9.306,-49.8418,53.776,3.706,0.1128,2.543,BTL
ABAB,ABB-122,1613.916,9.275,-49.6456,53.314,3.59,0.1155,2.525,BTL
ABAB,ABB-122,1614.0684,9.244,-49.4495,52.852,3.477,0.1171,2.514,BTL
ABAB,ABB-122,1614.2208,9.217,-49.1553,52.49,3.368,0.1187,2.503,BTL
ABAB,ABB-122,1614.3732,9.191,-48.8611,52.127,3.263,0.1202,2.557,BTL
ABAB,ABB-122,1614.5256,9.164,-48.5669,52.817,3.293,0.1218,2.582,BTL
ABAB,ABB-122,1614.678,9.137,-48.2727,53.506,3.324,0.1215,2.566,BTL
ABAB,ABB-122,1614.8304,9.119,-48.1635,53.134,3.355,0.1235,2.574,BTL
ABAB,ABB-122,1614.9828,9.101,-48.0543,50.476,3.386,0.1255,2.581,BTL
ABAB,ABB-122,1615.1352,9.083,-47.9451,47.817,3.514,0.1266,2.57,BTL
ABAB,ABB-122,1615.2876,9.065,-47.8359,47.146,3.646,0.1277,2.569,BTL
ABAB,ABB-122,1615.44,9.047,-48.3408,45.166,3.784,0.1288,2.568,BTL
ABAB,ABB-122,1615.5924,9.039,-48.8456,46.463,3.927,0.1264,2.575,BTL
ABAB,ABB-122,1615.7448,9.032,-49.3504,48.032,4.123,0.1227,2.581,BTL
ABAB,ABB-122,1615.8972,9.024,-49.8552,49.601,4.33,0.1189,2.569,BTL
ABAB,ABB-122,1616.0496,9.017,-49.824,50.455,4.546,0.1152,2.576,BTL
ABAB,ABB-122,1616.202,9.009,-49.7938,51.309,4.774,0.1095,2.583,BTL
ABAB,ABB-122,1616.3544,9.006,-49.7626,50.301,4.983,0.1052,2.581,BTL
ABAB,ABB-122,1616.5068,9.003,-49.9974,50.209,5.202,0.101,2.59,BTL
ABAB,ABB-122,1616.6592,9.0,-50.2332,50.117,5.431,0.0975,2.606,BTL
ABAB,ABB-122,1616.8116,8.998,-50.4691,50.025,5.594,0.0944,2.611,BTL
ABAB,ABB-122,1616.964,8.995,-50.9019,52.239,5.649,0.0913,2.629,BTL
ABAB,ABB-122,1617.1164,9.003,-51.3337,54.452,5.512,0.0905,2.614,BTL
ABAB,ABB-122,1617.2688,9.012,-51.7665,54.821,5.378,0.0896,2.601,BTL
ABAB,ABB-122,1617.4212,9.021,-52.1993,55.191,5.247,0.0887,2.619,BTL
ABAB,ABB-122,1617.5736,9.03,-52.6321,53.033,4.615,0.0922,2.638,BTL
ABAB,ABB-122,1617.726,9.038,-53.0649,52.336,4.225,0.0956,2.639,BTL
ABAB,ABB-122,1617.8784,9.049,-53.4977,51.64,3.868,0.099,2.629,BTL
ABAB,ABB-122,1618.0308,9.06,-52.7625,54.325,3.642,0.1109,2.587,BTL
ABAB,ABB-122,1618.1832,9.071,-52.0103,57.737,3.428,0.1166,2.576,BTL
ABAB,ABB-122,1618.3356,9.082,-51.2572,58.95,3.228,0.1194,2.584,BTL
ABAB,ABB-122,1618.488,9.093,-50.504,58.872,3.173,0.1222,2.594,BTL
ABAB,ABB-122,1618.6404,9.104,-49.7508,58.795,3.12,0.125,2.603,BTL
ABAB,ABB-122,1618.7928,9.12,-49.6586,58.717,3.067,0.1284,2.604,BTL
ABAB,ABB-122,1618.9452,9.137,-49.5664,58.675,3.016,0.1319,2.582,BTL
ABAB,ABB-122,1619.0976,9.153,-49.4742,58.633,3.049,0.1409,2.547,BTL
ABAB,ABB-122,1619.25,9.17,-49.382,58.591,3.083,0.1471,2.485,BTL
ABAB,ABB-122,1619.4024,9.186,-49.4658,59.761,3.118,0.1486,2.502,BTL
ABAB,ABB-122,1619.5548,9.199,-49.5496,60.931,3.153,0.1502,2.518,BTL
ABAB,ABB-122,1619.7072,9.212,-49.6345,61.604,3.188,0.1517,2.534,BTL
ABAB,ABB-122,1619.8596,9.225,-49.7183,58.032,3.223,0.1449,2.501,BTL
ABAB,ABB-122,1620.012,9.238,-49.8031,54.989,3.389,0.1193,2.494,BTL
ABAB,ABB-122,1620.1644,9.251,-49.8869,51.945,3.563,0.1103,2.527,BTL
ABAB,ABB-122,1620.3168,9.272,-49.7757,48.901,3.709,0.109,2.577,BTL
ABAB,ABB-122,1620.4692,9.292,-49.6635,47.144,3.861,0.1078,2.578,BTL
ABAB,ABB-122,1620.6216,9.313,-49.5523,45.386,4.019,0.1065,2.577,BTL
ABAB,ABB-122,1620.774,9.333,-49.4401,43.628,4.12,0.1053,2.576,BTL
ABAB,ABB-122,1620.9264,9.354,-49.3289,44.07,4.223,0.1134,2.585,BTL
ABAB,ABB-122,1621.0788,9.366,-49.0208,44.513,4.329,0.1215,2.592,BTL
ABAB,ABB-122,1621.2312,9.379,-48.7126,44.955,4.313,0.1195,2.597,BTL
ABAB,ABB-122,1621.3836,9.391,-48.4054,45.397,4.248,0.1174,2.602,BTL
ABAB,ABB-122,1621.536,9.403,-48.0972,46.881,4.183,0.1173,2.607,BTL
ABAB,ABB-122,1621.6884,9.416,-48.289,48.365,3.919,0.12,2.612,BTL
ABAB,ABB-122,1621.8408,9.428,-48.4818,46.974,3.671,0.1227,2.612,BTL
ABAB,ABB-122,1621.9932,9.427,-48.6746,45.582,3.341,0.1372,2.603,BTL
ABAB,ABB-122,1622.1456,9.426,-48.8674,45.999,3.26,0.149,2.575,BTL
ABAB,ABB-122,1622.298,9.425,-49.0942,46.416,3.181,0.1551,2.561,BTL
ABAB,ABB-122,1622.4504,9.424,-49.3211,46.833,3.217,0.1611,2.546,BTL
ABAB,ABB-122,1622.6028,9.423,-49.5469,49.457,3.253,0.1671,2.548,BTL
ABAB,ABB-122,1622.7552,9.422,-49.7737,52.081,3.29,0.1555,2.559,BTL
ABAB,ABB-122,1622.9076,9.417,-49.6325,54.705,3.327,0.1387,2.556,BTL
ABAB,ABB-122,1623.06,9.412,-49.4913,56.697,3.332,0.1204,2.589,BTL
ABAB,ABB-122,1623.2124,9.407,-49.3501,58.689,3.337,0.1175,2.586,BTL
ABAB,ABB-122,1623.3648,9.402,-48.8209,51.186,3.342,0.1229,2.583,BTL
ABAB,ABB-122,1623.5172,9.397,-48.2907,52.152,3.159,0.1369,2.561,BTL
ABAB,ABB-122,1623.6696,9.392,-47.7615,53.117,2.987,0.1507,2.537,BTL
ABAB,ABB-122,1623.822,9.395,-47.4524,54.083,2.856,0.1596,2.513,BTL
ABAB,ABB-122,1623.9744,9.398,-47.1432,60.059,2.731,0.1686,2.496,BTL
ABAB,ABB-122,1624.1268,9.401,-47.277,66.035,2.717,0.1724,2.479,BTL
ABAB,ABB-122,1624.2792,9.405,-47.4118,72.395,2.703,0.1768,2.494,BTL
ABAB,ABB-122,1624.4316,9.408,-47.5456,78.754,2.69,0.1712,2.496,BTL
ABAB,ABB-122,1624.584,9.423,-47.8764,80.215,2.676,0.1655,2.489,BTL
ABAB,ABB-122,1624.7364,9.439,-48.2062,79.244,2.689,0.1581,2.495,BTL
ABAB,ABB-122,1624.8888,9.454,-48.537,78.272,2.702,0.1613,2.501,BTL
ABAB,ABB-122,1625.0412,9.469,-48.8678,77.431,2.715,0.1645,2.507,BTL
ABAB,ABB-122,1625.1936,9.485,-49.1976,76.591,2.728,0.1699,2.512,BTL
ABAB,ABB-122,1625.346,9.5,-49.5285,80.929,2.808,0.1753,2.504,BTL
ABAB,ABB-122,1625.4984,9.516,-49.4963,86.745,2.891,0.1706,2.496,BTL
ABAB,ABB-122,1625.6508,9.542,-49.4641,92.562,2.976,0.1659,2.506,BTL
ABAB,ABB-122,1625.8032,9.568,-49.0759,90.629,3.227,0.1539,2.524,BTL
ABAB,ABB-122,1625.9556,9.594,-48.6867,88.696,3.359,0.1451,2.538,BTL
ABAB,ABB-122,1626.108,9.62,-48.2975,83.781,3.495,0.1421,2.54,BTL
ABAB,ABB-122,1626.2604,9.639,-47.9093,78.867,3.637,0.1392,2.532,BTL
ABAB,ABB-122,1626.4128,9.658,-48.0101,75.466,3.784,0.1483,2.523,BTL
ABAB,ABB-122,1626.5652,9.676,-48.1109,72.064,3.873,0.1526,2.534,BTL
ABAB,ABB-122,1626.7176,9.703,-48.2118,68.663,3.723,0.1569,2.544,BTL
ABAB,ABB-122,1626.87,9.729,-48.4266,67.155,3.579,0.1657,2.541,BTL
ABAB,ABB-122,1627.0224,9.756,-48.6414,65.646,2.532,0.1783,2.521,BTL
ABAB,ABB-122,1627.1748,9.808,-48.8562,66.199,2.072,0.1963,2.468,BTL
ABAB,ABB-122,1627.3272,9.861,-48.774,66.752,1.904,0.2179,2.443,BTL
ABAB,ABB-122,1627.4796,9.913,-48.6908,67.305,1.75,0.2376,2.418,BTL
ABAB,ABB-122,1627.632,10.08,-48.6086,74.799,1.683,0.2479,2.393,BTL
ABAB,ABB-122,1627.7844,10.296,-48.4994,75.376,1.619,0.2602,2.235,BTL
ABAB,ABB-122,1627.9368,10.554,-48.3892,75.952,1.557,0.2726,2.214,BTL
ABAB,ABB-122,1628.0892,10.821,-48.28,76.895,1.497,0.2934,2.185,BTL
ABAB,ABB-122,1628.2416,10.595,-48.1709,77.838,1.479,0.3061,2.098,BTL
ABAB,ABB-122,1628.394,10.579,-48.2057,78.782,1.461,0.3006,2.068,BTL
ABAB,ABB-122,1628.5464,10.742,-48.2415,82.283,1.443,0.2951,2.079,BTL
ABAB,ABB-122,1628.6988,11.056,-48.2763,92.112,1.426,0.2721,2.282,BTL
ABAB,ABB-122,1628.8512,11.41,-48.1451,93.317,1.408,0.2654,2.396,BTL
ABAB,ABB-122,1629.0036,11.312,-48.0139,94.522,1.391,0.259,2.413,BTL
ABAB,ABB-122,1629.156,11.009,-47.8397,97.5,1.414,0.2523,2.43,BTL
ABAB,ABB-122,1629.3084,10.706,-47.6665,98.435,1.438,0.2456,2.458,BTL
ABAB,ABB-122,1629.4608,10.324,-47.4923,97.785,1.462,0.2369,2.467,BTL
ABAB,ABB-122,1629.6132,10.332,-47.3182,97.134,1.486,0.223,2.489,BTL
ABAB,ABB-122,1629.7656,10.34,-47.43,96.484,1.622,0.21,2.525,Lower_BTL
ABAB,ABB-122,1629.918,10.35,-47.5418,92.347,1.789,0.1943,2.524,Lower_BTL
ABAB,ABB-122,1630.0704,10.361,-47.6536,88.211,1.975,0.1756,2.524,Lower_BTL
ABAB,ABB-122,1630.2228,10.115,-47.6214,82.168,2.184,0.1575,2.539,Lower_BTL
ABAB,ABB-122,1630.3752,9.957,-47.6092,76.125,2.414,0.1552,2.562,Lower_BTL
ABAB,ABB-122,1630.5276,9.8,-47.598,69.938,2.682,0.1529,2.559,Lower_BTL
ABAB,ABB-122,1630.68,9.86,-47.6208,67.292,3.082,0.1506,2.553,Lower_BTL
ABAB,ABB-122,1630.8324,9.92,-47.4536,64.647,3.104,0.1479,2.548,Lower_BTL
ABAB,ABB-122,1630.9848,9.891,-47.2865,65.294,3.126,0.1477,2.542,Lower_BTL
ABAB,ABB-122,1631.1372,9.863,-47.1193,65.941,3.066,0.1475,2.546,Lower_BTL
ABAB,ABB-122,1631.2896,9.803,-46.9531,66.588,3.007,0.1556,2.526,Lower_BTL
ABAB,ABB-122,1631.442,9.743,-47.0399,67.801,2.95,0.1494,2.513,Lower_BTL
ABAB,ABB-122,1631.5944,9.684,-47.1267,69.014,2.899,0.1433,2.5,Lower_BTL
ABAB,ABB-122,1631.7468,9.695,-47.2145,67.455,2.85,0.1449,2.5,Lower_BTL
ABAB,ABB-122,1631.8992,9.707,-47.3013,65.896,2.848,0.1466,2.5,Lower_BTL
ABAB,ABB-122,1632.0516,9.718,-47.8381,66.416,2.847,0.1482,2.491,Lower_BTL
ABAB,ABB-122,1632.204,9.75,-48.3749,66.936,2.845,0.1546,2.493,Lower_BTL
ABAB,ABB-122,1632.3564,9.783,-48.9118,67.456,2.843,0.1574,2.481,Lower_BTL
ABAB,ABB-122,1632.5088,9.815,-49.0396,67.976,2.889,0.1602,2.461,Lower_BTL
ABAB,ABB-122,1632.6612,9.84,-49.1684,67.673,2.936,0.1561,2.447,Lower_BTL
ABAB,ABB-122,1632.8136,9.865,-49.2962,67.371,2.983,0.1487,2.471,Lower_BTL
ABAB,ABB-122,1632.966,9.891,-49.425,65.134,2.984,0.1413,2.496,Lower_BTL
ABAB,ABB-122,1633.1184,9.916,-49.2568,62.897,2.985,0.1346,2.509,Lower_BTL
ABAB,ABB-122,1633.2708,9.99,-49.0876,60.66,2.924,0.128,2.503,Lower_BTL
ABAB,ABB-122,1633.4232,9.954,-48.9194,59.256,2.864,0.1305,2.572,Lower_BTL
ABAB,ABB-122,1633.5756,9.918,-48.7502,57.852,2.805,0.1331,2.572,Lower_BTL
ABAB,ABB-122,1633.728,9.951,-48.8491,56.448,2.724,0.1427,2.581,Lower_BTL
ABAB,ABB-122,1633.8804,9.983,-48.9479,55.044,2.645,0.1491,2.57,Lower_BTL
ABAB,ABB-122,1634.0328,10.016,-49.0467,54.816,2.568,0.1554,2.56,Lower_BTL
ABAB,ABB-122,1634.1852,10.048,-49.1455,54.588,2.588,0.1587,2.545,Lower_BTL
ABAB,ABB-122,1634.3376,10.08,-49.2443,54.361,2.609,0.1619,2.529,Lower_BTL
ABAB,ABB-122,1634.49,10.113,-49.5511,54.133,2.77,0.1652,2.514,Lower_BTL
ABAB,ABB-122,1634.6424,10.145,-49.8589,59.601,2.941,0.1685,2.5,Lower_BTL
ABAB,ABB-122,1634.7948,10.177,-50.1667,62.283,3.28,0.1693,2.511,Lower_BTL
ABAB,ABB-122,1634.9472,10.209,-50.4735,64.965,3.757,0.1701,2.507,Lower_BTL
ABAB,ABB-122,1635.0996,10.228,-50.7813,66.103,4.049,0.1615,2.502,Lower_BTL
ABAB,ABB-122,1635.252,10.248,-51.4552,65.362,4.365,0.1402,2.49,Lower_BTL
ABAB,ABB-122,1635.4044,10.267,-52.13,64.62,4.743,0.1231,2.479,Lower_BTL
ABAB,ABB-122,1635.5568,10.299,-52.8038,60.463,5.154,0.1225,2.467,Lower_BTL
ABAB,ABB-122,1635.7092,10.331,-53.4786,56.768,5.508,0.1288,2.502,Lower_BTL
ABAB,ABB-122,1635.8616,10.362,-54.1524,57.442,5.886,0.1363,2.49,Lower_BTL
ABAB,ABB-122,1636.014,10.394,-54.4492,58.117,6.173,0.138,2.501,Lower_BTL
ABAB,ABB-122,1636.1664,10.411,-54.7354,58.791,6.475,0.1397,2.485,Lower_BTL
ABAB,ABB-122,1636.3188,10.429,-55.0094,59.497,6.582,0.1414,2.469,Lower_BTL
ABAB,ABB-122,1636.4712,10.446,-55.2845,60.203,6.69,0.143,2.509,Lower_BTL
ABAB,ABB-122,1636.6236,10.464,-55.0146,60.91,6.661,0.1371,2.522,Lower_BTL
ABAB,ABB-122,1636.776,10.484,-54.7446,61.616,6.632,0.1312,2.503,Lower_BTL
ABAB,ABB-122,1636.9284,10.505,-54.4747,59.933,6.604,0.1283,2.501,Lower_BTL
ABAB,ABB-122,1637.0808,10.582,-54.2048,58.249,6.579,0.1255,2.524,Lower_BTL
ABAB,ABB-122,1637.2332,10.66,-54.1888,55.245,6.554,0.1234,2.532,Lower_BTL
ABAB,ABB-122,1637.3856,10.827,-54.1719,52.24,6.53,0.124,2.54,Lower_BTL
ABAB,ABB-122,1637.538,10.972,-54.155,54.728,6.505,0.1247,2.55,Lower_BTL
ABAB,ABB-122,1637.6904,10.876,-54.139,55.879,6.489,0.1287,2.546,Lower_BTL
ABAB,ABB-122,1637.8428,10.779,-54.4881,57.03,6.473,0.1327,2.563,Lower_BTL
ABAB,ABB-122,1637.9952,10.701,-54.8382,58.181,6.423,0.1366,2.565,Lower_BTL
ABAB,ABB-122,1638.1476,10.721,-55.1872,59.331,6.372,0.1395,2.525,Lower_BTL
ABAB,ABB-122,1638.3,10.741,-55.5363,57.173,6.323,0.1424,2.532,Lower_BTL
ABAB,ABB-122,1638.4524,10.761,-55.6404,55.015,6.233,0.1443,2.529,Lower_BTL
ABAB,ABB-122,1638.6048,10.77,-55.7454,52.841,6.122,0.1463,2.526,Lower_BTL
ABAB,ABB-122,1638.7572,10.778,-55.8495,50.667,6.012,0.1499,2.486,Lower_BTL
ABAB,ABB-122,1638.9096,10.788,-55.9536,50.37,5.858,0.1531,2.453,Lower_BTL
ABAB,ABB-122,1639.062,10.797,-56.0586,50.074,5.395,0.1563,2.42,Lower_BTL
ABAB,ABB-122,1639.2144,10.828,-55.6337,50.766,5.016,0.1595,2.403,Lower_BTL
ABAB,ABB-122,1639.3668,10.86,-55.2098,51.458,4.663,0.1618,2.399,Lower_BTL
ABAB,ABB-122,1639.5192,10.891,-54.7858,52.15,4.29,0.164,2.457,Lower_BTL
ABAB,ABB-122,1639.6716,10.927,-54.3619,52.842,3.946,0.1662,2.498,Lower_BTL
ABAB,ABB-122,1639.824,10.964,-53.938,53.534,3.345,0.1741,2.447,Lower_BTL
ABAB,ABB-122,1639.9764,11.0,-53.514,56.524,2.619,0.1821,2.396,Lower_BTL
ABAB,ABB-122,1640.1288,11.073,-53.5511,61.086,2.241,0.2,2.345,Lower_BTL
ABAB,ABB-122,1640.2812,11.178,-53.5892,65.647,1.918,0.2129,2.27,Lower_BTL
ABAB,ABB-122,1640.4336,11.283,-53.6262,67.401,1.794,0.2257,2.181,Lower_BTL
ABAB,ABB-122,1640.586,11.445,-53.6633,69.154,1.678,0.2386,1.983,Lower_BTL
ABAB,ABB-122,1640.7384,11.607,-53.4454,70.908,1.619,0.2605,1.921,Lower_BTL
ABAB,ABB-122,1640.8908,11.954,-53.2274,71.217,1.563,0.2981,1.911,Lower_BTL
ABAB,ABB-122,1641.0432,12.501,-53.0095,71.526,1.509,0.3005,1.94,Lower_BTL
ABAB,ABB-122,1641.1956,12.312,-52.7916,71.836,1.456,0.295,2.003,Lower_BTL
ABAB,ABB-122,1641.348,12.123,-52.5296,73.508,1.39,0.3053,2.014,Lower_BTL
ABAB,ABB-122,1641.5004,11.618,-52.2677,75.18,1.327,0.3202,1.997,Lower_BTL
ABAB,ABB-122,1641.6528,11.915,-52.0058,78.169,1.279,0.3292,1.974,Lower_BTL
ABAB,ABB-122,1641.8052,12.332,-51.7438,86.29,1.233,0.3218,1.96,Lower_BTL
ABAB,ABB-122,1641.9576,12.8,-51.4819,87.382,1.222,0.3117,1.946,Lower_BTL
ABAB,ABB-122,1642.11,12.82,-51.359,88.473,1.211,0.3033,1.973,Lower_BTL
ABAB,ABB-122,1642.2624,12.486,-51.237,92.277,1.306,0.3238,2.097,Lower_BTL
ABAB,ABB-122,1642.4148,11.907,-51.1141,96.081,1.408,0.3363,2.104,Lower_BTL
ABAB,ABB-122,1642.5672,12.947,-51.7932,99.885,1.518,0.338,2.096,Lower_BTL
ABAB,ABB-122,1642.7196,13.017,-52.4722,100.767,1.637,0.3397,2.087,Lower_BTL
ABAB,ABB-122,1642.872,12.841,-53.1513,101.649,1.765,0.3289,2.233,Lower_BTL
ABAB,ABB-122,1643.0244,12.665,-55.5224,102.531,1.978,0.3181,2.28,Lower_BTL
ABAB,ABB-122,1643.1768,11.997,-57.8944,97.364,2.217,0.2756,2.316,Lower_BTL
ABAB,ABB-122,1643.3292,11.976,-60.7875,92.145,2.548,0.2353,2.352,Lower_BTL
ABAB,ABB-122,1643.4816,11.822,-63.6806,88.761,2.929,0.233,2.419,Lower_BTL
ABAB,ABB-122,1643.634,11.297,-66.5736,85.378,3.429,0.2375,2.437,Lower_BTL
ABAB,ABB-122,1643.7864,10.895,-68.1327,81.995,3.869,0.2419,2.412,Lower_BTL
ABAB,ABB-122,1643.9388,10.493,-69.6918,77.802,3.981,0.2375,2.397,Lower_BTL
ABAB,ABB-122,1644.0912,10.156,-71.2508,74.851,4.096,0.233,2.411,Lower_BTL
ABAB,ABB-122,1644.2436,10.129,-70.5709,73.144,4.214,0.2285,2.426,Lower_BTL
ABAB,ABB-122,1644.396,10.123,-69.89,71.437,4.157,0.224,2.443,Lower_BTL
ABAB,ABB-122,1644.5484,10.116,-69.209,74.204,4.101,0.2196,2.459,Lower_BTL
ABAB,ABB-122,1644.7008,10.11,-66.1171,76.97,4.046,0.2151,2.449,Lower_BTL
ABAB,ABB-122,1644.8532,10.104,-63.0252,85.757,3.831,0.2202,2.44,Lower_BTL
ABAB,ABB-122,1645.0056,10.097,-60.0492,93.093,3.627,0.2254,2.43,Lower_BTL
ABAB,ABB-122,1645.158,10.073,-57.0743,100.43,3.435,0.2333,2.442,Lower_BTL
ABAB,ABB-122,1645.3104,10.049,-54.0984,103.412,3.252,0.2412,2.454,Lower_BTL
ABAB,ABB-122,1645.4628,10.006,-52.5024,106.395,3.031,0.2477,2.46,Lower_BTL
ABAB,ABB-122,1645.6152,10.003,-50.9065,107.661,2.824,0.2542,2.469,Lower_BTL
ABAB,ABB-122,1645.7676,10.001,-49.3106,108.927,2.789,0.2606,2.477,Lower_BTL
ABAB,ABB-122,1645.92,9.998,-50.1596,107.542,2.754,0.2717,2.486,Lower_BTL
ABAB,ABB-122,1646.0724,10.01,-51.0097,106.157,2.72,0.2858,2.501,Lower_BTL
ABAB,ABB-122,1646.2248,10.022,-51.8588,106.527,2.772,0.2926,2.497,Lower_BTL
ABAB,ABB-122,1646.3772,10.027,-54.7668,108.429,2.826,0.2993,2.487,Lower_BTL
ABAB,ABB-122,1646.5296,10.032,-57.6759,109.523,2.881,0.3057,2.501,Lower_BTL
ABAB,ABB-122,1646.682,10.037,-59.682,110.617,2.936,0.3146,2.515,Lower_BTL
ABAB,ABB-122,1646.8344,10.072,-61.688,111.711,2.993,0.322,2.518,Lower_BTL
ABAB,ABB-122,1646.9868,10.107,-61.0501,112.804,3.093,0.3215,2.52,Lower_BTL
ABAB,ABB-122,1647.1392,10.113,-60.4112,106.234,3.195,0.3142,2.524,Lower_BTL
ABAB,ABB-122,1647.2916,10.118,-58.7302,102.572,3.302,0.307,2.528,Lower_BTL
ABAB,ABB-122,1647.444,10.124,-57.0483,98.909,3.412,0.291,2.52,Lower_BTL
ABAB,ABB-122,1647.5964,10.125,-55.3664,94.443,3.576,0.2625,2.511,Lower_BTL
ABAB,ABB-122,1647.7488,10.126,-55.3554,86.764,3.747,0.2407,2.503,Lower_BTL
ABAB,ABB-122,1647.9012,10.127,-55.3445,82.163,3.927,0.2339,2.51,Lower_BTL
ABAB,ABB-122,1648.0536,10.112,-55.3336,77.562,4.047,0.2272,2.516,Lower_BTL
ABAB,ABB-122,1648.206,10.097,-56.3976,75.035,4.17,0.2364,2.511,Lower_BTL
ABAB,ABB-122,1648.3584,10.073,-57.4617,73.491,4.046,0.2617,2.518,Lower_BTL
ABAB,ABB-122,1648.5108,10.05,-58.5258,75.045,3.926,0.2831,2.517,Lower_BTL
ABAB,ABB-122,1648.6632,10.026,-57.6038,76.599,3.466,0.3045,2.51,Lower_BTL
ABAB,ABB-122,1648.8156,10.011,-56.6829,78.153,3.062,0.3083,2.503,Lower_BTL
ABAB,ABB-122,1648.968,9.996,-55.761,86.675,2.705,0.3122,2.497,Lower_BTL
ABAB,ABB-122,1649.1204,9.981,-54.839,95.198,2.644,0.3125,2.507,Lower_BTL
ABAB,ABB-122,1649.2728,9.965,-53.6541,97.776,2.584,0.2864,2.522,Lower_BTL
ABAB,ABB-122,1649.4252,9.964,-52.4692,92.179,2.55,0.1843,2.537,Lower_BTL
ABAB,ABB-122,1649.5776,9.962,-51.2842,74.242,2.516,0.1677,2.549,Lower_BTL
ABAB,ABB-122,1649.73,9.991,-51.0903,63.298,2.483,0.158,2.492,Lower_BTL
