STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-035,1371.6,,-29.508,22.642,1.069,0.4611,2.157,GUF
ABAB,ABB-035,1371.7524,,-30.419,22.642,1.078,0.4611,2.157,GUF
ABAB,ABB-035,1371.9048,,-30.101,22.642,1.088,0.4611,2.157,GUF
ABAB,ABB-035,1372.0572,,-29.784,22.642,1.107,0.4611,2.157,GUF
ABAB,ABB-035,1372.2096,,-29.466,22.642,1.127,0.4611,2.157,GUF
ABAB,ABB-035,1372.362,,-27.617,22.642,1.146,0.4611,2.157,GUF
ABAB,ABB-035,1372.5144,,-25.768,22.642,1.141,0.4611,2.157,GUF
ABAB,ABB-035,1372.6668,,-23.919,22.642,1.136,0.4611,2.157,GUF
ABAB,ABB-035,1372.8192,,-23.559,22.642,1.132,0.4611,2.157,GUF
ABAB,ABB-035,1372.9716,,-23.199,22.642,1.127,0.4611,2.157,GUF
ABAB,ABB-035,1373.124,,-22.839,22.642,1.12,0.4611,2.157,GUF
ABAB,ABB-035,1373.2764,,-24.056,22.642,1.113,0.4611,2.157,GUF
ABAB,ABB-035,1373.4288,,-25.272,22.642,1.106,0.4611,2.157,GUF
ABAB,ABB-035,1373.5812,,-25.985,22.642,1.099,0.4611,2.157,GUF
ABAB,ABB-035,1373.7336,,-26.699,22.642,1.092,0.4611,2.157,GUF
ABAB,ABB-035,1373.886,,-27.412,22.642,1.069,0.4611,2.157,GUF
ABAB,ABB-035,1374.0384,,-26.341,22.642,1.046,0.4611,2.157,GUF
ABAB,ABB-035,1374.1908,,-25.271,22.642,1.023,0.4611,2.157,GUF
ABAB,ABB-035,1374.3432,,-24.2,22.642,1.0,0.4611,2.157,GUF
ABAB,ABB-035,1374.4956,,-23.129,22.642,0.977,0.4611,2.157,GUF
ABAB,ABB-035,1374.648,,-23.184,22.642,0.953,0.4611,2.157,GUF
ABAB,ABB-035,1374.8004,,-23.239,22.642,0.93,0.4611,2.157,GUF
ABAB,ABB-035,1374.9528,,-25.186,22.642,0.907,0.4611,2.157,GUF
ABAB,ABB-035,1375.1052,,-27.133,22.642,0.893,0.4611,2.157,GUF
ABAB,ABB-035,1375.2576,,-27.598,22.642,0.879,0.4611,2.157,GUF
ABAB,ABB-035,1375.41,,-28.064,22.642,0.865,0.4611,2.157,GUF
ABAB,ABB-035,1375.5624,,-28.529,22.642,0.851,0.4611,2.157,GUF
ABAB,ABB-035,1375.7148,,-28.995,22.642,0.837,0.4611,2.157,GUF
ABAB,ABB-035,1375.8672,,-27.995,22.642,0.817,0.4611,2.157,GUF
ABAB,ABB-035,1376.0196,,-26.994,22.642,0.796,0.4611,2.157,GUF
ABAB,ABB-035,1376.172,,-25.994,22.642,0.776,0.4611,2.157,GUF
ABAB,ABB-035,1376.3244,,-24.994,22.642,0.756,0.4611,2.157,GUF
ABAB,ABB-035,1376.4768,,-23.994,22.642,0.758,0.4611,2.157,GUF
ABAB,ABB-035,1376.6292,,-22.994,22.642,0.76,0.4611,2.157,GUF
ABAB,ABB-035,1376.7816,,-23.184,22.642,0.763,0.4611,2.157,GUF
ABAB,ABB-035,1376.934,,-23.375,22.642,0.765,0.4611,2.157,GUF
ABAB,ABB-035,1377.0864,,-23.566,22.642,0.767,0.4611,2.157,GUF
ABAB,ABB-035,1377.2388,,-23.757,22.642,0.774,0.4611,2.157,GUF
ABAB,ABB-035,1377.3912,,-23.779,22.642,0.781,0.4611,2.157,GUF
ABAB,ABB-035,1377.5436,,-23.8,22.642,0.788,0.4611,2.157,GUF
ABAB,ABB-035,1377.696,,-23.822,22.642,0.814,0.4611,2.157,GUF
ABAB,ABB-035,1377.8484,,-23.584,22.642,0.84,0.4611,2.157,GUF
ABAB,ABB-035,1378.0008,,-23.345,22.642,0.866,0.4611,2.157,GUF
ABAB,ABB-035,1378.1532,,-23.107,22.642,0.891,0.4611,2.157,GUF
ABAB,ABB-035,1378.3056,,-22.868,22.642,0.916,0.4611,2.157,GUF
ABAB,ABB-035,1378.458,,-22.879,22.642,0.94,0.4611,2.157,GUF
ABAB,ABB-035,1378.6104,,-22.89,22.642,0.965,0.4611,2.157,GUF
ABAB,ABB-035,1378.7628,,-22.901,22.642,1.012,0.4611,2.157,GUF
ABAB,ABB-035,1378.9152,,-23.509,22.642,1.058,0.4611,2.157,GUF
ABAB,ABB-035,1379.0676,,-24.118,22.642,1.105,0.4611,2.157,GUF
ABAB,ABB-035,1379.22,,-24.726,22.642,1.135,0.4611,2.157,GUF
ABAB,ABB-035,1379.3724,,-25.36,22.642,1.164,0.4611,2.157,GUF
ABAB,ABB-035,1379.5248,,-25.994,22.642,1.194,0.4611,2.157,GUF
ABAB,ABB-035,1379.6772,,-26.628,22.642,1.223,0.4611,2.157,GUF
ABAB,ABB-035,1379.8296,,-26.322,22.642,1.211,0.4611,2.157,GUF
ABAB,ABB-035,1379.982,,-26.017,22.642,1.198,0.4611,2.157,GUF
ABAB,ABB-035,1380.1344,,-25.711,22.642,1.172,0.4611,2.157,GUF
ABAB,ABB-035,1380.2868,,-25.299,22.642,1.145,0.4611,2.157,GUF
ABAB,ABB-035,1380.4392,,-24.886,22.642,1.119,0.4611,2.157,GUF
ABAB,ABB-035,1380.5916,,-24.473,22.642,1.095,0.4611,2.157,GUF
ABAB,ABB-035,1380.744,,-24.06,22.642,1.071,0.4611,2.157,GUF
ABAB,ABB-035,1380.8964,,-24.258,22.642,1.06,0.4611,2.157,GUF
ABAB,ABB-035,1381.0488,,-24.455,22.642,1.05,0.4611,2.157,GUF
ABAB,ABB-035,1381.2012,,-24.653,22.642,1.039,0.4611,2.157,GUF
ABAB,ABB-035,1381.3536,,-24.85,22.642,1.039,0.4611,2.157,GUF
ABAB,ABB-035,1381.506,,-24.612,22.642,1.039,0.4611,2.157,GUF
ABAB,ABB-035,1381.6584,,-24.374,22.642,1.039,0.4611,2.157,GUF
ABAB,ABB-035,1381.8108,,-24.136,22.642,1.072,0.4611,2.157,GUF
ABAB,ABB-035,1381.9632,,-24.154,22.642,1.098,0.4611,2.157,GUF
ABAB,ABB-035,1382.1156,,-24.171,22.642,1.124,0.4611,2.157,GUF
ABAB,ABB-035,1382.268,,-24.189,22.642,1.15,0.4611,2.157,GUF
ABAB,ABB-035,1382.4204,,-24.605,22.642,1.18,0.4611,2.157,GUF
ABAB,ABB-035,1382.5728,,-25.021,22.642,1.21,0.4611,2.157,GUF
ABAB,ABB-035,1382.7252,,-25.438,22.642,1.24,0.4611,2.157,GUF
ABAB,ABB-035,1382.8776,,-25.854,22.642,1.277,0.4611,2.157,GUF
ABAB,ABB-035,1383.03,,-25.385,22.642,1.286,0.4611,2.157,GUF
ABAB,ABB-035,1383.1824,,-24.916,22.642,1.296,0.4611,2.157,GUF
ABAB,ABB-035,1383.3348,,-24.448,22.642,1.306,0.4611,2.157,GUF
ABAB,ABB-035,1383.4872,,-24.921,22.642,1.315,0.4611,2.157,GUF
ABAB,ABB-035,1383.6396,,-25.393,22.642,1.312,0.4611,2.157,GUF
ABAB,ABB-035,1383.792,,-25.709,22.642,1.309,0.4611,2.157,GUF
ABAB,ABB-035,1383.9444,,-26.025,22.642,1.305,0.4611,2.157,GUF
ABAB,ABB-035,1384.0968,,-26.341,22.642,1.302,0.4611,2.157,GUF
ABAB,ABB-035,1384.2492,,-26.216,22.642,1.299,0.4611,2.157,GUF
ABAB,ABB-035,1384.4016,,-26.09,22.642,1.296,0.4611,2.157,GUF
ABAB,ABB-035,1384.554,,-25.965,22.642,1.293,0.4611,2.157,GUF
ABAB,ABB-035,1384.7064,,-25.839,22.642,1.303,0.4611,2.157,GUF
ABAB,ABB-035,1384.8588,,-25.286,22.642,1.312,0.4611,2.157,GUF
ABAB,ABB-035,1385.0112,,-24.732,22.642,1.321,0.4611,2.157,GUF
ABAB,ABB-035,1385.1636,,-23.567,22.642,1.325,0.4611,2.157,GUF
ABAB,ABB-035,1385.316,,-22.401,22.642,1.329,0.4611,2.157,GUF
ABAB,ABB-035,1385.4684,,-21.236,22.642,1.36,0.4611,2.157,GUF
ABAB,ABB-035,1385.6208,,-20.07,22.642,1.391,0.4611,2.157,GUF
ABAB,ABB-035,1385.7732,,-20.025,22.642,1.422,0.4611,2.157,GUF
ABAB,ABB-035,1385.9256,,-19.98,22.642,1.463,0.4611,2.157,GUF
ABAB,ABB-035,1386.078,,-20.854,22.642,1.504,0.4611,2.157,GUF
ABAB,ABB-035,1386.2304,,-21.729,22.642,1.546,0.4611,2.157,GUF
ABAB,ABB-035,1386.3828,,-22.604,22.642,1.587,0.4611,2.157,GUF
ABAB,ABB-035,1386.5352,,-22.364,22.642,1.608,0.4611,2.157,GUF
ABAB,ABB-035,1386.6876,,-22.124,22.642,1.629,0.4611,2.157,GUF
ABAB,ABB-035,1386.84,,-21.883,22.642,1.65,0.4611,2.157,GUF
ABAB,ABB-035,1386.9924,,-21.818,22.642,1.671,0.4611,2.157,GUF
ABAB,ABB-035,1387.1448,,-21.752,22.642,1.692,0.4611,2.157,GUF
ABAB,ABB-035,1387.2972,,-21.686,22.642,1.696,0.4611,2.157,GUF
ABAB,ABB-035,1387.4496,,-21.62,22.642,1.7,0.4611,2.157,GUF
ABAB,ABB-035,1387.602,,-21.734,22.642,1.703,0.4611,2.157,GUF
ABAB,ABB-035,1387.7544,,-21.848,22.642,1.707,0.4611,2.157,GUF
ABAB,ABB-035,1387.9068,,-21.961,22.642,1.71,0.4611,2.157,GUF
ABAB,ABB-035,1388.0592,,-22.075,22.642,1.712,0.4611,2.157,GUF
ABAB,ABB-035,1388.2116,,-21.528,22.642,1.713,0.4611,2.157,GUF
ABAB,ABB-035,1388.364,,-20.981,22.642,1.714,0.4611,2.157,GUF
ABAB,ABB-035,1388.5164,,-20.434,22.642,1.716,0.4611,2.157,GUF
ABAB,ABB-035,1388.6688,,-19.887,22.642,1.704,0.4611,2.157,GUF
ABAB,ABB-035,1388.8212,,-20.242,22.642,1.693,0.4611,2.157,GUF
ABAB,ABB-035,1388.9736,,-20.597,22.642,1.681,0.4611,2.157,GUF
ABAB,ABB-035,1389.126,,-20.951,22.642,1.67,0.4611,2.157,GUF
ABAB,ABB-035,1389.2784,,-22.343,22.642,1.658,0.4611,2.157,GUF
ABAB,ABB-035,1389.4308,,-23.733,22.642,1.647,0.4611,2.157,GUF
ABAB,ABB-035,1389.5832,,-24.029,22.642,1.635,0.4611,2.157,GUF
ABAB,ABB-035,1389.7356,,-24.324,22.642,1.624,0.4611,2.157,GUF
ABAB,ABB-035,1389.888,,-24.62,22.642,1.629,0.4611,2.157,GUF
ABAB,ABB-035,1390.0404,,-24.915,22.642,1.634,0.4611,2.157,GUF
ABAB,ABB-035,1390.1928,,-24.629,22.642,1.64,0.4611,2.157,GUF
ABAB,ABB-035,1390.3452,,-24.343,22.642,1.645,0.4611,2.157,GUF
ABAB,ABB-035,1390.4976,,-24.056,22.642,1.645,0.4611,2.157,GUF
ABAB,ABB-035,1390.65,,-24.128,22.642,1.645,0.4611,2.157,GUF
ABAB,ABB-035,1390.8024,,-24.199,22.642,1.645,0.4611,2.157,GUF
ABAB,ABB-035,1390.9548,,-23.375,22.642,1.645,0.4611,2.157,GUF
ABAB,ABB-035,1391.1072,,-22.55,22.642,1.645,0.4611,2.157,GUF
ABAB,ABB-035,1391.2596,,-21.725,22.642,1.644,0.4611,2.157,GUF
ABAB,ABB-035,1391.412,,-22.086,22.642,1.644,0.4611,2.157,GUF
ABAB,ABB-035,1391.5644,,-22.447,22.642,1.63,0.4611,2.157,GUF
ABAB,ABB-035,1391.7168,,-23.204,22.642,1.616,0.4611,2.157,GUF
ABAB,ABB-035,1391.8692,,-23.962,22.642,1.603,0.4611,2.157,GUF
ABAB,ABB-035,1392.0216,,-23.677,22.642,1.584,0.4611,2.157,GUF
ABAB,ABB-035,1392.174,,-23.392,22.642,1.564,0.4611,2.157,GUF
ABAB,ABB-035,1392.3264,,-23.776,22.642,1.545,0.4611,2.157,GUF
ABAB,ABB-035,1392.4788,,-24.159,22.642,1.526,0.4611,2.157,GUF
ABAB,ABB-035,1392.6312,,-23.538,22.642,1.516,0.4611,2.157,GUF
ABAB,ABB-035,1392.7836,,-22.916,22.642,1.506,0.4611,2.157,GUF
ABAB,ABB-035,1392.936,,-22.295,22.642,1.496,0.4611,2.157,GUF
ABAB,ABB-035,1393.0884,,-21.673,22.642,1.486,0.4611,2.157,GUF
ABAB,ABB-035,1393.2408,,-20.973,22.642,1.484,0.4611,2.157,GUF
ABAB,ABB-035,1393.3932,,-20.273,22.642,1.482,0.4611,2.157,GUF
ABAB,ABB-035,1393.5456,,-19.573,22.642,1.48,0.4611,2.157,GUF
ABAB,ABB-035,1393.698,,-20.954,22.642,1.478,0.4611,2.157,GUF
ABAB,ABB-035,1393.8504,,-22.335,22.642,1.476,0.4611,2.157,GUF
ABAB,ABB-035,1394.0028,,-23.031,22.642,1.488,0.4611,2.157,GUF
ABAB,ABB-035,1394.1552,,-23.726,22.642,1.499,0.4611,2.157,GUF
ABAB,ABB-035,1394.3076,,-24.422,22.642,1.511,0.4611,2.157,GUF
ABAB,ABB-035,1394.46,,-23.848,22.642,1.504,0.4611,2.157,GUF
ABAB,ABB-035,1394.6124,,-23.274,22.642,1.497,0.4611,2.157,GUF
ABAB,ABB-035,1394.7648,,-22.701,22.642,1.49,0.4611,2.157,GUF
ABAB,ABB-035,1394.9172,,-22.127,22.642,1.483,0.4611,2.157,GUF
ABAB,ABB-035,1395.0696,,-23.067,22.642,1.46,0.4611,2.157,GUF
ABAB,ABB-035,1395.222,,-24.007,22.642,1.436,0.4611,2.157,GUF
ABAB,ABB-035,1395.3744,,-23.819,22.642,1.413,0.4611,2.157,GUF
ABAB,ABB-035,1395.5268,,-23.631,22.642,1.373,0.4611,2.157,GUF
ABAB,ABB-035,1395.6792,,-23.444,22.642,1.334,0.4611,2.157,GUF
ABAB,ABB-035,1395.8316,,-23.256,22.642,1.294,0.4611,2.157,GUF
ABAB,ABB-035,1395.984,,-23.068,22.642,1.27,0.4611,2.157,GUF
ABAB,ABB-035,1396.1364,,-22.782,22.642,1.247,0.4611,2.157,GUF
ABAB,ABB-035,1396.2888,,-22.497,22.642,1.229,0.4611,2.157,GUF
ABAB,ABB-035,1396.4412,,-23.042,22.642,1.21,0.4611,2.157,GUF
ABAB,ABB-035,1396.5936,,-23.587,22.642,1.196,0.4611,2.157,GUF
ABAB,ABB-035,1396.746,,-24.133,22.642,1.181,0.4611,2.157,GUF
ABAB,ABB-035,1396.8984,,-23.91,22.642,1.219,0.4611,2.157,GUF
ABAB,ABB-035,1397.0508,,-23.688,22.642,1.257,0.4611,2.157,GUF
ABAB,ABB-035,1397.2032,,-24.068,22.642,1.295,0.4611,2.157,GUF
ABAB,ABB-035,1397.3556,,-24.448,22.642,1.324,0.4611,2.157,GUF
ABAB,ABB-035,1397.508,,-24.829,22.642,1.353,0.4611,2.157,GUF
ABAB,ABB-035,1397.6604,,-24.163,22.642,1.382,0.4611,2.157,GUF
ABAB,ABB-035,1397.8128,,-23.498,22.642,1.357,0.4611,2.157,GUF
ABAB,ABB-035,1397.9652,,-22.833,22.642,1.333,0.4611,2.157,GUF
ABAB,ABB-035,1398.1176,,-23.655,22.642,1.255,0.4611,2.157,GUF
ABAB,ABB-035,1398.27,,-25.172,22.642,1.178,0.4611,2.157,GUF
ABAB,ABB-035,1398.4224,,-26.689,22.642,1.101,0.4611,2.157,GUF
ABAB,ABB-035,1398.5748,,-28.205,22.642,1.033,0.4611,2.157,GUF
ABAB,ABB-035,1398.7272,,-29.039,22.642,0.965,0.4611,2.157,GUF
ABAB,ABB-035,1398.8796,,-29.874,22.642,0.897,0.4611,2.157,GUF
ABAB,ABB-035,1399.032,,-28.69,22.642,0.851,0.4611,2.157,GUF
ABAB,ABB-035,1399.1844,,-27.507,22.642,0.805,0.4611,2.157,GUF
ABAB,ABB-035,1399.3368,,-26.324,22.642,0.76,0.4611,2.157,GUF
ABAB,ABB-035,1399.4892,,-25.14,22.642,0.708,0.4611,2.157,GUF
ABAB,ABB-035,1399.6416,,-25.783,22.642,0.657,0.4611,2.157,GUF
ABAB,ABB-035,1399.794,,-26.089,22.642,0.623,0.4611,2.157,GUF
ABAB,ABB-035,1399.9464,,-26.395,22.642,0.589,0.4611,2.157,GUF
ABAB,ABB-035,1400.0988,,-26.701,22.642,0.563,0.4611,2.157,GUF
ABAB,ABB-035,1400.2512,,-25.434,22.642,0.538,0.4611,2.157,GUF
ABAB,ABB-035,1400.4036,,-24.167,22.642,0.512,0.4611,2.157,GUF
ABAB,ABB-035,1400.556,,-22.9,22.642,0.507,0.4611,2.157,GUF
ABAB,ABB-035,1400.7084,,-21.633,22.642,0.502,0.4611,2.157,GUF
ABAB,ABB-035,1400.8608,,-20.367,22.642,0.496,0.4611,2.157,GUF
ABAB,ABB-035,1401.0132,,-20.571,22.642,0.53,0.4611,2.157,GUF
ABAB,ABB-035,1401.1656,,-20.776,22.642,0.565,0.4611,2.157,GUF
ABAB,ABB-035,1401.318,,-21.235,22.642,0.599,0.4611,2.157,GUF
ABAB,ABB-035,1401.4704,,-21.694,22.642,0.655,0.4611,2.157,GUF
ABAB,ABB-035,1401.6228,,-22.154,22.642,0.712,0.4611,2.157,GUF
ABAB,ABB-035,1401.7752,,-21.65,22.642,0.768,0.4611,2.157,GUF
ABAB,ABB-035,1401.9276,,-21.147,22.642,0.841,0.4611,2.157,GUF
ABAB,ABB-035,1402.08,,-20.643,22.642,0.915,0.4611,2.157,GUF
ABAB,ABB-035,1402.2324,,-21.978,22.642,0.963,0.4611,2.157,GUF
ABAB,ABB-035,1402.3848,,-21.204,22.642,1.011,0.4611,2.157,GUF
ABAB,ABB-035,1402.5372,,-20.43,22.642,1.059,0.4611,2.157,GUF
ABAB,ABB-035,1402.6896,,-19.656,22.642,1.04,0.4611,2.157,GUF
ABAB,ABB-035,1402.842,,-18.882,22.642,1.021,0.4611,2.157,GUF
ABAB,ABB-035,1402.9944,,-20.364,22.642,1.002,0.4611,2.157,GUF
ABAB,ABB-035,1403.1468,,-21.86,22.642,0.915,0.4611,2.157,GUF
ABAB,ABB-035,1403.2992,,-23.357,22.642,0.829,0.4611,2.157,GUF
ABAB,ABB-035,1403.4516,,-23.201,22.642,0.754,0.4611,2.157,GUF
ABAB,ABB-035,1403.604,,-23.045,22.642,0.678,0.4611,2.157,GUF
ABAB,ABB-035,1403.7564,,-22.889,22.642,0.653,0.4611,2.157,GUF
ABAB,ABB-035,1403.9088,,-22.733,22.642,0.628,0.4611,2.157,GUF
ABAB,ABB-035,1404.0612,,-22.577,22.642,0.603,0.4611,2.157,GUF
ABAB,ABB-035,1404.2136,,-21.56,22.642,0.628,0.4611,2.157,GUF
ABAB,ABB-035,1404.366,,-20.543,22.642,0.653,0.4611,2.157,GUF
ABAB,ABB-035,1404.5184,,-19.526,22.642,0.678,0.4611,2.157,GUF
ABAB,ABB-035,1404.6708,,-19.716,22.642,0.703,0.4611,2.157,GUF
ABAB,ABB-035,1404.8232,,-19.906,22.642,0.753,0.4611,2.157,GUF
ABAB,ABB-035,1404.9756,,-20.097,22.642,0.803,0.4611,2.157,GUF
ABAB,ABB-035,1405.128,,-23.797,22.642,0.853,0.4611,2.157,GUF
ABAB,ABB-035,1405.2804,,-27.708,22.642,0.905,0.4611,2.157,GUF
ABAB,ABB-035,1405.4328,,-31.618,22.642,0.956,0.4611,2.157,GUF
ABAB,ABB-035,1405.5852,,-36.506,22.642,1.008,0.4611,2.157,GUF
ABAB,ABB-035,1405.7376,,-39.463,22.642,1.06,0.4611,2.157,GUF
ABAB,ABB-035,1405.89,,-39.675,22.642,1.091,0.4611,2.157,GUF
ABAB,ABB-035,1406.0424,,-39.887,22.642,1.121,0.4611,2.157,GUF
ABAB,ABB-035,1406.1948,,-40.098,22.642,1.152,0.4611,2.157,GUF
ABAB,ABB-035,1406.3472,,-40.31,22.642,1.183,0.4611,2.157,GUF
ABAB,ABB-035,1406.4996,,-41.961,22.642,1.181,0.4611,2.157,GUF
ABAB,ABB-035,1406.652,,-43.613,22.642,1.179,0.4611,2.157,GUF
ABAB,ABB-035,1406.8044,,-43.331,22.642,1.182,0.4611,2.157,GUF
ABAB,ABB-035,1406.9568,,-43.05,22.642,1.185,0.4611,2.157,GUF
ABAB,ABB-035,1407.1092,,-40.773,22.642,1.189,0.4611,2.157,GUF
ABAB,ABB-035,1407.2616,,-38.496,22.642,1.221,0.4611,2.157,GUF
ABAB,ABB-035,1407.414,,-36.218,22.642,1.253,0.4611,2.157,GUF
ABAB,ABB-035,1407.5664,,-33.941,22.642,1.286,0.4611,2.157,GUF
ABAB,ABB-035,1407.7188,,-31.6,22.642,1.289,0.4611,2.157,GUF
ABAB,ABB-035,1407.8712,,-29.259,22.642,1.293,0.4611,2.157,GUF
ABAB,ABB-035,1408.0236,,-26.919,22.642,1.296,0.4611,2.157,GUF
ABAB,ABB-035,1408.176,,-25.541,22.642,1.271,0.4611,2.157,GUF
ABAB,ABB-035,1408.3284,,-24.163,22.642,1.245,0.4611,2.157,GUF
ABAB,ABB-035,1408.4808,,-22.785,22.642,1.219,0.4611,2.157,GUF
ABAB,ABB-035,1408.6332,,-21.407,22.642,1.15,0.4611,2.157,GUF
ABAB,ABB-035,1408.7856,,-20.029,22.642,1.081,0.4611,2.157,GUF
ABAB,ABB-035,1408.938,,-18.651,22.642,1.011,0.4611,2.157,GUF
ABAB,ABB-035,1409.0904,,-19.34,22.642,0.955,0.4611,2.157,GUF
ABAB,ABB-035,1409.2428,,-20.03,22.642,0.898,0.4611,2.157,GUF
ABAB,ABB-035,1409.3952,,-20.429,22.642,0.841,0.4611,2.157,GUF
ABAB,ABB-035,1409.5476,,-20.827,22.642,0.762,0.4611,2.157,GUF
ABAB,ABB-035,1409.7,,-21.226,22.642,0.682,0.4611,2.157,GUF
ABAB,ABB-035,1409.8524,,-21.625,22.642,0.643,0.4611,2.157,GUF
ABAB,ABB-035,1410.0048,,-20.792,22.642,0.605,0.4611,2.157,GUF
ABAB,ABB-035,1410.1572,,-19.958,22.642,0.566,0.4611,2.157,GUF
ABAB,ABB-035,1410.3096,,-19.125,22.642,0.566,0.4611,2.157,GUF
ABAB,ABB-035,1410.462,,-18.292,22.642,0.566,0.4611,2.157,GUF
ABAB,ABB-035,1410.6144,,-17.458,22.642,0.565,0.4611,2.157,GUF
ABAB,ABB-035,1410.7668,,-16.625,22.642,0.591,0.4611,2.157,GUF
ABAB,ABB-035,1410.9192,,-15.791,22.642,0.616,0.4611,2.157,GUF
ABAB,ABB-035,1411.0716,,-16.309,22.642,0.65,0.4611,2.157,GUF
ABAB,ABB-035,1411.224,,-16.826,22.642,0.684,0.4611,2.157,GUF
ABAB,ABB-035,1411.3764,,-17.344,22.642,0.718,0.4611,2.157,GUF
ABAB,ABB-035,1411.5288,,-17.822,22.642,0.736,0.4611,2.157,GUF
ABAB,ABB-035,1411.6812,,-18.299,22.642,0.754,0.4611,2.157,GUF
ABAB,ABB-035,1411.8336,,-18.777,22.642,0.773,0.4611,2.157,GUF
ABAB,ABB-035,1411.986,,-19.255,22.642,0.788,0.4611,2.157,GUF
ABAB,ABB-035,1412.1384,,-19.133,22.642,0.803,0.4611,2.157,GUF
ABAB,ABB-035,1412.2908,,-19.011,22.642,0.819,0.4611,2.157,GUF
ABAB,ABB-035,1412.4432,,-18.889,22.642,0.836,0.4611,2.157,GUF
ABAB,ABB-035,1412.5956,,-18.768,22.642,0.853,0.4611,2.157,GUF
ABAB,ABB-035,1412.748,,-18.646,22.642,0.87,0.4611,2.157,GUF
ABAB,ABB-035,1412.9004,,-19.373,22.642,0.887,0.4611,2.157,GUF
ABAB,ABB-035,1413.0528,,-20.101,22.642,0.884,0.4611,2.157,GUF
ABAB,ABB-035,1413.2052,,-20.829,22.642,0.881,0.4611,2.157,GUF
ABAB,ABB-035,1413.3576,,-21.556,22.642,0.877,0.4611,2.157,GUF
ABAB,ABB-035,1413.51,,-21.111,22.642,0.875,0.4611,2.157,GUF
ABAB,ABB-035,1413.6624,,-20.666,22.642,0.873,0.4611,2.157,GUF
ABAB,ABB-035,1413.8148,,-20.221,22.642,0.87,0.4611,2.157,GUF
ABAB,ABB-035,1413.9672,,-19.776,22.642,0.868,0.4611,2.157,GUF
ABAB,ABB-035,1414.1196,,-19.331,22.642,0.865,0.4611,2.157,GUF
ABAB,ABB-035,1414.272,,-18.886,22.642,0.861,0.4611,2.157,GUF
ABAB,ABB-035,1414.4244,,-18.441,22.642,0.857,0.4611,2.157,GUF
ABAB,ABB-035,1414.5768,,-18.746,22.642,0.853,0.4611,2.157,GUF
ABAB,ABB-035,1414.7292,,-19.05,22.642,0.848,0.4611,2.157,GUF
ABAB,ABB-035,1414.8816,,-19.354,22.642,0.847,0.4611,2.157,GUF
ABAB,ABB-035,1415.034,,-19.504,22.642,0.846,0.4611,2.157,GUF
ABAB,ABB-035,1415.1864,,-19.654,22.642,0.846,0.4611,2.157,GUF
ABAB,ABB-035,1415.3388,,-19.804,22.642,0.845,0.4611,2.157,GUF
ABAB,ABB-035,1415.4912,,-19.954,22.642,0.844,0.4611,2.157,GUF
ABAB,ABB-035,1415.6436,,-20.103,22.642,0.833,0.4611,2.157,GUF
ABAB,ABB-035,1415.796,,-20.253,22.642,0.823,0.4611,2.157,GUF
ABAB,ABB-035,1415.9484,,-20.58,22.642,0.812,0.4611,2.157,GUF
ABAB,ABB-035,1416.1008,,-20.906,22.642,0.795,0.4611,2.157,GUF
ABAB,ABB-035,1416.2532,,-21.233,22.642,0.779,0.4611,2.157,GUF
ABAB,ABB-035,1416.4056,,-21.559,22.642,0.762,0.4611,2.157,GUF
ABAB,ABB-035,1416.558,,-21.743,22.642,0.772,0.4611,2.157,GUF
ABAB,ABB-035,1416.7104,,-21.927,22.642,0.782,0.4611,2.157,GUF
ABAB,ABB-035,1416.8628,,-22.111,22.642,0.793,0.4611,2.157,GUF
ABAB,ABB-035,1417.0152,,-22.295,22.642,0.803,0.4611,2.157,GUF
ABAB,ABB-035,1417.1676,,-22.122,22.642,0.835,0.4611,2.157,GUF
ABAB,ABB-035,1417.32,,-21.948,22.642,0.867,0.4611,2.157,GUF
ABAB,ABB-035,1417.4724,,-21.775,22.642,0.899,0.4611,2.157,GUF
ABAB,ABB-035,1417.6248,,-21.601,22.642,0.912,0.4611,2.157,GUF
ABAB,ABB-035,1417.7772,,-21.428,22.642,0.926,0.4611,2.157,GUF
ABAB,ABB-035,1417.9296,,-21.254,22.642,0.946,0.4611,2.157,GUF
ABAB,ABB-035,1418.082,,-21.311,22.642,0.965,0.4611,2.157,GUF
ABAB,ABB-035,1418.2344,,-21.367,22.642,0.985,0.4611,2.157,GUF
ABAB,ABB-035,1418.3868,,-21.423,22.642,1.01,0.4611,2.157,GUF
ABAB,ABB-035,1418.5392,,-21.48,22.642,1.036,0.4611,2.157,GUF
ABAB,ABB-035,1418.6916,,-21.47,22.642,1.061,0.4611,2.157,GUF
ABAB,ABB-035,1418.844,,-21.46,22.642,1.055,0.4611,2.157,GUF
ABAB,ABB-035,1418.9964,,-21.45,22.642,1.048,0.4611,2.157,GUF
ABAB,ABB-035,1419.1488,,-21.44,22.642,1.042,0.4611,2.157,GUF
ABAB,ABB-035,1419.3012,,-21.073,22.642,1.018,0.4611,2.157,GUF
ABAB,ABB-035,1419.4536,,-20.707,22.642,0.995,0.4611,2.157,GUF
ABAB,ABB-035,1419.606,,-20.34,22.642,1.002,0.4611,2.157,GUF
ABAB,ABB-035,1419.7584,,-19.974,22.642,1.01,0.4611,2.157,GUF
ABAB,ABB-035,1419.9108,,-19.607,22.642,1.017,0.4611,2.157,GUF
