DEPTH,CALI,DT,GR_CAL,HDRA,PEFZ,RHOZ,RLA3,RLA5,RXOZ,SP,TENS,TNPH,CALI_TR,DT_TR,GR_CAL_TR,HDRA_TR,PEFZ_TR,RHOZ_TR,RLA3_TR,RLA5_TR,RXOZ_TR,SP_TR,TENS_TR,TNPH_TR,CALI_TR_TR,DT_TR_TR,GR_CAL_TR_TR,HDRA_TR_TR,PEFZ_TR_TR,RHOZ_TR_TR,RLA3_TR_TR,RLA5_TR_TR,RXOZ_TR_TR,SP_TR_TR,TENS_TR_TR,TNPH_TR_TR,GR_CAL_TR_SM,GR,NPHI,RHOB,RT,MISSING_FLAG
549.8592,328.8192,,,,,,,,,,857.0627,,328.8192,,,,,,,,,,857.0627,,328.8192,,,,,,,,,,857.0627,,,,,,,1.0
550.0116,327.1411,,,,,,,,,,857.2896,,327.1411,,,,,,,,,,857.2896,,327.1411,,,,,,,,,,857.2896,,,,,,,1.0
550.164,325.4634,,,,,,,,,,850.9393,,325.4634,,,,,,,,,,850.9393,,325.4634,,,,,,,,,,850.9393,,,,,,,1.0
550.3164,324.9038,,,,,,,,,,839.8264,,324.9038,,,,,,,,,,839.8264,,324.9038,,,,,,,,,,839.8264,,,,,,,1.0
550.4688,332.1754,,,,,,,,,,841.1871,,332.1754,,,,,,,,,,841.1871,,332.1754,,,,,,,,,,841.1871,,,,,,,1.0
550.6212,335.8109,,,,,,,,,,855.4752,,335.8109,,,,,,,,,,855.4752,,335.8109,,,,,,,,,,855.4752,,,,,,,1.0
550.7736,333.294,,,,,,,,,,852.5269,,333.294,,,,,,,,,,852.5269,,333.294,,,,,,,,,,852.5269,,,,,,,1.0
550.926,333.294,,,,,,,,,,836.4244,,333.294,,,,,,,,,,836.4244,,333.294,,,,,,,,,,836.4244,,,,,,,1.0
551.0784,333.8533,367.1721,77.2581,138.38,6.3058,2.0108699999999997,1.6445,1.1088,1.8896,-479.275,850.9393,0.52509,333.8533,367.1721,77.2581,138.38,6.3058,2010.87,1.6445,1.1088,1.8896,-479.275,850.9393,0.52509,333.8533,367.1721,77.2581,138.38,6.3058,2010.87,1.6445,1.1088,1.8896,-479.275,850.9393,0.52509,,77.2581,0.52509,2.0108699999999997,1.1088,0.0
551.2308,336.0905,370.312,75.291,133.87,6.5685,2.02601,1.7621,1.2309,1.8898,-472.8921,853.2073,0.50454,336.0905,370.312,75.291,133.87,6.5685,2026.01,1.7621,1.2309,1.8898,-472.8921,853.2073,0.50454,336.0905,370.312,75.291,133.87,6.5685,2026.01,1.7621,1.2309,1.8898,-472.8921,853.2073,0.50454,,75.291,0.50454,2.02601,1.2309,0.0
551.3832,336.6498,411.2264,75.6518,124.26,7.0279,2.05126,1.5247,1.0963,0.8848,-475.9034,850.9393,0.5303,336.6498,411.2264,75.6518,124.26,7.0279,2051.26,1.5247,1.0963,0.8848,-475.9034,850.9393,0.5303,336.6498,411.2264,75.6518,124.26,7.0279,2051.26,1.5247,1.0963,0.8848,-475.9034,850.9393,0.5303,76.6908,75.6518,0.5303,2.05126,1.0963,0.0
551.5356,341.1245,451.8203,77.1266,112.51,7.4571,2.0824000999999996,1.1323,0.7951,0.3594,-478.9562,851.6198,0.6097,341.1245,451.8203,77.1266,112.51,7.4571,2082.4001,1.1323,0.7951,0.3594,-478.9562,851.6198,0.6097,341.1245,451.8203,77.1266,112.51,7.4571,2082.4001,1.1323,0.7951,0.3594,-478.9562,851.6198,0.6097,77.30372,77.1266,0.6097,2.0824000999999996,0.7951,0.0
551.688,419.9905,506.6719,78.1265,108.49,7.6672,2.1336500999999997,1.1336,0.7887,0.2806,-483.5114,842.0942,0.59857,419.9905,506.6719,78.1265,108.49,7.6672,2133.6501,1.1336,0.7887,0.2806,-483.5114,842.0942,0.59857,419.9905,506.6719,78.1265,108.49,7.6672,2133.6501,1.1336,0.7887,0.2806,-483.5114,842.0942,0.59857,79.34258,78.1265,0.59857,2.1336500999999997,0.7887,0.0
551.8404,475.3645,547.8105,80.3227,105.01,7.585,2.17103,1.1682,0.8267,0.3128,-489.6079,851.393,0.53229,475.3645,547.8105,80.3227,105.01,7.585,2171.03,1.1682,0.8267,0.3128,-489.6079,851.393,0.53229,475.3645,547.8105,80.3227,105.01,7.585,2171.03,1.1682,0.8267,0.3128,-489.6079,851.393,0.53229,80.71596,80.3227,0.53229,2.17103,0.8267,0.0
551.9928,480.9579,560.8185,85.4853,98.43,7.4639,2.1788000000000003,1.2075,0.8361,0.461,-488.9688,856.8359,0.47812,480.9579,560.8185,85.4853,98.43,7.4639,2178.8,1.2075,0.8361,0.461,-488.9688,856.8359,0.47812,480.9579,560.8185,85.4853,98.43,7.4639,2178.8,1.2075,0.8361,0.461,-488.9688,856.8359,0.47812,81.63046,85.4853,0.47812,2.1788000000000003,0.8361,0.0
552.1452,491.5853,543.9017,82.5187,91.29,7.3772,2.1565,1.2389,0.8426,0.4211,-487.4602,861.3719,0.49329,491.5853,543.9017,82.5187,91.29,7.3772,2156.5,1.2389,0.8426,0.4211,-487.4602,861.3719,0.49329,491.5853,543.9017,82.5187,91.29,7.3772,2156.5,1.2389,0.8426,0.4211,-487.4602,861.3719,0.49329,81.91232,82.5187,0.49329,2.1565,0.8426,0.0
552.2976,489.0684,487.3521,81.6991,94.59,7.2831,2.15095,1.3077,0.9178,0.3888,-485.9886,856.6093,0.49367,489.0684,487.3521,81.6991,94.59,7.2831,2150.95,1.3077,0.9178,0.3888,-485.9886,856.6093,0.49367,489.0684,487.3521,81.6991,94.59,7.2831,2150.95,1.3077,0.9178,0.3888,-485.9886,856.6093,0.49367,82.41055999999999,81.6991,0.49367,2.15095,0.9178,0.0
552.45,500.2548,468.3847,79.5358,102.41,7.1905,2.1535498,1.3432,1.0143,0.3833,-485.0625,853.6608,0.50796,500.2548,468.3847,79.5358,102.41,7.1905,2153.5498,1.3432,1.0143,0.3833,-485.0625,853.6608,0.50796,500.2548,468.3847,79.5358,102.41,7.1905,2153.5498,1.3432,1.0143,0.3833,-485.0625,853.6608,0.50796,82.53186000000001,79.5358,0.50796,2.1535498,1.0143,0.0
552.6024,487.3902,509.235,82.8139,113.88,7.1557,2.1776199000000003,1.369,1.1194,0.4081,-485.15,858.6503,0.53037,487.3902,509.235,82.8139,113.88,7.1557,2177.6199,1.369,1.1194,0.4081,-485.15,858.6503,0.53037,487.3902,509.235,82.8139,113.88,7.1557,2177.6199,1.369,1.1194,0.4081,-485.15,858.6503,0.53037,83.96754000000001,82.8139,0.53037,2.1776199000000003,1.1194,0.0
552.7548,484.5936,513.4002,86.0918,118.14,7.2352,2.19904,1.4915,1.2977,0.4663,-485.7841,852.527,0.501,484.5936,513.4002,86.0918,118.14,7.2352,2199.04,1.4915,1.2977,0.4663,-485.7841,852.527,0.501,484.5936,513.4002,86.0918,118.14,7.2352,2199.04,1.4915,1.2977,0.4663,-485.7841,852.527,0.501,85.73106,86.0918,0.501,2.19904,1.2977,0.0
552.9072,492.1446,484.9171,89.6971,116.7,7.4139,2.2213998999999998,1.6909,1.5841,0.5535,-487.0284,834.8367,0.47389,492.1446,484.9171,89.6971,116.7,7.4139,2221.3999,1.6909,1.5841,0.5535,-487.0284,834.8367,0.47389,492.1446,484.9171,89.6971,116.7,7.4139,2221.3999,1.6909,1.5841,0.5535,-487.0284,834.8367,0.47389,88.12388000000001,89.6971,0.47389,2.2213998999999998,1.5841,0.0
553.0596,358.1842,460.3428,90.5167,106.16,7.7038,2.2229699999999997,1.7892,1.7628,0.7084,-487.0057,855.9288,0.44757,358.1842,460.3428,90.5167,106.16,7.7038,2222.97,1.7892,1.7628,0.7084,-487.0057,855.9288,0.44757,358.1842,460.3428,90.5167,106.16,7.7038,2222.97,1.7892,1.7628,0.7084,-487.0057,855.9288,0.44757,89.3203,90.5167,0.44757,2.2229699999999997,1.7628,0.0
553.212,344.4807,446.2455,91.4999,94.88,8.0458,2.2108801,1.6675,1.711,0.6896,-485.3563,849.8053,0.46782,344.4807,446.2455,91.4999,94.88,8.0458,2210.8801,1.6675,1.711,0.6896,-485.3563,849.8053,0.46782,344.4807,446.2455,91.4999,94.88,8.0458,2210.8801,1.6675,1.711,0.6896,-485.3563,849.8053,0.46782,89.63166,91.4999,0.46782,2.2108801,1.711,0.0
553.3644,346.7179,444.8678,88.796,86.86,8.3514,2.1928400999999997,1.5139,1.7158,0.5512,-484.3636,859.1039,0.46406,346.7179,444.8678,88.796,86.86,8.3514,2192.8401,1.5139,1.7158,0.5512,-484.3636,859.1039,0.46406,346.7179,444.8678,88.796,86.86,8.3514,2192.8401,1.5139,1.7158,0.5512,-484.3636,859.1039,0.46406,89.02528,88.796,0.46406,2.1928400999999997,1.7158,0.0
553.5168,362.9386,449.4815,87.6486,85.87,8.5324,2.1811298999999997,1.4631,1.7674,0.4911,-481.9886,848.6714,0.50064,362.9386,449.4815,87.6486,85.87,8.5324,2181.1299,1.4631,1.7674,0.4911,-481.9886,848.6714,0.50064,362.9386,449.4815,87.6486,85.87,8.5324,2181.1299,1.4631,1.7674,0.4911,-481.9886,848.6714,0.50064,88.75988,87.6486,0.50064,2.1811298999999997,1.7674,0.0
553.6692,382.5151,445.1562,86.6652,87.5,8.6199,2.1471099,1.4894,1.8933,0.4837,-473.7375,845.4962,0.52074,382.5151,445.1562,86.6652,87.5,8.6199,2147.1099,1.4894,1.8933,0.4837,-473.7375,845.4962,0.52074,382.5151,445.1562,86.6652,87.5,8.6199,2147.1099,1.4894,1.8933,0.4837,-473.7375,845.4962,0.52074,88.36336,86.6652,0.52074,2.1471099,1.8933,0.0
553.8216,378.3203,461.7206,89.1897,79.21,8.6329,2.0638298,1.4542,1.8919,0.3075,-475.2273,839.8264,0.59521,378.3203,461.7206,89.1897,79.21,8.6329,2063.8298,1.4542,1.8919,0.3075,-475.2273,839.8264,0.59521,378.3203,461.7206,89.1897,79.21,8.6329,2063.8298,1.4542,1.8919,0.3075,-475.2273,839.8264,0.59521,87.8193,89.1897,0.59521,2.0638298,1.8919,0.0
553.974,367.4133,500.0397,89.5173,60.92,8.5518,1.9524000000000001,1.2182,1.5453,0.1681,-470.7216,845.0426,0.65155,367.4133,500.0397,89.5173,60.92,8.5518,1952.4,1.2182,1.5453,0.1681,-470.7216,845.0426,0.65155,367.4133,500.0397,89.5173,60.92,8.5518,1952.4,1.2182,1.5453,0.1681,-470.7216,845.0426,0.65155,86.89162,89.5173,0.65155,1.9524000000000001,1.5453,0.0
554.1264,436.7705,518.8469,86.0757,47.03,8.3741,1.90004,1.2103,1.5334,0.1244,-470.6818,849.3517,0.69948,436.7705,518.8469,86.0757,47.03,8.3741,1900.04,1.2103,1.5334,0.1244,-470.6818,849.3517,0.69948,436.7705,518.8469,86.0757,47.03,8.3741,1900.04,1.2103,1.5334,0.1244,-470.6818,849.3517,0.69948,85.63614,86.0757,0.69948,1.90004,1.5334,0.0
554.2788,483.1954,515.6109,83.0102,80.73,8.1859,1.94824,1.2237,1.5576,0.1247,-461.3625,842.5479,0.57927,483.1954,515.6109,83.0102,80.73,8.1859,1948.24,1.2237,1.5576,0.1247,-461.3625,842.5479,0.57927,483.1954,515.6109,83.0102,80.73,8.1859,1948.24,1.2237,1.5576,0.1247,-461.3625,842.5479,0.57927,84.17076,83.0102,0.57927,1.94824,1.5576,0.0
554.4312,479.5596,513.7526,80.3878,118.82,8.0821,2.0493400999999998,1.2838,1.5914,0.1573,-462.1079,839.5995,0.55428,479.5596,513.7526,80.3878,118.82,8.0821,2049.3401,1.2838,1.5914,0.1573,-462.1079,839.5995,0.55428,479.5596,513.7526,80.3878,118.82,8.0821,2049.3401,1.2838,1.5914,0.1573,-462.1079,839.5995,0.55428,82.27934,80.3878,0.55428,2.0493400999999998,1.5914,0.0
554.5836,472.568,515.9633,81.8628,149.27,8.1028,2.11951,1.3591,1.6366,0.1932,-465.7329,843.0014,0.49276,472.568,515.9633,81.8628,149.27,8.1028,2119.51,1.3591,1.6366,0.1932,-465.7329,843.0014,0.49276,472.568,515.9633,81.8628,149.27,8.1028,2119.51,1.3591,1.6366,0.1932,-465.7329,843.0014,0.49276,81.04344,81.8628,0.49276,2.11951,1.6366,0.0
554.736,472.568,495.4581,80.0602,143.09,8.2029,2.14574,1.3153,1.562,0.238,-470.65,835.5172,0.51711,472.568,495.4581,80.0602,143.09,8.2029,2145.74,1.3153,1.562,0.238,-470.65,835.5172,0.51711,472.568,495.4581,80.0602,143.09,8.2029,2145.74,1.3153,1.562,0.238,-470.65,835.5172,0.51711,80.02734000000001,80.0602,0.51711,2.14574,1.562,0.0
554.8884,470.8901,472.4858,79.8962,136.6,8.3244,2.13254,1.3647,1.624,0.2493,-462.8977,832.7956,0.49945,470.8901,472.4858,79.8962,136.6,8.3244,2132.54,1.3647,1.624,0.2493,-462.8977,832.7956,0.49945,470.8901,472.4858,79.8962,136.6,8.3244,2132.54,1.3647,1.624,0.2493,-462.8977,832.7956,0.49945,79.45378,79.8962,0.49945,2.13254,1.624,0.0
555.0408,487.1105,457.235,77.9297,127.23,8.3692,2.0988,1.355,1.6123,0.2142,-454.8011,841.8674,0.49534,487.1105,457.235,77.9297,127.23,8.3692,2098.8,1.355,1.6123,0.2142,-454.8011,841.8674,0.49534,487.1105,457.235,77.9297,127.23,8.3692,2098.8,1.355,1.6123,0.2142,-454.8011,841.8674,0.49534,79.37192,77.9297,0.49534,2.0988,1.6123,0.0
555.1932,492.1446,458.1321,77.52,109.28,8.3664,2.0469501,1.391,1.6291,0.1967,-454.6938,837.1047,0.45796,492.1446,458.1321,77.52,109.28,8.3664,2046.9501,1.391,1.6291,0.1967,-454.6938,837.1047,0.45796,492.1446,458.1321,77.52,109.28,8.3664,2046.9501,1.391,1.6291,0.1967,-454.6938,837.1047,0.45796,80.11925999999998,77.52,0.45796,2.0469501,1.6291,0.0
555.3456,473.9663,495.5862,81.4535,83.19,8.3314,1.9778300999999998,1.2769,1.4896,0.1586,-452.8466,844.8158,0.48771,473.9663,495.5862,81.4535,83.19,8.3314,1977.8301,1.2769,1.4896,0.1586,-452.8466,844.8158,0.48771,473.9663,495.5862,81.4535,83.19,8.3314,1977.8301,1.2769,1.4896,0.1586,-452.8466,844.8158,0.48771,81.3583,81.4535,0.48771,1.9778300999999998,1.4896,0.0
555.498,489.348,538.7434,83.7969,57.89,8.276,1.92348,1.0741,1.2114,0.1521,-453.0511,839.5995,0.47146,489.348,538.7434,83.7969,57.89,8.276,1923.48,1.0741,1.2114,0.1521,-453.0511,839.5995,0.47146,489.348,538.7434,83.7969,57.89,8.276,1923.48,1.0741,1.2114,0.1521,-453.0511,839.5995,0.47146,82.23676,83.7969,0.47146,1.92348,1.2114,0.0
555.6504,524.0266,556.4291,86.0914,58.74,8.2051,1.91449,1.2633,1.4203,0.1384,-454.7437,830.0741,0.48055,524.0266,556.4291,86.0914,58.74,8.2051,1914.49,1.2633,1.4203,0.1384,-454.7437,830.0741,0.48055,524.0266,556.4291,86.0914,58.74,8.2051,1914.49,1.2633,1.4203,0.1384,-454.7437,830.0741,0.48055,83.01687999999999,86.0914,0.48055,1.91449,1.4203,0.0
555.8028,586.1126,541.627,82.322,76.23,8.1481,1.94326,1.1992,1.3402,0.1611,-454.3239,848.6714,0.58727,586.1126,541.627,82.322,76.23,8.1481,1943.26,1.1992,1.3402,0.1611,-454.3239,848.6714,0.58727,586.1126,541.627,82.322,76.23,8.1481,1943.26,1.1992,1.3402,0.1611,-454.3239,848.6714,0.58727,82.97752,82.322,0.58727,1.94326,1.3402,0.0
555.9552,579.96,514.4254,81.4206,105.12,8.148,1.99089,1.1732,1.2667,0.1716,-452.5938,844.3622,0.70995,579.96,514.4254,81.4206,105.12,8.148,1990.89,1.1732,1.2667,0.1716,-452.5938,844.3622,0.70995,579.96,514.4254,81.4206,105.12,8.148,1990.89,1.1732,1.2667,0.1716,-452.5938,844.3622,0.70995,83.40035999999999,81.4206,0.70995,1.99089,1.2667,0.0
556.1076,548.0779,497.8611,81.2567,118.02,8.1832,2.0162799,1.1976,1.3009,0.1871,-452.6932,841.8674,0.63472,548.0779,497.8611,81.2567,118.02,8.1832,2016.2799,1.1976,1.3009,0.1871,-452.6932,841.8674,0.63472,548.0779,497.8611,81.2567,118.02,8.1832,2016.2799,1.1976,1.3009,0.1871,-452.6932,841.8674,0.63472,83.3381,81.2567,0.63472,2.0162799,1.3009,0.0
556.26,535.7726,479.3423,85.9111,129.86,8.2478,2.0531299,1.1963,1.3245,0.2071,-452.3875,838.9191,0.52284,535.7726,479.3423,85.9111,129.86,8.2478,2053.1299,1.1963,1.3245,0.2071,-452.3875,838.9191,0.52284,535.7726,479.3423,85.9111,129.86,8.2478,2053.1299,1.1963,1.3245,0.2071,-452.3875,838.9191,0.52284,83.39716,85.9111,0.52284,2.0531299,1.3245,0.0
556.4124,564.2986,463.739,85.7801,138.95,8.3716,2.0909899999999997,1.16,1.2808,0.2384,-451.4602,851.6198,0.55178,564.2986,463.739,85.7801,138.95,8.3716,2090.99,1.16,1.2808,0.2384,-451.4602,851.6198,0.55178,564.2986,463.739,85.7801,138.95,8.3716,2090.99,1.16,1.2808,0.2384,-451.4602,851.6198,0.55178,83.00056000000001,85.7801,0.55178,2.0909899999999997,1.2808,0.0
556.5648,569.053,459.7021,82.6173,143.81,8.5578,2.1083501,1.3139,1.4731,0.3126,-461.8375,858.6503,0.51362,569.053,459.7021,82.6173,143.81,8.5578,2108.3501,1.3139,1.4731,0.3126,-461.8375,858.6503,0.51362,569.053,459.7021,82.6173,143.81,8.5578,2108.3501,1.3139,1.4731,0.3126,-461.8375,858.6503,0.51362,82.6991,82.6173,0.51362,2.1083501,1.4731,0.0
556.7172,558.7053,474.7286,79.4376,142.64,8.7625,2.0862399999999997,1.1413,1.2676,0.3095,-476.9063,844.1354,0.49197,558.7053,474.7286,79.4376,142.64,8.7625,2086.24,1.1413,1.2676,0.3095,-476.9063,844.1354,0.49197,558.7053,474.7286,79.4376,142.64,8.7625,2086.24,1.1413,1.2676,0.3095,-476.9063,844.1354,0.49197,81.41102000000001,79.4376,0.49197,2.0862399999999997,1.2676,0.0
556.8696,572.1294,479.983,79.7494,142.75,8.9034,2.05798,1.2319,1.3774,0.2396,-461.5398,861.3719,0.441,572.1294,479.983,79.7494,142.75,8.9034,2057.98,1.2319,1.3774,0.2396,-461.5398,861.3719,0.441,572.1294,479.983,79.7494,142.75,8.9034,2057.98,1.2319,1.3774,0.2396,-461.5398,861.3719,0.441,80.0279,79.7494,0.441,2.05798,1.3774,0.0
557.022,580.5193,461.9448,79.4707,158.19,8.9845,2.0597600000000003,1.1994,1.3472,0.1996,-452.5909,860.4647,0.49569,580.5193,461.9448,79.4707,158.19,8.9845,2059.76,1.1994,1.3472,0.1996,-452.5909,860.4647,0.49569,580.5193,461.9448,79.4707,158.19,8.9845,2059.76,1.1994,1.3472,0.1996,-452.5909,860.4647,0.49569,78.5922,79.4707,0.49569,2.0597600000000003,1.3472,0.0
557.1744,590.3077,459.4137,78.8645,167.46,9.0692,2.0756099,1.3281,1.5023,0.2088,-454.2125,845.4962,0.45293,590.3077,459.4137,78.8645,167.46,9.0692,2075.6099,1.3281,1.5023,0.2088,-454.2125,845.4962,0.45293,590.3077,459.4137,78.8645,167.46,9.0692,2075.6099,1.3281,1.5023,0.2088,-454.2125,845.4962,0.45293,77.46462,78.8645,0.45293,2.0756099,1.5023,0.0
557.3268,563.18,469.8586,75.4388,156.61,9.1864,2.0800601000000003,1.3076,1.4665,0.2014,-455.4546,859.5577,0.47967,563.18,469.8586,75.4388,156.61,9.1864,2080.0601,1.3076,1.4665,0.2014,-455.4546,859.5577,0.47967,563.18,469.8586,75.4388,156.61,9.1864,2080.0601,1.3076,1.4665,0.2014,-455.4546,859.5577,0.47967,76.82208,75.4388,0.47967,2.0800601000000003,1.4665,0.0
557.4792,588.3499,474.6965,73.7997,139.58,9.3363,2.0986898999999997,1.2653,1.3978,0.2234,-471.4688,868.1758,0.5186,588.3499,474.6965,73.7997,139.58,9.3363,2098.6899,1.2653,1.3978,0.2234,-471.4688,868.1758,0.5186,588.3499,474.6965,73.7997,139.58,9.3363,2098.6899,1.2653,1.3978,0.2234,-471.4688,868.1758,0.5186,77.53328000000002,73.7997,0.5186,2.0986898999999997,1.3978,0.0
557.6316,543.0441,471.1401,76.5367,129.6,9.5132,2.1073599,1.3401,1.4828,0.2793,-480.5625,853.6608,0.61426,543.0441,471.1401,76.5367,129.6,9.5132,2107.3599,1.3401,1.4828,0.2793,-480.5625,853.6608,0.61426,543.0441,471.1401,76.5367,129.6,9.5132,2107.3599,1.3401,1.4828,0.2793,-480.5625,853.6608,0.61426,79.75878,76.5367,0.61426,2.1073599,1.4828,0.0
557.784,558.4256,468.4488,83.0267,142.4,9.7059,2.1168899000000003,1.2938,1.4254,0.3555,-480.325,850.0322,0.54572,558.4256,468.4488,83.0267,142.4,9.7059,2116.8899,1.2938,1.4254,0.3555,-480.325,850.0322,0.54572,558.4256,468.4488,83.0267,142.4,9.7059,2116.8899,1.2938,1.4254,0.3555,-480.325,850.0322,0.54572,82.93168,83.0267,0.54572,2.1168899000000003,1.4254,0.0
557.9364,562.0614,475.9461,89.992,147.33,9.8759,2.0863499,1.2612,1.4001,0.2987,-479.6761,857.97,0.49156,562.0614,475.9461,89.992,147.33,9.8759,2086.3499,1.2612,1.4001,0.2987,-479.6761,857.97,0.49156,562.0614,475.9461,89.992,147.33,9.8759,2086.3499,1.2612,1.4001,0.2987,-479.6761,857.97,0.49156,85.99969999999999,89.992,0.49156,2.0863499,1.4001,0.0
558.0888,530.1793,485.0132,91.3033,146.54,9.9645,2.0706100999999997,1.269,1.4226,0.2353,-469.9829,862.7327,0.53211,530.1793,485.0132,91.3033,146.54,9.9645,2070.6101,1.269,1.4226,0.2353,-469.9829,862.7327,0.53211,530.1793,485.0132,91.3033,146.54,9.9645,2070.6101,1.269,1.4226,0.2353,-469.9829,862.7327,0.53211,88.40562,91.3033,0.53211,2.0706100999999997,1.4226,0.0
558.2412,552.5526,477.2597,89.1398,143.95,9.9978,2.0706001,1.2394,1.3775,0.208,-456.7437,848.4445,0.62188,552.5526,477.2597,89.1398,143.95,9.9978,2070.6001,1.2394,1.3775,0.208,-456.7437,848.4445,0.62188,552.5526,477.2597,89.1398,143.95,9.9978,2070.6001,1.2394,1.3775,0.208,-456.7437,848.4445,0.62188,89.31682,89.1398,0.62188,2.0706001,1.3775,0.0
558.3936,532.1368,467.5838,88.5663,133.6,10.0,2.0528201,1.295,1.4341,0.2273,-476.5625,841.4138,0.59354,532.1368,467.5838,88.5663,133.6,10.0,2052.8201,1.295,1.4341,0.2273,-476.5625,841.4138,0.59354,532.1368,467.5838,88.5663,133.6,10.0,2052.8201,1.295,1.4341,0.2273,-476.5625,841.4138,0.59354,88.85466,88.5663,0.59354,2.0528201,1.4341,0.0
558.546,511.1621,474.4082,87.5827,117.43,9.9902,2.00346,1.1504,1.2909,0.189,-480.0171,836.4244,0.50502,511.1621,474.4082,87.5827,117.43,9.9902,2003.46,1.1504,1.2909,0.189,-480.0171,836.4244,0.50502,511.1621,474.4082,87.5827,117.43,9.9902,2003.46,1.1504,1.2909,0.189,-480.0171,836.4244,0.50502,88.06474,87.5827,0.50502,2.00346,1.2909,0.0
558.6984,482.3564,486.0705,87.6812,94.43,9.929,1.9541099999999998,1.1206,1.279,0.1639,-479.8693,840.9603,0.49161,482.3564,486.0705,87.6812,94.43,9.929,1954.11,1.1206,1.279,0.1639,-479.8693,840.9603,0.49161,482.3564,486.0705,87.6812,94.43,9.929,1954.11,1.1206,1.279,0.1639,-479.8693,840.9603,0.49161,87.70746,87.6812,0.49161,1.9541099999999998,1.279,0.0
558.8508,511.1621,484.2443,87.3537,100.1,9.8683,1.99428,1.2499,1.3895,0.1679,-479.85,840.053,0.48043,511.1621,484.2443,87.3537,100.1,9.8683,1994.28,1.2499,1.3895,0.1679,-479.85,840.053,0.48043,511.1621,484.2443,87.3537,100.1,9.8683,1994.28,1.2499,1.3895,0.1679,-479.85,840.053,0.48043,87.12078000000001,87.3537,0.48043,1.99428,1.3895,0.0
559.0032,508.9246,473.3188,87.3534,118.44,9.8661,2.06627,1.1953,1.3303,0.2459,-479.8977,829.6204,0.51856,508.9246,473.3188,87.3534,118.44,9.8661,2066.27,1.1953,1.3303,0.2459,-479.8977,829.6204,0.51856,508.9246,473.3188,87.3534,118.44,9.8661,2066.27,1.1953,1.3303,0.2459,-479.8977,829.6204,0.51856,86.69464,87.3534,0.51856,2.06627,1.3303,0.0
559.1556,513.1196,470.8518,85.6329,136.55,9.9273,2.1144499999999997,1.1903,1.3181,0.4057,-480.1938,833.476,0.52548,513.1196,470.8518,85.6329,136.55,9.9273,2114.45,1.1903,1.3181,0.4057,-480.1938,833.476,0.52548,513.1196,470.8518,85.6329,136.55,9.9273,2114.45,1.1903,1.3181,0.4057,-480.1938,833.476,0.52548,86.37994,85.6329,0.52548,2.1144499999999997,1.3181,0.0
559.308,456.3474,464.2196,85.452,134.69,9.988,2.10005,1.2553,1.3754,0.3404,-480.4091,841.4138,0.52697,456.3474,464.2196,85.452,134.69,9.988,2100.05,1.2553,1.3754,0.3404,-480.4091,841.4138,0.52697,456.3474,464.2196,85.452,134.69,9.988,2100.05,1.2553,1.3754,0.3404,-480.4091,841.4138,0.52697,86.50768000000001,85.452,0.52697,2.10005,1.3754,0.0
559.4604,472.8477,449.7698,86.1077,131.89,9.9906,2.08547,1.2455,1.3597,0.302,-480.7125,848.4445,0.52744,472.8477,449.7698,86.1077,131.89,9.9906,2085.47,1.2455,1.3597,0.302,-480.7125,848.4445,0.52744,472.8477,449.7698,86.1077,131.89,9.9906,2085.47,1.2455,1.3597,0.302,-480.7125,848.4445,0.52744,88.14988000000001,86.1077,0.52744,2.08547,1.3597,0.0
559.6128,502.7719,445.9251,87.9924,130.43,9.9197,2.0819699999999997,1.171,1.321,0.251,-480.9034,842.7746,0.59796,502.7719,445.9251,87.9924,130.43,9.9197,2081.97,1.171,1.321,0.251,-480.9034,842.7746,0.59796,502.7719,445.9251,87.9924,130.43,9.9197,2081.97,1.171,1.321,0.251,-480.9034,842.7746,0.59796,90.30008,87.9924,0.59796,2.0819699999999997,1.321,0.0
559.7652,512.84,458.4525,95.5644,131.24,9.7725,2.0968398,1.2485,1.4115,0.2726,-481.0625,831.4348,0.64836,512.84,458.4525,95.5644,131.24,9.7725,2096.8398,1.2485,1.4115,0.2726,-481.0625,831.4348,0.64836,512.84,458.4525,95.5644,131.24,9.7725,2096.8398,1.2485,1.4115,0.2726,-481.0625,831.4348,0.64836,91.96526,95.5644,0.64836,2.0968398,1.4115,0.0
559.9176,502.7719,500.9048,96.3839,130.14,9.5559,2.1133298,1.3468,1.5031,0.3208,-481.225,845.9498,0.69509,502.7719,500.9048,96.3839,130.14,9.5559,2113.3298,1.3468,1.5031,0.3208,-481.225,845.9498,0.69509,502.7719,500.9048,96.3839,130.14,9.5559,2113.3298,1.3468,1.5031,0.3208,-481.225,845.9498,0.69509,92.18486,96.3839,0.69509,2.1133298,1.5031,0.0
560.07,508.3652,537.3977,93.7779,126.11,9.3005,2.1127399999999996,1.3577,1.4674,0.333,-481.7784,838.6923,0.65373,508.3652,537.3977,93.7779,126.11,9.3005,2112.74,1.3577,1.4674,0.333,-481.7784,838.6923,0.65373,508.3652,537.3977,93.7779,126.11,9.3005,2112.74,1.3577,1.4674,0.333,-481.7784,838.6923,0.65373,91.8767,93.7779,0.65373,2.1127399999999996,1.4674,0.0
