DEPTH,DT,GR_CAL,TENS
1560.4236,245.8046,58.979,307.6197
1560.576,238.2276,53.1885,306.9498
1560.7284,227.7184,51.3355,309.031
1560.8808,225.258,57.9051,308.7673
1561.0332,228.3965,65.1696,308.835
1561.1856,239.6487,67.2542,308.8564
1561.338,243.1857,64.6853,308.3842
1561.4904,236.2639,63.443,311.7609
1561.6428,228.4168,59.9687,313.1081
1561.7952,225.381,58.4947,312.618
1561.9476,225.8194,57.4208,310.2285
1562.1,232.0384,61.8216,315.3033
1562.2524,236.9255,58.6842,319.2092
1562.4048,239.0274,60.1582,322.2029
1562.5572,237.3641,58.5368,321.5756
1562.7096,235.8856,60.1582,317.071
1562.862,244.444,59.3159,309.3054
1563.0144,241.9307,59.7581,305.3105
1563.1668,239.1601,62.5375,310.5207
1563.3192,251.5997,69.4651,319.4391
1563.4716,261.2385,76.4348,324.9862
1563.624,281.2267,84.4362,323.2007
1563.7764,301.9193,88.1421,316.2246
1563.9288,291.3734,83.2781,313.2845
1564.0812,275.5964,76.1189,317.4594
1564.2336,239.9674,64.5379,314.0097
1564.386,217.5504,63.6956,312.7054
1564.5384,212.9897,72.5393,313.2649
1564.6908,201.237,78.5615,318.165
1564.8432,206.8859,79.4037,321.3119
1564.9956,212.945,72.4972,317.8711
1565.148,208.4617,64.0536,311.3048
1565.3004,220.7033,61.9479,306.6201
1565.4528,233.1232,60.3266,307.5378
1565.6052,253.5292,72.3288,312.5396
1565.7576,279.1297,86.0154,318.639
1565.91,273.7761,102.9658,319.2983
1566.0624,260.6039,108.2089,316.8714
1566.2148,233.2982,103.9976,316.6967
1566.3672,206.1042,87.7421,318.3023
1566.5196,204.1022,74.0764,320.7416
1566.672,213.4515,65.317,321.5364
1566.8244,219.1656,70.181,319.6939
1566.9768,227.3559,75.7399,314.3625
1567.1292,227.6631,84.9205,312.3846
1567.2816,218.3861,84.2256,314.1273
1567.434,217.3438,78.4351,315.7345
1567.5864,215.3629,71.0654,316.572
1567.7388,220.0654,66.6646,316.6754
1567.8912,223.3825,68.3702,314.7367
1568.0436,226.1281,65.6328,312.6768
1568.196,222.6216,60.0739,313.7032
1568.3484,212.1461,51.6514,315.7345
1568.5008,215.4015,46.5557,319.0275
1568.6532,215.0369,49.8616,321.7039
1568.8056,218.7523,56.8102,320.4976
1568.958,226.2838,56.5786,315.2641
1569.1104,224.3021,57.2103,315.1465
1569.2628,219.937,52.1567,316.2442
1569.4152,218.3745,54.7046,315.895
1569.5676,220.2923,61.6532,319.89
1569.72,220.1044,80.3934,323.076
1569.8724,230.376,90.1214,322.6536
1570.0248,226.2476,86.1207,318.2827
