DEPTH,DT,GR_CAL,TENS
1690.878,286.6725,169.5462,319.9291
1691.0304,283.5846,161.3342,318.3183
1691.1828,275.6969,150.6797,319.3412
1691.3352,269.2322,121.2007,320.6348
1691.4876,252.2502,99.7442,320.4779
1691.64,251.5079,84.4573,319.8151
1691.7924,256.2984,75.5083,316.989
1691.9448,261.1654,64.959,312.0496
1692.0972,272.0474,54.9993,311.2976
1692.2496,273.7852,49.4404,310.0503
1692.402,272.571,49.0193,310.9323
1692.5544,269.2701,46.3451,308.9811
1692.7068,267.3261,49.1246,307.9334
1692.8592,271.9073,48.7035,307.0122
1693.0116,271.5671,50.8091,307.4309
1693.164,272.1046,51.1671,311.6967
1693.3164,275.0186,48.4297,313.3432
1693.4688,272.6184,49.4826,310.763
1693.6212,273.2523,48.2192,311.8143
1693.7736,273.046,54.3255,309.0168
1693.926,270.491,55.6942,304.366
1694.0784,267.6044,62.8534,303.6212
1694.2308,260.7212,66.0118,302.8693
1694.3832,249.3811,68.6439,304.17
1694.5356,237.9068,70.1178,303.4251
1694.688,224.6982,77.4876,302.3668
1694.8404,213.7211,93.1535,302.7266
1694.9928,206.2941,97.5754,302.4843
1695.1452,199.1446,89.1528,302.3703
1695.2976,187.5358,72.2235,301.3671
1695.45,181.9614,68.1807,303.1312
1695.6024,187.5948,67.9701,310.8735
1695.7548,189.673,68.1807,320.9555
1695.9072,188.0812,57.9051,326.5935
1696.0596,184.1546,54.9572,323.0065
1696.212,184.599,61.948,323.9491
1696.3644,198.2142,89.1107,322.8889
1696.5168,221.664,119.8531,323.1045
1696.6692,227.5923,135.1822,323.5392
1696.8216,224.0575,123.6222,322.2206
1696.974,200.6431,100.6707,320.2036
1697.1264,186.517,79.1932,317.3026
1697.2788,183.7415,77.6982,311.8536
1697.4312,184.5229,75.7399,318.6212
1697.5836,189.7007,74.8976,318.9099
1697.736,189.8936,73.4237,317.0531
1697.8884,189.9775,78.0561,317.1422
1698.0408,190.2061,86.8998,317.9299
1698.1932,187.0841,85.0047,319.9576
1698.3456,184.5429,84.0151,319.7082
1698.498,180.916,77.9087,321.5952
1698.6504,179.3459,73.9712,319.726
1698.8028,179.2985,66.6014,320.2428
1698.9552,178.4947,71.8655,320.0645
1699.1076,181.8984,74.645,324.2217
1699.26,181.1115,71.4865,327.798
1699.4124,183.6497,63.6956,327.2991
1699.5648,182.6374,57.4419,322.1244
1699.7172,183.1519,56.1785,319.8311
1699.8696,183.2235,51.6093,319.4766
1700.022,181.5564,49.3352,319.7723
1700.1744,180.7415,51.0197,320.2784
1700.3268,181.0787,56.5786,322.577
1700.4792,182.1257,65.0011,329.7884
1700.6316,186.2547,82.12,329.0631
1700.784,196.8385,94.6065,328.3326
1700.9364,199.8977,96.7963,328.2987
1701.0888,199.0477,89.1528,330.1501
1701.2412,192.5989,74.1186,328.2987
1701.3936,188.3883,66.2435,323.9313
1701.546,192.9556,60.9794,323.9473
1701.6984,202.5375,68.2228,327.9762
1701.8508,208.2702,82.5411,328.3184
1702.0032,208.0935,89.8898,326.4615
1702.1556,206.2851,88.2053,323.7121
1702.308,201.265,87.7842,324.5016
1702.4604,196.9712,87.3841,318.4199
1702.6128,195.7554,96.8595,304.6796
1702.7652,200.3314,85.6996,300.0538
1702.9176,198.0075,87.9526,306.5614
1703.07,200.5195,79.1089,309.1415
1703.2224,202.0275,85.2153,307.8941
1703.3748,193.4482,77.1086,308.6069
1703.5272,186.4873,76.0557,309.4231
1703.6796,189.7683,79.2142,307.6197
1703.832,198.6393,99.8284,303.3325
1703.9844,241.7727,135.4138,308.051
1704.1368,267.1893,184.3278,310.8343
1704.2892,277.9247,201.1519,309.1683
1704.4416,283.3835,182.2011,308.8207
1704.594,258.1406,141.9202,307.4826
1704.7464,246.8706,112.0201,308.8209
1704.8988,242.9574,99.1757,313.5393
1705.0512,243.6931,80.0144,316.1266
1705.2036,251.996,67.8016,318.7727
1705.356,259.6137,59.3791,315.4673
1705.5084,265.8667,65.317,310.1483
1705.6608,269.1992,83.636,312.1351
1705.8132,267.9189,101.7446,313.8333
1705.9656,259.2347,116.2314,316.3582
1706.118,260.2404,110.9252,316.2833
1706.2704,263.232,95.3434,309.7117
1706.4228,262.3493,76.1821,308.5535
1706.5752,264.9257,65.0643,311.4045
1706.7276,262.8485,61.3373,314.8329
1706.88,262.3207,58.3894,318.7816
1707.0324,263.3083,58.3894,325.731
1707.1848,262.2171,68.6439,327.2278
1707.3372,259.6444,93.701,325.6419
1707.4896,257.9877,116.8631,322.5556
1707.642,255.7406,138.13,330.7025
1707.7944,256.2099,143.1625,330.7025
1707.9468,255.1724,149.0583,323.6462
1708.0992,254.5542,155.7964,320.6704
1708.2516,256.531,158.1336,323.2185
1708.404,259.6101,164.7453,331.1016
1708.5564,263.4524,157.7967,333.8564
1708.7088,266.2427,158.2389,338.8048
1708.8612,269.2733,159.4181,338.9171
1709.0136,272.5971,167.4827,340.1287
1709.166,274.4495,179.0426,341.0197
1709.3184,274.8508,179.6743,338.632
1709.4708,272.9604,183.1487,334.2128
1709.6232,267.7291,178.5162,335.2178
1709.7756,257.0125,166.7457,333.2328
1709.928,244.3168,138.7828,334.0525
1710.0804,238.1048,113.5572,332.3365
1710.2328,239.4639,105.3242,328.0652
1710.3852,246.1578,114.589,323.6462
1710.5376,251.3817,119.2214,318.5678
1710.69,253.5875,107.6404,313.8992
1710.8424,247.9983,89.5108,312.3631
1710.9948,245.6196,78.0982,313.7744
1711.1472,243.8246,76.6243,314.7189
1711.2996,243.1577,74.3291,317.7142
1711.452,242.8754,70.918,321.8642
1711.6044,241.9405,69.6546,321.9534
1711.7568,240.5635,77.0244,317.6554
1711.9092,239.4459,89.2792,314.8257
1712.0616,242.4227,94.9223,316.8571
1712.214,248.1868,90.0793,319.89
1712.3664,249.7841,86.7103,318.8172
1712.5188,254.5711,83.236,320.0824
1712.6712,254.9052,83.236,322.2616
1712.8236,254.1276,79.0247,328.0831
1712.976,256.0794,80.1828,332.5521
1713.1284,256.0603,93.8695,329.7225
1713.2808,257.5919,110.0829,318.8172
1713.4332,257.1315,118.337,313.5196
1713.5856,254.2184,108.8616,313.222
1713.738,250.4915,100.4391,311.6379
1713.8904,248.547,100.2285,313.4537
1714.0428,248.8292,106.9666,315.9502
1714.1952,251.7689,109.9145,314.1487
1714.3476,255.3302,109.4933,309.9719
1714.5,256.6948,114.5258,305.738
1714.6524,257.2867,116.2103,302.0139
1714.8048,259.5874,123.1589,307.912
1714.9572,263.1181,129.4969,309.9078
1715.1096,265.497,138.9723,308.1686
1715.262,265.1931,144.7839,311.2263
1715.4144,263.9663,141.836,313.2756
1715.5668,262.6175,146.7632,317.659
1715.7192,261.6698,148.1108,320.8129
1715.8716,261.7728,157.4598,317.5343
1716.024,263.3877,151.2692,312.6875
1716.1764,266.2155,148.9951,312.0103
1716.3288,266.7387,150.1743,311.5827
1716.4812,269.0308,160.9973,307.0318
1716.6336,272.6405,171.2728,305.4174
1716.786,276.4542,176.9581,306.6789
1716.9384,281.0971,172.8731,310.0681
1717.0908,283.6885,179.2743,312.7409
1717.2432,285.7014,179.4848,313.6569
1717.3956,287.3006,186.2229,307.4666
1717.548,290.0981,179.5059,304.3304
1717.7004,292.8854,181.401,304.1309
1717.8528,294.3814,176.7685,307.1458
1718.0052,286.4873,169.9252,316.5577
1718.1576,271.127,154.7014,302.4059
1718.31,272.0774,147.7528,300.2141
1718.4624,280.8168,150.4902,298.7708
1718.6148,284.6123,152.4484,299.3482
1718.7672,285.3149,151.8167,306.5221
1718.9196,263.4323,156.8492,317.3917
1719.072,245.9347,152.0062,317.2848
1719.2244,238.9617,146.1104,316.8571
1719.3768,236.742,124.8013,313.4359
1719.5292,236.5029,117.221,311.3689
1719.6816,236.1913,110.0619,312.9369
1719.834,235.6271,110.3356,313.0296
1719.9864,234.9601,107.3666,309.8721
1720.1388,234.9073,109.2617,309.6191
1720.2912,234.4213,108.2089,309.2663
1720.4436,233.726,108.2299,310.4958
1720.596,233.9368,106.756,318.165
1720.7484,233.9413,106.3349,323.7709
1720.9008,232.1287,103.8081,324.4961
1721.0532,231.3414,99.5968,324.4659
1721.2056,235.4803,105.0715,323.9135
1721.358,241.1619,120.8638,322.3596
1721.5104,249.0781,144.447,319.6904
1721.6628,255.2214,155.3963,315.9127
1721.8152,257.7883,164.3453,309.3838
1721.9676,261.5757,159.2917,307.8586
1722.12,265.4716,172.3467,307.9726
1722.2724,271.7749,175.1893,309.6227
1722.4248,272.5765,187.402,311.2976
1722.5772,272.0957,188.3075,312.6375
1722.7296,271.7845,192.0274,307.4843
1722.882,271.8929,184.026,308.4466
1723.0344,274.8994,178.6987,308.9919
1723.1868,277.7458,177.5055,308.1971
1723.3392,278.529,181.2957,303.5428
1723.4916,279.9383,187.402,306.1479
1723.644,280.7792,191.1922,311.9516
1723.7964,282.563,195.614,315.9662
1723.9488,285.4696,184.2436,313.418
1724.1012,284.841,183.6119,315.6169
1724.2536,284.4637,181.5062,316.1266
1724.406,285.12,196.0352,317.5182
1724.5584,285.7563,194.5612,318.0332
1724.7108,288.8227,199.7621,316.6254
1724.8632,290.9962,193.8664,315.8129
1725.0156,290.0783,190.0762,317.3382
1725.168,282.3374,178.1372,317.3739
1725.3204,271.2087,159.9445,313.9313
1725.4728,256.1984,140.7832,309.9078
1725.6252,244.976,113.6204,314.6298
1725.7776,239.8304,101.2813,325.1429
1725.93,239.2595,89.4898,335.061
1726.0824,240.7433,91.3848,333.3219
1726.2348,239.506,86.963,329.9006
1726.3872,241.5303,83.1728,326.4081
1726.5396,244.7318,73.908,332.4345
1726.692,245.7898,68.2017,343.1045
1726.8444,250.3042,64.6221,349.4481
1726.9968,250.4791,71.7813,346.1694
1727.1492,250.5327,73.2763,339.5586
1727.3016,251.6829,73.3605,333.1972
1727.454,249.3911,71.8866,327.6377
1727.6064,247.146,74.4134,324.0916
1727.7588,243.8721,80.6671,321.1337
1727.9112,243.5641,83.8256,320.9911
1728.0636,242.8757,86.984,323.6141
1728.216,243.4267,90.332,327.9227
1728.3684,245.384,105.7032,330.1323
1728.5208,250.2563,125.8542,330.1412
1728.6732,254.8444,154.4909,326.4081
1728.8256,258.3919,170.4938,321.2584
1728.978,262.9299,177.9267,319.8864
1729.1304,264.9072,185.3175,324.4961
1729.2828,266.0236,184.0541,329.7296
1729.4352,268.2497,186.3878,328.0475
1729.5876,268.9176,171.6273,331.4688
1729.74,270.5319,176.0491,328.5143
1729.8924,272.8741,174.8524,329.8472
1730.0448,275.2243,184.5384,329.4374
1730.1972,277.2317,184.3278,331.9677
1730.3496,277.7017,187.402,330.5421
1730.502,279.4775,184.4541,328.0047
1730.6544,278.5712,179.4006,328.1365
1730.8068,274.1688,173.5048,328.1722
1730.9592,267.8835,170.7675,327.0639
1731.1116,268.1028,177.0844,326.4616
1731.264,269.7156,183.8224,326.5151
1731.4164,272.4937,182.7696,328.3682
1731.5688,277.2192,177.7161,323.5161
1731.7212,272.782,172.1783,323.6105
1731.8736,270.6406,171.7571,322.4166
1732.026,268.7757,173.0205,323.0404
1732.1784,268.64,174.7682,322.8889
1732.3308,265.1921,182.8328,322.2919
1732.4832,262.7739,175.0419,320.118
1732.6356,257.9157,170.4095,317.659
1732.788,250.7022,159.6076,318.8904
1732.9404,245.3197,150.1322,314.5942
1733.0928,240.0203,146.1315,312.6341
1733.2452,236.5588,137.9405,317.1244
1733.3976,239.6053,148.6793,321.4973
1733.55,244.1034,147.4159,321.294
1733.7024,247.3948,153.438,319.2092
1733.8548,244.1894,153.6486,318.8528
1734.0072,240.4091,144.3838,319.53
1734.1596,236.5184,129.0758,324.4124
1734.312,228.9319,112.6518,329.8828
1734.4644,225.1278,103.8923,331.5578
1734.6168,221.8839,97.5754,328.1009
1734.7692,223.2666,91.8902,323.2007
1734.9216,224.4886,84.0151,324.6263
1735.074,236.4615,80.8566,329.1701
1735.2264,242.8447,74.7503,328.6354
1735.3788,239.7946,77.9929,325.3925
1735.5312,239.1563,82.4148,321.8108
1735.6836,229.6955,83.257,321.4544
1735.836,221.9079,82.5622,324.5727
1735.9884,223.3042,89.0897,325.8023
1736.1408,224.595,100.5865,322.3098
1736.2932,228.8974,118.6739,324.1095
1736.4456,231.5662,119.0951,322.7418
1736.598,228.366,112.1464,320.3497
1736.7504,226.3834,97.8281,321.6682
1736.9028,225.833,93.1746,320.1715
1737.0552,228.8968,96.6279,319.8864
1737.2076,234.4143,107.9141,321.7752
1737.36,239.982,121.4112,324.9114
1737.5124,243.7707,137.6457,320.6704
1737.6648,250.6026,152.4695,317.0531
1737.8172,256.8111,167.9249,307.6626
1737.9696,260.9035,176.9581,306.2673
1738.122,266.5684,180.4324,305.4886
1738.2744,269.7967,185.1911,305.738
1738.4268,271.1407,185.886,305.9697
1738.5792,271.4497,184.5173,308.892
1738.7316,272.1125,176.7264,310.952
1738.884,272.3347,174.7682,308.892
1739.0364,273.3265,182.3906,308.0545
1739.1888,275.5028,184.2857,313.7567
1739.3412,276.048,187.2336,323.3076
1739.4936,276.605,180.8746,328.9919
1739.646,275.4157,184.8753,330.1323
1739.7984,275.7023,181.7168,333.7495
1739.9508,276.8022,187.402,333.7281
1740.1032,277.8071,189.5077,337.3668
1740.2556,281.008,189.7182,339.9684
1740.408,283.5925,188.0337,347.8444
1740.5604,286.3997,178.5583,340.0218
1740.7128,288.486,181.7168,340.1288
1740.8652,289.3345,180.8746,346.7823
1741.0176,290.3217,187.4652,341.5721
1741.17,287.3159,183.8856,345.5671
1741.3224,286.7021,182.8328,343.5856
1741.4748,284.2529,181.0851,343.4431
1741.6272,282.4396,180.4534,338.9883
1741.7796,280.0826,181.9274,341.1444
1741.932,275.5349,179.8217,341.5881
1742.0844,274.3764,176.4527,342.374
1742.2368,272.5784,178.1372,341.8928
1742.3892,270.8348,176.4527,337.2064
1742.5416,263.4727,173.7154,338.746
1742.694,241.5709,147.7107,339.4517
1742.8464,223.64,123.917,337.3668
1742.9988,209.3039,106.2296,339.6833
1743.1512,205.4961,106.9666,342.1066
1743.3036,217.0819,118.9266,348.771
1743.456,231.2558,133.9187,347.7197
1743.6084,240.9534,147.3949,347.2564
1743.7608,244.7248,156.1964,347.3454
1743.9132,246.0439,155.9438,345.4923
1744.0656,245.104,157.0176,343.4252
1744.218,245.5084,155.8385,343.158
1744.3704,244.5788,160.0287,340.2357
1744.5228,244.7585,155.8595,338.5607
1744.6752,244.8142,155.4384,341.7254
1744.8276,242.1587,157.7546,344.0905
1744.98,237.0902,161.271,339.9612
1745.1324,234.7159,155.9227,336.1729
1745.2848,236.2401,155.9438,334.4445
1745.4372,240.6844,162.0501,334.4801
1745.5896,252.2287,174.5576,333.689
1745.742,264.6725,177.295,334.3019
1745.8944,284.7003,174.8524,334.1238
1746.0468,333.5936,166.4299,328.5642
1746.1992,373.2908,155.4805,326.3368
1746.3516,388.3954,138.3406,326.2656
1746.504,385.4698,135.1821,324.1273
1746.6564,358.1049,142.215,327.2599
1746.8088,310.557,162.6748,330.56
1746.9612,282.9931,164.0645,331.9499
1747.1136,260.9127,146.0823,329.1024
1747.266,249.6565,122.8852,324.3767
1747.4184,244.9466,107.1771,321.6682
1747.5708,242.2684,99.5968,325.428
1747.7232,242.8552,101.0708,332.8265
1747.8756,243.0783,104.2292,335.1216
1748.028,243.7684,110.7567,332.4131
1748.1804,244.1411,105.9137,332.2706
1748.3328,244.0777,99.8074,332.6109
1748.4852,244.7912,97.07,334.2128
1748.6376,246.9311,94.7538,334.9613
1748.79,248.5626,97.7017,342.8194
1748.9424,248.173,101.913,344.5283
1749.0948,245.7787,109.0722,348.575
1749.2472,239.8264,114.3363,349.1148
1749.3996,232.9222,117.0736,339.4695
1749.552,230.2669,119.1793,336.5507
1749.7044,231.0441,125.2856,339.1487
1749.8568,235.3418,126.9701,343.0154
1750.0092,239.2528,137.9195,342.5093
1750.1616,243.9333,146.1315,342.5343
1750.314,251.4849,166.1351,340.3532
1750.4664,257.8608,175.6104,338.8636
1750.6188,262.677,177.7161,336.761
1750.7712,267.8929,174.9788,337.0799
1750.9236,271.383,172.452,340.3426
1751.076,275.0443,179.6112,340.9413
1751.2284,274.7595,177.7161,340.3336
1751.3808,274.0383,180.8746,336.9035
1751.5332,272.9164,173.8733,335.3747
1751.6856,267.9391,175.7684,333.6694
1751.838,257.4364,162.924,331.2549
1751.9904,245.7108,142.3413,334.1202
1752.1428,229.6997,121.7692,338.9349
1752.2952,218.0908,105.9769,335.5671
1752.4476,215.893,105.7663,330.494
1752.6,217.3476,99.8074,333.0903
1752.7524,220.4063,104.2292,336.8678
1752.9048,227.3696,109.9145,330.8451
1753.0572,228.6591,112.4412,327.0139
1753.2096,230.0989,108.0194,326.5507
1753.362,232.1355,103.5554,331.7895
1753.5144,232.4178,105.8716,338.6141
1753.6668,235.0976,109.0301,341.5364
1753.8192,238.2549,116.6736,334.2662
1753.9716,238.6627,119.4109,329.7938
1754.124,242.0361,125.9384,331.7716
1754.2764,243.473,129.918,334.0525
1754.4288,243.5839,137.0772,336.1195
1754.5812,246.5938,149.8795,343.2471
1754.7336,250.914,154.7225,346.0268
1754.886,254.0886,159.9866,341.0732
1755.0384,256.3835,157.4388,340.4316
1755.1908,257.8276,157.0176,339.2378
1755.3432,258.9504,164.5979,342.1779
1755.4956,259.8762,165.7561,343.8886
1755.648,260.196,169.5462,342.7303
1755.8004,261.3783,167.6511,339.0204
1755.9528,261.9083,176.916,339.027
1756.1052,263.824,175.6526,340.5885
1756.2576,265.6059,179.0216,340.2001
1756.41,267.4576,172.8731,337.7589
1756.5624,268.6042,177.5055,333.5891
1756.7148,268.6797,170.3463,327.2991
1756.8672,269.1035,167.8196,327.2812
1757.0196,269.0226,166.9773,331.1801
1757.172,270.8883,171.8203,339.7367
1757.3244,272.0497,182.7696,337.3935
1757.4768,273.3734,184.033,332.7339
1757.6292,274.5061,185.3315,328.4751
1757.7816,274.4764,177.0353,329.5086
1757.934,276.0345,178.9303,337.6092
1758.0864,277.2311,186.0544,336.1586
1758.2388,279.0487,196.0352,332.5913
1758.3912,281.7708,196.6879,330.4744
1758.5436,283.0267,192.0731,331.1837
1758.696,286.3285,196.916,333.5321
1758.8484,284.3766,198.1584,333.2328
1759.0008,286.5695,197.2986,333.0546
1759.1532,287.0106,186.4124,332.7695
1759.3056,287.8293,184.7279,333.5126
1759.458,289.2916,183.2539,334.7474
1759.6104,289.0988,192.245,334.7117
1759.7628,286.0389,191.8239,334.5871
1759.9152,280.2653,192.7293,332.3775
1760.0676,273.512,177.3581,331.4545
1760.22,273.762,170.4095,329.9185
1760.3724,277.6094,176.0316,335.0681
1760.5248,281.2991,187.6126,338.1865
1760.6772,288.0794,200.8781,338.9171
1760.8296,290.9546,207.1951,337.634
1760.982,308.0263,214.3542,334.1202
1761.1344,314.7192,223.4085,337.4915
1761.2868,306.4998,212.8803,335.4988
1761.4392,292.5348,196.351,332.4131
1761.5916,270.7852,163.503,333.3932
1761.744,257.5255,140.9726,333.8208
1761.8964,254.0397,122.9694,331.932
1762.0488,251.7526,120.2321,323.5571
1762.2012,248.7885,120.4427,320.7773
1762.3536,247.5992,118.337,323.9669
1762.506,248.6772,116.6525,327.709
1762.6584,251.527,124.0222,326.7823
1762.8108,252.0956,131.392,324.4301
1762.9632,249.7635,148.0266,324.6084
1763.1156,249.462,157.5019,327.3169
1763.268,248.3454,177.9266,327.103
1763.4204,250.1094,183.5908,330.453
1763.5728,258.0018,190.1183,331.736
1763.7252,263.2556,186.6019,328.5241
1763.8776,269.6707,186.4124,327.2991
1764.03,274.5062,185.8018,331.8251
1764.1824,276.8711,184.2646,329.1879
1764.3348,278.2403,189.0865,328.1901
1764.4872,282.7008,192.8556,327.4238
1764.6396,285.6095,197.1722,333.5536
1764.792,288.071,196.9827,335.9769
1764.9444,291.7189,194.3717,335.8344
1765.0968,300.815,194.6876,334.0703
1765.2492,327.7338,186.5387,334.0525
1765.4016,361.2324,173.9891,335.1216
1765.554,365.1923,158.1968,337.3312
1765.7064,356.6247,158.4284,337.2776
1765.8588,327.129,161.1658,335.7988
1766.0112,300.9627,170.4306,341.3938
1766.1636,287.0673,175.1893,345.5279
1766.316,289.9293,181.9274,343.1937
1766.4684,293.8515,186.9809,336.2799
1766.6208,297.4514,186.8546,322.7713
1766.7732,298.0448,180.9588,323.0404
1766.9256,297.9342,182.6433,323.2007
1767.078,299.2651,183.1908,323.2898
1767.2304,300.5134,192.3924,319.8116
1767.3828,301.535,189.4445,317.0888
1767.5352,304.2514,185.8649,317.3917
1767.6876,304.9909,179.8217,318.1223
1767.84,306.806,183.1908,320.3015
1767.9924,312.1843,185.7175,323.8778
1768.1448,317.6161,186.5598,324.056
1768.2972,326.955,176.6633,321.508
1768.4496,344.0336,164.4506,318.7531
1768.602,357.0453,149.5005,316.8037
1768.7544,331.3145,125.4962,317.1779
1768.9068,300.9918,103.387,319.4979
1769.0592,243.6324,84.6468,321.1337
1769.2116,216.6557,88.858,316.3939
1769.364,212.8093,97.7017,313.9705
1769.5164,215.6464,115.8102,312.0638
1769.6688,221.0147,117.7053,314.1308
1769.8212,224.0187,113.2835,318.5855
1769.9736,228.4622,100.8602,323.2221
1770.126,231.0816,96.4383,318.4966
1770.2784,233.9627,92.8588,323.7353
1770.4308,237.4465,85.0679,322.5414
1770.5832,240.1167,92.8588,317.3204
1770.7356,244.3409,109.2407,315.0158
1770.888,247.5656,140.8253,316.2442
1771.0404,250.2383,153.1854,319.8686
1771.1928,252.0614,154.4909,323.7175
1771.3452,252.5401,154.912,323.2898
1771.4976,254.4531,159.3128,318.6034
1771.65,256.2318,167.9669,321.0802
1771.8024,260.1201,171.7571,323.2185
1771.9548,265.3785,174.305,330.4744
1772.1072,269.746,178.7057,334.1059
1772.2596,273.0204,178.3478,336.2799
1772.412,276.0406,182.2011,336.7076
1772.5644,278.6477,181.2746,331.0625
1772.7168,280.1616,181.6326,332.3062
1772.8692,281.8252,179.8638,333.6248
1773.0216,283.3111,183.7382,330.5956
1773.174,284.2602,181.422,330.1501
1773.3264,285.9317,183.275,329.8864
1773.4788,287.8319,191.2764,323.6818
1773.6312,286.1942,205.1736,322.0068
1773.7836,287.038,205.7211,327.3525
1773.936,286.2411,192.224,337.0407
1774.0884,288.0196,175.3788,343.6748
1774.2408,292.8611,176.6422,343.2471
1774.3932,294.4148,181.2957,330.9876
1774.5456,293.9586,185.9281,319.6384
1774.698,286.1628,173.2942,313.2578
1774.8504,282.2343,164.0084,312.716
1775.0028,283.1188,169.6936,315.0396
1775.1552,285.8476,181.9063,313.5072
1775.3076,290.8628,188.0337,310.2819
1775.46,304.3437,188.6654,311.3867
1775.6124,315.4115,190.7711,316.8518
1775.7648,338.0693,205.0894,319.8151
1775.9172,365.8364,211.8275,318.247
1776.0696,351.0153,195.1929,314.3625
1776.222,319.9988,157.2914,311.1088
1776.3744,274.8352,111.1568,315.1465
1776.5268,235.1588,96.1541,323.1116
1776.6792,219.8938,92.7851,327.1387
1776.8316,221.0895,110.4935,326.5935
1776.984,226.3571,116.6525,324.8757
1777.1364,231.4809,136.4455,324.7902
1777.2888,234.7493,141.4991,325.1429
1777.4412,239.4184,150.9744,320.2624
1777.5936,241.5674,146.342,319.8151
1777.746,242.7817,145.9209,320.2071
1777.8984,244.714,147.816,315.8914
1778.0508,244.9474,149.9216,319.3019
1778.2032,246.653,146.7632,324.252
1778.3556,247.1361,138.9723,325.1822
1778.508,248.0276,143.1836,324.2698
1778.6604,247.924,144.2364,322.1315
1778.8128,245.1323,144.6575,323.4965
1778.9652,244.8795,135.8138,321.6504
1779.1176,245.8698,146.693,320.2249
1779.27,246.8859,149.8514,319.4587
1779.4224,249.9542,161.7483,322.9156
1779.5748,250.6235,160.3445,328.9384
1779.7272,251.5407,166.2404,329.9006
1779.8796,253.8924,163.6083,328.4751
1780.032,257.0601,166.7668,327.7499
1780.1844,259.5803,176.4527,325.9627
1780.3368,261.6902,183.9488,325.8201
1780.4892,264.2737,181.6326,327.8692
1780.6416,266.687,181.422,328.5927
1780.794,269.3973,186.7703,328.6533
1780.9464,271.8739,191.4238,328.6354
1781.0988,272.9151,190.5816,330.4174
1781.2512,273.8318,187.002,334.5871
1781.4036,272.7112,185.8439,332.7161
1781.556,272.1347,180.5798,329.1611
1781.7084,272.8573,181.422,328.2969
1781.8608,273.8894,188.8339,328.7246
1782.0132,275.1795,198.9409,328.386
1782.1656,274.4393,194.7297,327.7802
1782.318,273.9789,187.402,333.3219
1782.4704,272.1218,185.8649,333.0903
1782.6228,270.6154,192.3924,332.7339
1782.7752,269.9381,185.6543,328.5642
1782.9276,266.3291,181.2957,329.3483
1783.08,264.3651,178.7689,328.7424
1783.2324,256.0841,184.2436,327.7624
1783.3848,255.2278,186.3492,329.7225
1783.5372,257.9267,190.9816,324.8401
1783.6896,261.3972,206.1422,322.9477
1783.842,268.1538,210.143,325.731
1783.9944,269.584,205.0894,323.2898
1784.1468,270.0731,192.6661,322.2563
1784.2992,271.4803,184.033,323.5749
1784.4516,278.7962,183.8224,324.2698
1784.604,288.2825,197.7197,322.7517
1784.7564,306.9312,207.8268,322.3098
1784.9088,322.391,223.619,322.8301
1785.0612,333.035,217.5127,324.1095
1785.2136,352.6581,208.2479,323.4377
1785.366,353.2906,172.8731,325.0058
1785.5184,323.4137,147.1843,325.3212
1785.6708,296.7237,143.0362,325.3925
1785.8232,260.2829,154.6172,326.3974
1785.9756,235.4869,159.4602,326.123
1786.128,236.4188,154.3435,328.9651
1786.2804,237.3783,147.8371,327.1743
1786.4328,237.4149,152.68,322.0068
1786.5852,235.0245,152.68,315.7345
1786.7376,235.6059,154.7646,317.6234
1786.89,238.09,151.185,321.5364
1787.0424,258.406,160.4709,324.2698
1787.1948,264.491,158.5758,322.4166
1787.3472,263.2711,155.2068,322.2028
1787.4996,264.7844,132.6554,324.8401
1787.652,242.7348,121.0743,325.9983
1787.8044,239.8294,128.4441,324.6084
1787.9568,250.6015,126.549,322.0781
1788.1092,253.7876,118.9687,323.3397
1788.2616,263.7769,84.8994,322.6929
1788.414,274.2926,68.4754,320.4779
1788.5664,273.9337,57.3155,317.3205
1788.7188,276.5386,55.7995,317.7125
1788.8712,278.2428,55.5889,323.1651
1789.0236,276.854,54.6835,320.3141
1789.176,274.3863,59.9476,317.9619
1789.3284,271.5782,64.1589,317.6234
1789.4808,270.0645,67.5911,316.0375
1789.6332,271.6789,65.4854,316.1801
1789.7856,273.2454,63.3798,310.9056
1789.938,275.5551,65.2749,304.7224
1790.0904,274.8454,72.0129,309.783
1790.2428,273.4818,72.3077,317.3561
1790.3952,272.5944,71.676,317.3382
1790.5476,271.8134,60.5161,315.1465
1790.7,271.7395,56.5786,311.2798
1790.8524,269.8231,58.2631,312.4915
1791.0048,267.7048,71.6971,316.5542
1791.1572,268.4681,90.2899,317.8253
1791.3096,265.7859,98.7335,313.3467
1791.462,262.4888,113.9362,305.9697
1791.6144,255.2988,120.8217,296.0356
1791.7668,246.6756,142.6993,298.7887
1791.9192,241.1774,154.0697,300.9982
1792.0716,240.6891,163.3346,301.711
1792.224,241.3286,164.3874,303.092
1792.3764,241.4476,163.124,302.0317
1792.5288,241.1855,164.5137,302.5663
1792.6812,241.6392,162.8292,307.1636
1792.8336,242.7469,158.8285,314.9861
1792.986,244.927,162.766,312.7231
1793.1384,247.8996,163.3977,311.6896
1793.2908,248.2603,173.3574,315.9662
1793.4432,250.4638,175.6736,311.1017
1793.5956,253.2075,187.2547,308.5356
1793.748,256.9604,189.7183,308.3842
1793.9004,262.2349,189.0865,307.7338
1794.0528,265.4982,195.1929,318.2648
1794.2052,269.0095,197.5091,316.768
1794.3576,271.4525,208.0373,313.0688
1794.51,270.2068,204.6051,313.0082
