STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_RAW,GR_NORM,GR_RAW_NORM,VSH_DN
ABAB,ABB-096,1467.7644,,-15.5703,63.623,1.876,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1467.9168,,-15.7713,63.623,1.85,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.0692,,-15.9724,63.623,1.825,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.2216,,-16.3404,63.623,1.8,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.374,,-16.7074,63.623,1.775,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.5264,,-16.1484,63.623,1.751,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.6788,,-15.5894,63.623,1.726,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.8312,,-15.0294,63.623,1.701,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1468.9836,,-14.4704,63.623,1.677,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1469.136,,-13.9104,63.623,1.597,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1469.2884,,-12.9394,63.623,1.516,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1469.4408,,-11.9665,63.623,1.436,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1469.5932,,-10.9955,63.623,1.356,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1469.7456,,-10.2465,63.623,1.236,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1469.898,,-9.4985,63.623,1.115,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.0504,,-8.7505,63.623,0.995,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.2028,,-8.4245,63.623,0.959,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.3552,,-8.0975,63.623,0.922,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.5076,,-7.7715,63.623,0.885,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.66,,-7.7845,63.623,0.848,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.8124,,-7.7986,63.623,0.812,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1470.9648,,-7.8116,63.623,0.775,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1471.1172,,-7.8256,63.623,0.788,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1471.2696,,-7.8386,63.623,0.8,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1471.422,,-8.4246,63.623,0.813,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1471.5744,,-9.0116,63.623,0.826,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1471.7268,,-9.5976,63.623,0.838,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1471.8792,,-10.1186,63.623,0.851,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.0316,,-10.6407,63.623,0.863,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.184,,-11.1627,63.623,0.876,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.3364,,-11.0787,63.623,0.889,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.4888,,-10.9947,63.623,0.887,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.6412,,-10.9107,63.623,0.885,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.7936,,-10.8267,63.623,0.883,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1472.946,,-10.7427,63.623,0.881,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1473.0984,,-10.5317,63.623,0.879,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1473.2508,,-10.3164,63.623,0.877,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1473.4032,,-10.0991,63.623,0.875,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1473.5556,,-10.2487,63.623,0.849,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1473.708,,-10.3973,63.623,0.823,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1473.8604,,-10.5459,63.623,0.796,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.0128,,-10.9815,63.623,0.77,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.1652,,-11.4171,63.623,0.744,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.3176,,-11.8527,63.623,0.785,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.47,,-12.2883,63.623,0.827,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.6224,,-12.7239,63.623,0.868,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.7748,,-13.9596,63.623,0.91,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1474.9272,,-15.1952,63.623,0.951,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.0796,,-16.8468,63.623,1.068,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.232,,-18.4984,63.623,1.185,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.3844,,-23.878,63.623,1.301,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.5368,,-26.2616,63.623,1.418,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.6892,,-28.6452,63.623,1.5,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.8416,,-31.0298,63.623,1.581,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1475.994,,-33.5535,63.623,1.663,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1476.1464,,-36.0781,63.623,1.676,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1476.2988,,-37.3817,63.623,1.688,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1476.4512,,-38.6863,63.623,1.701,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1476.6036,,-39.6659,63.623,1.714,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1476.756,,-39.8855,63.623,1.726,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1476.9084,,-38.0581,63.623,1.739,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.0608,,-36.2307,63.623,1.703,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.2132,,-34.4034,63.623,1.667,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.3656,,-32.576,63.623,1.63,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.518,,-28.2256,63.623,1.594,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.6704,,-23.8752,63.623,1.558,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.8228,,-21.5408,63.623,1.522,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1477.9752,,-19.2054,63.623,1.461,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1478.1276,,-16.87,63.623,1.4,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1478.28,,-15.0676,63.623,1.34,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1478.4324,,-13.7683,63.623,1.279,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1478.5848,,-12.4689,63.623,1.218,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1478.7372,,-11.1695,63.623,1.158,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1478.8896,,-9.7861,63.623,1.097,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.042,,-9.2947,63.623,1.057,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.1944,,-8.8033,63.623,1.017,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.3468,,-8.3119,63.623,0.977,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.4992,,-7.8205,63.623,0.937,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.6516,,-7.7142,63.623,0.896,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.804,,-7.6068,63.623,0.856,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1479.9564,,-7.5004,63.623,0.816,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1480.1088,,-7.393,63.623,0.83,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1480.2612,,-7.2866,63.623,0.844,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1480.4136,,-7.4462,63.623,0.858,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1480.566,,-7.6068,63.623,0.872,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1480.7184,,-7.7664,63.623,0.886,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1480.8708,,-7.8111,63.623,0.9,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.0232,,-7.8557,63.623,0.911,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.1756,,-7.9003,63.623,0.921,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.328,,-7.9449,63.623,0.932,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.4804,,-7.9895,63.623,0.942,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.6328,,-8.0331,63.623,0.953,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.7852,,-8.0777,63.623,0.932,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1481.9376,,-8.1183,63.623,0.911,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1482.09,,-8.159,63.623,0.89,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1482.2424,,-8.1996,63.623,0.869,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1482.3948,,-8.2402,63.623,0.849,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1482.5472,,-8.2818,63.623,0.828,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1482.6996,,-8.4064,63.623,0.807,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1482.852,,-8.532,63.623,0.821,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.0044,,-8.6566,63.623,0.834,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.1568,,-8.7822,63.623,0.848,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.3092,,-8.9069,63.623,0.861,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.4616,,-9.0325,63.623,0.875,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.614,,-9.0321,63.623,0.888,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.7664,,-9.0327,63.623,0.951,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1483.9188,,-9.0323,63.623,1.014,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.0712,,-9.0319,63.623,1.078,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.2236,,-9.0325,63.623,1.141,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.376,,-9.0321,63.623,1.204,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.5284,,-9.0628,63.623,1.267,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.6808,,-9.0934,63.623,1.288,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.8332,,-9.124,63.623,1.308,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1484.9856,,-9.1536,63.623,1.328,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1485.138,,-9.3052,63.623,1.349,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1485.2904,,-9.4558,63.623,1.369,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1485.4428,,-9.6064,63.623,1.338,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1485.5952,,-9.758,63.623,1.306,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1485.7476,,-9.9086,63.623,1.275,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1485.9,,-10.0413,63.623,1.243,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.0524,,-10.1739,63.623,1.24,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.2048,,-10.3065,63.623,1.237,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.3572,,-10.4391,63.623,1.235,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.5096,,-10.5717,63.623,1.232,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.662,,-10.6223,63.623,1.23,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.8144,,-10.6729,63.623,1.227,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1486.9668,,-10.7236,63.623,1.23,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1487.1192,,-10.7742,63.623,1.232,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1487.2716,,-10.7168,63.623,1.235,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1487.424,,-10.6594,63.623,1.238,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1487.5764,,-10.603,63.623,1.241,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1487.7288,,-10.3766,63.623,1.214,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1487.8812,,-10.1502,63.623,1.188,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.0336,,-9.9238,63.623,1.162,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.186,,-9.6984,63.623,1.136,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.3384,,-9.5321,63.623,1.11,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.4908,,-9.3657,63.623,1.083,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.6432,,-9.1993,63.623,1.079,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.7956,,-9.0329,63.623,1.076,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1488.948,,-8.8655,63.623,1.072,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1489.1004,,-8.6991,63.623,1.068,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1489.2528,,-8.7517,63.623,1.064,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1489.4052,,-8.8033,63.623,1.06,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1489.5576,,-8.856,63.623,1.056,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1489.71,,-8.9076,63.623,1.052,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1489.8624,,-8.8472,63.623,1.083,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.0148,,-8.7868,63.623,1.113,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.1672,,-8.7254,63.623,1.144,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.3196,,-8.665,63.623,1.174,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.472,,-8.6046,63.623,1.205,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.6244,,-8.5492,63.623,1.236,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.7768,,-8.4939,63.623,1.266,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1490.9292,,-8.4385,63.623,1.297,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.0816,,-8.3831,63.623,1.329,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.234,,-8.3277,63.623,1.36,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.3864,,-8.2723,63.623,1.392,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.5388,,-8.4089,63.623,1.424,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.6912,,-8.5465,63.623,1.456,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.8436,,-8.6831,63.623,1.459,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1491.996,,-8.9508,63.623,1.462,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1492.1484,,-9.2184,63.623,1.464,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1492.3008,,-9.486,63.623,1.467,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1492.4532,,-9.7536,63.623,1.53,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1492.6056,,-10.0212,63.623,1.593,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1492.758,,-10.2438,63.623,1.656,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1492.9104,,-10.4664,63.623,1.719,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1493.0628,,-10.69,63.623,1.736,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1493.2152,,-10.9127,63.623,1.754,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1493.3676,,-10.8713,63.623,1.772,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1493.52,9.194,-10.8289,63.623,1.79,0.2929,2.349,GUF,63.623,,63.623,0.4224925679993335
ABAB,ABB-096,1493.6724,9.19,-10.7875,63.623,1.742,0.3035,2.357,GUF,63.623,,63.623,0.4585926430139196
ABAB,ABB-096,1493.8248,9.186,-10.7451,63.623,1.695,0.3209,2.365,GUF,63.623,,63.623,0.5116487928208268
ABAB,ABB-096,1493.9772,9.181,-10.7037,63.623,1.648,0.3382,2.37,GUF,63.623,,63.623,0.5608298835884755
ABAB,ABB-096,1494.1296,9.195,-10.6623,65.111,1.6,0.3276,2.341,GUF,65.111,,65.111,0.49934987358653105
ABAB,ABB-096,1494.282,9.209,-10.5679,66.6,1.553,0.3038,2.338,GUF,66.6,,66.6,0.43637790681521393
ABAB,ABB-096,1494.4344,9.222,-10.4746,67.839,1.519,0.3031,2.334,GUF,67.839,,67.839,0.429798155196844
ABAB,ABB-096,1494.5868,9.266,-10.3802,69.079,1.485,0.3056,2.346,GUF,69.079,,69.079,0.45053482621620883
ABAB,ABB-096,1494.7392,9.369,-10.2868,69.163,1.45,0.3202,2.339,GUF,69.163,,69.163,0.4784805378823657
ABAB,ABB-096,1494.8916,9.479,-10.1924,69.247,1.416,0.3344,2.323,GUF,69.247,,69.247,0.4945517183896867
ABAB,ABB-096,1495.044,9.578,-10.097,67.909,1.382,0.3597,2.349,GUF,67.909,,67.909,0.589061067429778
ABAB,ABB-096,1495.1964,9.676,-10.0016,66.572,1.367,0.37,2.367,GUF,66.572,,66.572,0.6364987636484873
ABAB,ABB-096,1495.3488,9.775,-9.9052,64.109,1.353,0.3613,2.357,GUF,64.109,,64.109,0.6027192787486457
ABAB,ABB-096,1495.5012,9.809,-9.8098,61.646,1.363,0.3428,2.338,GUF,61.646,,61.646,0.5336259828299947
ABAB,ABB-096,1495.6536,9.842,-9.7145,57.103,1.374,0.3105,2.387,GUF,57.103,,57.103,0.512304475870308
ABAB,ABB-096,1495.806,9.876,-9.6031,52.56,1.37,0.2801,2.443,GUF,52.56,,52.56,0.5041806740199486
ABAB,ABB-096,1495.9584,9.716,-9.4927,50.855,1.365,0.2747,2.456,GUF,50.855,,50.855,0.5064269441280251
ABAB,ABB-096,1496.1108,9.555,-9.3813,53.02,1.361,0.2952,2.469,GUF,53.02,,53.02,0.5732559108715582
ABAB,ABB-096,1496.2632,9.427,-9.2699,55.184,1.356,0.3194,2.449,GUF,55.184,,55.184,0.6094282221543075
ABAB,ABB-096,1496.4156,9.395,-9.0885,57.348,1.352,0.3283,2.408,GUF,57.348,,57.348,0.5820694301669765
ABAB,ABB-096,1496.568,9.363,-8.9061,59.626,1.347,0.3329,2.356,GUF,59.626,,59.626,0.5306941627538685
ABAB,ABB-096,1496.7204,9.377,-8.6377,61.903,1.312,0.3345,2.339,GUF,61.903,,61.903,0.5141381657544521
ABAB,ABB-096,1496.8728,9.392,-8.3684,62.002,1.276,0.336,2.325,GUF,62.002,,62.002,0.5009585197121663
ABAB,ABB-096,1497.0252,9.406,-8.1,61.337,1.24,0.3329,2.326,GUF,61.337,,61.337,0.49443711277192787
ABAB,ABB-096,1497.1776,9.42,-7.8316,60.673,1.205,0.3318,2.328,GUF,60.673,,60.673,0.4941113549856914
ABAB,ABB-096,1497.33,9.419,-7.5632,60.008,1.169,0.3307,2.329,GUF,60.008,,60.008,0.4925770288667244
ABAB,ABB-096,1497.4824,9.419,-7.6638,60.087,1.133,0.3295,2.328,GUF,60.087,,60.087,0.48837621204123005
ABAB,ABB-096,1497.6348,9.418,-7.7654,60.167,1.155,0.3282,2.348,GUF,60.167,,60.167,0.5093059761620313
ABAB,ABB-096,1497.7872,9.417,-7.867,59.859,1.177,0.3218,2.34,GUF,59.859,,59.859,0.4836787708721138
ABAB,ABB-096,1497.9396,9.417,-7.9896,59.551,1.199,0.3072,2.332,GUF,59.551,,59.551,0.4376045342149859
ABAB,ABB-096,1498.092,9.387,-8.1123,60.801,1.22,0.3023,2.331,GUF,60.801,,60.801,0.42417761787014124
ABAB,ABB-096,1498.2444,9.356,-8.2349,62.052,1.242,0.2974,2.337,GUF,62.052,,62.052,0.4192106798544162
ABAB,ABB-096,1498.3968,9.326,-8.3565,64.036,1.264,0.299,2.332,GUF,64.036,,64.036,0.41715750284777575
ABAB,ABB-096,1498.5492,9.296,-8.8341,66.02,1.286,0.3023,2.34,GUF,66.02,,66.02,0.43505473286472357
ABAB,ABB-096,1498.7016,9.264,-9.3117,67.063,1.399,0.3055,2.362,GUF,67.063,,67.063,0.469622565498847
ABAB,ABB-096,1498.854,9.233,-10.0133,68.107,1.513,0.296,2.369,GUF,68.107,,68.107,0.4543939099269303
ABAB,ABB-096,1499.0064,9.201,-10.7159,68.014,1.626,0.2865,2.375,GUF,68.014,,68.014,0.4379566860222818
ABAB,ABB-096,1499.1588,9.169,-11.4175,67.922,1.604,0.278,2.382,GUF,67.922,,67.922,0.4252215708610011
ABAB,ABB-096,1499.3112,9.157,-12.1192,65.929,1.582,0.2728,2.384,GUF,65.929,,65.929,0.4146722973911593
ABAB,ABB-096,1499.4636,9.145,-12.8218,64.749,1.531,0.2719,2.359,GUF,64.749,,64.749,0.3822139027033031
ABAB,ABB-096,1499.616,9.133,-13.5254,63.568,1.48,0.2787,2.351,GUF,63.568,,63.568,0.3895014308337733
ABAB,ABB-096,1499.7684,9.152,-14.228,64.049,1.429,0.2856,2.365,GUF,64.049,,64.049,0.4236268163253967
ABAB,ABB-096,1499.9208,9.291,-14.2966,64.53,1.378,0.2998,2.354,GUF,64.53,,64.53,0.4457408384963744
ABAB,ABB-096,1500.0732,9.429,-14.3642,65.011,1.334,0.3269,2.343,GUF,65.011,,65.011,0.5000215319645487
ABAB,ABB-096,1500.2256,9.532,-14.4318,66.335,1.291,0.3499,2.341,GUF,66.335,,66.335,0.5549558247437004
ABAB,ABB-096,1500.378,9.635,-14.2334,67.658,1.247,0.3643,2.335,GUF,67.658,,67.658,0.5836113966604618
ABAB,ABB-096,1500.5304,9.653,-14.035,68.981,1.203,0.384,2.32,GUF,68.981,,68.981,0.6146056177590083
ABAB,ABB-096,1500.6828,9.671,-13.8357,70.668,1.159,0.3862,2.309,GUF,70.668,,70.668,0.6067971550023616
ABAB,ABB-096,1500.8352,9.674,-13.6373,72.355,1.115,0.3832,2.299,GUF,72.355,,72.355,0.5872308504431417
ABAB,ABB-096,1500.9876,9.678,-13.4389,74.489,1.101,0.3803,2.326,GUF,74.489,,74.489,0.6126309282360459
