STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_SM
ABAB,ABB-064,1635.7092,9.587,-29.506,65.58933999999999,3.457,0.1725,2.527,A,65.32772399999999
ABAB,ABB-064,1635.8616,9.893,-28.156,67.344212,3.421,0.1753,2.527,A,66.4436536
ABAB,ABB-064,1636.014,10.027,-25.318,68.20192399999999,3.376,0.1781,2.546,A,66.74935439999999
ABAB,ABB-064,1636.1664,10.01,-22.546,67.471844,3.343,0.1869,2.565,A,66.0129704
ABAB,ABB-064,1636.3188,9.638,-18.758,65.13945199999999,3.311,0.208,2.584,A,64.2462136
ABAB,ABB-064,1636.4712,8.868,-16.511,61.90742,3.279,0.214,2.568,A,61.744716800000006
ABAB,ABB-064,1636.6236,8.965,-14.813,58.510428000000005,3.244,0.2199,2.537,A,59.113117599999995
ABAB,ABB-064,1636.776,9.138,-14.391,55.69444,3.193,0.2332,2.529,A,57.03962160000001
ABAB,ABB-064,1636.9284,9.123,-17.08,54.31384800000001,3.143,0.2374,2.516,A,56.0622928
ABAB,ABB-064,1637.0808,9.271,-21.047,54.771972000000005,3.111,0.2377,2.515,A,56.61569920000001
ABAB,ABB-064,1637.2332,9.664,-25.858,57.020776,3.088,0.2413,2.534,A,59.005902400000004
ABAB,ABB-064,1637.3856,9.679,-32.63,61.27746,3.065,0.2503,2.543,A,63.3431104
ABAB,ABB-064,1637.538,9.66,-38.4039,67.645456,3.042,0.262,2.537,A,69.57145919999999
ABAB,ABB-064,1637.6904,9.807,-39.11,75.99988799999998,3.02,0.2702,2.535,A,77.51702879999999
ABAB,ABB-064,1637.8428,9.957,-39.816,85.913716,3.0,0.2646,2.533,A,86.7268352
ABAB,ABB-064,1637.9952,10.048,-39.032,96.74862399999998,2.98,0.2589,2.519,A,96.56000159999999
ABAB,ABB-064,1638.1476,9.809,-37.028,107.326492,2.946,0.2311,2.52,A,106.2536664
ABAB,ABB-064,1638.3,8.98,-31.959,116.811288,2.898,0.2158,2.557,A,115.06642400000001
ABAB,ABB-064,1638.4524,8.944,-26.448,124.468212,2.851,0.2203,2.58,A,122.4278984
ABAB,ABB-064,1638.6048,8.909,-17.852,129.977504,2.746,0.2321,2.586,A,128.1286816
ABAB,ABB-064,1638.7572,8.912,-9.2321,133.555996,2.621,0.2493,2.592,A,132.2057064
ABAB,ABB-064,1638.9096,8.911,-5.905,135.83040799999998,2.496,0.2579,2.596,A,134.8735864
ABAB,ABB-064,1639.062,8.91,-2.579,137.19641199999998,2.372,0.255,2.604,A,136.46448719999998
ABAB,ABB-064,1639.2144,8.911,-0.566,137.807612,2.247,0.2523,2.602,A,137.3020088
ABAB,ABB-064,1639.3668,8.912,0.928,137.932008,2.133,0.2495,2.583,A,137.6149672
ABAB,ABB-064,1639.5192,8.913,1.678,137.743604,2.059,0.2467,2.599,A,137.59400399999998
ABAB,ABB-064,1639.6716,8.913,2.391,137.3952,1.984,0.2479,2.609,A,137.45744
ABAB,ABB-064,1639.824,8.913,2.749,137.091596,1.97,0.2539,2.614,A,137.36519600000003
ABAB,ABB-064,1639.9764,8.911,3.106,137.124792,1.956,0.2641,2.601,A,137.39271200000002
ABAB,ABB-064,1640.1288,8.909,3.464,137.470788,1.941,0.2596,2.603,A,137.532868
ABAB,ABB-064,1640.2812,8.906,3.584,137.88118400000002,1.927,0.2612,2.59,A,137.6871856
ABAB,ABB-064,1640.4336,8.936,3.647,138.09598,1.91,0.2679,2.578,A,137.7023048
ABAB,ABB-064,1640.586,9.038,3.71,137.863184,1.887,0.2785,2.573,A,137.4823056
ABAB,ABB-064,1640.7384,9.064,3.73,137.200388,1.865,0.2935,2.58,A,137.01774799999998
ABAB,ABB-064,1640.8908,9.091,3.75,136.370792,1.837,0.3256,2.587,A,136.352152
ABAB,ABB-064,1641.0432,9.171,3.77,135.558396,1.805,0.356,2.597,A,135.5939152
ABAB,ABB-064,1641.1956,9.303,3.689,134.76799999999997,1.772,0.3729,2.581,A,134.8640776
ABAB,ABB-064,1641.348,9.246,3.313,134.072,1.74,0.3824,2.519,A,134.2100792
ABAB,ABB-064,1641.5004,9.189,2.337,133.55120000000002,1.707,0.3843,2.487,A,133.66624
ABAB,ABB-064,1641.6528,9.049,1.473,133.1008,1.661,0.3807,2.483,A,133.33495920000001
ABAB,ABB-064,1641.8052,9.143,0.723,132.8392,1.615,0.3547,2.47,A,133.3139976
ABAB,ABB-064,1641.9576,9.237,0.195,133.111596,1.568,0.334,2.482,A,133.6499144
ABAB,ABB-064,1642.11,9.17,0.079,133.967192,1.522,0.315,2.497,A,134.3447896
ABAB,ABB-064,1642.2624,8.92,-0.073,135.23078400000003,1.488,0.3091,2.597,A,135.29630400000002
ABAB,ABB-064,1642.4148,8.84,-0.304,136.575176,1.457,0.3165,2.632,A,136.25446000000002
ABAB,ABB-064,1642.5672,8.781,-0.744,137.59677200000002,1.425,0.3185,2.603,A,136.9518176
ABAB,ABB-064,1642.7196,8.788,-0.881,137.902376,1.394,0.304,2.613,A,137.1558192
ABAB,ABB-064,1642.872,8.794,-1.236,137.45398000000003,1.362,0.2934,2.621,A,136.78550479999998
ABAB,ABB-064,1643.0244,8.826,-1.773,136.250792,1.371,0.2811,2.637,A,135.916552
ABAB,ABB-064,1643.1768,8.858,-1.974,134.72360400000002,1.386,0.2498,2.668,A,134.71983840000001
ABAB,ABB-064,1643.3292,8.85,-1.556,133.252008,1.4,0.2267,2.671,A,133.348804
ABAB,ABB-064,1643.4816,8.849,-1.138,131.91880799999998,1.414,0.2301,2.694,A,131.9546464
ABAB,ABB-064,1643.634,8.847,-0.345,130.59880799999996,1.454,0.2363,2.697,A,130.5682456
ABAB,ABB-064,1643.7864,8.843,0.782,129.280004,1.517,0.2412,2.684,A,129.162804
ABAB,ABB-064,1643.9388,8.839,1.745,127.79159999999996,1.581,0.2421,2.681,A,127.76032239999998
ABAB,ABB-064,1644.0912,8.834,2.62,126.2248,1.633,0.2373,2.671,A,126.52847999999999
ABAB,ABB-064,1644.2436,8.83,3.269,124.9064,1.673,0.2387,2.672,A,125.67063759999999
ABAB,ABB-064,1644.396,8.824,3.847,124.439596,1.733,0.2487,2.674,A,125.4043152
ABAB,ABB-064,1644.5484,8.817,3.921,124.990792,1.781,0.2754,2.674,A,125.8508728
ABAB,ABB-064,1644.7008,8.827,3.806,126.459988,1.801,0.2983,2.704,A,127.00175040000002
ABAB,ABB-064,1644.8532,8.836,3.151,128.45758800000002,1.766,0.3133,2.666,A,128.58351040000002
ABAB,ABB-064,1645.0056,8.845,2.193,130.66078800000005,1.699,0.3144,2.587,A,130.26239280000001
ABAB,ABB-064,1645.158,8.854,0.816,132.348396,1.632,0.3147,2.605,A,131.7543976
ABAB,ABB-064,1645.3104,8.863,-0.438,133.38520400000002,1.564,0.3208,2.615,A,132.8908824
ABAB,ABB-064,1645.4628,8.871,-0.808,133.920012,1.497,0.3299,2.641,A,133.53880800000002
ABAB,ABB-064,1645.6152,8.872,-1.178,134.14001199999998,1.418,0.3322,2.635,A,133.79377119999998
ABAB,ABB-064,1645.7676,8.873,-0.957,133.900416,1.317,0.3282,2.608,A,133.78441200000003
ABAB,ABB-064,1645.92,8.864,-0.707,133.62321200000002,1.217,0.3245,2.609,A,133.6141704
ABAB,ABB-064,1646.0724,8.855,-0.857,133.338408,1.116,0.3203,2.612,A,133.334008
ABAB,ABB-064,1646.2248,8.846,-0.902,133.068804,1.063,0.3065,2.605,A,133.0106424
ABAB,ABB-064,1646.3772,8.841,-0.808,132.7392,1.045,0.3082,2.613,A,132.5031168
ABAB,ABB-064,1646.5296,8.854,-0.714,132.28358799999998,1.027,0.3099,2.612,A,131.60271199999997
ABAB,ABB-064,1646.682,8.86,-0.822,131.08558399999998,1.021,0.3033,2.644,A,130.04918959999998
ABAB,ABB-064,1646.8344,8.844,-0.946,128.836384,1.088,0.2952,2.665,A,127.7082312
ABAB,ABB-064,1646.9868,8.829,-1.04,125.301192,1.156,0.2384,2.681,A,124.67567919999999
ABAB,ABB-064,1647.1392,8.791,-1.134,121.034408,1.249,0.2141,2.684,A,121.44113039999999
ABAB,ABB-064,1647.2916,8.77,-0.879,117.120828,1.396,0.1916,2.684,A,118.71586239999999
ABAB,ABB-064,1647.444,8.749,-0.2951,114.91284,1.476,0.1962,2.701,A,117.3337104
ABAB,ABB-064,1647.5964,8.728,-6.0189,115.210044,1.547,0.2239,2.703,A,117.843152
ABAB,ABB-064,1647.7488,8.714,-5.78,118.390432,1.61,0.259,2.68,A,120.2861064
ABAB,ABB-064,1647.9012,8.699,-5.897,123.58161599999998,1.659,0.328,2.635,A,124.10553680000001
ABAB,ABB-064,1648.0536,8.694,-6.149,129.3356,1.668,0.3316,2.598,A,128.4407256
ABAB,ABB-064,1648.206,8.749,-6.696,134.00999199999998,1.678,0.3134,2.588,A,132.26543759999998
ABAB,ABB-064,1648.3584,8.795,-7.044,136.885988,1.688,0.2974,2.616,A,134.7767936
ABAB,ABB-064,1648.5108,8.811,-6.666,137.51399199999997,1.593,0.2845,2.631,A,135.59983359999998
ABAB,ABB-064,1648.6632,8.827,-6.287,136.138396,1.497,0.2741,2.658,A,134.8413552
ABAB,ABB-064,1648.8156,8.819,-5.886,133.45080000000002,1.401,0.2625,2.662,A,132.8265584
ABAB,ABB-064,1648.968,8.806,-5.31,130.2176,1.413,0.2383,2.671,A,130.10120160000002
ABAB,ABB-064,1649.1204,8.793,-4.734,126.812004,1.425,0.2361,2.7,A,127.25944480000001
ABAB,ABB-064,1649.2728,8.788,-4.157,123.88720800000002,1.455,0.2339,2.7,A,124.776008
ABAB,ABB-064,1649.4252,8.782,-3.588,121.92961200000002,1.523,0.2418,2.675,A,123.007772
ABAB,ABB-064,1649.5776,8.777,-3.021,121.033616,1.591,0.2487,2.648,A,122.2346544
ABAB,ABB-064,1649.73,8.778,-2.745,121.37642,1.658,0.2555,2.658,A,122.5010552
ABAB,ABB-064,1649.8824,8.778,-3.177,122.946416,1.705,0.2604,2.663,A,123.65329440000001
ABAB,ABB-064,1650.0348,8.779,-3.609,125.219212,1.753,0.2653,2.636,A,125.48321200000001
ABAB,ABB-064,1650.1872,8.78,-4.042,127.69080800000002,1.773,0.2702,2.615,A,127.67976800000001
ABAB,ABB-064,1650.3396,8.785,-4.421,130.183204,1.746,0.2751,2.595,A,129.8654448
ABAB,ABB-064,1650.492,8.789,-4.727,132.35920000000002,1.718,0.2579,2.597,A,131.7656024
ABAB,ABB-064,1650.6444,8.794,-4.371,133.8748,1.69,0.2445,2.6,A,133.22008079999998
ABAB,ABB-064,1650.7968,8.796,-4.015,134.71999999999997,1.623,0.248,2.588,A,134.06359999999998
ABAB,ABB-064,1650.9492,8.799,-3.739,134.96319999999997,1.612,0.2571,2.586,A,134.21576
ABAB,ABB-064,1651.1016,8.801,-3.571,134.40079999999998,1.6,0.2663,2.591,A,133.7304
ABAB,ABB-064,1651.254,8.803,-3.402,133.12000000000003,1.609,0.2638,2.6,A,132.7216
ABAB,ABB-064,1651.4064,8.806,-3.281,131.448,1.667,0.2633,2.611,A,131.36712000000003
ABAB,ABB-064,1651.5588,8.807,-3.192,129.67600000000002,1.725,0.2664,2.604,A,129.98256
ABAB,ABB-064,1651.7112,8.809,-3.103,128.19080000000002,1.783,0.2615,2.593,A,128.88616000000002
ABAB,ABB-064,1651.8636,8.8,-2.7,127.47800000000002,1.841,0.2753,2.581,A,128.2996
ABAB,ABB-064,1652.016,8.783,-2.268,127.638,1.956,0.2831,2.528,A,128.34056
ABAB,ABB-064,1652.1684,8.767,-2.382,128.5152,2.078,0.296,2.487,A,128.93984
ABAB,ABB-064,1652.3208,8.752,-2.718,129.8808,2.203,0.3005,2.433,A,129.8468
ABAB,ABB-064,1652.4732,8.737,-3.054,131.18720000000002,2.331,0.2698,2.396,A,130.77088
ABAB,ABB-064,1652.6256,8.722,-3.0,132.01280000000003,2.459,0.2576,2.477,A,131.42456
ABAB,ABB-064,1652.778,8.712,-2.892,132.2584,2.529,0.2454,2.504,A,131.53568
ABAB,ABB-064,1652.9304,8.701,-2.73,131.7836,2.553,0.2454,2.498,A,130.96944000000002
ABAB,ABB-064,1653.0828,8.695,-2.381,130.43640000000002,2.577,0.252,2.511,A,129.67648000000003
ABAB,ABB-064,1653.2352,8.681,-2.789,128.356,2.557,0.2605,2.524,A,127.60672
ABAB,ABB-064,1653.3876,8.656,-3.221,125.548,2.532,0.2682,2.523,A,124.754648
ABAB,ABB-064,1653.54,8.547,-4.173,121.9096,2.506,0.2748,2.533,A,121.161712
ABAB,ABB-064,1653.6924,8.479,-5.307,117.52324000000002,2.507,0.279,2.543,A,116.87236
ABAB,ABB-064,1653.8448,8.408,-6.55,112.47172,2.699,0.2743,2.524,A,111.992088
ABAB,ABB-064,1653.9972,8.302,-8.17,106.90924,2.89,0.2767,2.5,A,106.696208
ABAB,ABB-064,1654.1496,8.186,-9.835,101.14664,3.16,0.281,2.47,A,101.19584
ABAB,ABB-064,1654.302,8.101,-13.997,95.4302,3.616,0.2834,2.447,A,95.72632
ABAB,ABB-064,1654.4544,8.045,-18.209,90.0214,4.242,0.2913,2.425,A,90.45512799999999
ABAB,ABB-064,1654.6068,8.012,-22.752,85.12411999999999,5.114,0.3043,2.406,B,85.41914399999999
ABAB,ABB-064,1654.7592,8.008,-27.14,80.55328,6.106,0.3167,2.405,B,80.579296
ABAB,ABB-064,1654.9116,8.004,-30.727,75.96672,7.025,0.3193,2.407,B,75.81971200000001
ABAB,ABB-064,1655.064,7.999,-33.124,71.23096,7.876,0.3182,2.387,B,70.98532
ABAB,ABB-064,1655.2164,7.995,-34.485,66.22348000000001,8.717,0.3128,2.364,B,66.024784
ABAB,ABB-064,1655.3688,7.991,-35.055,60.952160000000006,9.438,0.3074,2.352,B,61.034896
ABAB,ABB-064,1655.5212,7.989,-35.144,55.7506,10.147,0.3064,2.325,B,56.186608
ABAB,ABB-064,1655.6736,7.987,-35.233,51.01728,11.083,0.312,2.302,B,51.698824
ABAB,ABB-064,1655.826,7.984,-36.491,46.989520000000006,12.28,0.3095,2.351,B,47.786456
ABAB,ABB-064,1655.9784,7.982,-38.249,43.78456,13.358,0.2974,2.374,B,44.564104
ABAB,ABB-064,1656.1308,7.983,-40.926,41.39032,14.45,0.2906,2.373,B,42.0188088
ABAB,ABB-064,1656.2832,7.984,-43.599,39.63884,15.668,0.2878,2.366,B,40.0734104
ABAB,ABB-064,1656.4356,7.985,-45.976,38.290804,17.157,0.2938,2.362,B,38.6303088
ABAB,ABB-064,1656.588,7.991,-48.026,37.262528,18.733,0.2945,2.369,B,37.64464
ABAB,ABB-064,1656.7404,7.997,-49.617,36.569052,19.376,0.2974,2.351,B,37.184355999999994
ABAB,ABB-064,1656.8928,8.003,-50.769,36.461976,19.735,0.3058,2.332,B,37.487208
ABAB,ABB-064,1657.0452,8.009,-51.921,37.33742,19.827,0.3081,2.3,B,38.9571872
ABAB,ABB-064,1657.1976,8.015,-53.07,39.805064,19.512,0.3059,2.287,B,42.090380800000005
ABAB,ABB-064,1657.35,8.019,-52.926,44.612424,18.376,0.3037,2.303,B,47.3413808
ABAB,ABB-064,1657.5024,8.139,-51.769,52.23502,16.439,0.2861,2.316,B,55.047762399999996
ABAB,ABB-064,1657.6548,8.226,-50.612,62.716976,14.563,0.2817,2.335,B,65.2562112
ABAB,ABB-064,1657.8072,8.274,-48.607,75.869328,10.61,0.2855,2.417,B,77.53664160000001
ABAB,ABB-064,1657.9596,8.319,-46.487,90.847308,7.589,0.2922,2.495,B,91.115208
ABAB,ABB-064,1658.112,8.438,-44.368,106.014576,6.13,0.3308,2.524,B,105.04895839999999
ABAB,ABB-064,1658.2644,8.627,-40.714,120.127852,4.834,0.3447,2.535,B,118.2990712
ABAB,ABB-064,1658.4168,8.831,-35.021,132.38572800000003,3.876,0.3458,2.563,B,130.0080056
ABAB,ABB-064,1658.5692,8.934,-26.212,142.119892,3.193,0.3479,2.583,B,139.7174872
ABAB,ABB-064,1658.7216,8.948,-17.663,149.39198000000002,2.681,0.352,2.567,B,147.24439360000002
ABAB,ABB-064,1658.874,9.073,-10.521,154.561984,2.427,0.3518,2.528,B,152.55988480000002
ABAB,ABB-064,1659.0264,8.923,-6.798,157.76238400000005,2.219,0.345,2.482,B,155.77918240000002
ABAB,ABB-064,1659.1788,8.797,-5.287,158.963184,2.054,0.3352,2.413,B,156.99958320000002
ABAB,ABB-064,1659.3312,8.755,-3.775,158.21638000000002,1.889,0.3385,2.422,B,156.33430400000003
ABAB,ABB-064,1659.4836,8.74,-2.892,155.493984,1.817,0.3437,2.443,B,153.9839056
ABAB,ABB-064,1659.636,8.726,-2.269,151.235588,1.776,0.3322,2.493,B,150.298548
ABAB,ABB-064,1659.7884,8.722,-1.645,146.010392,1.785,0.3161,2.481,B,145.75447200000002
ABAB,ABB-064,1659.9408,8.717,-0.997,140.536396,1.869,0.2797,2.48,B,140.9160752
ABAB,ABB-064,1660.0932,8.726,-1.053,135.496,1.931,0.2578,2.519,B,136.2946376
ABAB,ABB-064,1660.2456,8.736,-1.161,131.302,1.972,0.2405,2.53,B,132.32087840000003
ABAB,ABB-064,1660.398,8.745,-0.843,128.1284,2.013,0.217,2.561,B,129.2226376
ABAB,ABB-064,1660.5504,8.754,-0.365,126.141596,2.047,0.2179,2.584,B,127.01423519999999
ABAB,ABB-064,1660.7028,8.764,0.113,125.045192,2.07,0.2198,2.605,B,125.596552
ABAB,ABB-064,1660.8552,8.774,0.238,124.45398799999998,2.093,0.2174,2.627,B,124.787348
ABAB,ABB-064,1661.0076,8.783,0.237,124.213584,2.117,0.2069,2.641,B,124.30278559999999
ABAB,ABB-064,1661.16,8.788,0.021,124.08238,2.136,0.2018,2.656,B,123.95502400000001
ABAB,ABB-064,1661.3124,8.788,-0.196,123.718784,2.143,0.1953,2.676,B,123.6389432
ABAB,ABB-064,1661.4648,8.787,-0.412,123.306384,2.15,0.2024,2.663,B,123.24510319999999
ABAB,ABB-064,1661.6172,8.786,-0.433,122.873584,2.158,0.2095,2.656,B,122.721344
ABAB,ABB-064,1661.7696,8.788,-0.455,122.244384,2.165,0.2158,2.643,B,122.09206319999998
ABAB,ABB-064,1661.922,8.79,-0.476,121.463584,2.154,0.2221,2.624,B,121.30166320000001
ABAB,ABB-064,1662.0744,8.788,-0.616,120.57238,2.14,0.2217,2.63,B,120.335664
ABAB,ABB-064,1662.2268,8.793,-0.868,119.354384,2.126,0.2194,2.597,B,119.2606256
ABAB,ABB-064,1662.3792,8.794,-1.12,118.043588,2.113,0.2151,2.585,B,118.14422880000002
ABAB,ABB-064,1662.5316,8.796,-1.395,116.86919200000004,2.109,0.2106,2.591,B,117.1269544
ABAB,ABB-064,1662.684,8.787,-1.679,115.8816,2.147,0.2125,2.603,B,116.47256000000002
ABAB,ABB-064,1662.8364,8.772,-1.875,115.486008,2.186,0.2212,2.626,B,116.4053648
ABAB,ABB-064,1662.9888,8.684,-1.731,116.082412,2.224,0.2177,2.619,B,117.11664880000001
ABAB,ABB-064,1663.1412,8.722,-1.587,117.707612,2.251,0.2217,2.606,B,118.76056960000001
ABAB,ABB-064,1663.2936,8.754,-1.443,120.425612,2.277,0.218,2.649,B,121.26104719999998
ABAB,ABB-064,1663.446,8.757,-1.189,124.101204,2.285,0.213,2.632,B,124.3332824
ABAB,ABB-064,1663.5984,8.759,-0.922,127.988396,2.262,0.2308,2.623,B,127.58567759999998
ABAB,ABB-064,1663.7508,8.759,-0.688,131.443588,2.135,0.2533,2.603,B,130.55647359999998
ABAB,ABB-064,1663.9032,8.759,-0.572,133.969588,2.038,0.2698,2.594,B,132.8605528
ABAB,ABB-064,1664.0556,8.759,-0.689,135.279592,1.94,0.2849,2.601,B,134.3360752
ABAB,ABB-064,1664.208,8.759,-1.901,135.6216,1.842,0.2849,2.617,B,134.9987208
ABAB,ABB-064,1664.3604,8.754,-2.903,135.36600800000002,1.747,0.2761,2.608,B,135.00920720000002
ABAB,ABB-064,1664.5128,8.749,-3.767,134.756816,1.656,0.2731,2.631,B,134.606332
ABAB,ABB-064,1664.6652,8.744,-4.185,134.02202,1.565,0.271,2.651,B,133.89585440000002
ABAB,ABB-064,1664.8176,8.74,-3.932,133.26521599999998,1.489,0.2747,2.652,B,132.91785520000002
ABAB,ABB-064,1664.97,8.737,-3.68,132.069212,1.457,0.2748,2.623,B,131.7624136
ABAB,ABB-064,1665.1224,8.733,-3.644,130.476012,1.424,0.2722,2.6,B,130.54472959999998
ABAB,ABB-064,1665.2748,8.726,-3.608,128.979608,1.41,0.2663,2.592,B,129.3856056
ABAB,ABB-064,1665.4272,8.725,-3.571,127.9336,1.442,0.2603,2.603,B,128.55696159999997
ABAB,ABB-064,1665.5796,8.723,-3.302,127.469596,1.475,0.2546,2.622,B,128.29767520000001
ABAB,ABB-064,1665.732,8.722,-2.999,127.925992,1.507,0.2504,2.639,B,128.58286879999997
ABAB,ABB-064,1665.8844,8.715,-2.696,129.17958,1.55,0.2469,2.665,B,129.2257456
ABAB,ABB-064,1666.0368,8.716,-2.689,130.40557599999997,1.61,0.2466,2.657,B,130.0591848
ABAB,ABB-064,1666.1892,8.717,-2.784,131.147984,1.671,0.2518,2.649,B,130.8659056
ABAB,ABB-064,1666.3416,8.717,-2.91,131.636792,1.73,0.2534,2.662,B,131.4624704
ABAB,ABB-064,1666.494,8.718,-3.142,131.95959599999998,1.781,0.2549,2.65,B,131.9100768
ABAB,ABB-064,1666.6464,8.718,-3.238,132.16240399999998,1.832,0.2615,2.628,B,132.36543999999998
ABAB,ABB-064,1666.7988,8.719,-3.333,132.643608,1.882,0.2634,2.618,B,132.77255999999997
ABAB,ABB-064,1666.9512,8.704,-3.589,133.4248,1.933,0.2484,2.586,B,132.9472
ABAB,ABB-064,1667.1036,8.703,-3.883,133.672392,1.911,0.252,2.579,B,132.7148008
ABAB,ABB-064,1667.256,8.701,-3.062,132.832796,1.873,0.2556,2.598,B,131.9496032
ABAB,ABB-064,1667.4084,8.708,-2.742,131.00040800000002,1.834,0.2734,2.637,B,130.7030504
ABAB,ABB-064,1667.5608,8.716,-2.684,128.81761999999998,1.829,0.2862,2.623,B,129.4373016
ABAB,ABB-064,1667.7132,8.723,-2.81,127.192036,1.825,0.2749,2.607,B,128.8697912
ABAB,ABB-064,1667.8656,8.73,-2.383,127.343648,1.82,0.2712,2.603,B,129.67483439999998
ABAB,ABB-064,1668.018,8.755,-1.627,129.995244,1.815,0.2742,2.599,B,132.15187120000002
ABAB,ABB-064,1668.1704,8.793,-1.707,135.02562400000002,1.834,0.2746,2.563,B,136.1205808
ABAB,ABB-064,1668.3228,8.833,-2.085,141.202804,1.859,0.279,2.52,B,140.90432560000002
ABAB,ABB-064,1668.4752,8.876,-2.4,147.035584,1.885,0.2872,2.49,B,145.5888712
ABAB,ABB-064,1668.6276,8.896,-2.489,151.262372,1.91,0.2964,2.483,B,149.31614240000002
ABAB,ABB-064,1668.78,8.917,-2.578,153.41797200000002,1.925,0.3043,2.477,B,151.6253392
ABAB,ABB-064,1668.9324,8.92,-1.859,153.66198,1.939,0.3142,2.487,B,152.5420616
ABAB,ABB-064,1669.0848,8.918,-0.463,152.74878800000002,1.935,0.3275,2.49,B,152.4663872
ABAB,ABB-064,1669.2372,8.917,0.561,151.61919600000002,1.91,0.3308,2.496,B,151.90407280000002
ABAB,ABB-064,1669.3896,8.916,0.952,150.884,1.884,0.334,2.511,B,151.2767968
ABAB,ABB-064,1669.542,8.915,1.035,150.60639999999998,1.859,0.3399,2.515,B,150.7508784
ABAB,ABB-064,1669.6944,8.914,1.143,150.5256,1.856,0.3399,2.508,B,150.151756
ABAB,ABB-064,1669.8468,8.913,1.167,150.11919600000002,1.853,0.3371,2.507,B,148.93728000000002
ABAB,ABB-064,1669.9992,8.912,1.19,148.623584,1.85,0.3307,2.508,B,146.46978
ABAB,ABB-064,1670.1516,8.911,1.172,144.81162,1.847,0.3244,2.479,B,142.1610904
ABAB,ABB-064,1670.304,8.91,1.083,138.2689,1.874,0.3188,2.458,B1,135.75630159999997
ABAB,ABB-064,1670.4564,8.909,0.994,128.982152,1.903,0.3266,2.437,B1,127.45221040000001
ABAB,ABB-064,1670.6088,8.908,0.973,118.095252,1.932,0.3379,2.412,B1,118.245028
ABAB,ABB-064,1670.7612,8.908,0.952,107.103128,1.934,0.3523,2.394,B1,109.5123288
ABAB,ABB-064,1670.9136,8.906,0.436,98.775708,1.936,0.3548,2.379,B1,102.913248
ABAB,ABB-064,1671.066,8.903,-1.193,94.605404,1.938,0.3554,2.37,B1,99.6577984
ABAB,ABB-064,1671.2184,8.901,-3.255,95.986748,1.941,0.359,2.364,B1,100.36695920000001
ABAB,ABB-064,1671.3708,8.51,-6.0642,101.818004,1.943,0.3333,2.363,B1,104.7309184
ABAB,ABB-064,1671.5232,8.521,-21.3609,110.64893200000002,1.957,0.3194,2.401,B1,111.84346000000001
ABAB,ABB-064,1671.6756,8.531,-31.3579,120.595504,1.99,0.3115,2.414,B1,120.13513200000003
ABAB,ABB-064,1671.828,8.623,-34.4729,130.168112,2.022,0.3036,2.405,B1,128.29208160000002
ABAB,ABB-064,1671.9804,8.716,-33.1419,137.445108,2.054,0.2994,2.411,B1,135.3990056
ABAB,ABB-064,1672.1328,8.796,-26.015,142.60275199999998,2.117,0.3076,2.423,B1,140.8942168
ABAB,ABB-064,1672.2852,8.881,-21.333,146.183552,2.207,0.3174,2.437,B1,144.558988
ABAB,ABB-064,1672.4376,8.942,-15.548,148.07156,2.297,0.3199,2.442,B1,146.58404000000002
ABAB,ABB-064,1672.59,8.945,-8.717,148.491968,2.386,0.3182,2.447,B1,147.0692424
ABAB,ABB-064,1672.7424,8.948,-3.899,147.570368,2.475,0.3164,2.443,B1,145.91980719999998
ABAB,ABB-064,1672.8948,8.943,-1.588,145.028764,2.548,0.3125,2.484,B1,143.273332
ABAB,ABB-064,1673.0472,8.942,-0.183,140.43637600000002,2.534,0.3087,2.534,B1,139.4236576
ABAB,ABB-064,1673.1996,8.939,0.627,134.839184,2.474,0.3033,2.641,B1,134.8805456
ABAB,ABB-064,1673.352,8.937,0.91,129.243596,2.414,0.2873,2.732,B1,130.38575759999998
ABAB,ABB-064,1673.5044,8.937,1.193,124.854808,2.369,0.2695,2.743,B1,126.9619256
ABAB,ABB-064,1673.6568,8.937,1.409,122.55482399999998,2.336,0.2503,2.711,B1,125.20513039999999
ABAB,ABB-064,1673.8092,8.942,1.625,123.317216,2.302,0.2247,2.671,B1,125.241132
ABAB,ABB-064,1673.9616,8.946,0.876,126.055208,2.268,0.2024,2.633,B1,126.8056104
ABAB,ABB-064,1674.114,8.95,-0.103,129.423604,2.253,0.2123,2.608,B1,129.37800320000002
ABAB,ABB-064,1674.2664,8.953,-0.386,132.67720000000003,2.243,0.2279,2.583,B1,132.1032784
ABAB,ABB-064,1674.4188,8.957,-0.669,135.416788,2.233,0.2456,2.574,B1,134.45791680000002
ABAB,ABB-064,1674.5712,8.96,-0.952,136.94359200000002,2.283,0.2491,2.561,B1,136.40847760000003
ABAB,ABB-064,1674.7236,8.964,-0.485,137.82840000000002,2.364,0.2526,2.556,B1,138.2004792
ABAB,ABB-064,1674.876,8.967,0.12,139.17640799999998,2.439,0.2366,2.583,B1,140.1388024
ABAB,ABB-064,1675.0284,8.967,0.62,141.63720800000002,2.501,0.2316,2.568,B1,142.5996032
ABAB,ABB-064,1675.1808,8.967,0.969,145.108404,2.537,0.2295,2.547,B1,145.7415992
ABAB,ABB-064,1675.3332,8.967,1.067,149.24759600000002,2.497,0.2326,2.524,B1,149.230228
ABAB,ABB-064,1675.4856,8.967,0.731,153.53838000000002,2.456,0.2418,2.494,B1,152.26445520000001
