STRUKTUR,WELL_NAME,DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,CALI,DT,HLLD,HLLS,LLS,MSFL,PEF,RHOZ,RXOZ,SP,DRHO
BNG,BNG-051,674.9796,60.1372,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,675.132,63.1188,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,675.2844,60.8588,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,675.4368,60.2449,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,675.5892,64.3006,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,675.7416,59.8123,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,675.894,60.3787,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.0464,57.6886,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.1988,64.1896,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.3512,58.7179,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.5036,59.4753,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.656,60.0504,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.8084,66.0006,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,676.9608,63.3157,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,677.1132,60.0193,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,677.2656,60.8558,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,677.418,64.5312,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,677.5704,64.1974,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,677.7228,60.2985,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,677.8752,58.0341,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.0276,60.393,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.18,61.5225,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.3324,66.5686,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.4848,63.4527,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.6372,67.8173,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.7896,64.7041,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,678.942,63.4814,0.5522,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,679.0944,59.5807,0.5118,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,679.2468,60.3781,0.6259,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,679.3992,61.3194,0.7949,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,679.5516,61.0362,1.0219,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,679.704,59.8201,0.8428,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,679.8564,62.6075,1.4226,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.0088,66.0096,1.1651,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.1612,64.2599,0.8751,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.3136,66.0694,0.6435,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.466,69.3189,0.6383,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.6184,69.317,0.7131,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.7708,68.8543,0.8056,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,680.9232,65.1749,0.9321,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.0756,66.8749,0.8421,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.228,64.0687,0.7298,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.3804,61.9464,0.6037,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.5328,62.0437,0.6258,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.6852,60.5328,0.4973,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.8376,63.7381,0.464,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,681.99,67.3189,0.4771,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,682.1424,72.3106,0.5625,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,682.2948,71.7468,0.635,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,682.4472,69.4843,0.6858,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,682.5996,65.164,0.7538,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,682.752,59.125,0.6491,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,682.9044,59.2648,0.5865,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.0568,63.2105,0.4889,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.2092,70.6094,0.4603,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.3616,70.0914,0.3923,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.514,68.4865,0.4703,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.6664,69.3434,0.4929,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.8188,73.141,0.6142,2.1375,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,683.9712,77.1564,0.5602,2.1408999,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,684.1236,79.4283,0.5184,2.1419001,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,684.276,77.4532,0.671,2.1371001,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,684.4284,75.5156,0.6648,2.1314001,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,684.5808,75.4904,0.7962,2.1328,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,684.7332,75.2716,0.5578,2.144,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,684.8856,71.969,0.5241,2.1681001,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,685.038,67.6941,0.4834,2.2073,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,685.1904,67.9288,0.5022,2.2413000000000003,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,685.3428,70.8369,0.4747,2.265,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,685.4952,72.6786,0.5257,2.2876999999999996,0.0036,ABF,,,,,,,,,,,,
BNG,BNG-051,685.6476,70.9359,0.545,2.3088,0.0036,ABF,,,,,,,,,,,,
