STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,GR_NO
ABAB,ABB-089,1440.7896,,-75.292,87.675,416.298,0.1244,2.076,,,87.675
ABAB,ABB-089,1440.942,,-75.562,87.151,409.057,0.1231,2.053,,,87.151
ABAB,ABB-089,1441.0944,,-75.989,85.574,381.995,0.122,2.064,,,85.574
ABAB,ABB-089,1441.2468,,-76.417,83.447,320.577,0.1206,2.105,,,83.447
ABAB,ABB-089,1441.3992,,-76.588,81.6,270.415,0.1165,2.178,,,81.6
ABAB,ABB-089,1441.5516,,-76.504,81.378,236.217,0.1107,2.199,,,81.378
ABAB,ABB-089,1441.704,,-76.419,81.725,197.699,0.1076,2.177,,,81.725
ABAB,ABB-089,1441.8564,,-76.334,83.146,159.18,0.1086,2.144,,,83.146
ABAB,ABB-089,1442.0088,,-75.797,84.333,120.661,0.1097,2.024,,,84.333
ABAB,ABB-089,1442.1612,,-75.228,85.72,92.728,0.12,2.039,,,85.72
ABAB,ABB-089,1442.3136,,-74.659,94.229,71.707,0.1326,2.062,,,94.229
ABAB,ABB-089,1442.466,,-74.563,103.09,66.904,0.1439,2.063,,,103.09
ABAB,ABB-089,1442.6184,,-74.467,113.785,64.312,0.1354,2.057,,,113.785
ABAB,ABB-089,1442.7708,,-74.583,126.077,60.96,0.1255,2.067,,,126.077
ABAB,ABB-089,1442.9232,,-74.699,133.628,57.285,0.1169,2.062,,,133.628
ABAB,ABB-089,1443.0756,,-75.276,134.37,52.769,0.1214,2.069,,,134.37
ABAB,ABB-089,1443.228,,-76.704,132.239,52.863,0.1262,2.063,,,132.239
ABAB,ABB-089,1443.3804,,-77.282,122.945,55.169,0.1348,2.05,,,122.945
ABAB,ABB-089,1443.5328,,-77.86,113.461,62.092,0.1474,2.038,,,113.461
ABAB,ABB-089,1443.6852,,-77.154,106.261,67.039,0.1665,2.05,,,106.261
ABAB,ABB-089,1443.8376,,-76.55,100.14,78.805,0.1757,2.063,,,100.14
ABAB,ABB-089,1443.99,,-76.719,95.085,86.858,0.1803,2.09,,,95.085
ABAB,ABB-089,1444.1424,,-76.889,87.988,93.533,0.1733,2.122,,,87.988
ABAB,ABB-089,1444.2948,,-77.248,71.999,99.003,0.162,2.139,,,71.999
ABAB,ABB-089,1444.4472,,-77.607,51.69,239.973,0.1357,2.119,,,51.69
ABAB,ABB-089,1444.5996,,-77.734,40.066,380.943,0.1055,2.044,,,40.066
ABAB,ABB-089,1444.752,,-77.861,36.294,470.246,0.0872,1.989,,,36.294
ABAB,ABB-089,1444.9044,,-77.925,33.99,507.395,0.0711,1.942,,,33.99
ABAB,ABB-089,1445.0568,,-77.989,34.085,522.909,0.0601,1.911,,,34.085
ABAB,ABB-089,1445.2092,,-78.054,34.644,526.636,0.0537,1.903,,,34.644
ABAB,ABB-089,1445.3616,,-78.118,35.536,526.067,0.0483,1.908,,,35.536
ABAB,ABB-089,1445.514,,-78.291,37.254,520.86,0.0439,1.913,,,37.254
ABAB,ABB-089,1445.6664,,-78.464,41.756,511.056,0.0449,1.971,,,41.756
ABAB,ABB-089,1445.8188,,-78.297,44.19,487.543,0.0458,1.988,,,44.19
ABAB,ABB-089,1445.9712,,-78.131,47.045,436.746,0.0523,2.002,,,47.045
ABAB,ABB-089,1446.1236,,-77.882,49.586,348.42,0.0662,2.024,,,49.586
ABAB,ABB-089,1446.276,,-77.868,52.876,260.094,0.0879,2.104,,,52.876
ABAB,ABB-089,1446.4284,,-77.855,55.978,171.768,0.1029,2.172,,,55.978
ABAB,ABB-089,1446.5808,,-78.327,59.151,83.441,0.1223,2.194,,,59.151
ABAB,ABB-089,1446.7332,,-78.799,61.749,58.543,0.127,2.185,,,61.749
ABAB,ABB-089,1446.8856,,-80.37,58.433,53.717,0.1296,2.187,,,58.433
ABAB,ABB-089,1447.038,,-81.735,55.797,49.125,0.1398,2.199,,,55.797
ABAB,ABB-089,1447.1904,,-83.275,53.954,47.228,0.161,2.223,,,53.954
ABAB,ABB-089,1447.3428,,-84.903,51.114,45.909,0.1945,2.221,,,51.114
ABAB,ABB-089,1447.4952,,-86.532,48.573,45.752,0.194,2.218,,,48.573
ABAB,ABB-089,1447.6476,,-88.024,47.213,48.302,0.147,2.222,,,47.213
ABAB,ABB-089,1447.8,,-89.517,48.422,54.224,0.1169,2.21,,,48.422
ABAB,ABB-089,1447.9524,,-90.745,52.359,66.996,0.0997,2.222,,,52.359
ABAB,ABB-089,1448.1048,,-92.125,56.243,94.572,0.0868,2.24,,,56.243
ABAB,ABB-089,1448.2572,,-93.504,60.387,240.411,0.0762,2.251,,,60.387
ABAB,ABB-089,1448.4096,,-94.817,63.358,386.25,0.067,2.269,,,63.358
ABAB,ABB-089,1448.562,,-96.131,59.868,532.09,0.0592,2.267,,,59.868
ABAB,ABB-089,1448.7144,,-97.67,56.618,555.398,0.0513,2.253,,,56.618
ABAB,ABB-089,1448.8668,,-99.21,53.482,580.026,0.0469,2.241,,,53.482
ABAB,ABB-089,1449.0192,,-100.65,51.909,591.15,0.0445,2.229,,,51.909
ABAB,ABB-089,1449.1716,,-102.09,49.489,594.906,0.0421,2.22,,,49.489
ABAB,ABB-089,1449.324,,-103.504,46.25,598.662,0.0406,2.203,,,46.25
ABAB,ABB-089,1449.4764,,-104.918,41.557,588.161,0.0423,2.19,,,41.557
ABAB,ABB-089,1449.6288,,-106.195,39.233,574.49,0.0444,2.166,,,39.233
ABAB,ABB-089,1449.7812,,-107.473,36.834,557.248,0.0465,2.142,,,36.834
ABAB,ABB-089,1449.9336,,-108.75,34.183,459.085,0.0472,2.098,,,34.183
ABAB,ABB-089,1450.086,,-110.48,31.403,360.922,0.048,2.085,,,31.403
ABAB,ABB-089,1450.2384,,-112.209,29.127,262.759,0.0501,2.094,,,29.127
ABAB,ABB-089,1450.3908,,-113.31,27.77,164.595,0.0522,2.112,,,27.77
ABAB,ABB-089,1450.5432,,-114.411,28.138,92.962,0.057,2.135,,,28.138
ABAB,ABB-089,1450.6956,,-115.274,29.614,57.068,0.0676,2.224,,,29.614
ABAB,ABB-089,1450.848,,-116.137,29.718,42.788,0.078,2.266,,,29.718
ABAB,ABB-089,1451.0004,,-116.789,30.193,33.735,0.0862,2.29,,,30.193
ABAB,ABB-089,1451.1528,,-117.441,30.709,28.478,0.0901,2.291,,,30.709
ABAB,ABB-089,1451.3052,,-118.094,30.955,25.217,0.0884,2.311,,,30.955
ABAB,ABB-089,1451.4576,,-118.608,31.143,23.823,0.086,2.35,,,31.143
ABAB,ABB-089,1451.61,,-119.122,31.644,22.428,0.0835,2.397,,,31.644
ABAB,ABB-089,1451.7624,,-119.636,32.227,21.89,0.081,2.457,,,32.227
ABAB,ABB-089,1451.9148,,-119.862,32.97,21.555,0.0776,2.517,,,32.97
ABAB,ABB-089,1452.0672,,-120.087,33.909,21.22,0.0742,2.543,,,33.909
ABAB,ABB-089,1452.2196,,-120.313,34.894,22.054,0.0712,2.56,,,34.894
ABAB,ABB-089,1452.372,,-120.538,36.058,26.251,0.0678,2.55,,,36.058
ABAB,ABB-089,1452.5244,,-120.341,37.288,32.717,0.0648,2.543,,,37.288
ABAB,ABB-089,1452.6768,,-120.143,38.646,38.153,0.0624,2.543,,,38.646
ABAB,ABB-089,1452.8292,,-119.945,40.78,43.442,0.0641,2.515,,,40.78
ABAB,ABB-089,1452.9816,,-118.95,42.949,50.806,0.0663,2.421,,,42.949
ABAB,ABB-089,1453.134,,-118.667,46.707,60.128,0.0702,2.384,,,46.707
ABAB,ABB-089,1453.2864,,-119.842,63.215,65.607,0.0736,2.321,,,63.215
ABAB,ABB-089,1453.4388,,-120.42,71.393,70.99,0.0798,2.238,,,71.393
ABAB,ABB-089,1453.5912,,-120.997,74.605,79.231,0.0857,2.145,,,74.605
ABAB,ABB-089,1453.7436,,-121.189,74.917,117.469,0.0928,2.036,,,74.917
ABAB,ABB-089,1453.896,,-121.382,73.71,155.707,0.0907,1.983,,,73.71
ABAB,ABB-089,1454.0484,,-121.574,71.813,193.945,0.0853,1.963,,,71.813
ABAB,ABB-089,1454.2008,,-121.434,69.204,232.184,0.0784,1.956,,,69.204
ABAB,ABB-089,1454.3532,,-121.294,64.307,270.422,0.0715,1.948,,,64.307
ABAB,ABB-089,1454.5056,,-120.702,52.152,361.442,0.0686,1.984,,,52.152
ABAB,ABB-089,1454.658,,-120.109,48.417,413.715,0.0749,2.025,,,48.417
ABAB,ABB-089,1454.8104,,-119.339,41.276,465.989,0.0752,2.13,,,41.276
ABAB,ABB-089,1454.9628,,-118.975,38.029,483.431,0.0746,2.194,,,38.029
ABAB,ABB-089,1455.1152,,-118.61,40.516,500.874,0.0743,2.224,,,40.516
ABAB,ABB-089,1455.2676,,-118.309,44.323,508.931,0.0739,2.218,,,44.323
ABAB,ABB-089,1455.42,,-118.007,48.708,513.262,0.0751,2.191,,,48.708
ABAB,ABB-089,1455.5724,,-117.705,53.605,517.593,0.0817,2.139,,,53.605
ABAB,ABB-089,1455.7248,,-117.395,57.884,517.038,0.0871,2.08,,,57.884
ABAB,ABB-089,1455.8772,,-117.085,59.432,509.668,0.0897,2.04,,,59.432
ABAB,ABB-089,1456.0296,,-116.805,56.747,502.299,0.0904,2.001,,,56.747
ABAB,ABB-089,1456.182,,-116.525,54.033,470.019,0.091,1.992,,,54.033
ABAB,ABB-089,1456.3344,,-116.246,51.36,434.698,0.0902,1.992,,,51.36
ABAB,ABB-089,1456.4868,,-115.966,52.768,388.039,0.0894,1.992,,,52.768
ABAB,ABB-089,1456.6392,,-115.686,53.934,341.379,0.0872,1.977,,,53.934
ABAB,ABB-089,1456.7916,,-115.219,55.1,312.068,0.0829,1.976,,,55.1
ABAB,ABB-089,1456.944,,-114.753,56.049,269.888,0.0786,1.963,,,56.049
ABAB,ABB-089,1457.0964,,-114.286,60.479,227.708,0.0716,1.947,,,60.479
ABAB,ABB-089,1457.2488,,-113.82,63.739,185.528,0.0667,1.949,,,63.739
ABAB,ABB-089,1457.4012,,-113.354,62.358,143.348,0.0609,1.963,,,62.358
ABAB,ABB-089,1457.5536,,-112.725,59.136,101.168,0.0577,1.978,,,59.136
ABAB,ABB-089,1457.706,,-112.095,57.291,76.102,0.0562,1.996,,,57.291
ABAB,ABB-089,1457.8584,,-111.445,54.295,60.64,0.0589,2.024,,,54.295
ABAB,ABB-089,1458.0108,,-110.795,52.332,46.901,0.0735,2.039,,,52.332
ABAB,ABB-089,1458.1632,,-110.145,49.768,38.062,0.0933,2.094,,,49.768
ABAB,ABB-089,1458.3156,,-109.494,49.031,28.328,0.1117,2.104,,,49.031
ABAB,ABB-089,1458.468,,-108.725,48.162,20.974,0.1293,2.236,,,48.162
ABAB,ABB-089,1458.6204,,-107.76,46.965,17.26,0.1443,2.238,,,46.965
ABAB,ABB-089,1458.7728,,-107.312,45.544,13.545,0.162,2.259,,,45.544
ABAB,ABB-089,1458.9252,,-106.864,45.721,13.343,0.1778,2.282,,,45.721
ABAB,ABB-089,1459.0776,,-106.495,46.702,13.501,0.1973,2.318,,,46.702
ABAB,ABB-089,1459.23,,-106.029,50.124,13.761,0.2092,2.338,,,50.124
ABAB,ABB-089,1459.3824,,-105.822,52.062,14.104,0.2384,2.248,,,52.062
ABAB,ABB-089,1459.5348,,-107.679,51.225,14.447,0.246,2.212,,,51.225
ABAB,ABB-089,1459.6872,,-109.522,49.159,14.872,0.2104,2.177,,,49.159
ABAB,ABB-089,1459.8396,,-111.038,45.959,15.459,0.1983,2.267,,,45.959
ABAB,ABB-089,1459.992,,-111.972,44.064,16.195,0.1861,2.382,,,44.064
ABAB,ABB-089,1460.1444,,-112.906,44.058,16.931,0.1694,2.462,,,44.058
ABAB,ABB-089,1460.2968,,-113.344,46.807,17.686,0.1441,2.466,,,46.807
ABAB,ABB-089,1460.4492,,-113.782,49.416,18.136,0.1462,2.433,,,49.416
ABAB,ABB-089,1460.6016,,-113.171,51.368,18.085,0.1732,2.4,,,51.368
ABAB,ABB-089,1460.754,,-112.561,52.491,16.271,0.1916,2.322,,,52.491
ABAB,ABB-089,1460.9064,,-112.011,52.134,15.606,0.2072,2.265,,,52.134
ABAB,ABB-089,1461.0588,,-112.768,52.012,15.533,0.2189,2.201,,,52.012
ABAB,ABB-089,1461.2112,,-113.305,52.969,16.604,0.2317,2.232,,,52.969
ABAB,ABB-089,1461.3636,,-113.842,53.329,18.429,0.2164,2.25,,,53.329
ABAB,ABB-089,1461.516,,-113.792,53.114,19.712,0.2021,2.259,,,53.114
ABAB,ABB-089,1461.6684,,-113.741,50.893,20.414,0.1817,2.268,,,50.893
ABAB,ABB-089,1461.8208,,-114.34,48.813,20.134,0.0946,2.292,,,48.813
ABAB,ABB-089,1461.9732,,-115.272,53.403,18.456,0.059,2.327,,,53.403
ABAB,ABB-089,1462.1256,,-116.204,58.21,16.839,0.0514,2.361,,,58.21
ABAB,ABB-089,1462.278,,-116.479,67.71,15.669,0.0623,2.359,,,67.71
ABAB,ABB-089,1462.4304,,-115.862,83.146,14.851,0.0793,2.337,,,83.146
ABAB,ABB-089,1462.5828,,-115.245,102.463,14.034,0.0953,2.223,,,102.463
ABAB,ABB-089,1462.7352,,-114.628,113.904,13.757,0.1358,1.998,,,113.904
ABAB,ABB-089,1462.8876,,-114.012,116.047,13.627,0.1656,1.863,,,116.047
ABAB,ABB-089,1463.04,,-112.275,114.385,13.625,0.1667,1.849,,,114.385
ABAB,ABB-089,1463.1924,,-111.817,110.355,14.129,0.162,1.848,,,110.355
ABAB,ABB-089,1463.3448,,-112.0,103.329,14.632,0.1678,1.867,,,103.329
ABAB,ABB-089,1463.4972,,-111.864,96.581,16.08,0.1749,1.883,,,96.581
ABAB,ABB-089,1463.6496,,-111.729,88.67,17.527,0.182,1.958,,,88.67
ABAB,ABB-089,1463.802,,-111.782,80.43,19.325,0.1844,2.185,,,80.43
ABAB,ABB-089,1463.9544,,-111.834,68.979,20.075,0.1795,2.291,,,68.979
ABAB,ABB-089,1464.1068,,-111.887,64.304,20.825,0.1624,2.344,,,64.304
ABAB,ABB-089,1464.2592,,-111.676,63.359,21.153,0.1709,2.364,,,63.359
ABAB,ABB-089,1464.4116,,-111.995,64.554,21.482,0.1764,2.181,,,64.554
ABAB,ABB-089,1464.564,,-112.314,64.077,21.535,0.1734,2.165,,,64.077
ABAB,ABB-089,1464.7164,,-113.28,59.273,21.371,0.1645,2.152,,,59.273
ABAB,ABB-089,1464.8688,,-114.245,54.791,21.079,0.1569,2.146,,,54.791
ABAB,ABB-089,1465.0212,,-114.533,56.603,20.606,0.1495,2.268,,,56.603
ABAB,ABB-089,1465.1736,,-114.614,58.046,20.167,0.1593,2.202,,,58.046
ABAB,ABB-089,1465.326,,-114.694,58.315,20.135,0.1887,2.136,,,58.315
ABAB,ABB-089,1465.4784,,-114.774,58.572,20.363,0.1985,2.07,,,58.572
ABAB,ABB-089,1465.6308,,-114.397,58.83,20.591,0.1987,2.018,,,58.83
ABAB,ABB-089,1465.7832,,-114.4,63.339,21.043,0.1975,2.018,,,63.339
ABAB,ABB-089,1465.9356,,-114.403,67.544,21.691,0.1934,2.056,,,67.544
ABAB,ABB-089,1466.088,,-114.406,71.392,22.338,0.1943,2.148,,,71.392
ABAB,ABB-089,1466.2404,,-114.593,75.954,22.795,0.2202,2.228,,,75.954
ABAB,ABB-089,1466.3928,,-114.78,80.501,23.252,0.247,2.124,,,80.501
ABAB,ABB-089,1466.5452,,-114.967,82.994,23.446,0.2573,2.019,,,82.994
ABAB,ABB-089,1466.6976,,-114.84,83.41,23.455,0.2577,2.039,,,83.41
ABAB,ABB-089,1466.85,,-114.712,83.035,23.285,0.2383,2.059,,,83.035
ABAB,ABB-089,1467.0024,,-114.585,83.124,22.856,0.2159,2.093,,,83.124
ABAB,ABB-089,1467.1548,,-114.457,83.859,21.629,0.1992,2.129,,,83.859
ABAB,ABB-089,1467.3072,,-114.572,81.088,19.701,0.1958,2.129,,,81.088
ABAB,ABB-089,1467.4596,,-114.686,79.039,18.643,0.2009,2.11,,,79.039
ABAB,ABB-089,1467.612,,-114.801,76.526,17.758,0.206,2.112,,,76.526
ABAB,ABB-089,1467.7644,,-114.915,71.293,16.828,0.1586,2.139,,,71.293
ABAB,ABB-089,1467.9168,,-115.084,70.669,15.984,0.1522,2.17,,,70.669
ABAB,ABB-089,1468.0692,,-115.252,71.356,15.141,0.1645,2.205,,,71.356
ABAB,ABB-089,1468.2216,,-115.421,69.927,14.269,0.1748,2.346,,,69.927
ABAB,ABB-089,1468.374,,-115.59,69.022,13.397,0.1768,2.36,,,69.022
ABAB,ABB-089,1468.5264,,-115.759,67.36,12.797,0.1761,2.346,,,67.36
ABAB,ABB-089,1468.6788,,-116.189,65.382,12.437,0.1796,2.257,,,65.382
ABAB,ABB-089,1468.8312,,-116.734,64.207,12.389,0.1826,2.271,,,64.207
ABAB,ABB-089,1468.9836,,-117.28,63.444,12.796,0.1857,2.285,,,63.444
ABAB,ABB-089,1469.136,,-117.622,61.852,13.315,0.1748,2.295,,,61.852
ABAB,ABB-089,1469.2884,,-117.964,60.28,14.181,0.1639,2.283,,,60.28
ABAB,ABB-089,1469.4408,,-117.83,59.214,15.047,0.1703,2.228,,,59.214
ABAB,ABB-089,1469.5932,,-117.093,58.407,16.155,0.1749,2.188,,,58.407
ABAB,ABB-089,1469.7456,,-116.084,57.6,17.176,0.1795,2.168,,,57.6
ABAB,ABB-089,1469.898,,-115.305,56.793,18.207,0.1841,2.144,,,56.793
ABAB,ABB-089,1470.0504,,-115.393,54.137,18.775,0.1899,2.133,,,54.137
ABAB,ABB-089,1470.2028,,-115.456,51.919,18.391,0.1884,2.136,,,51.919
ABAB,ABB-089,1470.3552,,-115.519,49.921,17.379,0.1868,2.111,,,49.921
ABAB,ABB-089,1470.5076,,-115.301,48.139,16.368,0.1836,2.066,,,48.139
ABAB,ABB-089,1470.66,,-114.94,48.236,14.855,0.1804,2.169,,,48.236
ABAB,ABB-089,1470.8124,,-114.58,49.465,12.444,0.1748,2.273,,,49.465
ABAB,ABB-089,1470.9648,,-114.22,50.3,9.682,0.1687,2.376,,,50.3
ABAB,ABB-089,1471.1172,,-113.952,51.884,8.473,0.1611,2.404,,,51.884
ABAB,ABB-089,1471.2696,,-114.498,55.41,6.976,0.1673,2.409,,,55.41
ABAB,ABB-089,1471.422,,-115.093,53.822,6.294,0.1714,2.417,,,53.822
ABAB,ABB-089,1471.5744,,-115.586,52.14,5.637,0.1669,2.433,,,52.14
ABAB,ABB-089,1471.7268,,-116.079,50.417,5.182,0.1538,2.453,,,50.417
ABAB,ABB-089,1471.8792,,-116.288,48.489,4.981,0.1298,2.475,,,48.489
ABAB,ABB-089,1472.0316,,-116.239,46.513,4.859,0.1145,2.486,,,46.513
ABAB,ABB-089,1472.184,,-116.191,45.418,4.737,0.1068,2.487,,,45.418
ABAB,ABB-089,1472.3364,,-115.738,43.884,4.641,0.1152,2.486,,,43.884
ABAB,ABB-089,1472.4888,,-115.284,42.351,4.546,0.119,2.474,,,42.351
ABAB,ABB-089,1472.6412,,-114.831,42.262,4.427,0.1223,2.47,,,42.262
ABAB,ABB-089,1472.7936,,-114.389,43.019,4.311,0.1256,2.474,,,43.019
ABAB,ABB-089,1472.946,,-114.138,40.789,4.212,0.1343,2.475,,,40.789
ABAB,ABB-089,1473.0984,,-114.75,38.557,4.095,0.1409,2.458,,,38.557
ABAB,ABB-089,1473.2508,,-115.363,36.302,3.979,0.1456,2.443,,,36.302
ABAB,ABB-089,1473.4032,,-116.579,33.889,3.855,0.147,2.425,,,33.889
ABAB,ABB-089,1473.5556,,-117.795,31.424,3.789,0.147,2.403,,,31.424
ABAB,ABB-089,1473.708,,-118.907,31.268,3.715,0.1472,2.425,,,31.268
ABAB,ABB-089,1473.8604,,-120.018,33.812,3.577,0.1476,2.429,,,33.812
ABAB,ABB-089,1474.0128,,-121.046,34.444,3.415,0.1468,2.431,,,34.444
ABAB,ABB-089,1474.1652,,-122.074,34.393,3.225,0.1484,2.419,,,34.393
ABAB,ABB-089,1474.3176,,-122.746,35.349,3.042,0.1479,2.395,,,35.349
ABAB,ABB-089,1474.47,,-123.417,35.007,2.702,0.1462,2.365,,,35.007
ABAB,ABB-089,1474.6224,,-123.783,34.535,2.413,0.1445,2.356,,,34.535
ABAB,ABB-089,1474.7748,,-124.148,34.722,2.144,0.1432,2.372,,,34.722
ABAB,ABB-089,1474.9272,,-124.372,36.155,2.039,0.1427,2.384,,,36.155
ABAB,ABB-089,1475.0796,,-124.597,38.381,1.933,0.148,2.373,,,38.381
ABAB,ABB-089,1475.232,,-124.822,40.273,1.955,0.1572,2.336,,,40.273
ABAB,ABB-089,1475.3844,,-124.154,39.721,2.098,0.17,2.311,,,39.721
ABAB,ABB-089,1475.5368,,-123.472,37.669,2.294,0.1646,2.411,,,37.669
ABAB,ABB-089,1475.6892,,-122.789,35.763,2.536,0.1369,2.509,,,35.763
ABAB,ABB-089,1475.8416,,-122.107,37.019,2.887,0.1109,2.519,,,37.019
ABAB,ABB-089,1475.994,,-121.425,46.233,3.322,0.0838,2.529,,,46.233
ABAB,ABB-089,1476.1464,,-120.742,57.08,3.818,0.0697,2.552,,,57.08
ABAB,ABB-089,1476.2988,,-119.551,65.694,4.071,0.0765,2.566,,,65.694
ABAB,ABB-089,1476.4512,,-117.781,65.336,4.324,0.0833,2.567,,,65.336
ABAB,ABB-089,1476.6036,,-116.359,61.846,4.438,0.0911,2.552,,,61.846
ABAB,ABB-089,1476.756,,-114.766,61.065,4.552,0.0959,2.537,,,61.065
ABAB,ABB-089,1476.9084,,-112.555,64.557,4.554,0.1006,2.483,,,64.557
ABAB,ABB-089,1477.0608,,-110.345,67.888,4.554,0.1018,2.455,,,67.888
ABAB,ABB-089,1477.2132,,-108.134,67.868,4.557,0.1029,2.427,,,67.868
ABAB,ABB-089,1477.3656,,-109.565,61.695,4.543,0.1006,2.415,,,61.695
ABAB,ABB-089,1477.518,,-110.995,54.776,4.529,0.0927,2.419,,,54.776
ABAB,ABB-089,1477.6704,,-111.66,45.251,4.431,0.0836,2.475,,,45.251
ABAB,ABB-089,1477.8228,,-113.788,38.622,4.28,0.0825,2.568,,,38.622
ABAB,ABB-089,1477.9752,,-113.756,34.095,4.114,0.0813,2.6,,,34.095
ABAB,ABB-089,1478.1276,,-112.253,33.522,3.958,0.0848,2.589,,,33.522
ABAB,ABB-089,1478.28,,-109.459,31.587,3.803,0.0873,2.573,,,31.587
ABAB,ABB-089,1478.4324,,-106.193,29.246,3.67,0.0897,2.551,,,29.246
ABAB,ABB-089,1478.5848,,-102.639,28.164,3.538,0.0897,2.54,,,28.164
ABAB,ABB-089,1478.7372,,-99.493,27.592,3.483,0.0897,2.547,,,27.592
ABAB,ABB-089,1478.8896,,-96.608,27.082,3.427,0.0896,2.537,,,27.082
ABAB,ABB-089,1479.042,,-93.136,25.928,3.409,0.0898,2.537,,,25.928
ABAB,ABB-089,1479.1944,,-91.67,24.56,3.39,0.09,2.53,,,24.56
ABAB,ABB-089,1479.3468,,-91.584,22.785,3.367,0.0902,2.521,,,22.785
ABAB,ABB-089,1479.4992,,-92.932,22.978,3.323,0.0942,2.524,,,22.978
ABAB,ABB-089,1479.6516,,-94.28,23.986,3.279,0.0986,2.497,,,23.986
ABAB,ABB-089,1479.804,,-96.783,24.954,3.214,0.1059,2.501,,,24.954
ABAB,ABB-089,1479.9564,,-99.845,26.102,3.141,0.1275,2.493,,,26.102
ABAB,ABB-089,1480.1088,,-102.907,28.714,3.069,0.1507,2.478,,,28.714
ABAB,ABB-089,1480.2612,,-106.757,31.805,2.968,0.1607,2.477,,,31.805
ABAB,ABB-089,1480.4136,,-110.483,38.711,2.85,0.1657,2.475,,,38.711
ABAB,ABB-089,1480.566,,-113.507,42.722,2.732,0.1675,2.477,,,42.722
ABAB,ABB-089,1480.7184,,-115.355,46.24,2.623,0.1683,2.443,,,46.24
ABAB,ABB-089,1480.8708,,-117.204,46.946,2.513,0.1667,2.414,,,46.946
ABAB,ABB-089,1481.0232,,-117.755,44.997,2.404,0.1629,2.38,,,44.997
ABAB,ABB-089,1481.1756,,-116.993,42.853,2.337,0.1528,2.352,,,42.853
ABAB,ABB-089,1481.328,,-116.23,42.877,2.314,0.1493,2.329,,,42.877
ABAB,ABB-089,1481.4804,,-114.495,43.482,2.291,0.1593,2.325,,,43.482
ABAB,ABB-089,1481.6328,,-112.371,44.086,2.299,0.1587,2.327,,,44.086
ABAB,ABB-089,1481.7852,,-110.247,44.026,2.307,0.1392,2.383,,,44.026
ABAB,ABB-089,1481.9376,,-107.311,43.966,2.315,0.1168,2.414,,,43.966
ABAB,ABB-089,1482.09,,-101.949,42.471,2.39,0.1101,2.44,,,42.471
ABAB,ABB-089,1482.2424,,-96.278,40.542,2.466,0.1073,2.457,,,40.542
ABAB,ABB-089,1482.3948,,-96.444,37.729,2.511,0.1115,2.475,,,37.729
ABAB,ABB-089,1482.5472,,-98.491,34.816,2.556,0.1156,2.511,,,34.816
ABAB,ABB-089,1482.6996,,-101.672,32.853,2.558,0.1284,2.532,,,32.853
ABAB,ABB-089,1482.852,,-104.754,32.07,2.56,0.1306,2.516,,,32.07
ABAB,ABB-089,1483.0044,,-107.836,32.018,2.553,0.1308,2.481,,,32.018
ABAB,ABB-089,1483.1568,,-110.229,33.263,2.567,0.1297,2.472,,,33.263
ABAB,ABB-089,1483.3092,,-111.767,33.887,2.581,0.1276,2.468,,,33.887
ABAB,ABB-089,1483.4616,,-112.196,34.133,2.649,0.1246,2.46,,,34.133
ABAB,ABB-089,1483.614,,-112.626,34.008,2.717,0.1224,2.451,,,34.008
ABAB,ABB-089,1483.7664,,-113.055,33.29,2.806,0.1228,2.457,,,33.29
ABAB,ABB-089,1483.9188,,-111.366,32.315,2.806,0.1238,2.468,,,32.315
ABAB,ABB-089,1484.0712,,-110.04,30.793,2.761,0.1251,2.47,,,30.793
ABAB,ABB-089,1484.2236,,-109.895,29.427,2.716,0.1193,2.484,,,29.427
ABAB,ABB-089,1484.376,,-110.04,29.497,2.671,0.1146,2.503,,,29.497
ABAB,ABB-089,1484.5284,,-110.186,30.347,2.599,0.1252,2.506,,,30.347
ABAB,ABB-089,1484.6808,,-110.331,31.96,2.528,0.133,2.465,,,31.96
ABAB,ABB-089,1484.8332,,-110.044,33.377,2.475,0.1364,2.462,,,33.377
ABAB,ABB-089,1484.9856,,-109.253,34.27,2.422,0.136,2.447,,,34.27
ABAB,ABB-089,1485.138,,-109.253,33.266,2.381,0.1332,2.44,,,33.266
ABAB,ABB-089,1485.2904,,-110.008,31.677,2.34,0.1271,2.459,,,31.677
ABAB,ABB-089,1485.4428,,-111.034,28.806,2.291,0.116,2.489,,,28.806
ABAB,ABB-089,1485.5952,,-112.697,25.548,2.243,0.1129,2.517,,,25.548
ABAB,ABB-089,1485.7476,,-114.71,25.931,2.195,0.1155,2.55,,,25.931
ABAB,ABB-089,1485.9,,-116.722,26.74,2.123,0.1181,2.549,,,26.74
ABAB,ABB-089,1486.0524,,-118.236,27.491,2.051,0.1236,2.505,,,27.491
ABAB,ABB-089,1486.2048,,-119.368,28.427,1.857,0.1291,2.427,,,28.427
ABAB,ABB-089,1486.3572,,-120.499,29.585,1.669,0.1477,2.402,,,29.585
ABAB,ABB-089,1486.5096,,-121.357,31.639,1.51,0.1693,2.346,,,31.639
ABAB,ABB-089,1486.662,,-121.643,34.601,1.448,0.1908,2.313,,,34.601
ABAB,ABB-089,1486.8144,,-121.93,37.965,1.386,0.2028,2.3,,,37.965
ABAB,ABB-089,1486.9668,,-121.304,41.187,1.475,0.219,2.292,,,41.187
