STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,GR_NO
ABAB,ABB-089,1487.1192,,-122.335,48.89,1.54,0.2156,2.299,,,48.89
ABAB,ABB-089,1487.2716,,-123.366,57.881,1.606,0.1848,2.34,,,57.881
ABAB,ABB-089,1487.424,,-123.287,62.436,1.752,0.1575,2.382,,,62.436
ABAB,ABB-089,1487.5764,,-122.31,61.281,1.87,0.1419,2.435,,,61.281
ABAB,ABB-089,1487.7288,,-120.648,58.901,1.987,0.1372,2.46,,,58.901
ABAB,ABB-089,1487.8812,,-120.397,55.886,2.127,0.1348,2.474,,,55.886
ABAB,ABB-089,1488.0336,,-120.146,52.847,2.245,0.1327,2.466,,,52.847
ABAB,ABB-089,1488.186,,-120.673,52.724,2.307,0.1309,2.446,,,52.724
ABAB,ABB-089,1488.3384,,-120.998,54.271,2.351,0.1312,2.446,,,54.271
ABAB,ABB-089,1488.4908,,-121.323,56.017,2.346,0.1305,2.445,,,56.017
ABAB,ABB-089,1488.6432,,-121.392,54.953,2.338,0.1298,2.41,,,54.953
ABAB,ABB-089,1488.7956,,-121.461,54.815,2.329,0.1262,2.413,,,54.815
ABAB,ABB-089,1488.948,,-120.739,55.354,2.327,0.1207,2.42,,,55.354
ABAB,ABB-089,1489.1004,,-119.784,53.344,2.325,0.1146,2.437,,,53.344
ABAB,ABB-089,1489.2528,,-118.945,53.323,2.322,0.1088,2.456,,,53.323
ABAB,ABB-089,1489.4052,,-118.105,53.768,2.314,0.1089,2.467,,,53.768
ABAB,ABB-089,1489.5576,,-118.063,52.94,2.324,0.109,2.462,,,52.94
ABAB,ABB-089,1489.71,,-117.772,52.632,2.362,0.1126,2.458,,,52.632
ABAB,ABB-089,1489.8624,,-117.482,53.426,2.416,0.1171,2.455,,,53.426
ABAB,ABB-089,1490.0148,,-116.413,53.398,2.495,0.1107,2.47,,,53.398
ABAB,ABB-089,1490.1672,,-115.344,52.853,2.574,0.1026,2.465,,,52.853
ABAB,ABB-089,1490.3196,,-113.777,52.308,2.669,0.0982,2.47,,,52.308
ABAB,ABB-089,1490.472,,-112.286,50.093,2.764,0.0967,2.482,,,50.093
ABAB,ABB-089,1490.6244,,-108.294,34.965,2.859,0.0985,2.511,,,34.965
ABAB,ABB-089,1490.7768,,-104.301,27.774,2.973,0.1007,2.508,,,27.774
ABAB,ABB-089,1490.9292,,-98.006,17.998,3.089,0.1023,2.506,,,17.998
ABAB,ABB-089,1491.0816,,-86.418,5.375,3.204,0.1032,2.517,,,5.375
ABAB,ABB-089,1491.234,,-79.83,4.425,3.296,0.1019,2.511,,,4.425
ABAB,ABB-089,1491.3864,,-73.175,3.475,3.388,0.0995,2.501,,,3.475
ABAB,ABB-089,1491.5388,,-68.448,2.525,3.375,0.0985,2.501,,,2.525
ABAB,ABB-089,1491.6912,,-65.03,1.575,3.356,0.1026,2.504,,,1.575
ABAB,ABB-089,1491.8436,,-62.393,0.625,3.26,0.1057,2.505,,,0.625
ABAB,ABB-089,1491.996,,-58.089,0.318,3.165,0.1077,2.509,,,0.318
ABAB,ABB-089,1492.1484,,-52.808,0.772,3.06,0.1084,2.496,,,0.772
ABAB,ABB-089,1492.3008,,-49.921,2.758,2.955,0.109,2.482,,,2.758
ABAB,ABB-089,1492.4532,,-50.006,13.751,2.92,0.109,2.469,,,13.751
ABAB,ABB-089,1492.6056,,-51.112,28.183,2.906,0.1089,2.454,,,28.183
ABAB,ABB-089,1492.758,,-52.02,34.163,2.892,0.1079,2.444,,,34.163
ABAB,ABB-089,1492.9104,,-51.778,34.366,2.903,0.1061,2.437,,,34.366
ABAB,ABB-089,1493.0628,,-51.537,34.208,2.914,0.1022,2.434,,,34.208
ABAB,ABB-089,1493.2152,,-51.657,34.089,2.991,0.0964,2.434,,,34.089
ABAB,ABB-089,1493.3676,,-52.807,33.969,3.067,0.0625,2.421,,,33.969
ABAB,ABB-089,1493.52,,-55.421,33.946,3.204,0.0591,2.394,,,33.946
ABAB,ABB-089,1493.6724,,-59.043,33.933,3.326,0.0556,2.396,,,33.933
ABAB,ABB-089,1493.8248,,-60.057,33.921,3.393,0.0521,2.402,,,33.921
ABAB,ABB-089,1493.9772,,-57.021,33.965,3.461,0.0486,2.399,,,33.965
ABAB,ABB-089,1494.1296,,-46.443,34.009,3.491,0.0451,2.395,,,34.009
ABAB,ABB-089,1494.282,,-34.871,33.889,3.52,0.0416,2.394,,,33.889
ABAB,ABB-089,1494.4344,,-32.921,33.753,3.549,0.0381,2.398,,,33.753
ABAB,ABB-089,1494.5868,,-32.064,33.752,3.557,0.0347,2.399,,,33.752
ABAB,ABB-089,1494.7392,,-31.612,33.79,3.565,0.0312,2.395,,,33.79
ABAB,ABB-089,1494.8916,,-31.766,33.657,3.573,0.0277,2.381,,,33.657
ABAB,ABB-089,1495.044,,-31.92,33.271,3.564,0.0242,2.353,,,33.271
ABAB,ABB-089,1495.1964,,-32.074,33.306,3.554,0.0207,2.302,,,33.306
ABAB,ABB-089,1495.3488,,-32.228,33.994,3.545,0.0265,2.263,,,33.994
ABAB,ABB-089,1495.5012,,-32.381,33.801,3.544,0.1063,2.266,,,33.801
ABAB,ABB-089,1495.6536,,-32.533,30.944,3.547,0.1467,2.271,,,30.944
ABAB,ABB-089,1495.806,,-32.685,26.473,3.561,0.1694,2.266,,,26.473
ABAB,ABB-089,1495.9584,,-32.836,26.706,3.576,0.1717,2.258,,,26.706
ABAB,ABB-089,1496.1108,,-32.988,27.486,3.591,0.1739,2.247,,,27.486
ABAB,ABB-089,1496.2632,,-33.139,28.636,3.61,0.173,2.239,,,28.636
ABAB,ABB-089,1496.4156,,-33.291,29.786,,0.1706,2.232,,,29.786
ABAB,ABB-089,1496.568,,-33.443,30.688,,0.1683,2.221,,,30.688
ABAB,ABB-089,1496.7204,,-33.594,31.249,,0.1656,2.22,,,31.249
ABAB,ABB-089,1496.8728,,-33.729,31.738,,0.1629,2.237,,,31.738
ABAB,ABB-089,1497.0252,,-33.864,33.004,,0.1611,2.243,,,33.004
ABAB,ABB-089,1497.1776,,-33.999,35.377,,0.1593,2.254,,,35.377
ABAB,ABB-089,1497.33,,-34.134,51.829,,0.1589,2.249,,,51.829
ABAB,ABB-089,1497.4824,,-34.113,56.937,,0.1584,2.237,,,56.937
ABAB,ABB-089,1497.6348,,-34.093,64.055,,0.1571,2.205,,,64.055
ABAB,ABB-089,1497.7872,,-34.086,66.174,,0.1503,,,,66.174
ABAB,ABB-089,1497.9396,,-34.078,60.845,,0.1278,,,,60.845
ABAB,ABB-089,1498.092,,-34.071,44.123,,,,,,44.123
